Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
Bo_00410	3.2.1.37|3.2.1.55|3.2.1.8	GH43_29(25-313)+CBM6(338-461)	GH43_e59+CBM6_e0	CBM6+GH43_29	Y(1-24)	3
Bo_00411	3.2.1.23	GH2(22-598)	GH2_e127	GH2	Y(1-20)	3
Bo_00412	3.2.1.23|3.2.1.-	GH2(34-656)	GH2_e145	GH2	Y(1-33)	3
Bo_00413	3.2.1.22|3.2.1.88	GH97(3-656)	GH97_e18	GH97	N	3
Bo_00415	-	GH146(36-546)	GH146_e13	GH146	Y(1-24)	3
Bo_00416	-	GH31(324-753)	GH31_e92	GH31	Y(1-21)	3
Bo_00417	3.2.1.23	GH2(23-731)	GH2_e127	GH2	Y(1-25)	3
Bo_00469	3.2.1.52|3.2.1.-|-	GH20(151-498)	GH20_e12+CBM32_e198	GH20	N	3
Bo_00470	3.2.1.52|3.2.1.-	GH20(154-509)	GH20_e12	GH20	Y(1-28)	3
Bo_00471	3.2.1.25	GH2(22-779)	GH2_e80	GH2	Y(1-25)	3
Bo_00472	3.2.1.18	GH33(191-528)	GH33_e121	GH33	N	3
Bo_00476	-	GT11(3-264)	GT11_e15	GT11	N	3
Bo_00477	-	GT2(6-136)	GT2	GT2	N	3
Bo_00478	-	GT4(180-329)	GT4_e2903	GT4	N	3
Bo_00480	-	GT26(52-227)	GT26_e12	GT26	N	3
Bo_00528	3.2.1.21	GH16(544-828)	GH16_e107	GH16	N	3
Bo_00529	3.2.1.21|3.2.1.-	GH16(37-317)+GH3(405-625)	GH16_e107+GH3_e1	GH16+GH3	Y(1-20)	3
Bo_00668	N	PL29(99-329)	N	N	Y(1-23)	1
Bo_00669	-	PL1_2(134-324)	PL1_e77	PL1_2	Y(1-23)	3
Bo_00671	3.2.1.-	GH2(44-644)	GH2_e50	GH2	Y(1-25)	3
Bo_00701	N	CE19(52-191)	N	N	Y(1-37)	1
Bo_00714	3.2.1.25	GH2(23-802)	GH2_e80	GH2	Y(1-25)	3
Bo_00765	N	CE1(34-237)	N	N	Y(1-21)	1
Bo_00770	-	CBM67(144-317)+GH78(347-856)	CBM67_e3+GH78_e29	GH78	Y(1-21)	3
Bo_00773	3.2.1.-	GH125(76-474)	GH125_e1	GH125	Y(1-24)	3
Bo_00774	3.2.1.101	GH76(57-360)	GH76_e42	GH76	Y(1-25)	3
Bo_00804	-	GH20(313-723)	GH20_e108	GH20	N	3
Bo_00808	3.2.1.75	GH30_3(65-489)	GH30_e41	GH30_3	Y(1-24)	3
Bo_00810	3.2.1.21|3.2.1.-	GH3(61-281)	GH3_e10	GH3	Y(1-21)	3
Bo_00823	-	GH163(197-438)	GH163_e16	GH163	N	3
Bo_00825	-	GT2(61-199)	GT2	GT2	N	3
Bo_00829	4.2.2.20	PL8_2(616-860)	PL8_e13	PL8_2	Y(1-26)	3
Bo_00839	-	CE12(27-249)+CE4(274-404)	CE12_e30+CE4_e9	CE0+CE12	Y(1-23)	3
Bo_00840	-	GH43_24(55-289)	GH43_e205	GH43_24	Y(1-27)	3
Bo_00841	3.2.1.-	GH115(23-777)	GH115_e4	GH115	Y(1-22)	3
Bo_00913	-	GT30(43-205)	GT30_e38	GT30	N	3
Bo_00917	3.2.1.53|3.2.1.-	GH123(59-597)	GH123_e16	GH123	Y(1-21)	3
Bo_00981	-	GH89(53-713)	GH89_e5	GH89	N	3
Bo_01019	-	GT2(21-154)	GT2	GT2	N	3
Bo_01023	-	CE4(36-158)	CE4_e51	CE4	N	3
Bo_01051	3.2.1.20	GH31(180-603)	GH31_e23	GH31	Y(1-24)	3
Bo_01052	3.2.1.101	GH76(166-468)	GH76_e36	GH76	N	3
Bo_01058	-	GH31(192-616)	GH31_e65	GH31	Y(1-20)	3
Bo_01059	3.2.1.113|3.2.1.-	GH92(234-741)	GH92_e18	GH92	Y(1-23)	3
Bo_01089	-	GH23(302-459)	GH23_e996	GH23	N	3
Bo_01106	-	GT51(44-201)	GT51_e13	GT51	N	3
Bo_01115	-	CE1(31-261)	CE1_e22	N	Y(1-22)	2
Bo_01122	-	GH88(71-395)	GH88_e24	GH88	Y(1-31)	3
Bo_01123	3.2.1.55|3.2.1.37|-	GH43_10(37-307)+CBM91(342-547)	GH43_e0+CBM91_e10	GH43_10	Y(1-21)	3
Bo_01132	-	GH2(53-925)	GH2_e30	GH2	Y(1-26)	3
Bo_01142	3.2.1.185	GH146(52-556)	GH146_e0	GH146	Y(1-23)	3
Bo_01143	-	GH28(191-444)	GH28_e57	GH28	Y(1-20)	3
Bo_01144	-	GH30_2(53-474)	GH30_e66	GH30_2	Y(1-23)	3
Bo_01156	-	GH97(24-645)	GH97_e24	GH97	Y(1-24)	3
Bo_01193	-	GH20(26-286)	GH20_e108	GH20	N	3
Bo_01194	3.2.1.52|3.2.1.-	GH20(162-510)	GH20_e12	GH20	N	3
Bo_01287	3.2.1.-|3.2.1.63	GH95(22-744)	GH95_e1	GH95	N	3
Bo_01290	3.2.1.111|3.2.1.51|-	GH29(34-346)+CBM32(576-687)	GH29_e30+CBM32_e126+CBM32_e126	GH29	Y(1-32)	3
Bo_01291	3.2.1.37|3.2.1.55|3.2.1.8	GH43_29(28-317)+CBM6(340-452)	GH43_e59+CBM6_e0	CBM6+GH43_29	N	3
Bo_01356	3.2.1.-	GH3(109-333)	GH3_e57	GH3	Y(1-26)	3
Bo_01369	-	GT51(437-585)	GT51_e93	GT51	N	3
Bo_01384	-	GH27(168-423)	GH27_e11	GH27	N	3
Bo_01385	-	CBM35(31-136)	CBM35_e33	N	Y(1-26)	2
Bo_01393	-	CE7(129-430)	CE7_e20	CE7	Y(1-21)	3
Bo_01408	3.2.1.-	GH16_3(35-261)	GH16_e321	GH16_3	Y(1-26)	3
Bo_01411	3.2.1.113|3.2.1.-	GH92(230-737)	GH92_e18	GH92	Y(1-20)	3
Bo_01423	-	GH25(100-275)	GH25_e217	GH25	Y(1-25)	3
Bo_01435	-	GH109(5-185)	GH109_e7	N	N	2
Bo_01436	-	PL38(69-344)	PL38_e14	PL38	Y(1-27)	3
Bo_01441	-	PL38(66-343)	PL38_e14	PL38	Y(1-20)	3
Bo_01442	-	PL38(52-315)	PL38_e19	PL38	Y(1-22)	3
Bo_01443	-	GH2(24-486)	GH2_e78	GH2	N	3
Bo_01444	3.2.1.-	GH88(89-408)	GH88_e11	GH88	N	3
Bo_01459	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24|-	GH88(61-382)+GH92(961-1455)	GH88_e24+GH92_e0	GH88+GH92	Y(1-22)	3
Bo_01466	-	GH141(24-585)	GH141_e0	GH141	N	3
Bo_01468	3.2.1.20	GH31(283-715)	GH31_e16	GH31	N	3
Bo_01476	3.2.1.55	GH51(15-514)	GH51_e19	GH51	Y(1-31)	3
Bo_01477	3.2.1.185	GH146(33-559)	GH146_e0	GH146	Y(1-22)	3
Bo_01484	3.2.1.55	GH51(197-658)	GH51_e47	GH51	Y(1-22)	3
Bo_01510	-	GT4(213-343)	GT4_e2792	GT4	N	3
Bo_01514	-	GT4(203-347)	GT4_e3332	GT4	N	3
Bo_01515	-	GT2(7-166)	GT2	GT2	N	3
Bo_01520	-	GT4(5-156)	GT4_e1502	GT4	N	3
Bo_01521	-	GT26(49-222)	GT26_e25	GT26	N	3
Bo_01567	-	CE20(103-362)	CE20_e34	CE20	Y(1-22)	3
Bo_01572	-	CE20(106-364)	CE20_e34	CE20	N	3
Bo_01620	-	GT28(195-356)	GT28_e43	GT28	N	3
Bo_01657	3.2.1.22	GH36(25-712)	GH36_e24	GH36	Y(1-20)	3
Bo_01679	-	GT83(2-470)	GT83_e8	N	N	2
Bo_01682	-	GT2(6-175)	GT2	GT2	N	3
Bo_01683	-	CE4(34-128)	CE4_e54	N	N	2
Bo_01689	N	GT2(3-208)	N	N	N	1
Bo_01690	N	GT8(15-227)	N	N	N	1
Bo_01691	2.4.1.40	GT6(2-217)	GT6_e3	GT6	N	3
Bo_01692	-	GT11(26-287)	GT11_e33	GT11	N	3
Bo_01693	-	GT2(9-134)	GT2	GT2	N	3
Bo_01694	-	GT2(8-135)	GT2	GT2	N	3
Bo_01697	-	GT2(1-127)	GT2	GT2	N	3
Bo_01699	-	GT2(12-191)	GT2	GT2	N	3
Bo_01703	-	GT4(203-348)	GT4_e2089	GT4	N	3
Bo_01706	-	GT9(75-305)	GT9_e11	GT9	N	3
Bo_01707	-	GT4(180-326)	GT4_e3041	GT4	N	3
Bo_01708	-	GT9(72-318)	GT9_e65	GT9	N	3
Bo_01719	4.2.2.20	PL29(359-684)	PL29_e9	PL29	Y(1-20)	3
Bo_01724	-	PL8_2(577-809)	PL8_e21	PL8_2	Y(1-21)	3
Bo_01726	3.2.1.-	GH88(70-393)	GH88_e11	GH88	Y(1-24)	3
Bo_01727	-	GH2(49-497)	GH2_e14	GH2	N	3
Bo_01729	3.2.1.146	GH43_3(46-338)	GH43_e310	GH43_3	Y(1-64)	3
Bo_01745	-	GH2(52-910)	GH2_e30	GH2	Y(1-23)	3
Bo_01762	3.2.1.63|3.2.1.51	GH95(70-805)	GH95_e0	GH95	Y(1-21)	3
Bo_01788	-	GH89(62-702)	GH89_e5	GH89	Y(1-22)	3
Bo_01792	-	GH89(66-714)	GH89_e9	GH89	N	3
Bo_01805	-	CE1(52-309)	CE1_e22	N	Y(1-21)	2
Bo_01806	-	CE1(32-288)	CE1_e22	N	N	2
Bo_01810	-	GH18(51-308)	GH18_e281	GH0	N	3
Bo_01837	2.4.1.281	GH130(59-361)	GH130_e6	GH130	N	3
Bo_01838	3.2.1.22	GH36(25-709)	GH36_e36	GH36	Y(1-22)	3
Bo_01839	3.2.1.100|3.2.1.-	GH26(29-301)	GH26_e61	GH26	Y(1-23)	3
Bo_01840	-	GH26(48-351)	GH26_e89	GH26	N	3
Bo_01848	3.2.1.31	GH2(28-554)	GH2_e139	GH2	Y(1-24)	3
Bo_01849	-	CE7(129-422)	CE7_e10	CE7	Y(1-24)	3
Bo_01852	-	GH105(49-367)	GH105_e29	GH105	Y(1-20)	3
Bo_01853	-	GH3(58-267)	GH3_e137	GH3	Y(1-22)	3
Bo_01854	-	GH3(103-326)	GH3_e27	GH3	Y(1-22)	3
Bo_01905	-	GH105(58-213)	GH105_e43	GH105	N	3
Bo_01906	-	GH2(39-816)	GH2_e113	GH2	N	3
Bo_01907	3.2.1.197	GH130(63-373)	GH130_e20	GH130	Y(1-32)	3
Bo_01908	-	GH2(67-735)	GH2_e51	GH2	Y(1-23)	3
Bo_01915	-	GH43_3(318-615)	GH43_e196	GH43_3	N	3
Bo_01917	-	GH105(59-367)	GH105_e43	GH105	Y(1-24)	3
Bo_01918	N	GH93(90-366)	N	N	Y(1-21)	1
Bo_01919	-	GH115(68-705)	GH115_e6	GH115	N	3
Bo_01926	-	GH109(41-190)	GH109_e7	N	N	2
Bo_01927	3.2.1.146	GH43_3(31-316)	GH43_e310	GH43_3	Y(1-49)	3
Bo_01936	-	GT4(245-392)	GT4_e1535	GT4	N	3
Bo_01937	-	GT2(11-138)	GT2	GT2	N	3
Bo_01957	2.4.1.69	GT11(2-289)	GT11_e40	GT11	N	3
Bo_01960	-	GT2(27-164)	GT2	GT2	N	3
Bo_02041	-	GH73(123-211)	GH73_e10	GH0	Y(1-21)	3
Bo_02101	-	CE9(5-378)	CE9_e7	CE9	N	3
Bo_02102	-	CE9(5-378)	CE9_e7	CE9	N	3
Bo_02109	3.2.1.20	GH97(16-666)	GH97_e10	GH97	N	3
Bo_02177	-	GT4(213-375)	GT4_e1803	GT4	N	3
Bo_02178	-	GT4(200-349)	GT4_e2257	GT4	N	3
Bo_02183	-	GT4(195-339)	GT4_e1676	GT4	N	3
Bo_02185	-	GT2(4-130)	GT2	GT2	N	3
Bo_02192	-	GT51(61-240)	GT51_e160	GT51	N	3
Bo_02206	3.2.1.31	GH2(26-663)	GH2_e122	GH2	N	3
Bo_02216	2.4.1.18	GH13_8(220-511)	CBM48_e32+GH13_e20	CBM48+GH13_8	N	3
Bo_02218	3.2.1.20	GH13_38(33-400)	GH13_e113	GH13_38	N	3
Bo_02324	-	GH172(276-504)	GH172_e1	GH172	Y(1-29)	3
Bo_02325	3.2.1.4|3.2.1.-	GH5_2(41-274)	GH5_e79	GH5_2	Y(1-21)	3
Bo_02329	-	GH5_5(39-333)	GH5_e75	GH5_5	Y(1-23)	3
Bo_02330	-	GH2(62-687)	GH2_e40	GH2	Y(1-23)	3
Bo_02331	-	GH5_5(35-319)	GH5_e231	GH5_5	Y(1-23)	3
Bo_02332	-	GH140(36-450)	GH140_e4	GH140	Y(1-22)	3
Bo_02333	2.4.1.281	GH130(56-359)	GH130_e6	GH130	N	3
Bo_02335	-	CBM67(165-345)+GH78(369-876)	CBM67_e3+GH78_e29	GH78	N	3
Bo_02337	-	CE20(101-217)+CE20(398-525)	CE20_e33	CE20	Y(1-21)	3
Bo_02342	3.2.1.21|3.2.1.-	GH3(69-287)	GH3_e10	GH3	Y(1-22)	3
Bo_02343	3.2.1.23	GH2(33-736)	GH2_e127	GH2	N	3
Bo_02344	3.2.1.177	GH31(374-841)	GH31_e66	GH31	N	3
Bo_02346	3.2.1.4|3.2.1.-|3.2.1.151	GH9(121-574)	GH9_e26	GH9	Y(1-20)	3
Bo_02350	3.2.1.4|3.2.1.-|3.2.1.151	GH5_4(182-475)	GH5_e31	GH5_4	N	3
Bo_02351	3.2.1.37|3.2.1.55|-	GH43_12(25-298)+CBM91(325-520)	GH43_e111+CBM91_e15	GH43_12	Y(1-23)	3
Bo_02352	3.2.1.37|3.2.1.55|-	GH43_12(28-305)+CBM91(332-527)	GH43_e111+CBM91_e28	GH43_12	Y(1-24)	3
Bo_02353	3.2.1.21	GH3(119-348)	GH3_e208	GH3	Y(1-23)	3
Bo_02355	3.2.1.38	GH30_4(33-528)	GH30_e42	GH30_4	Y(1-29)	3
Bo_02356	3.2.1.55	GH43_34(28-324)	GH43_e159	GH43_34	Y(1-25)	3
Bo_02362	-	GH18(50-308)	GH18_e39	GH18	N	3
Bo_02383	3.2.1.23|3.2.1.31	GH2(21-866)	GH2_e104	GH2	N	3
Bo_02384	-	CE12(73-294)+CE12(326-541)	CE12_e36+CE12_e36	CE12	Y(1-31)	3
Bo_02387	-	GH106(376-1092)	GH106_e14	GH106	Y(1-26)	3
Bo_02390	4.2.2.23|4.2.2.24	PL11_1(59-669)	PL11_e0	PL11_1	N	3
Bo_02398	3.2.1.31	GH2(24-601)	GH2_e122	GH2	Y(1-23)	3
Bo_02399	3.2.1.-	GH88(72-393)	GH88_e11	GH88	Y(1-23)	3
Bo_02400	-	GH154(25-382)	GH154_e17	GH154	Y(1-27)	3
Bo_02402	-	GH28(93-452)	GH28_e111	GH28	Y(1-27)	3
Bo_02403	3.2.1.63|3.2.1.51	GH95(38-772)	GH95_e0	GH95	Y(1-22)	3
Bo_02404	3.2.1.31	GH2(23-555)	GH2_e41	GH2	Y(1-22)	3
Bo_02405	3.2.1.172	GH105(56-372)	GH105_e17	GH105	Y(1-23)	3
Bo_02406	4.2.2.23|4.2.2.24	PL11_1(27-633)	PL11_e0	PL11_1	N	3
Bo_02424	3.2.1.21|3.2.1.37	GH3(148-370)	GH3_e98	GH3	Y(1-24)	3
Bo_02427	3.2.1.6	GH16_3(38-270)	GH16_e6	GH16_3	Y(1-21)	3
Bo_02431	3.2.1.21	GH3(115-342)	GH3_e208	GH3	Y(1-23)	3
Bo_02432	-	CE20(101-352)	CE20_e34	CE20	Y(1-20)	3
Bo_02437	3.2.1.21|3.2.1.-	GH3(101-321)	GH3_e1	GH3	N	3
Bo_02439	N	GH36(82-427)	N	N	N	1
Bo_02444	3.2.1.22	GH97(13-660)	GH97_e1	GH97	N	3
Bo_02445	3.2.1.21|3.2.1.-	GH3(97-319)	GH3_e1	GH3	N	3
Bo_02446	3.2.1.31	GH2(28-474)	GH2_e139	GH2	Y(1-24)	3
Bo_02453	3.2.1.-	GH115(26-777)	GH115_e4	GH115	Y(1-22)	3
Bo_02455	3.2.1.11|2.4.1.-	GH31(233-683)	GH31_e40	GH31	Y(1-22)	3
Bo_02456	3.2.1.11	GH66(46-592)	GH66_e1	GH66	Y(1-22)	3
Bo_02464	-	GH2(42-498)	GH2_e14	GH2	N	3
Bo_02466	3.2.1.55	GH43(65-362)	GH43_e30	GH43	Y(1-43)	3
Bo_02468	-	GH51(228-682)	GH51_e3	GH51	N	3
Bo_02475	-	GH43_31(35-303)	GH43_e217	GH43_31	Y(1-27)	3
Bo_02493	3.2.1.-	GH92(214-735)	GH92_e30	GH92	Y(1-24)	3
Bo_02499	3.2.1.40|3.1.1.73	GH78(292-838)	CBM67_e28+GH78_e80	GH78	Y(1-29)	3
Bo_02520	-	CE20(118-376)	CE20_e10	CE20	N	3
Bo_02523	-	PL35(379-556)	PL35_e1	PL35	Y(1-21)	3
Bo_02524	-	PL35(415-594)	PL35_e2	PL35	Y(1-23)	3
Bo_02525	3.2.1.-	GH88(64-388)	GH88_e11	GH88	N	3
Bo_02547	-	GH130(5-347)	GH130_e2	GH130	N	3
Bo_02598	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(235-724)	GH92_e0	GH92	N	3
Bo_02605	3.2.1.146	GH5_13(41-303)	GH5_e159	GH5_13	N	3
Bo_02606	-	GH20(319-731)	GH20_e108	GH20	N	3
Bo_02611	-	GH43_18(74-314)	GH43_e62	GH43_18	Y(1-21)	3
Bo_02613	3.2.1.21|3.2.1.-	GH3(101-322)	GH3_e1	GH3	Y(1-31)	3
Bo_02614	3.2.1.22	GH97(14-663)	GH97_e1	GH97	Y(1-22)	3
Bo_02624	-	GH15(221-581)	GH15_e39	GH15	N	3
Bo_02625	2.4.1.15	GT20(8-466)	GT20_e1	GT20	N	3
Bo_02725	4.2.2.2	PL10_1(62-350)	PL10_e13	PL10_1	Y(1-20)	3
Bo_02737	3.2.1.31	GH2(25-584)+CBM57(723-881)	GH2_e149+CBM57_e12	CBM57+GH2	Y(1-24)	3
Bo_02738	-	GH50(116-456)	GH50_e12	GH50	Y(1-20)	3
Bo_02739	-	GH50(148-492)	GH50_e0	GH50	N	3
Bo_02753	-	GH106(342-1075)	GH106_e46	GH106	N	3
Bo_02755	-	GH78(98-602)	GH78_e14	GH78	N	3
Bo_02756	3.2.1.52|3.2.1.-	GH20(164-518)	GH20_e12	GH20	N	3
Bo_02816	N	GH109(10-154)	N	N	N	1
Bo_02817	N	GH109(38-189)	N	N	Y(1-34)	1
Bo_02825	-	GT2(4-145)	GT2	GT2	N	3
Bo_02829	2.4.1.25	CBM20(148-225)+GH77(251-896)	CBM20_e2+GH77_e22	CBM20+GH77	N	3
Bo_02847	-	GH171(44-387)	GH171_e3	GH171	N	3
Bo_02880	-	GH76(60-381)	GH76_e35	GH76	Y(1-22)	3
Bo_02881	-	GH76(33-367)	GH76_e14	GH76	Y(1-35)	3
Bo_02882	-	GH92(253-777)	GH92_e38	GH92	N	3
Bo_02952	-	GH2(52-488)	GH2_e14	GH2	Y(1-23)	3
Bo_02953	-	GH43_26(37-346)	GH43_e5	GH43_26	Y(1-20)	3
Bo_02954	3.2.1.146	GH43_34(32-311)	GH43_e147	GH43_34	Y(1-21)	3
Bo_02959	-	GH76(63-413)	GH76_e13	GH76	Y(1-28)	3
Bo_02962	-	GH76(57-401)	GH76_e13	GH76	Y(1-22)	3
Bo_02964	3.2.1.113|3.2.1.-	GH92(233-740)	GH92_e18	GH92	Y(1-20)	3
Bo_02965	3.2.1.-	GH125(72-472)	GH125_e1	GH125	N	3
Bo_02992	3.2.1.71|3.2.1.214	GH144(36-448)	GH144_e1	GH144	Y(1-18)	3
Bo_02993	3.2.1.21|3.2.1.-	GH3(97-318)	GH3_e1	GH3	Y(1-23)	3
Bo_03001	3.2.1.49	GH109(39-199)	GH109_e1	N	N	2
Bo_03003	-	GH109(49-207)	GH109_e2	N	N	2
Bo_03008	-	CE9(6-389)	CE9_e78	CE9	N	3
Bo_03010	3.2.1.21|3.2.1.-	GH3(57-277)	GH3_e10	GH3	Y(1-26)	3
Bo_03011	-	GH26(317-443)	GH26_e3	GH26	Y(1-21)	3
Bo_03015	N	CE15(63-388)	N	CE0	N	2
Bo_03026	3.2.1.55|-	GH43_10(28-297)+CBM91(323-526)	GH43_e82+CBM91_e4	GH43_10	Y(1-26)	3
Bo_03027	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(59-304)	GH3_e0	GH3	N	3
Bo_03028	3.2.1.55|3.2.1.8|-	GH43_12(65-359)+CBM91(395-574)	GH43_e124+CBM91_e46	GH43_12	N	3
Bo_03029	3.2.1.177	GH31(217-713)	GH31_e94	GH31	Y(1-22)	3
Bo_03030	3.2.1.22|3.2.1.88	GH97(11-644)	GH97_e18	GH97	Y(1-19)	3
Bo_03031	3.2.1.37|3.2.1.55|3.2.1.8	GH43_29(25-297)+CBM6(321-443)	GH43_e59+CBM6_e0	CBM6+GH43_29	Y(1-24)	3
Bo_03032	3.2.1.55|3.2.1.8|-	GH43_12(70-365)+CBM91(398-576)	GH43_e124+CBM91_e46	GH43_12	N	3
Bo_03039	-	GH30_8(137-501)	GH30_e5	GH30_8	Y(1-19)	3
Bo_03040	3.2.1.8	GH98(226-546)+CBM35(831-934)	GH98_e0+CBM35_e1	CBM35+GH98	N	3
Bo_03041	3.2.1.131	GH115(40-820)	GH115_e0	GH115	Y(1-21)	3
Bo_03042	3.1.1.72|3.1.1.73|-	CE6(87-197)+CE1(406-634)	CE6_e2+CBM48_e9+CE1_e22	CBM48+CE0+CE6	Y(1-20)	3
Bo_03043	3.2.1.37|3.2.1.55|3.2.1.8	GH43_29(27-314)+CBM6(336-462)	GH43_e59+CBM6_e0	CBM6+GH43_29	Y(1-26)	3
Bo_03045	3.2.1.-|3.2.1.63	GH95(20-743)	GH95_e1	GH95	N	3
Bo_03048	-	GH30(44-498)	GH30_e45	GH30	Y(1-30)	3
Bo_03054	3.2.1.131	GH115(31-821)	GH115_e0	GH115	Y(1-20)	3
Bo_03055	-	CE20(97-223)+CE20(402-527)	CE20_e20	CE20	N	3
Bo_03061	-	GT2(249-384)	GT2	GT2	N	3
Bo_03084	3.2.1.23|-	GH35(36-348)	GH35_e43+CBM32_e42	CBM32+GH35	Y(1-23)	3
Bo_03085	3.2.1.55	GH43_19(73-304)	GH43_e159	GH43_19	N	3
Bo_03086	3.2.1.55	GH51(347-706)	GH51_e47	GH51	Y(1-22)	3
Bo_03087	3.2.1.22|3.2.1.88	GH97(12-644)	GH97_e18	GH97	Y(1-22)	3
Bo_03089	3.2.1.177	GH31(221-712)	GH31_e94	GH31	Y(1-25)	3
Bo_03091	3.2.1.-	GH154(44-395)	GH154_e20	GH154	Y(1-24)	3
Bo_03093	-	GH43_24(55-310)	GH43_e269	GH43_24	Y(1-28)	3
Bo_03094	4.2.2.-|3.2.1.-	PL42(34-326)	PL42_e0	PL42	Y(1-21)	3
Bo_03095	3.2.1.-	GH105(46-372)	GH105_e39	GH105	Y(1-31)	3
Bo_03102	-	GT2(4-167)	GT2	GT2	N	3
Bo_03103	-	GH20(149-471)	GH20_e106	GH20	Y(1-21)	3
Bo_03111	3.2.1.-	GH2(35-646)	GH2_e50	GH2	Y(1-22)	3
Bo_03114	-	GH13_10(325-545)	CBM48_e54+GH13_e156	CBM48+GH13	Y(1-23)	3
