Source	Target	mean	median	mode	std	ci_l	ci_u	bayes_factors
B_cellulosilyticus_WH2	C_spiroforme	-4.1670995380264e-10	-8.204961905705161e-10	-1.5527808839252074e-09	1.189700460319427e-09	-2.19075401364442e-09	1.7038667760843788e-09	2.434421164972196
B_cellulosilyticus_WH2	P_distasonis	1.5311438670785538e-09	1.4759931636896081e-09	1.2181834888156414e-09	5.436678875424856e-10	6.093212446361768e-10	2.6820462517112604e-09	30.59484635245279
B_cellulosilyticus_WH2	R_obeum	1.089984861994231e-09	1.1232840031900482e-09	1.1549695222048552e-09	8.179439689348467e-10	-6.759931471762042e-10	2.8770205539673644e-09	0.8268739613887557
B_ovatus	B_caccae	-5.834281359845079e-09	-5.754900561183123e-09	-5.9272404578395766e-09	1.8930213677040835e-09	-9.712273724610158e-09	-2.4352483863139305e-09	133.7988707025945
B_ovatus	B_cellulosilyticus_WH2	-7.2048880836260646e-09	-6.933020011360683e-09	-6.381849887244518e-09	2.601975481055297e-09	-1.3162376529781238e-08	-2.9482300195844864e-09	230.05114217524718
B_ovatus	B_thetaiotaomicron	-4.083394217882701e-09	-3.881890874103302e-09	-4.329474151459899e-09	1.984830733665441e-09	-8.743286177037168e-09	-5.261640993006984e-10	5.952595601912609
B_ovatus	B_uniformis	-3.7213648942663475e-09	-3.670112994904452e-09	-3.563304988025447e-09	1.720761994368923e-09	-7.117573933911767e-09	-5.692140283425864e-10	5.978383683904176
B_ovatus	B_vulgatus	-2.7003115933398865e-09	-3.111378072900813e-09	-4.373907115424843e-09	2.351353573327106e-09	-6.23910845638649e-09	3.235434348554134e-09	1.883544757721099
B_ovatus	C_aerofaciens	-3.2667933897727744e-09	-3.984441819888479e-09	-4.858563942366686e-09	4.018826774662261e-09	-1.0220794384256189e-08	6.01324579154346e-09	6.280542159036365
B_ovatus	C_scindens	-5.0974336051367976e-09	-4.864490886022981e-09	-4.631871912212336e-09	2.0445597811082715e-09	-9.622685352701469e-09	-1.7431587047879877e-09	33.78108177390413
B_ovatus	C_spiroforme	-3.6699413750934684e-09	-4.563020067285973e-09	-4.4434184073974546e-09	4.614767274676707e-09	-1.1378988057283827e-08	6.185986827446383e-09	9.413604921964614
B_ovatus	P_distasonis	4.920639379485022e-09	4.882511312720515e-09	4.209118312376631e-09	2.3393760710084427e-09	9.391031388676544e-12	9.285464684345333e-09	14.911670838919406
B_ovatus	R_obeum	-5.152150720925596e-09	-5.062336617574983e-09	-5.0803883808216e-09	2.2988487272502975e-09	-9.65150139873734e-09	-1.1552234593821376e-09	12.990515638605823
B_thetaiotaomicron	B_caccae	-4.592741726806344e-09	-4.435808265084712e-09	-3.815964644112773e-09	1.8789062394078043e-09	-8.63639602902404e-09	-1.3545802742272896e-09	12.675652490687098
B_thetaiotaomicron	B_cellulosilyticus_WH2	-5.40285711841479e-09	-5.239660101663019e-09	-4.736441954726159e-09	1.8674908870085573e-09	-9.560786024859112e-09	-2.22028917861685e-09	90.0095507992923
B_thetaiotaomicron	B_ovatus	-4.326899588339132e-09	-4.34772136787518e-09	-3.5844899756569695e-09	2.367722178712336e-09	-8.777340964035017e-09	1.4087000255737125e-09	6.635380301035884
B_thetaiotaomicron	B_uniformis	-3.1618003795513617e-09	-3.521251993825964e-09	-4.136421969510365e-09	2.5090862104377505e-09	-7.022006216470511e-09	3.5562995994714205e-09	3.1941563711786456
B_thetaiotaomicron	B_vulgatus	-3.829149964402346e-09	-3.869899298780086e-09	-3.5693882063080314e-09	1.8657262942300786e-09	-7.741930156574077e-09	8.299649794216019e-11	4.037656430333341
B_thetaiotaomicron	C_aerofaciens	-4.630667705481795e-09	-4.544216486499587e-09	-4.608825570886178e-09	2.445015189862311e-09	-9.66672060018783e-09	4.829571135216914e-10	7.197099220874594
B_thetaiotaomicron	C_scindens	-2.5166672969498163e-09	-2.974479901423215e-09	-3.317824815799996e-09	2.5470901424987347e-09	-6.537292026083496e-09	3.5506800416795867e-09	1.7915831214364926
B_thetaiotaomicron	C_spiroforme	-5.632076276130816e-09	-5.464696003027388e-09	-5.110912029860663e-09	2.5023135910741634e-09	-1.106770760357237e-08	-1.483332707771492e-09	18.989004091781435
B_thetaiotaomicron	P_distasonis	-4.360598020901897e-09	-4.284780488059906e-09	-4.03578618742801e-09	1.8159525343897284e-09	-8.041429495316434e-09	-9.300651758606622e-10	7.526056329935764
B_thetaiotaomicron	R_obeum	-4.126875509530645e-09	-4.076830645582445e-09	-4.408167132313173e-09	2.0529034583197723e-09	-8.397399982301317e-09	-2.6369469094007433e-10	5.156074096817112
B_uniformis	B_caccae	2.9238060260921212e-09	3.740107427179195e-09	3.592161241424244e-09	5.252666542422092e-09	-8.155172241125272e-09	1.1908851598873802e-08	1.4913752600845693
B_uniformis	B_cellulosilyticus_WH2	7.734416420653364e-09	7.637854754720013e-09	7.227709636367694e-09	3.2298166646494118e-09	2.2707448747956317e-09	1.4082382810209276e-08	28.749968592175684
B_uniformis	B_ovatus	9.243413521651939e-09	9.007936076897967e-09	8.669640697559115e-09	3.700504481039855e-09	2.881058222213416e-09	1.720337321608647e-08	31.994960100797986
B_uniformis	B_thetaiotaomicron	3.4240443109865784e-10	7.339747743401663e-10	-5.211026373308983e-09	5.0693686146111825e-09	-8.460815138914748e-09	9.022244285347193e-09	1.308177225376671
B_uniformis	B_vulgatus	6.522016250915015e-09	6.360750727978425e-09	5.280622379354779e-09	2.97935889249791e-09	9.919589526635195e-10	1.2792879287857556e-08	7.984524686809138
B_uniformis	C_aerofaciens	-1.0317611592013039e-08	-1.0088710940854891e-08	-1.1202732225107408e-08	4.376630517181359e-09	-1.9505760658475283e-08	-2.7371018507735154e-09	38.1351689612015
B_uniformis	C_scindens	3.445559456533238e-09	5.1025944161037275e-09	6.2796566323109986e-09	6.6495644873327895e-09	-1.0433969653345304e-08	1.423974807648644e-08	4.685950319439874
B_uniformis	C_spiroforme	-9.092720084343687e-09	-9.253839833106337e-09	-8.319267747759583e-09	6.3704848144255865e-09	-2.1172558175262676e-08	8.010672706706176e-09	17.338927180101887
B_uniformis	P_distasonis	1.336353164584685e-10	1.3119200857476923e-09	3.7190607994356987e-09	7.495213238596446e-09	-1.3583727604708058e-08	1.2787469138579586e-08	2.767264462995882
B_uniformis	R_obeum	5.597343578787675e-10	1.9820170800109212e-09	4.014647318077339e-09	7.187361063298933e-09	-1.1700606165637599e-08	1.2312255921576993e-08	2.95288712728583
B_vulgatus	B_caccae	-1.2011972576137046e-09	-1.5613064417161708e-09	-1.6089851981049445e-09	1.7422727296887104e-09	-4.0560691045215e-09	2.406045347514219e-09	0.7161011281045169
B_vulgatus	B_cellulosilyticus_WH2	3.6514205828318474e-10	1.565639628993251e-09	1.840225683084548e-09	2.7713433853480273e-09	-4.714153206625351e-09	4.209182041113922e-09	4.678301522819599
B_vulgatus	B_ovatus	2.9345565433634807e-09	2.890920980646249e-09	2.48752768698872e-09	1.3986068421091962e-09	5.797594152892021e-10	5.742863505900157e-09	8.85675647560595
B_vulgatus	B_thetaiotaomicron	1.1807473242490237e-09	1.4894774503570158e-09	2.0697230430001192e-09	1.5443493328344447e-09	-2.5002062219299295e-09	3.4077530750737515e-09	0.8219483633524787
B_vulgatus	B_uniformis	1.2225334573294183e-09	1.4722234131004278e-09	1.7106908264442444e-09	1.31370884087927e-09	-2.0210928219754635e-09	3.3178140987938944e-09	0.8687504183120273
B_vulgatus	C_aerofaciens	-3.058193567584058e-09	-2.9698140632844687e-09	-2.6620478156901923e-09	1.3351340888344007e-09	-5.88287765406009e-09	-6.814937457629097e-10	9.203806172296437
B_vulgatus	C_scindens	3.7205061177137295e-10	9.994950401351007e-10	1.751223268792581e-09	2.082985542656376e-09	-3.5317055234212106e-09	3.359850723606349e-09	1.0339476886323804
B_vulgatus	C_spiroforme	-9.217626497405237e-10	-1.6257796448808543e-09	-2.781777397811753e-09	2.787365372212642e-09	-5.6002243701171906e-09	3.806641368922764e-09	2.4544136977990494
B_vulgatus	P_distasonis	2.1292824068536362e-09	2.4743178902155133e-09	2.5107570245637896e-09	1.9589148069861066e-09	-2.72500848347388e-09	5.537653231196726e-09	2.0751690799582767
B_vulgatus	R_obeum	6.767425355862655e-10	1.0572895175061378e-09	1.7525881839164084e-09	1.5330226642817234e-09	-2.8951833688930204e-09	3.0208479555784735e-09	0.5366391552778428
C_aerofaciens	B_caccae	-5.809380825808344e-08	-5.82678191867414e-08	-5.341224363009445e-08	3.6145794221847027e-08	-1.2775818742886725e-07	2.0764219960376646e-08	32.47695191461688
C_aerofaciens	B_cellulosilyticus_WH2	-8.099605766386497e-08	-7.811593667807696e-08	-7.990774685489498e-08	3.8608489449327345e-08	-1.640929092002125e-07	-1.3462202221707522e-08	126.84511088533091
C_aerofaciens	B_ovatus	-6.951516204141854e-08	-6.684377751513248e-08	-6.70303028263813e-08	3.62171263808722e-08	-1.4771847809038497e-07	-4.56813269779832e-09	67.88275320596702
C_aerofaciens	B_thetaiotaomicron	-4.583838697527549e-08	-4.6192809596828643e-08	-4.436432430020322e-08	3.0034180642383653e-08	-1.0318265614208836e-07	1.851989135387761e-08	22.21072332929649
C_aerofaciens	B_uniformis	-5.0272472031845646e-08	-4.886484440064127e-08	-4.671370671876087e-08	3.2820647365238506e-08	-1.182861406067895e-07	1.6410421368782844e-08	23.653323160601996
C_aerofaciens	B_vulgatus	-4.5624616627622684e-08	-4.549659623808254e-08	-5.188478547111896e-08	2.9514609765219667e-08	-1.0443342631907144e-07	1.5120098795232648e-08	20.41964155617077
C_aerofaciens	C_scindens	-5.2067123803788344e-08	-5.25800205064912e-08	-5.085576534395878e-08	4.0384209912494204e-08	-1.3066218843485473e-07	3.9164799102812785e-08	25.614905599523656
C_aerofaciens	C_spiroforme	-6.058629374781437e-08	-6.044940506787714e-08	-6.412376612907202e-08	4.4876625790582484e-08	-1.509725301799461e-07	4.502150346693622e-08	37.447112821646364
C_aerofaciens	P_distasonis	-4.916133421497035e-08	-5.016324889813203e-08	-4.4051261678372775e-08	4.1100518248879175e-08	-1.2711504491493922e-07	4.687823119175671e-08	23.725304348896465
C_aerofaciens	R_obeum	-5.4518229213709095e-08	-5.298001830081396e-08	-4.810146583755259e-08	3.579121867963848e-08	-1.3038968649368631e-07	1.6113150801533108e-08	26.085011185682326
C_scindens	B_caccae	6.8755708791062246e-09	1.1081261450567014e-08	1.4410918360460962e-08	1.8566875739673275e-08	-2.993467896371995e-08	3.7038569369288316e-08	6.4435778085293745
C_scindens	B_cellulosilyticus_WH2	-2.4931274435609698e-09	-8.058308186547634e-09	-2.409109994564407e-08	2.468756838008488e-08	-4.185022647171951e-08	3.997968056585835e-08	15.140431090790333
C_scindens	B_ovatus	-1.2007027504403192e-09	-3.4612644556197256e-09	-2.0385402687876326e-08	2.2583185962257546e-08	-3.891234992232111e-08	3.7704618857211176e-08	9.690382005266638
C_scindens	B_thetaiotaomicron	7.495063130875202e-09	1.0929628402308347e-08	1.4323879792899933e-08	1.5056669822917837e-08	-2.3479994074472583e-08	3.084437551258031e-08	5.0025568472369
C_scindens	B_uniformis	8.012617357344401e-09	1.1709965681548189e-08	1.3601211758905563e-08	1.6991182470654054e-08	-2.6115007248076602e-08	3.6344368909903567e-08	6.438398462963598
C_scindens	B_vulgatus	6.349298246143672e-09	9.389329421510562e-09	1.309561320192656e-08	1.658496563447774e-08	-2.738275342401998e-08	3.387031544708972e-08	4.976990989557886
C_scindens	C_aerofaciens	-1.306114641932685e-08	-1.7896291443064863e-08	-1.983115296400675e-08	2.1326726905935934e-08	-4.665861998436843e-08	3.3885435904515824e-08	12.48987260024658
C_scindens	C_spiroforme	-6.3058588246126524e-09	-1.3474119910904455e-08	-2.181911609525744e-08	2.5488591587171153e-08	-4.6194286316877304e-08	4.231189236325043e-08	14.338939320417076
C_scindens	P_distasonis	-6.2248670234470095e-09	-1.1607294664466566e-08	-1.6053770114850037e-08	2.041975478864855e-08	-3.844248602694377e-08	3.894045770098753e-08	7.270118570723477
C_scindens	R_obeum	-3.919392760646329e-09	-7.794594364275452e-09	-1.4938626965907873e-08	2.0659472544197544e-08	-3.888912262946043e-08	3.5414706178086396e-08	6.900289928148242
C_spiroforme	B_caccae	-2.136192676313297e-07	-1.9794302578123956e-07	-1.798155647760557e-07	1.432523837214547e-07	-5.315782807930312e-07	8.149474304497002e-09	62.28853309761766
C_spiroforme	B_cellulosilyticus_WH2	-2.2241201613781014e-07	-2.0442237388584408e-07	-2.1839225306140952e-07	1.5534791339678446e-07	-5.620774499311671e-07	1.1758626318031912e-08	69.53717920596623
C_spiroforme	B_ovatus	-1.6215983115180187e-07	-1.5020819104514233e-07	-7.570200755520537e-08	1.2573299917254982e-07	-4.439420506427389e-07	3.264049319530776e-08	34.04157043879908
C_spiroforme	B_thetaiotaomicron	-1.3195258881714659e-07	-1.204180688653961e-07	-5.4330112992197474e-08	1.0958393095348023e-07	-3.7338355933010723e-07	3.6092324321319765e-08	25.465702986499387
C_spiroforme	B_uniformis	-9.608490466570385e-08	-7.575697346053192e-08	-3.021181186716333e-08	1.0419988035464192e-07	-3.3451092932336036e-07	5.998558138333465e-08	17.009372643372714
C_spiroforme	B_vulgatus	-1.35036410204202e-07	-1.2273708314208272e-07	-6.20740877062741e-08	1.0892387377636318e-07	-3.8062619721721113e-07	3.2817819621347856e-08	28.603176596145396
C_spiroforme	C_aerofaciens	-9.726897167564503e-08	-7.626138874039476e-08	-4.132153944383523e-08	1.1233221959454496e-07	-3.574707281197533e-07	7.360982855325985e-08	16.19792909290452
C_spiroforme	C_scindens	-1.3989237566437906e-07	-1.1852880289655085e-07	-4.364051984865969e-08	1.2452104123419304e-07	-4.32250222834346e-07	4.417208101971351e-08	24.752651487057776
C_spiroforme	P_distasonis	-1.0225919239989043e-07	-8.203407745451254e-08	-2.172008382870818e-08	1.2353611074884373e-07	-3.845671127463342e-07	9.208238001902828e-08	17.806415969061145
C_spiroforme	R_obeum	-1.254254662829667e-07	-1.0450666673169629e-07	-4.2307818667359245e-08	1.2077789375083524e-07	-4.0189368389154196e-07	5.329057881411946e-08	21.101761991159602
P_distasonis	B_caccae	-6.536724688573662e-09	-7.207636408615742e-09	-8.239983957610767e-09	5.598404406263182e-09	-1.6129108450377784e-08	8.222778637513517e-09	4.8109544246883305
P_distasonis	B_cellulosilyticus_WH2	-8.464446276817696e-09	-9.241367695205171e-09	-9.334011177584116e-09	6.12043345830827e-09	-1.81436653052183e-08	9.319742926932466e-09	15.85186596943455
P_distasonis	B_ovatus	-1.0091549340248467e-08	-1.0280319400256518e-08	-1.0664403562441926e-08	5.7877269373381066e-09	-2.0722838288621703e-08	5.810644108377547e-09	15.520822181779252
P_distasonis	B_thetaiotaomicron	-7.513882621443e-09	-7.652973643126743e-09	-8.579296475200385e-09	4.344044962911058e-09	-1.5555014344350412e-08	2.3867298618830836e-09	6.560175755772708
P_distasonis	B_uniformis	-7.408729005233267e-09	-7.569266342012234e-09	-6.245221444847617e-09	4.8986092561879455e-09	-1.637257747515412e-08	5.018411513370516e-09	4.85946283572767
P_distasonis	B_vulgatus	-2.7196087967975503e-09	-4.232785279241214e-09	-6.515663212113455e-09	6.177923861244815e-09	-1.2216658465278473e-08	1.0504440244954964e-08	2.252155172413793
P_distasonis	C_aerofaciens	-1.1740380245778764e-08	-1.144964409452998e-08	-1.1630897600272199e-08	5.510978740653723e-09	-2.306827846378006e-08	-2.350525676844951e-09	34.32545951986436
P_distasonis	C_scindens	-6.937031343248634e-09	-8.085631045226645e-09	-1.0341430002085357e-08	6.34679989087042e-09	-1.646203494543606e-08	8.986325367520788e-09	6.80152575571872
P_distasonis	C_spiroforme	-1.2242977262660073e-08	-1.1687648169752414e-08	-1.1316540851183892e-08	6.009041770962168e-09	-2.5298107095279312e-08	-2.261996804897786e-09	30.963293449604542
P_distasonis	R_obeum	-9.089194359410928e-09	-9.150836474017848e-09	-8.945944520161307e-09	5.200528260315036e-09	-1.890415287611222e-08	4.5116711541537846e-09	12.331647559931005
R_obeum	B_caccae	-1.26982085174317e-08	-1.2547137786794797e-08	-1.2267441482324216e-08	4.494217142031454e-09	-2.177049748017405e-08	-4.3460733748791434e-09	65.35193405199746
R_obeum	B_cellulosilyticus_WH2	-1.5907709350100597e-08	-1.54772590004264e-08	-1.3899698617719035e-08	5.544545342544452e-09	-2.787286034279966e-08	-6.305218765402818e-09	300.9840810419682
R_obeum	B_ovatus	-1.336005368489123e-08	-1.2936436410857747e-08	-1.1736061142113007e-08	5.43734265142387e-09	-2.491838155681403e-08	-3.6955532206469388e-09	40.3755720372416
R_obeum	B_thetaiotaomicron	-9.052243223138557e-09	-8.810240249781307e-09	-8.0362350475902e-09	4.350287743581592e-09	-1.7819520479986432e-08	-7.030928478110141e-10	12.620980532678548
R_obeum	B_uniformis	-9.364457977476635e-09	-9.196265921847895e-09	-9.211901577233758e-09	4.000535635351338e-09	-1.750582643767368e-08	-2.0018497719389073e-09	15.394821313931093
R_obeum	B_vulgatus	-6.534737979912029e-09	-7.01812996739777e-09	-6.356812931055871e-09	4.734759379622046e-09	-1.4249821736295e-08	5.826722617340544e-09	4.0123093632619815
R_obeum	C_aerofaciens	-1.0833374876085327e-08	-1.0911661122187953e-08	-1.0686122720416066e-08	6.502561233352223e-09	-2.2909473526674954e-08	5.979483217182139e-09	15.20188161505292
R_obeum	C_scindens	-1.1615779767947726e-08	-1.1240120979722414e-08	-1.0403160487803249e-08	5.014833374866456e-09	-2.2388937665241955e-08	-3.047507717910434e-09	35.82717453098351
R_obeum	C_spiroforme	-1.3428516040223567e-08	-1.3253097332239827e-08	-1.3633815592634141e-08	7.019198926425836e-09	-2.729743146221793e-08	6.898883998856298e-10	30.70590171822176
R_obeum	P_distasonis	-2.3773769571981905e-10	-1.421899695596808e-09	-7.407165924405706e-09	9.989902913679092e-09	-1.6399527093980975e-08	1.579264468426584e-08	4.833929483903934
