Source	Target	Interaction	Interaction_magnitude_log	Interaction_bayes_factor	Cocluster_probability
C_aerofaciens	B_uniformis	-	-8.51636988089685	94.416721252903	0.0
C_scindens	B_uniformis	+	-9.809369503936235	11.985940246045692	0.0
C_spiroforme	B_uniformis	-	-8.79707841533933	45.193370165745854	0.0
P_distasonis	B_uniformis	-	-10.405324957162566	8.739765195165273	0.0
R_obeum	B_uniformis	+	-10.162196341311763	10.809582094771812	0.0
B_caccae	B_vulgatus	-	-10.667577847028646	2.4000673939598163	0.0
B_cellulosilyticus_WH2	B_vulgatus	+	-10.527205093403191	10.981232774837045	0.0
B_ovatus	B_vulgatus	+	-10.201884005649607	6.862593451920598	0.0
B_thetaiotaomicron	B_vulgatus	+	-11.012073678304445	1.6345548419594509	0.0
B_uniformis	B_vulgatus	+	-10.678320135885086	3.510985056936037	0.0
C_aerofaciens	B_vulgatus	-	-9.580715915603173	22.658210395698333	0.0
C_scindens	B_vulgatus	+	-10.53161395638346	5.140712945590995	0.0
C_spiroforme	B_vulgatus	-	-10.97062309222318	7.321651526241013	0.0
P_distasonis	B_vulgatus	+	-10.474039263179602	4.900966903778166	0.0
R_obeum	B_vulgatus	+	-11.0739876031061	4.480251689979167	0.0
B_caccae	C_aerofaciens	-	-8.04305728473857	47.80279975654291	0.0
B_cellulosilyticus_WH2	C_aerofaciens	-	-7.5300183822748785	157.92570324243076	0.0
B_ovatus	C_aerofaciens	-	-7.767375126130931	90.8076289145279	0.0
B_thetaiotaomicron	C_aerofaciens	-	-8.37409630704479	29.75166737618845	0.0
B_uniformis	C_aerofaciens	-	-8.1240409790996	47.13888186187705	0.0
B_vulgatus	C_aerofaciens	-	-8.293384541924778	34.641909814323604	0.0
C_scindens	C_aerofaciens	-	-8.133989472001291	50.89425888871787	0.0
C_spiroforme	C_aerofaciens	-	-7.684346035245573	103.98600969503588	0.0
P_distasonis	C_aerofaciens	-	-8.230577899090829	43.21036889332004	0.0
R_obeum	C_aerofaciens	-	-7.9920113229145455	61.0304449648712	0.0
B_caccae	C_scindens	-	-9.738808135968851	12.425056125368666	0.0
B_cellulosilyticus_WH2	C_scindens	+	-10.623154346780622	23.463826255360352	0.0
B_ovatus	C_scindens	-	-9.661048797641755	20.71119215865056	0.0
B_thetaiotaomicron	C_scindens	+	-9.568842414392622	11.426692965154505	0.0
B_uniformis	C_scindens	+	-9.478662585111456	14.88589350060056	0.0
B_vulgatus	C_scindens	+	-9.814874769424952	10.30620256477362	0.0
C_aerofaciens	C_scindens	-	-8.60068468404329	44.64838855195228	0.0
C_spiroforme	C_scindens	-	-8.62273053083276	49.58031246808945	0.0
P_distasonis	C_scindens	-	-9.146820536216852	22.669362992922142	0.0
R_obeum	C_scindens	-	-9.281957701805606	21.448692152917506	0.0
B_caccae	C_spiroforme	-	-7.771628869597483	43.49935123265795	0.0
B_cellulosilyticus_WH2	C_spiroforme	-	-7.697645083603815	48.62026862026862	0.0
B_ovatus	C_spiroforme	-	-8.113317018730731	27.503867247925747	0.0
B_thetaiotaomicron	C_spiroforme	-	-8.397406852161883	22.647058823529413	0.0
B_uniformis	C_spiroforme	-	-8.462925340343787	21.272162310363736	0.0
B_vulgatus	C_spiroforme	-	-8.057976858020783	28.95091706351077	0.0
C_aerofaciens	C_spiroforme	-	-8.912441204484963	24.71635150166852	0.0
C_scindens	C_spiroforme	-	-8.102183529318719	29.15062287655719	0.0
P_distasonis	C_spiroforme	-	-9.254255344579889	21.5591545429591	0.0
R_obeum	C_spiroforme	-	-8.521780939842145	23.598615916955016	0.0
B_caccae	P_distasonis	-	-9.420303981943373	12.138931633326006	0.0
B_cellulosilyticus_WH2	P_distasonis	-	-9.130603516554627	21.36039495337356	0.0
B_ovatus	P_distasonis	-	-9.006935533194337	27.06377801693884	0.0
B_thetaiotaomicron	P_distasonis	-	-9.447546396919822	12.527414453692694	0.0
B_uniformis	P_distasonis	-	-9.327009395948172	15.294117647058824	0.0
B_vulgatus	P_distasonis	-	-10.207979111051445	4.118171399465172	0.0
C_aerofaciens	P_distasonis	-	-8.446765012773863	89.04302019315189	0.0
C_scindens	P_distasonis	-	-9.498488198683743	15.735333511920707	0.0
C_spiroforme	P_distasonis	-	-8.448503558611204	81.04338901875819	0.0
R_obeum	P_distasonis	-	-9.101942680385807	23.891172802438916	0.0
B_caccae	R_obeum	-	-8.390203406858948	113.35437843298187	0.0
B_cellulosilyticus_WH2	R_obeum	-	-8.031769662731211	331.55123785647135	0.0
B_ovatus	R_obeum	-	-8.673599758664015	50.63044592516658	0.0
B_thetaiotaomicron	R_obeum	-	-9.182328437891615	18.37471783295711	0.0
B_uniformis	R_obeum	-	-8.894002199227453	34.973923121498935	0.0
B_vulgatus	R_obeum	-	-9.764345003417544	7.047946678133735	0.0
C_aerofaciens	R_obeum	-	-8.797001320344856	42.9089279490116	0.0
C_scindens	R_obeum	-	-8.541454082583417	73.82303839732889	0.0
C_spiroforme	R_obeum	-	-8.295361334392547	104.5635603639046	0.0
P_distasonis	R_obeum	+	-10.26132032427694	12.2921249450066	0.0
