sampleID	measurement1	measurement2	measurement3
6-D30PM	129535105985.111	234510311237.558	233703562820.672
6-D31AM	170507674018.252	259616337495.382	256369780838.88
6-D31PM	334124582718.627	448551408139.926	446745457682.458
6-D32	60861993764.6654	80274577704.9014	77937924884.8844
6-D33	104633651688.431	120212460752.658	169043282949.999
6-D35AM	84094744527.6221	162840639575.794	89871969051.3265
6-D35PM	50363094942.2274	77086508867.1003	111084105358.936
6-D36AM	413804253723.509	469485391818.782	504021571240.122
6-D36PM	548357173501.74	718175396030.994	1003933365208.55
6-D37AM	82828645068.2366	172076227423.867	128257528728.103
6-D37PM	41455204453.1292	89565189390.9706	94052644136.7645
6-D38	51966160036.5268	33456145116.4942	74807182657.5081
6-D39	32871937625.7416	44089321824.2341	42088802895.9077
6-D3AM	24635347552.326	33921004416.1423	61128051102.839
6-D3PM	22434193428.875	55110056016.849	54778890935.1632
6-D42AM	58343502432.9737	76560719401.7744	112535789376.391
6-D42PM	24987660528.5177	46046427233.5814	47449079881.2073
6-D43AM	63366942198.7319	57157841945.4284	91595088066.0236
6-D43PM	13412698455.046	23469134419.0932	23223784244.8143
6-D44AM	14100478234.3428	7971999017.81524	12556029185.1574
6-D44PM	50504848306.9561	74641049162.3249	97721002142.0992
6-D45AM	8113538696.78062	12955534937.9871	19415982650.5018
6-D45PM	11511957960.8275	22438696581.6587	27667808233.1203
6-D46	10188650126.8447	16447974217.6572	19054448250.5446
6-D47	16293313654.0441	9045748167.12461	20774197540.2468
6-D4AM	58849849267.4628	65810748033.0034	92851525803.9942
6-D4PM	137162401791.103	81687811876.0351	144509237172.432
6-D5	27303821391.0168	12184844723.6039	28927129233.4373
6-D50AM	29029424105.634	45389378094.7373	54221289947.9133
6-D50PM	10850491838.7014	21951462868.0578	24474711272.3463
6-D51AM	24396696081.6117	15740545546.9876	21519797371.4999
6-D51PM	60468879193.0762	20227294896.8698	60826339011.7367
6-D52AM	18840054639.093	26664468128.1488	22220072482.2263
6-D52PM	13386954900.1235	27103756492.2539	36099320039.1534
6-D53	36774941506.2521	50782400625.3862	64507795870.3184
6-D54	6954557943.32057	8248168007.55192	16315421910.5915
6-D57AM	56322125935.006	115851976490.213	131827763905.369
6-D57PM	61474766317.6836	93890804505.903	84715236950.5256
6-D58AM	20664572982.9616	40819905502.4099	55576436686.2717
6-D58PM	56073086025.3898	98459361739.5358	88782640258.0993
6-D59AM	15496830327.4685	29525037337.9164	36856263872.9015
6-D59PM	15705573203.329	22520114923.4988	24789440418.3385
6-D6	27700214651.3297	61855275603.1128	30358145759.089
6-D60AM	31121911262.7596	44384368361.9603	45557376465.4674
6-D60PM	32320165279.6174	44826803605.7326	44270489671.1711
6-D61	39407667716.6881	68633425814.9969	81002362757.5902
6-D62	119672054814.62	161756804209.36	94161559521.2336
6-D63	23835105474.6635	73943646248.5587	71845770797.3653
6-D64AM	33263030277.0954	68596276281.3634	81900160386.8671
6-D64PM	74998626063.0828	19140287010.7766	64566416496.5659
6-D7	74566910037.3048	120366794784.213	110955973381.138
6-D8	43481725815.1869	105112850463.247	103570976636.758
6-D9	122774266497.327	230273188508.147	160132809765.884
7-D0AM	20983963.1904312	31457269.5567712	29095617.2606478
7-D0PM	8180634658.6885	8757252391.76868	12953320354.2895
7-D10	164848974661.68	189196259744.075	204406082511.922
7-D11	40002906868.1434	62040483303.1113	97420270739.6218
7-D14	59225864311.6626	101071120519.549	108485852373.044
7-D16	59084388484.5548	125641144702.592	85201095119.2445
7-D18	65079245823.3371	113535454543.697	134382046212.669
7-D1AM	48199686569.8017	52602905288.9363	60759581869.1053
7-D1PM	197296004849.292	273620617683.366	184872533308.852
7-D21AM	164917770233.473	168763056859.364	221016777409.756
7-D21PM	66276337571.7653	83005266560.6485	165661271729.574
7-D22AM	65418585561.2499	139471508699.228	123566854646.335
7-D22PM	58575398354.2341	77546483007.1341	81741737042.2796
7-D23AM	141898279328.01	188043153796.913	258180300890.596
7-D23PM	68284663287.5409	139726948382.672	133306989118.408
7-D24	98615455170.8807	131151872695.016	141754766268.035
7-D25	155712734175.093	219057341233.121	191444686734.619
7-D28AM	52887478224.5152	129634355465.236	38321319707.1207
7-D28PM	422821101714.035	599327337592.435	536734358566.578
7-D29AM	225328482269.008	442155826040.384	567324597785.68
7-D29PM	265324296711.941	215679763578.094	366862173206.034
7-D2AM	2589441110.64352	3623034953.92783	3280450864.42693
7-D2PM	19829603236.8983	31531182217.1562	42241006433.1333
7-D30AM	77971027675.9811	173284368483.663	300788622557.193
7-D30PM	171511385630.107	143209334343.549	191643118091.361
7-D31AM	471532462784.575	458085798320.071	290862981355.494
7-D31PM	649951840207.067	918999931636.747	898903378393.85
7-D32	229145571186.565	265161784854.911	160451864437.76
7-D33	141008446492.934	152483241613.506	204980099727.962
7-D35AM	119884735667.87	190311484940.618	229476142100.428
7-D35PM	11395789800.1342	23796549363.9205	28405470591.7557
7-D36AM	233063732961.148	243116268667.015	331900800335.462
7-D36PM	406873758004.384	352145252892.564	563391838926.462
7-D37AM	118031723302.134	74461807757.7433	95835049731.9843
7-D37PM	52444114751.8104	111536940144.534	115216133310.807
7-D38	35148008267.9318	44228010454.1613	64438171663.6356
7-D39	55409646423.4489	99368190765.5695	116256586349.091
7-D3AM	10946482311.0966	21746698510.2607	18981141709.7826
7-D3PM	19361509194.1901	32039708437.1781	54491267308.9555
7-D42AM	62647045024.0631	150527394055.705	71035753966.0572
7-D42PM	27680907007.0485	47807297244.1258	73291822019.2764
7-D43AM	38708480216.9793	36452479462.0085	62408470384.7676
7-D43PM	5772606103.20069	13989814412.2663	18098434322.1263
