Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
BcWH2_00328	-	GT4(192-336)	GT4_e3070	GT4	N	3
BcWH2_00329	-	GT2(7-93)	GT2	GT2	N	3
BcWH2_00330	-	GT4(201-347)	GT4_e1826	GT4	N	3
BcWH2_00331	-	GT4(199-343)	GT4_e1826	GT4	N	3
BcWH2_00332	-	GT2(6-118)	GT2	GT2	N	3
BcWH2_00334	-	GT2(8-137)	GT2	GT2	N	3
BcWH2_00335	-	GT2(11-175)	GT2	GT2	N	3
BcWH2_00336	-	GT2(4-121)	GT2	GT2	N	3
BcWH2_00341	-	GT9(72-319)	GT9_e65	GT9	N	3
BcWH2_00375	3.2.1.-	GH88(70-393)	GH88_e11	GH88	Y(1-23)	3
BcWH2_00390	-	PL8_2(575-822)	PL8_e21	PL8_2	Y(1-21)	3
BcWH2_00393	4.2.2.1	PL30(72-783)	PL30_e0	PL30	N	3
BcWH2_00394	-	GH117(112-229)+GH117(205-354)	GH117_e14+GH117_e14	GH117	Y(1-22)	3
BcWH2_00397	4.2.2.20	PL8_2(618-866)	PL8_e13	PL8_2	Y(1-27)	3
BcWH2_00406	3.2.1.75	GH30_3(76-515)	GH30_e41	GH30_3	Y(1-24)	3
BcWH2_00410	3.2.1.31	GH2(29-612)+CBM57(723-882)	GH2_e35+CBM57_e12	CBM57+GH2	N	3
BcWH2_00411	3.2.1.-|-	PL38(64-340)+GH88(451-771)	PL38_e14+GH88_e11	GH88+PL38	Y(1-22)	3
BcWH2_00426	3.2.1.21|3.2.1.-	GH3(62-280)	GH3_e10	GH3	Y(1-19)	3
BcWH2_00427	3.2.1.4	GH5_46(92-346)	GH5_e100	GH5_46	Y(1-26)	3
BcWH2_00428	3.2.1.75	GH30_3(65-489)	GH30_e41	GH30_3	Y(1-22)	3
BcWH2_00448	-	CBM62(444-511)+CBM62(519-579)	CBM62_e1	CBM62	Y(1-17)	3
BcWH2_00502	-	CE20(102-224)+CE20(408-536)	CE20_e20	CE20	Y(1-21)	3
BcWH2_00508	3.2.1.146	GH43_3(26-309)	GH43_e310	GH43_3	Y(1-20)	3
BcWH2_00509	3.2.1.146	GH43_3(34-326)	GH43_e310	GH43_3	Y(1-21)	3
BcWH2_00513	-	GH31(201-623)	GH31_e65	GH31	Y(1-24)	3
BcWH2_00514	-	GH115(34-672)	GH115_e6	GH115	Y(1-23)	3
BcWH2_00515	-	GH105(58-365)	GH105_e43	GH105	Y(1-20)	3
BcWH2_00516	3.2.1.197	GH130(70-386)	GH130_e20	GH130	Y(1-34)	3
BcWH2_00518	-	GH2(44-739)	GH2_e51	GH2	Y(1-26)	3
BcWH2_00519	-	GH105(57-364)	GH105_e43	GH105	Y(1-20)	3
BcWH2_00521	-	GH43_31(40-298)	GH43_e199	GH43_31	Y(1-28)	3
BcWH2_00529	-	GH109(42-190)	GH109_e7	N	N	2
BcWH2_00531	-	GH2(50-508)	GH2_e14	GH2	Y(1-21)	3
BcWH2_00567	-	GH2(48-904)	GH2_e30	GH2	Y(1-20)	3
BcWH2_00569	3.2.1.101	GH76(71-376)	GH76_e42	GH76	Y(1-27)	3
BcWH2_00570	3.2.1.-	GH125(75-473)	GH125_e1	GH125	Y(1-23)	3
BcWH2_00571	-	GH105(59-368)	GH105_e43	GH105	Y(1-20)	3
BcWH2_00572	3.2.1.22	GH97(20-645)	GH97_e5	GH97	N	3
BcWH2_00573	3.2.1.139|3.2.1.131|3.2.1.-	GH67(22-690)	GH67_e0	GH67	N	3
BcWH2_00582	3.2.1.113|3.2.1.-	GH38(30-251)	GH38_e34+CBM32_e185	GH38	Y(1-21)	3
BcWH2_00591	-	GH30_2(55-489)	GH30_e11	GH30_2	Y(1-24)	3
BcWH2_00596	3.2.1.38	GH30_4(42-531)	GH30_e67	GH30_4	Y(1-20)	3
BcWH2_00597	3.2.1.23	GH2(29-575)	GH2_e16	GH2	Y(1-24)	3
BcWH2_00598	3.2.1.38	GH30_4(24-519)	GH30_e42	GH30_4	Y(1-22)	3
BcWH2_00604	-	GH95(34-779)	GH95_e13	GH95	Y(1-27)	3
BcWH2_00613	-	CBM62(447-514)+CBM62(522-582)	CBM62_e1	CBM62	N	3
BcWH2_00626	3.2.1.146	GH43_3(30-311)	GH43_e310	GH43_3	Y(1-19)	3
BcWH2_00627	-	GH3(121-349)	GH3_e86	GH3	N	3
BcWH2_00630	3.2.1.-	GH139(7-764)	GH139_e0	GH139	N	3
BcWH2_00663	3.2.1.172	GH105(101-430)	GH105_e7	GH105	Y(1-26)	3
BcWH2_00665	3.2.1.-|3.2.1.63	GH95(25-762)	GH95_e1	GH95	Y(1-21)	3
BcWH2_00695	3.2.1.8|3.2.1.55|-	GH5_21(49-324)+GH43_10(424-678)+CBM91(706-903)	GH5_e243+GH43_e118+CBM91_e6	GH43_10+GH5_21	Y(1-27)	3
BcWH2_00706	-	GH43_35(42-379)	GH43_e68	GH43_35	Y(1-25)	3
BcWH2_00707	-	GH51(237-838)	GH51_e27	GH51	Y(1-18)	3
BcWH2_00708	3.2.1.55|3.2.1.8|-	GH43_10(43-329)+CBM91(413-604)	GH43_e118+CBM91_e51	GH43	Y(1-24)	3
BcWH2_00709	-	GH146(33-545)	GH146_e13	GH146	Y(1-23)	3
BcWH2_00710	3.2.1.22	GH97(13-629)	GH97_e16	GH97	Y(1-22)	3
BcWH2_00711	3.2.1.23	GH2(44-914)	GH2_e1	GH2	N	3
BcWH2_00712	3.2.1.177	GH31(217-713)	GH31_e94	GH31	Y(1-22)	3
BcWH2_00713	3.2.1.55|-	GH43_10(30-298)+CBM91(327-532)	GH43_e82+CBM91_e4	GH43_10	Y(1-25)	3
BcWH2_00714	3.2.1.22|3.2.1.88	GH97(10-644)	GH97_e18	GH97	N	3
BcWH2_00715	3.2.1.37|3.2.1.55|3.2.1.8	GH43_29(24-306)+CBM6(327-453)	GH43_e59+CBM6_e0	CBM6+GH43_29	Y(1-23)	3
BcWH2_00716	-	GH31(335-762)	GH31_e92	GH31	Y(1-31)	3
BcWH2_00717	-	CBM51(25-159)+GH27(381-645)	CBM51_e35+GH27_e45	CBM51+GH27	Y(1-23)	3
BcWH2_00718	-	GH43_29(31-314)	GH43_e90	GH43_29	N	3
BcWH2_00719	3.2.1.55|3.2.1.37|3.2.1.8|3.2.1.88	GH27(196-435)+GH43_29(466-750)+CBM6(774-892)	GH27_e28+GH43_e59+CBM6_e0	CBM6+GH27+GH43_29	Y(1-30)	3
BcWH2_00744	-	GH89(63-723)	GH89_e13	GH89	Y(1-21)	3
BcWH2_00776	-	GH43_2(31-300)+CBM6(352-442)	GH43_e229+CBM6_e71	CBM6+GH43_2	Y(1-22)	3
BcWH2_00777	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(56-300)	GH3_e0	GH3	N	3
BcWH2_00778	-	GH43_17(50-320)	GH43_e193	GH43_17	Y(1-21)	3
BcWH2_00779	3.2.1.4|3.2.1.91|3.2.1.73|3.2.1.-	GH9(379-816)	GH9_e1	N	N	2
BcWH2_00782	-	GH43_7(30-300)+GH43_7(358-451)	GH43_e167+CBM13_e223	CBM13+GH43_7	Y(1-25)	3
BcWH2_00784	3.1.1.73|3.2.1.55|3.2.1.8|-	CE1(150-379)	CBM48_e68+CE1_e22	CBM48+CE0	Y(1-22)	3
BcWH2_00806	-	CE4(22-122)	CE4_e140	CE4	N	3
BcWH2_00837	-	GH42(37-401)	GH42_e15	GH42	N	3
BcWH2_00841	-	GH2(13-578)	GH2_e31	GH2	N	3
BcWH2_00844	-	CBM32(314-442)	CBM32_e183	CBM32	N	3
BcWH2_00845	3.2.1.38	GH30_4(24-519)	GH30_e42	GH30_4	Y(1-21)	3
BcWH2_00846	-	GH51(235-836)	GH51_e27	GH51	Y(1-22)	3
BcWH2_00851	3.2.1.40|-	CBM67(385-561)+GH78(602-1148)	CBM67_e28+GH78_e85	GH78	N	3
BcWH2_00869	-	GH3(119-347)	GH3_e86	GH3	N	3
BcWH2_00870	3.2.1.21|3.2.1.37	GH3(140-362)	GH3_e98	GH3	Y(1-28)	3
BcWH2_00873	-	GH50(113-460)	GH50_e13	GH50	Y(1-20)	3
BcWH2_00874	3.2.1.21|3.2.1.-	GH3(107-329)	GH3_e1	GH3	Y(1-30)	3
BcWH2_00890	3.2.1.51	GH29(32-384)	GH29_e53	GH29	Y(1-25)	3
BcWH2_00892	-	GH141(27-543)	GH141_e24	CBM32	Y(1-24)	3
BcWH2_00893	-	GH29(15-431)	GH29_e82	GH29	Y(1-20)	3
BcWH2_00895	3.2.1.156	GH8(81-407)	GH8_e12	GH8	Y(1-21)	3
BcWH2_00896	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(59-304)	GH3_e0	GH3	Y(1-23)	3
BcWH2_00904	2.4.1.-	GH130(3-335)	GH130_e18	GH130	N	3
BcWH2_00908	-	GH173(90-337)	GH173_e1	GH173	N	3
BcWH2_00909	-	GH173(77-345)	GH173_e2	GH173	Y(1-21)	3
BcWH2_00910	-	GH26(40-344)	GH26_e35	GH26	Y(1-22)	3
BcWH2_00911	3.2.1.25	GH2(30-818)	GH2_e80	GH2	Y(1-27)	3
BcWH2_00912	3.2.1.21|3.2.1.-	GH3(93-315)	GH3_e1	GH3	N	3
BcWH2_00926	-	GH172(93-345)	GH172_e6	GH172	Y(1-26)	3
BcWH2_00944	-	GH28(49-392)	GH28_e26	GH28	N	3
BcWH2_00945	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(237-732)	GH92_e0	GH92	N	3
BcWH2_00946	-	GH92(211-672)	GH92_e11	GH92	Y(1-20)	3
BcWH2_00957	-	GT2(10-133)	GT2	GT2	N	3
BcWH2_00958	-	GT4(250-384)	GT4_e1535	GT4	N	3
BcWH2_00959	-	GT4(255-400)	GT4_e1535	GT4	N	3
BcWH2_00992	-	GH89(48-706)	GH89_e7	GH89	N	3
BcWH2_00994	-	GH92(264-759)	GH92_e23	GH92	Y(1-30)	3
BcWH2_00995	-	GH28(51-403)	GH28_e30	GH28	Y(1-21)	3
BcWH2_00999	-	GH92(241-742)	GH92_e14	GH92	Y(1-21)	3
BcWH2_01013	-	GH106(195-739)	GH106_e18	GH106	Y(1-25)	3
BcWH2_01017	-	PL8_3(508-751)	PL8_e34	PL8	Y(1-23)	3
BcWH2_01018	-	GH79(49-380)	GH79_e25	GH79	N	3
BcWH2_01019	-	PL8_3(334-576)	PL8_e34	PL8	N	3
BcWH2_01020	-	GH2(65-750)	GH2_e51	GH2	Y(1-21)	3
BcWH2_01021	3.2.1.25	GH2(25-801)	GH2_e80	GH2	Y(1-26)	3
BcWH2_01022	3.2.1.-	GH88(65-389)	GH88_e11	GH88	Y(1-24)	3
BcWH2_01023	-	GH28(49-390)	GH28_e96	GH28	Y(1-23)	3
BcWH2_01024	-	PL8_3(343-586)+CBM67(817-1006)+GH78(1031-1538)	PL8_e34+CBM67_e3+GH78_e31	GH78+PL8	Y(1-23)	3
BcWH2_01030	3.2.1.23	GH2(27-705)	GH2_e125	GH2	N	3
BcWH2_01031	-	PL17(399-513)	PL17_e5	PL17	N	3
BcWH2_01032	-	GH105(272-584)	GH105_e29	GH105	Y(1-19)	3
BcWH2_01034	-	GH2(18-687)	GH2_e97	GH2	Y(1-20)	3
BcWH2_01035	-	GH30_4(38-536)	GH30_e25	GH30_4	Y(1-23)	3
BcWH2_01047	-	CE7(125-419)	CE7_e10	CE7	N	3
BcWH2_01049	3.2.1.-|3.2.1.63	GH95(32-761)	GH95_e1	GH95	N	3
BcWH2_01050	-	GH97(36-654)	GH97_e8	GH97	N	3
BcWH2_01051	3.2.1.22	GH31(198-626)	GH31_e68	GH31	N	3
BcWH2_01104	3.2.1.21|3.2.1.-	GH3(99-320)	GH3_e1	GH3	Y(1-25)	3
BcWH2_01108	-	GH144(141-541)	GH144_e5	GH144	N	3
BcWH2_01109	-	GH144(28-431)	GH144_e5	GH144	N	3
BcWH2_01112	-	GH43_28(51-314)+CBM32(354-476)	GH43_e302+CBM32_e188	GH43_28	Y(1-20)	3
BcWH2_01113	N	CE1(33-236)	N	N	Y(1-20)	1
BcWH2_01127	3.2.1.111	GH29(25-377)	GH29_e7	GH29	Y(1-22)	3
BcWH2_01129	-	GH127(299-513)	GH127_e1	N	Y(1-23)	2
BcWH2_01130	3.2.1.21|3.2.1.-	GH3(71-290)	GH3_e10	GH3	Y(1-23)	3
BcWH2_01180	-	CBM67(131-309)+GH78(339-847)	CBM67_e3+GH78_e29	GH78	N	3
BcWH2_01181	-	CE20(100-214)+CE20(392-522)	CE20_e33	CE20	Y(1-20)	3
BcWH2_01182	-	GH16_7(174-417)	GH16_e294	GH16	Y(1-27)	3
BcWH2_01183	-	GH39(236-472)	GH39_e45	GH39	Y(1-27)	3
BcWH2_01184	3.2.1.21|3.2.1.37|3.2.1.-|3.2.1.74	GH3(88-304)	GH3_e165	GH3	N	3
BcWH2_01185	3.2.1.23	GH2(213-1068)	GH2_e1	GH2	N	3
BcWH2_01186	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(238-732)	GH92_e0	GH92	Y(1-69)	3
BcWH2_01187	3.2.1.-	GH92(217-734)	GH92_e30	GH92	Y(1-27)	3
BcWH2_01198	3.1.1.-	CE17(496-662)	CE17_e0	GH33	Y(1-21)	3
BcWH2_01211	3.2.1.4|3.2.1.151	GH5_4(164-460)	GH5_e58	GH5_4	Y(1-21)	3
BcWH2_01212	3.2.1.4	GH5_4(266-564)	GH5_e108	GH5_4	Y(1-26)	3
BcWH2_01214	3.2.1.177	GH31(381-848)	GH31_e66	GH31	Y(1-26)	3
BcWH2_01215	3.2.1.23	GH2(25-780)	GH2_e127	GH2	Y(1-27)	3
BcWH2_01216	3.2.1.21|3.2.1.-	GH3(63-282)	GH3_e10	GH3	Y(1-27)	3
BcWH2_01238	-	GH95(29-788)	GH95_e19	GH95	Y(1-20)	3
BcWH2_01261	-	GT30(44-205)	GT30_e38	GT30	N	3
BcWH2_01331	3.2.1.52|3.2.1.-	GH20(158-511)	GH20_e12	GH20	Y(1-23)	3
BcWH2_01332	-	GH20(31-260)	GH20_e86	GH20	Y(1-29)	3
BcWH2_01334	-	CE9(11-391)	CE9_e78	CE9	N	3
BcWH2_01337	3.2.1.14	GH18(32-332)	GH18_e419	GH18	N	3
BcWH2_01353	3.2.1.22	GH36(26-709)	GH36_e36	GH36	Y(1-23)	3
BcWH2_01480	-	GT2(6-136)	GT2	GT2	N	3
BcWH2_01515	-	GT113(10-324)	GT113_e9	GT113	N	3
BcWH2_01519	-	CE4(53-173)	CE4_e17	N	N	2
BcWH2_01521	-	GT2(3-133)	GT2	GT2	N	3
BcWH2_01557	-	GT2(4-153)	GT2	GT2	N	3
BcWH2_01565	N	CE1(36-237)	N	N	N	1
BcWH2_01584	3.2.1.22	GH36(27-709)	GH36_e36	GH36	Y(1-28)	3
BcWH2_01619	-	GT2(4-121)	GT2	GT2	N	3
BcWH2_01622	-	GT32(20-96)	GT32_e86	GT32	N	3
BcWH2_01623	-	GT2(11-125)	GT2	GT2	N	3
BcWH2_01630	-	GH2(59-925)	GH2_e30	GH2	Y(1-20)	3
BcWH2_01816	-	GT4(5-136)	GT4_e395	N	N	2
BcWH2_01817	-	GT2(8-178)	GT2	GT2	N	3
BcWH2_01818	-	GT2(6-170)	GT2	GT2	N	3
BcWH2_01819	-	GT4(186-337)	GT4_e943	GT4	N	3
BcWH2_01821	-	GT2(10-156)	GT2	GT2	N	3
BcWH2_01822	-	GT4(192-342)	GT4_e2685	GT4	N	3
BcWH2_01869	-	GH109(17-414)	GH109_e5	GH109	N	3
BcWH2_01929	-	CE11(4-224)	CE11_e18	CE11	N	3
BcWH2_01951	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(62-307)	GH3_e0	GH3	N	3
BcWH2_01955	-	CE8(28-306)	CE8_e83	CE8	Y(1-20)	3
BcWH2_01956	4.2.2.2	PL1_2(96-280)	PL1_e60	PL1_2	N	3
BcWH2_01983	3.2.1.67	GH28(84-500)	GH28_e64	GH28	Y(1-28)	3
BcWH2_01984	3.2.1.-|3.2.1.40|-	CBM67(152-329)+GH78(357-887)+GH33(971-1260)	CBM67_e27+GH78_e2+GH33_e82	GH33+GH78	Y(1-19)	3
BcWH2_01986	3.2.1.55|3.2.1.37|-	GH43_10(40-310)+CBM91(344-557)	GH43_e0+CBM91_e10	GH43_10	Y(1-21)	3
BcWH2_01988	3.2.1.-|3.2.1.63	GH95(23-759)	GH95_e1	GH95	Y(1-21)	3
BcWH2_01993	3.2.1.-	GH140(29-455)	GH140_e1	GH140	N	3
BcWH2_01996	-	CE19(57-381)	CE19_e3	PL10_1	Y(1-20)	3
BcWH2_01999	-	CE7(129-433)	CE7_e20	CE7	Y(1-23)	3
BcWH2_02000	-	CE12(26-270)+CE8(286-558)	CE12_e30+CE8_e86	CE12+CE8	Y(1-20)	3
BcWH2_02002	-	CE8(31-311)	CE8_e86	CE8	N	3
BcWH2_02003	3.2.1.-	GH105(51-395)	GH105_e41	GH105	Y(1-24)	3
BcWH2_02080	-	GH108(9-97)	GH108_e40	N	N	2
BcWH2_02088	-	GT2(13-143)	GT2	GT2	N	3
BcWH2_02090	-	GT2(11-114)	GT2	GT2	N	3
BcWH2_02093	-	GT4(183-328)	GT4_e3667	GT4	N	3
BcWH2_02114	-	GT19(4-358)	GT19_e2	GT19	N	3
BcWH2_02124	-	GH23(137-269)	GH23_e209+CBM50_e207	CBM50+GH23	Y(1-30)	3
BcWH2_02140	-	CE4(32-155)	CE4_e51	CE4	N	3
BcWH2_02144	-	GT2(20-156)	GT2	GT2	N	3
BcWH2_02207	N	GT90(149-317)	N	N	N	1
BcWH2_02213	-	GT113(11-339)	GT113_e14	GT113	N	3
BcWH2_02222	4.2.2.2	PL10_1(62-349)	PL10_e13	PL10_1	Y(1-20)	3
BcWH2_02371	-	GH20(147-501)	GH20_e46	GH20	Y(1-23)	3
BcWH2_02372	3.2.1.-	GH105(46-371)	GH105_e39	GH105	Y(1-22)	3
BcWH2_02376	-	GH136(28-457)	GH136_e46	GH136	Y(1-26)	3
BcWH2_02387	-	CE20(103-355)	CE20_e7	CE20	Y(1-22)	3
BcWH2_02388	-	CE20(100-351)	CE20_e10	CE20	Y(1-19)	3
BcWH2_02390	-	GH110(31-576)	GH110_e9	GH110	N	3
BcWH2_02393	-	GH110(30-584)	GH110_e5	GH110	Y(1-27)	3
BcWH2_02395	-	GH110(48-568)	GH110_e17	GH110	N	3
BcWH2_02400	3.2.1.21|3.2.1.37	GH3(134-356)	GH3_e98	GH3	Y(1-20)	3
BcWH2_02401	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(238-746)	GH92_e0	GH92	N	3
BcWH2_02402	-	CE20(106-354)	CE20_e7	CE20	Y(1-24)	3
BcWH2_02404	-	CE20(114-380)	CE20_e34	CE20	Y(1-33)	3
BcWH2_02406	3.2.1.37	GH2(69-524)	GH2_e42	GH2	Y(1-22)	3
BcWH2_02407	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(57-302)	GH3_e0	GH3	Y(1-20)	3
BcWH2_02413	-	GH2(222-1033)	GH2_e5	GH2	Y(1-25)	3
BcWH2_02415	-	GH2(46-582)	GH2_e119	GH2	Y(1-24)	3
BcWH2_02419	-	CE12(67-286)+CE12(318-533)	CE12_e36+CE12_e36	CE12	Y(1-25)	3
BcWH2_02438	-	GH51(64-325)	GH51_e23	GH51	Y(1-27)	3
BcWH2_02439	-	GH136(21-429)	GH136_e44	GH136	N	3
BcWH2_02440	-	GH136(27-460)	GH136_e46	GH136	Y(1-28)	3
BcWH2_02441	-	GH35(59-401)	GH35_e25	GH35	N	3
BcWH2_02442	-	GH2(25-595)+GH43_24(852-1109)	GH2_e31+GH43_e269	GH2+GH43_24	Y(1-23)	3
BcWH2_02443	3.2.1.23|-	GH2(8-530)	GH2_e31+GH2_e16	GH2	N	3
BcWH2_02449	-	GH3(98-320)	GH3_e27	GH3	Y(1-27)	3
BcWH2_02450	-	CE20(104-366)	CE20_e7	CE20	Y(1-21)	3
BcWH2_02451	-	GH28(174-486)	GH28_e60	GH28	N	3
BcWH2_02484	3.2.1.55	GH43_18(67-301)	GH43_e84	GH43_18	Y(1-21)	3
BcWH2_02500	-	GT4(224-349)	GT4_e2975	GT4	N	3
BcWH2_02524	3.2.1.55|3.2.1.37|-	GH43_12(27-314)+CBM91(344-539)	GH43_e259+CBM91_e28	GH43_12	Y(1-23)	3
BcWH2_02526	-	GH127(37-543)	GH127_e1	GH127	N	3
BcWH2_02527	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(64-305)	GH3_e0	GH3	Y(1-25)	3
BcWH2_02528	-	GH28(177-489)	GH28_e60	GH28	N	3
BcWH2_02529	3.2.1.67	GH28(48-418)	GH28_e10	GH28	Y(1-20)	3
BcWH2_02530	3.2.1.174	GH106(29-908)	GH106_e0	GH106	Y(1-28)	3
BcWH2_02531	3.2.1.174	GH106(33-906)	GH106_e0	GH106	Y(1-22)	3
BcWH2_02535	3.2.1.-	GH127(322-552)	GH127_e5	CBM66	N	3
BcWH2_02554	3.2.1.55|-	GH43_9(24-288)+CBM91(310-485)+GH43_19(537-791)+GH43_34(822-1111)	GH43_e194+CBM91_e36+GH43_e186+GH43_e159	GH43_19+GH43_34+GH43_9	N	3
BcWH2_02555	3.2.1.55	GH51(355-712)	GH51_e47	GH51	Y(1-22)	3
BcWH2_02556	-	GH2(31-893)	GH2_e30	GH2	N	3
BcWH2_02557	-	GH28(182-443)	GH28_e57	GH28	Y(1-19)	3
BcWH2_02560	-	GH28(47-385)	GH28_e6	GH28	Y(1-22)	3
BcWH2_02562	-	GH97(11-625)	GH97_e24	GH97	Y(1-20)	3
BcWH2_02563	-	GH28(179-476)	GH28_e91	GH28	Y(1-25)	3
BcWH2_02564	3.2.1.23	GH2(97-947)	GH2_e1	GH2	N	3
BcWH2_02569	-	GH88(71-393)	GH88_e24	GH88	Y(1-21)	3
BcWH2_02572	N	PL39(19-667)	N	N	Y(1-26)	1
BcWH2_02573	3.2.1.185	GH146(50-555)	GH146_e0	GH146	Y(1-22)	3
BcWH2_02575	-	GH97(16-628)	GH97_e24	GH97	N	3
BcWH2_02576	3.2.1.55|3.2.1.37|-	GH43_10(38-307)+CBM91(341-546)	GH43_e0+CBM91_e10	GH43_10	Y(1-21)	3
BcWH2_02577	-	GH88(74-397)	GH88_e24	GH88	N	3
BcWH2_02767	-	GH109(4-185)	GH109_e5	N	N	2
BcWH2_02779	-	GT2(4-166)	GT2	GT2	N	3
