HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT28.hmm	157	BcWH2_00251	389	7.7e-47	1	156	202	373	0.987261146497
GH2.hmm	752	BcWH2_00275	1050	8.6e-222	24	751	67	914	0.966755319149
GH63.hmm	570	BcWH2_00276	642	1.1e-114	255	568	202	640	0.549122807018
GH3.hmm	216	BcWH2_00293	777	3.2e-63	5	216	118	346	0.976851851852
CE1.hmm	227	BcWH2_00294	393	5.6e-58	1	221	153	389	0.969162995595
GH97.hmm	631	BcWH2_00304	714	1.3e-238	3	630	9	699	0.993660855784
GH13.hmm	299	BcWH2_00305	441	3.3e-49	5	291	44	330	0.95652173913
GH13.hmm	299	BcWH2_00306	447	8.5e-48	13	290	56	333	0.926421404682
GT4.hmm	160	BcWH2_00328	379	1.4e-22	9	157	192	336	0.925
GT2.hmm	170	BcWH2_00329	271	8.9e-18	1	88	7	93	0.511764705882
GT4.hmm	160	BcWH2_00330	375	5e-30	5	154	201	347	0.93125
GT4.hmm	160	BcWH2_00331	368	6.9e-26	10	157	199	343	0.91875
GT2.hmm	170	BcWH2_00332	322	3.4e-28	2	116	6	118	0.670588235294
GT2.hmm	170	BcWH2_00334	328	3.1e-38	1	132	8	137	0.770588235294
GT2.hmm	170	BcWH2_00335	332	1.3e-39	1	168	11	175	0.982352941176
GT2.hmm	170	BcWH2_00336	266	6.4e-23	1	119	4	121	0.694117647059
GT9.hmm	225	BcWH2_00341	343	3.1e-33	3	217	72	319	0.951111111111
GH88.hmm	329	BcWH2_00375	404	1.6e-130	6	328	70	393	0.978723404255
PL8_2.hmm	247	BcWH2_00390	967	9.9e-97	1	246	575	822	0.991902834008
PL30.hmm	712	BcWH2_00393	821	0	1	712	72	783	0.998595505618
GH117.hmm	211	BcWH2_00394	375	3.3e-22	42	147	112	229	0.497630331754
GH117.hmm	211	BcWH2_00394	375	1.1e-20	56	210	205	354	0.729857819905
PL8_2.hmm	247	BcWH2_00397	1028	3.3e-84	1	247	618	866	0.995951417004
GH30_3.hmm	417	BcWH2_00406	516	6.6e-144	4	417	76	515	0.990407673861
GH2.hmm	752	BcWH2_00410	888	3.8e-115	26	488	29	612	0.614361702128
CBM57.hmm	147	BcWH2_00410	888	6.4e-25	2	147	723	882	0.986394557823
PL38.hmm	279	BcWH2_00411	777	6.3e-110	1	276	64	340	0.985663082437
GH88.hmm	329	BcWH2_00411	777	3.2e-131	6	328	451	771	0.978723404255
GH3.hmm	216	BcWH2_00426	740	1.2e-69	4	214	62	280	0.972222222222
GH5_46.hmm	257	BcWH2_00427	415	5.3e-103	4	257	92	346	0.984435797665
GH30_3.hmm	417	BcWH2_00428	491	5e-151	5	417	65	489	0.988009592326
CBM62.hmm	131	BcWH2_00448	647	1.3e-21	64	131	444	511	0.511450381679
CBM62.hmm	131	BcWH2_00448	647	9e-16	2	62	519	579	0.458015267176
CE20.hmm	249	BcWH2_00502	652	2.1e-46	3	119	102	224	0.465863453815
CE20.hmm	249	BcWH2_00502	652	1.1e-52	119	248	408	536	0.518072289157
GH43_3.hmm	299	BcWH2_00508	325	2e-116	1	299	26	309	0.996655518395
GH43_3.hmm	299	BcWH2_00509	343	1.3e-101	1	299	34	326	0.996655518395
GH31.hmm	427	BcWH2_00513	848	1.1e-121	1	427	201	623	0.997658079625
GH115.hmm	697	BcWH2_00514	990	1.4e-220	2	586	34	672	0.83787661406
GH105.hmm	332	BcWH2_00515	368	1.5e-73	13	330	58	365	0.954819277108
GH130.hmm	296	BcWH2_00516	389	8.2e-84	13	292	70	386	0.942567567568
GH2.hmm	752	BcWH2_00518	906	3.5e-87	30	533	44	739	0.668882978723
GH105.hmm	332	BcWH2_00519	367	2.4e-75	13	330	57	364	0.954819277108
GH43_31.hmm	268	BcWH2_00521	320	9.2e-107	2	268	40	298	0.992537313433
GH109.hmm	399	BcWH2_00529	430	3.4e-34	4	161	42	190	0.393483709273
GH2.hmm	752	BcWH2_00531	605	4.4e-104	23	413	50	508	0.518617021277
GH2.hmm	752	BcWH2_00567	1034	6.2e-221	15	751	48	904	0.978723404255
GH76.hmm	358	BcWH2_00569	399	3.8e-71	30	330	71	376	0.837988826816
GH125.hmm	402	BcWH2_00570	488	3.6e-185	2	402	75	473	0.995024875622
GH105.hmm	332	BcWH2_00571	373	1.3e-72	11	328	59	368	0.954819277108
GH97.hmm	631	BcWH2_00572	648	1.1e-204	9	628	20	645	0.980982567353
GH67.hmm	669	BcWH2_00573	716	6.4e-282	1	667	22	690	0.995515695067
GH38.hmm	269	BcWH2_00582	1202	2.8e-52	1	222	30	251	0.82156133829
GH30_2.hmm	417	BcWH2_00591	492	2.2e-175	3	416	55	489	0.990407673861
GH30_4.hmm	484	BcWH2_00596	535	1.8e-179	3	484	42	531	0.993801652893
GH2.hmm	752	BcWH2_00597	811	1e-119	28	465	29	575	0.581117021277
GH30_4.hmm	484	BcWH2_00598	522	1.5e-199	2	484	24	519	0.995867768595
GH95.hmm	722	BcWH2_00604	796	3.5e-166	11	719	34	779	0.980609418283
CBM62.hmm	131	BcWH2_00613	650	7.7e-22	64	131	447	514	0.511450381679
CBM62.hmm	131	BcWH2_00613	650	7.7e-16	2	62	522	582	0.458015267176
GH43_3.hmm	299	BcWH2_00626	333	5.7e-107	1	299	30	311	0.996655518395
GH3.hmm	216	BcWH2_00627	769	6.9e-77	2	215	121	349	0.986111111111
GH139.hmm	777	BcWH2_00630	771	0	7	775	7	764	0.988416988417
GH105.hmm	332	BcWH2_00663	460	4.5e-89	12	331	101	430	0.960843373494
GH95.hmm	722	BcWH2_00665	776	9.9e-238	7	718	25	762	0.984764542936
GH5_21.hmm	259	BcWH2_00695	1205	1.4e-121	1	258	49	324	0.992277992278
GH43_10.hmm	271	BcWH2_00695	1205	9.6e-96	1	271	424	678	0.9963099631
CBM91.hmm	200	BcWH2_00695	1205	5.1e-27	4	196	706	903	0.96
GH43_35.hmm	294	BcWH2_00706	694	2e-115	1	294	42	379	0.996598639456
GH51.hmm	630	BcWH2_00707	839	1.8e-104	111	629	237	838	0.822222222222
GH43_10.hmm	271	BcWH2_00708	613	6.8e-73	1	271	43	329	0.9963099631
CBM91.hmm	200	BcWH2_00708	613	1.1e-32	8	195	413	604	0.935
GH146.hmm	503	BcWH2_00709	805	2.7e-196	1	502	33	545	0.996023856859
GH97.hmm	631	BcWH2_00710	630	2.4e-171	4	630	13	629	0.992076069731
GH2.hmm	752	BcWH2_00711	1031	1.6e-217	20	751	44	914	0.972074468085
GH31.hmm	427	BcWH2_00712	814	1.4e-140	1	427	217	713	0.997658079625
GH43_10.hmm	271	BcWH2_00713	541	2.6e-99	1	271	30	298	0.9963099631
CBM91.hmm	200	BcWH2_00713	541	3.5e-35	5	198	327	532	0.965
GH97.hmm	631	BcWH2_00714	646	3.2e-169	4	628	10	644	0.988906497623
GH43_29.hmm	278	BcWH2_00715	453	1.2e-122	1	278	24	306	0.996402877698
CBM6.hmm	138	BcWH2_00715	453	3.1e-24	16	138	327	453	0.884057971014
GH31.hmm	427	BcWH2_00716	873	3.4e-139	4	427	335	762	0.990632318501
CBM51.hmm	134	BcWH2_00717	673	1.7e-42	1	134	25	159	0.992537313433
GH27.hmm	229	BcWH2_00717	673	2.8e-77	4	228	381	645	0.978165938865
GH43_29.hmm	278	BcWH2_00718	356	2.2e-108	1	278	31	314	0.996402877698
GH27.hmm	229	BcWH2_00719	894	1.9e-60	11	229	196	435	0.951965065502
GH43_29.hmm	278	BcWH2_00719	894	5.9e-112	1	278	466	750	0.996402877698
CBM6.hmm	138	BcWH2_00719	894	2.1e-33	18	136	774	892	0.855072463768
GH89.hmm	663	BcWH2_00744	755	7.4e-201	2	661	63	723	0.993966817496
GH43_2.hmm	273	BcWH2_00776	443	3.5e-118	1	273	31	300	0.996336996337
CBM6.hmm	138	BcWH2_00776	443	1.8e-23	45	136	352	442	0.659420289855
GH3.hmm	216	BcWH2_00777	868	3.3e-68	3	215	56	300	0.981481481481
GH43_17.hmm	266	BcWH2_00778	352	3.4e-93	1	263	50	320	0.984962406015
GH9.hmm	418	BcWH2_00779	825	1.8e-30	27	416	379	816	0.930622009569
GH43_7.hmm	274	BcWH2_00782	483	1.4e-153	1	274	30	300	0.996350364964
GH43_7.hmm	274	BcWH2_00782	483	7.6e-19	31	150	358	451	0.434306569343
CE1.hmm	227	BcWH2_00784	385	2.2e-56	3	221	150	379	0.960352422907
CE4.hmm	130	BcWH2_00806	204	1.9e-25	5	109	22	122	0.8
GH42.hmm	371	BcWH2_00837	689	2.8e-119	2	370	37	401	0.991913746631
GH2.hmm	752	BcWH2_00841	799	1.8e-113	24	477	13	578	0.602393617021
CBM32.hmm	124	BcWH2_00844	447	4.9e-16	4	123	314	442	0.959677419355
GH30_4.hmm	484	BcWH2_00845	522	1.7e-194	2	484	24	519	0.995867768595
GH51.hmm	630	BcWH2_00846	837	2.1e-102	112	629	235	836	0.820634920635
CBM67.hmm	176	BcWH2_00851	1215	3.7e-30	12	172	385	561	0.909090909091
GH78.hmm	504	BcWH2_00851	1215	5.5e-166	2	504	602	1148	0.996031746032
GH3.hmm	216	BcWH2_00869	768	2.9e-76	2	215	119	347	0.986111111111
GH3.hmm	216	BcWH2_00870	805	7.7e-64	3	213	140	362	0.972222222222
GH50.hmm	653	BcWH2_00873	469	1.5e-79	291	653	113	460	0.554364471669
GH3.hmm	216	BcWH2_00874	749	6.2e-65	2	215	107	329	0.986111111111
GH29.hmm	346	BcWH2_00890	514	4.3e-116	21	346	32	384	0.939306358382
GH141.hmm	527	BcWH2_00892	786	1.1e-59	3	523	27	543	0.986717267552
GH29.hmm	346	BcWH2_00893	546	2e-103	5	346	15	431	0.985549132948
GH8.hmm	320	BcWH2_00895	419	4.3e-82	22	319	81	407	0.928125
GH3.hmm	216	BcWH2_00896	863	3.2e-70	3	215	59	304	0.981481481481
GH130.hmm	296	BcWH2_00904	343	4e-106	1	295	3	335	0.993243243243
GH173.hmm	255	BcWH2_00908	485	5.8e-82	23	255	90	337	0.909803921569
GH173.hmm	255	BcWH2_00909	493	2.8e-78	1	255	77	345	0.996078431373
GH26.hmm	303	BcWH2_00910	390	5.3e-59	1	282	40	344	0.927392739274
GH2.hmm	752	BcWH2_00911	865	4.2e-110	29	608	30	818	0.769946808511
GH3.hmm	216	BcWH2_00912	750	1.5e-72	3	216	93	315	0.986111111111
GH172.hmm	236	BcWH2_00926	394	2e-75	3	236	93	345	0.987288135593
GH28.hmm	325	BcWH2_00944	486	1.3e-59	9	315	49	392	0.941538461538
GH92.hmm	491	BcWH2_00945	737	2.4e-183	5	491	237	732	0.989816700611
GH92.hmm	491	BcWH2_00946	689	2.2e-119	5	491	211	672	0.989816700611
GT2.hmm	170	BcWH2_00957	248	1.6e-26	1	126	10	133	0.735294117647
GT4.hmm	160	BcWH2_00958	421	7.9e-25	17	153	250	384	0.85
GT4.hmm	160	BcWH2_00959	441	7.2e-24	7	151	255	400	0.9
GH89.hmm	663	BcWH2_00992	709	3.1e-257	2	663	48	706	0.996983408748
GH92.hmm	491	BcWH2_00994	776	3.7e-184	2	491	264	759	0.995926680244
GH28.hmm	325	BcWH2_00995	469	6.8e-71	4	309	51	403	0.938461538462
GH92.hmm	491	BcWH2_00999	757	2.2e-162	2	491	241	742	0.995926680244
GH106.hmm	824	BcWH2_01013	1167	2.4e-139	98	654	195	739	0.674757281553
PL8_3.hmm	249	BcWH2_01017	877	4.2e-77	2	248	508	751	0.987951807229
GH79.hmm	455	BcWH2_01018	468	2.3e-50	3	359	49	380	0.782417582418
PL8_3.hmm	249	BcWH2_01019	691	1.6e-77	2	248	334	576	0.987951807229
GH2.hmm	752	BcWH2_01020	899	2.2e-85	43	551	65	750	0.675531914894
GH2.hmm	752	BcWH2_01021	865	5e-113	25	595	25	801	0.757978723404
GH88.hmm	329	BcWH2_01022	396	6.1e-126	2	329	65	389	0.993920972644
GH28.hmm	325	BcWH2_01023	487	9.2e-70	6	312	49	390	0.941538461538
PL8_3.hmm	249	BcWH2_01024	1588	1.5e-80	2	248	343	586	0.987951807229
CBM67.hmm	176	BcWH2_01024	1588	1.4e-34	1	169	817	1006	0.954545454545
GH78.hmm	504	BcWH2_01024	1588	1.2e-122	2	504	1031	1538	0.996031746032
GH2.hmm	752	BcWH2_01030	928	2.2e-73	30	554	27	705	0.696808510638
PL17.hmm	139	BcWH2_01031	636	9.4e-26	2	137	399	513	0.971223021583
GH105.hmm	332	BcWH2_01032	589	7e-82	8	331	272	584	0.972891566265
GH2.hmm	752	BcWH2_01034	916	2.5e-75	20	542	18	687	0.69414893617
GH30_4.hmm	484	BcWH2_01035	540	2e-203	2	484	38	536	0.995867768595
CE7.hmm	313	BcWH2_01047	431	2.5e-80	11	307	125	419	0.945686900958
GH95.hmm	722	BcWH2_01049	826	2.4e-299	7	714	32	761	0.979224376731
GH97.hmm	631	BcWH2_01050	750	2e-184	12	629	36	654	0.977812995246
GH31.hmm	427	BcWH2_01051	715	3.4e-88	3	427	198	626	0.992974238876
GH3.hmm	216	BcWH2_01104	763	2e-72	3	216	99	320	0.986111111111
GH144.hmm	404	BcWH2_01108	546	3.2e-191	3	403	141	541	0.990099009901
GH144.hmm	404	BcWH2_01109	436	2.2e-198	2	403	28	431	0.992574257426
GH43_28.hmm	262	BcWH2_01112	574	1e-111	1	262	51	314	0.996183206107
CBM32.hmm	124	BcWH2_01112	574	7.6e-20	11	121	354	476	0.887096774194
CE1.hmm	227	BcWH2_01113	255	2.6e-27	5	208	33	236	0.894273127753
GH29.hmm	346	BcWH2_01127	470	6.1e-102	16	346	25	377	0.953757225434
GH127.hmm	524	BcWH2_01129	647	3.7e-37	298	502	299	513	0.389312977099
GH3.hmm	216	BcWH2_01130	732	1.6e-67	4	215	71	290	0.976851851852
CBM67.hmm	176	BcWH2_01180	889	1.8e-40	3	165	131	309	0.920454545455
GH78.hmm	504	BcWH2_01180	889	3.3e-152	2	504	339	847	0.996031746032
CE20.hmm	249	BcWH2_01181	640	3.9e-42	3	116	100	214	0.453815261044
CE20.hmm	249	BcWH2_01181	640	3.4e-50	120	248	392	522	0.5140562249
GH16_7.hmm	226	BcWH2_01182	436	6.5e-43	1	226	174	417	0.995575221239
GH39.hmm	431	BcWH2_01183	613	9.8e-25	137	373	236	472	0.547563805104
GH3.hmm	216	BcWH2_01184	773	4.4e-68	4	216	88	304	0.981481481481
GH2.hmm	752	BcWH2_01185	1186	3.7e-222	25	751	213	1068	0.965425531915
GH92.hmm	491	BcWH2_01186	733	2.2e-175	7	490	238	732	0.983706720978
GH92.hmm	491	BcWH2_01187	752	1.1e-158	5	490	217	734	0.987780040733
CE17.hmm	165	BcWH2_01198	835	6.3e-16	1	164	496	662	0.987878787879
GH5_4.hmm	276	BcWH2_01211	512	7.7e-98	1	275	164	460	0.992753623188
GH5_4.hmm	276	BcWH2_01212	596	3.2e-101	2	275	266	564	0.989130434783
GH31.hmm	427	BcWH2_01214	960	7e-146	1	427	381	848	0.997658079625
GH2.hmm	752	BcWH2_01215	862	3.4e-126	22	569	25	780	0.727393617021
GH3.hmm	216	BcWH2_01216	737	3.8e-64	4	215	63	282	0.976851851852
GH95.hmm	722	BcWH2_01238	824	3.8e-270	5	715	29	788	0.983379501385
GT30.hmm	177	BcWH2_01261	406	9.9e-48	11	176	44	205	0.932203389831
GH20.hmm	337	BcWH2_01331	776	5.7e-130	9	336	158	511	0.970326409496
GH20.hmm	337	BcWH2_01332	516	3.7e-37	10	251	31	260	0.715133531157
CE9.hmm	373	BcWH2_01334	398	4.7e-109	1	373	11	391	0.997319034853
GH18.hmm	296	BcWH2_01337	345	1.6e-55	5	286	32	332	0.949324324324
GH36.hmm	688	BcWH2_01353	741	5.3e-216	3	687	26	709	0.994186046512
GT2.hmm	170	BcWH2_01480	264	7e-30	1	131	6	136	0.764705882353
GT113.hmm	322	BcWH2_01515	327	2.5e-97	4	320	10	324	0.981366459627
CE4.hmm	130	BcWH2_01519	248	1.7e-23	10	124	53	173	0.876923076923
GT2.hmm	170	BcWH2_01521	329	2.1e-28	1	131	3	133	0.764705882353
GT2.hmm	170	BcWH2_01557	402	6.1e-27	1	133	4	153	0.776470588235
CE1.hmm	227	BcWH2_01565	281	2e-22	1	183	36	237	0.801762114537
GH36.hmm	688	BcWH2_01584	735	1e-212	4	687	27	709	0.99273255814
GT2.hmm	170	BcWH2_01619	329	4.9e-27	1	114	4	121	0.664705882353
GT32.hmm	90	BcWH2_01622	239	4.2e-24	3	88	20	96	0.944444444444
GT2.hmm	170	BcWH2_01623	263	1.1e-16	12	126	11	125	0.670588235294
GH2.hmm	752	BcWH2_01630	1071	3.1e-212	24	751	59	925	0.966755319149
GT4.hmm	160	BcWH2_01816	174	4.8e-21	31	157	5	136	0.7875
GT2.hmm	170	BcWH2_01817	313	9.8e-33	1	168	8	178	0.982352941176
GT2.hmm	170	BcWH2_01818	300	1.6e-24	1	166	6	170	0.970588235294
GT4.hmm	160	BcWH2_01819	366	1.8e-33	12	155	186	337	0.89375
GT2.hmm	170	BcWH2_01821	322	3.2e-33	1	151	10	156	0.882352941176
GT4.hmm	160	BcWH2_01822	375	5e-32	9	159	192	342	0.9375
GH109.hmm	399	BcWH2_01869	422	3.4e-166	3	397	17	414	0.987468671679
CE11.hmm	271	BcWH2_01929	461	9.4e-73	1	220	4	224	0.808118081181
GH3.hmm	216	BcWH2_01951	864	9.9e-72	3	215	62	307	0.981481481481
CE8.hmm	288	BcWH2_01955	433	1.5e-69	2	260	28	306	0.895833333333
PL1_2.hmm	183	BcWH2_01956	512	2.2e-79	1	183	96	280	0.994535519126
GH28.hmm	325	BcWH2_01983	534	5.2e-84	8	322	84	500	0.966153846154
CBM67.hmm	176	BcWH2_01984	1289	7.8e-37	5	169	152	329	0.931818181818
GH78.hmm	504	BcWH2_01984	1289	1.7e-158	5	504	357	887	0.990079365079
GH33.hmm	342	BcWH2_01984	1289	3.2e-28	33	325	971	1260	0.853801169591
GH43_10.hmm	271	BcWH2_01986	560	2.9e-109	1	271	40	310	0.9963099631
CBM91.hmm	200	BcWH2_01986	560	3.5e-18	4	196	344	557	0.96
GH95.hmm	722	BcWH2_01988	826	1.8e-289	3	714	23	759	0.984764542936
GH140.hmm	412	BcWH2_01993	469	3.5e-172	1	412	29	455	0.997572815534
CE19.hmm	332	BcWH2_01996	387	9.9e-29	7	289	57	381	0.849397590361
CE7.hmm	313	BcWH2_01999	438	6.9e-90	10	312	129	433	0.964856230032
CE12.hmm	210	BcWH2_02000	588	9.5e-78	1	210	26	270	0.995238095238
CE8.hmm	288	BcWH2_02000	588	2.5e-101	2	274	286	558	0.944444444444
CE8.hmm	288	BcWH2_02002	322	1.2e-102	2	286	31	311	0.986111111111
GH105.hmm	332	BcWH2_02003	406	2.2e-123	6	332	51	395	0.981927710843
GH108.hmm	86	BcWH2_02080	107	5.9e-22	3	86	9	97	0.96511627907
GT2.hmm	170	BcWH2_02088	271	6.5e-23	7	133	13	143	0.741176470588
GT2.hmm	170	BcWH2_02090	335	3e-33	1	106	11	114	0.617647058824
GT4.hmm	160	BcWH2_02093	342	1.4e-23	6	156	183	328	0.9375
GT19.hmm	354	BcWH2_02114	384	2.8e-112	2	351	4	358	0.985875706215
GH23.hmm	135	BcWH2_02124	435	2.1e-24	4	120	137	269	0.859259259259
CE4.hmm	130	BcWH2_02140	222	5.6e-31	3	123	32	155	0.923076923077
GT2.hmm	170	BcWH2_02144	396	1.4e-26	2	145	20	156	0.841176470588
GT90.hmm	250	BcWH2_02207	325	6.1e-20	59	245	149	317	0.744
GT113.hmm	322	BcWH2_02213	345	5e-102	5	321	11	339	0.981366459627
PL10_1.hmm	288	BcWH2_02222	365	8.6e-121	1	286	62	349	0.989583333333
GH20.hmm	337	BcWH2_02371	534	1.8e-111	8	336	147	501	0.973293768546
GH105.hmm	332	BcWH2_02372	934	2.3e-81	7	332	46	371	0.978915662651
GH136.hmm	491	BcWH2_02376	508	3.4e-99	2	421	28	457	0.853360488798
CE20.hmm	249	BcWH2_02387	465	7.3e-83	3	248	103	355	0.983935742972
CE20.hmm	249	BcWH2_02388	467	4.5e-84	3	248	100	351	0.983935742972
GH110.hmm	548	BcWH2_02390	610	9.7e-169	12	548	31	576	0.978102189781
GH110.hmm	548	BcWH2_02393	609	2e-156	4	548	30	584	0.992700729927
GH110.hmm	548	BcWH2_02395	570	1.4e-50	2	544	48	568	0.989051094891
GH3.hmm	216	BcWH2_02400	786	6.3e-65	3	213	134	356	0.972222222222
GH92.hmm	491	BcWH2_02401	747	3.5e-193	3	488	238	746	0.987780040733
CE20.hmm	249	BcWH2_02402	465	1.1e-93	3	249	106	354	0.987951807229
CE20.hmm	249	BcWH2_02404	491	8.3e-87	3	249	114	380	0.987951807229
GH2.hmm	752	BcWH2_02406	1132	3.2e-71	34	413	69	524	0.503989361702
GH3.hmm	216	BcWH2_02407	864	4.3e-67	3	215	57	302	0.981481481481
GH2.hmm	752	BcWH2_02413	1229	8e-82	7	607	222	1033	0.797872340426
GH2.hmm	752	BcWH2_02415	1075	5.3e-83	20	412	46	582	0.521276595745
CE12.hmm	210	BcWH2_02419	545	2.3e-52	2	210	67	286	0.990476190476
CE12.hmm	210	BcWH2_02419	545	1e-64	2	210	318	533	0.990476190476
GH51.hmm	630	BcWH2_02438	480	1.9e-32	136	369	64	325	0.369841269841
GH136.hmm	491	BcWH2_02439	469	2.8e-39	2	427	21	429	0.865580448065
GH136.hmm	491	BcWH2_02440	511	4.4e-85	2	418	27	460	0.847250509165
GH35.hmm	307	BcWH2_02441	914	5.7e-83	2	305	59	401	0.986970684039
GH2.hmm	752	BcWH2_02442	1146	2.3e-118	21	481	25	595	0.61170212766
GH43_24.hmm	246	BcWH2_02442	1146	1.4e-98	2	246	852	1109	0.991869918699
GH2.hmm	752	BcWH2_02443	785	2e-122	24	472	8	530	0.595744680851
GH3.hmm	216	BcWH2_02449	733	6.6e-67	2	215	98	320	0.986111111111
CE20.hmm	249	BcWH2_02450	479	1.7e-86	3	248	104	366	0.983935742972
GH28.hmm	325	BcWH2_02451	510	1.2e-44	10	306	174	486	0.910769230769
GH43_18.hmm	229	BcWH2_02484	326	7.6e-89	2	229	67	301	0.991266375546
GT4.hmm	160	BcWH2_02500	411	3.2e-26	6	134	224	349	0.8
GH43_12.hmm	281	BcWH2_02524	540	2.3e-115	1	279	27	314	0.989323843416
CBM91.hmm	200	BcWH2_02524	540	1.9e-57	4	198	344	539	0.97
GH127.hmm	524	BcWH2_02526	609	2.4e-206	1	524	37	543	0.998091603053
GH3.hmm	216	BcWH2_02527	881	4.8e-71	3	215	64	305	0.981481481481
GH28.hmm	325	BcWH2_02528	513	1.9e-40	10	306	177	489	0.910769230769
GH28.hmm	325	BcWH2_02529	494	8.2e-91	8	310	48	418	0.929230769231
GH106.hmm	824	BcWH2_02530	911	3.8e-234	3	823	29	908	0.995145631068
GH106.hmm	824	BcWH2_02531	909	5e-214	9	823	33	906	0.98786407767
GH127.hmm	524	BcWH2_02535	684	7.6e-30	301	524	322	552	0.425572519084
GH43_9.hmm	272	BcWH2_02554	1120	6.2e-122	2	272	24	288	0.992647058824
CBM91.hmm	200	BcWH2_02554	1120	1.7e-20	5	198	310	485	0.965
GH43_19.hmm	233	BcWH2_02554	1120	3.7e-79	1	233	537	791	0.995708154506
GH43_34.hmm	280	BcWH2_02554	1120	1.4e-94	1	279	822	1111	0.992857142857
GH51.hmm	630	BcWH2_02555	817	1.6e-93	112	432	355	712	0.507936507937
