HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH2.hmm	752	Ro_01968	1014	3.3e-218	9	750	23	894	0.985372340426
GH42.hmm	371	Ro_01969	674	3.4e-156	1	370	15	385	0.99460916442
GH78.hmm	504	Ro_02044	654	2.3e-82	74	481	216	619	0.80753968254
GH2.hmm	752	Ro_02045	799	6.2e-97	28	553	2	677	0.698138297872
GH3.hmm	216	Ro_02046	1021	4e-33	23	214	717	924	0.884259259259
GH43_35.hmm	294	Ro_02052	483	1.2e-122	1	293	8	321	0.993197278912
GH3.hmm	216	Ro_02096	953	8e-43	23	214	676	868	0.884259259259
GH3.hmm	216	Ro_02097	812	8.3e-69	3	216	29	249	0.986111111111
CBM48.hmm	76	Ro_02218	754	9.6e-20	2	71	124	210	0.907894736842
GH13_9.hmm	301	Ro_02218	754	1.5e-108	2	300	266	563	0.990033222591
GH95.hmm	722	Ro_02233	749	7.1e-243	7	712	4	729	0.976454293629
GH112.hmm	715	Ro_02235	720	0	1	714	6	718	0.997202797203
GH29.hmm	346	Ro_02241	448	1.4e-85	40	338	14	341	0.861271676301
GT2.hmm	170	Ro_02256	521	3e-33	1	166	14	180	0.970588235294
GT2.hmm	170	Ro_02258	380	2.9e-32	1	134	5	144	0.782352941176
GT2.hmm	170	Ro_02259	329	6.7e-38	1	156	9	162	0.911764705882
GT2.hmm	170	Ro_02359	305	2.3e-40	1	146	14	158	0.852941176471
GT2.hmm	170	Ro_02364	229	8.1e-29	2	167	5	160	0.970588235294
GT4.hmm	160	Ro_02366	374	5.3e-31	3	157	197	346	0.9625
GT4.hmm	160	Ro_02367	352	1.8e-35	12	159	179	322	0.91875
GT2.hmm	170	Ro_02369	296	7.2e-18	1	166	5	172	0.970588235294
GT4.hmm	160	Ro_02370	359	2.9e-28	5	117	191	301	0.7
GT2.hmm	170	Ro_02377	315	1.2e-31	2	168	6	168	0.976470588235
GT2.hmm	170	Ro_02380	367	4.3e-33	1	133	5	142	0.776470588235
CE4.hmm	130	Ro_02384	274	7.8e-34	1	124	76	203	0.946153846154
GT2.hmm	170	Ro_02463	250	5.4e-41	1	129	7	134	0.752941176471
GT2.hmm	170	Ro_02464	259	1.1e-20	1	131	4	132	0.764705882353
CBM34.hmm	120	Ro_02494	702	2.8e-17	9	120	38	136	0.925
GH13_39.hmm	316	Ro_02494	702	3.7e-94	1	316	192	572	0.996835443038
GH13_11.hmm	351	Ro_02570	714	2.7e-149	1	351	191	552	0.997150997151
GT35.hmm	674	Ro_02665	755	9.4e-221	2	673	79	753	0.995548961424
GT2.hmm	170	Ro_02713	335	1.9e-28	2	167	7	171	0.970588235294
GT2.hmm	170	Ro_02714	337	3.2e-27	1	164	4	171	0.958823529412
GT2.hmm	170	Ro_02715	238	2.2e-26	1	168	6	170	0.982352941176
GH73.hmm	128	Ro_02730	269	7.3e-19	4	124	138	264	0.9375
GH43_11.hmm	292	Ro_02821	548	8.3e-133	1	292	2	313	0.996575342466
CBM91.hmm	200	Ro_02821	548	2.6e-41	6	198	343	541	0.96
GH5_44.hmm	302	Ro_02822	388	1.2e-141	2	302	50	357	0.993377483444
GH13_11.hmm	351	Ro_02877	629	8.1e-45	146	351	267	445	0.584045584046
GH94.hmm	1036	Ro_03019	811	5.1e-299	263	1035	2	807	0.745173745174
GT2.hmm	170	Ro_03067	808	9e-23	1	131	280	411	0.764705882353
GT2.hmm	170	Ro_03067	808	2.7e-19	1	168	536	714	0.982352941176
GT2.hmm	170	Ro_03068	817	3.5e-24	1	130	286	412	0.758823529412
GT2.hmm	170	Ro_03068	817	9.3e-21	1	133	545	687	0.776470588235
GT2.hmm	170	Ro_03071	623	7.6e-24	1	163	84	244	0.952941176471
GT2.hmm	170	Ro_03071	623	1.8e-26	1	170	341	520	0.994117647059
GT2.hmm	170	Ro_03072	317	3.6e-29	1	169	4	174	0.988235294118
GT2.hmm	170	Ro_03075	307	2.5e-17	1	169	7	175	0.988235294118
GT2.hmm	170	Ro_03081	310	1.5e-33	1	126	5	133	0.735294117647
GH77.hmm	494	Ro_03146	288	6.7e-96	1	270	11	280	0.544534412955
GH77.hmm	494	Ro_03147	226	2.4e-71	269	489	6	220	0.445344129555
CBM48.hmm	76	Ro_03151	594	2.1e-17	3	67	18	93	0.842105263158
GH13_9.hmm	301	Ro_03151	594	4.3e-118	1	301	164	453	0.996677740864
GT51.hmm	177	Ro_03182	891	2e-62	2	176	82	266	0.983050847458
GH23.hmm	135	Ro_03208	695	1.3e-32	14	129	224	342	0.851851851852
GH13_31.hmm	349	Ro_03325	556	8e-169	1	349	28	376	0.997134670487
GH31.hmm	427	Ro_03326	663	6.8e-141	2	427	133	613	0.995316159251
