Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
Ro_02114	-	N	GH23_e21	GH23	N	2
Ro_02716	-	N	GT1_e246	N	N	1
Ro_03357	-	N	CBM50_e858	N	N	1
Ro_00274	N	N	N	GT58	N	1
Ro_00332	N	N	N	GH13_31	N	1
Ro_00467	N	N	N	GT83	N	1
Ro_00535	N	N	N	GH23	N	1
Ro_00741	N	N	N	GH1	N	1
Ro_00774	N	N	N	GH23	N	1
Ro_00977	N	N	N	GT1	N	1
Ro_00995	N	N	N	GH1	N	1
Ro_00999	N	N	N	GT4	N	1
Ro_01160	N	N	N	GH13	N	1
Ro_01260	N	N	N	CBM50	N	1
Ro_01312	N	N	N	GH84	N	1
Ro_01335	N	N	N	GH130	N	1
Ro_01406	N	N	N	GT58	N	1
Ro_01833	N	N	N	GH3	N	1
Ro_01906	N	N	N	GH23	N	1
Ro_02139	N	N	N	CE12	N	1
Ro_02152	N	N	N	GH1	N	1
Ro_02255	N	N	N	GT4	N	1
Ro_02302	N	N	N	GT2	N	1
Ro_02385	N	N	N	GH28	N	1
Ro_02397	N	N	N	GH0	N	1
Ro_02470	N	N	N	GT4	N	1
Ro_02478	N	N	N	GH28	N	1
Ro_02481	N	N	N	GT2	N	1
Ro_02674	N	N	N	GT2	N	1
Ro_02734	N	N	N	GT4	N	1
Ro_02755	N	N	N	GH5_11	N	1
Ro_02888	N	N	N	GT2	N	1
Ro_02914	N	N	N	GH13_30	N	1
Ro_03045	N	N	N	GH28	N	1
Ro_03109	N	N	N	CE8	N	1
Ro_03141	N	N	N	GT4	N	1
Ro_03278	N	N	N	CBM48+GH13_9	N	1
Ro_03334	N	N	N	CBM48+GH13_9	N	1
Ro_03501	N	N	N	CBM50	N	1
