dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH1_e86	GH1:7	-	-	447	Ro_00285	456	2.8e-219	3	446	11	454	0.991051454139
GT5_e9	GT5:1373|GH13:1|CBM48:1	2.4.1.21:9	-	471	Ro_00727	482	1.9e-222	1	470	4	476	0.995753715499
GH23_e21	GH23:981	-	-	138	Ro_00773	334	2.9e-70	1	137	69	205	0.985507246377
GH18_e221	GH18:43	-	-	287	Ro_00846	556	4.6e-132	1	286	261	544	0.993031358885
GT2	GT2:17	-	-	132	Ro_01086	243	1.1e-60	1	131	11	143	0.984848484848
GH23_e928	GH23:90	-	-	132	Ro_01166	169	5e-48	2	131	25	168	0.977272727273
GT4_e426	GT4:30	-	-	146	Ro_01349	474	2.4e-67	1	146	288	438	0.993150684932
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose, sucrose, starch, starch, starch, starch	344	Ro_01368	476	4.3e-96	58	342	4	294	0.825581395349
GH32_e71	GH32:74	3.2.1.26:1	fructan	308	Ro_01412	495	1.6e-141	4	308	33	343	0.987012987013
GH20_e116	GH20:43	-	-	316	Ro_01590	158	6.7e-58	100	252	2	153	0.481012658228
GH36_e0	GH36:2202	3.2.1.22:25	alpha-galactan	700	Ro_01672	732	1.3e-289	2	699	12	714	0.995714285714
GH32_e25	GH32:15|CBM38:1	-	-	292	Ro_01836	503	5.2e-74	1	286	97	374	0.97602739726
GH13_e4	GH13_4:41	-	sucrose	398	Ro_01840	659	7.5e-227	1	398	129	526	0.997487437186
GH172_e0	GH172:444	-	-	260	Ro_01841	366	2.1e-130	1	259	89	347	0.992307692308
GH23_e21	GH23:981	-	-	138	Ro_02114	335	1.1e-69	1	137	69	206	0.985507246377
GH112_e0	GH112:456	2.4.1.211:13	human milk polysaccharide	713	Ro_02235	720	0	1	712	7	718	0.997194950912
GT2	GT2:25	-	-	151	Ro_02256	521	2.9e-53	1	148	15	164	0.973509933775
GT2	GT2:20	-	-	126	Ro_02258	380	3.1e-52	1	124	6	129	0.97619047619
GT2	GT2:112|GT1:1|GT4:1	-	-	272	Ro_02369	296	6.2e-18	2	240	6	257	0.875
GT4_e150	GT4:11	-	-	140	Ro_02370	359	2.1e-53	2	138	193	329	0.971428571429
GT2	GT2:8	-	-	134	Ro_02380	367	1.6e-54	1	130	6	135	0.962686567164
GT2	GT2:24	-	-	168	Ro_02714	337	8.6e-37	1	166	5	173	0.982142857143
GT1_e246	GT1:393	-	-	122	Ro_02716	166	3.3e-61	1	121	3	124	0.983606557377
GH5_e69	GH5_44:269|GH5_45:35|GH5:10|GH5_32:1	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	arabinan, polyphenol, beta-glucan	292	Ro_02822	388	1.4e-127	1	290	50	358	0.989726027397
GT2	GT2:53|GT4:2	-	-	208	Ro_03067	808	2.7e-74	1	203	281	480	0.971153846154
GT2	GT2:156|GT4:8|GT0:3	-	-	243	Ro_03067	808	3.1e-79	10	241	533	778	0.950617283951
GT2	GT2:53|GT4:2	-	-	208	Ro_03068	817	2.7e-75	1	203	287	489	0.971153846154
GT2	GT2:156|GT4:8|GT0:3	-	-	243	Ro_03068	817	4.4e-86	11	241	543	787	0.946502057613
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose, sucrose, starch, starch, starch, starch	344	Ro_03325	556	2.8e-169	1	343	28	377	0.994186046512
CBM50_e858	CBM50:11	-	chitin, peptidoglycan	46	Ro_03357	437	4.3e-16	1	46	392	437	0.978260869565
