sampleID	measurement1	measurement2	measurement3
02-15	1837104564.3779724	1805147014.501491	1820106417.1946642
02-16	3553014864.9222217	3580790375.489307	3409535510.8155785
02-18	2933020915.1109576	3113444330.0229826	2720885088.6982994
02-20	2151799326.146168	2281163333.5654697	2237903355.55147
02-24	3686288520.5896826	3614898600.553309	3629314269.124162
02-25	3000721157.0010734	2955364844.027522	2965692739.463645
02-26	3688022165.7885695	3494667836.9300313	4007537873.0130315
02-28	4510865855.7635355	4190590334.393915	4665250489.321709
02-29	4987168106.150009	4561695292.392031	5079636437.117617
02-30	4570124632.430686	5015888966.735111	4602586640.191374
02-32	6760941841.9597845	6588655403.9372425	7274771684.645542
02-34	7587120963.7520075	7420934827.880245	8239457567.919067
02-37	6083049291.757336	5702008495.373907	6365760562.260854
02-39	6287894845.507417	6532333725.5507765	6470943195.86635
02-40	5592474628.2483	5141190489.99568	5006773901.649733
02-41	1915060842.7515812	1894690313.7358928	1926907592.418524
03-00	822120299.8764672	785311237.9855726	816772121.4665802
03-01	1835093160.5986218	1870593266.9806247	1843713807.0317023
03-02	2638071119.1456685	2570694105.099085	2762462251.4951115
03-04	8405921664.891436	7909706582.152302	7254446082.167081
03-06	2517381261.88912	2513833991.2122197	2445722487.110447
03-09	3063371375.5288086	3128978355.0992885	3104712239.2816133
03-11	1894647872.548139	1900949208.2419431	1850422476.516267
03-12	5244701519.687879	5324020260.774814	4873139037.449462
03-14	3672121322.456622	3555655938.1810627	3831668289.890121
03-15	2232096467.751918	2191612803.9865127	2262996707.904862
03-16	2610844560.3345	2523060075.2287025	2484074406.071452
03-18	2817648360.0365863	2766993641.2385526	2862000569.037352
03-20	3622798579.1860113	3475505319.4229593	3771620556.700688
03-24	3153105678.5995073	2880948104.78553	3153940092.254574
03-25	2845445463.083553	2870688283.658971	2959343637.4749084
03-26	3074208178.5436015	3012450266.539884	3086237582.070413
03-28	4370756164.93455	4014496191.181153	4284383689.309684
03-29	4906506725.389418	5020038937.845822	4622071497.325886
03-30	3993766383.1653605	3812589497.806625	3976607012.744818
03-32	7297056582.09295	7316009006.708132	7367944910.214004
03-34	7461590120.578284	7733598867.365823	7788345374.635225
03-37	4383747705.590229	4412019132.544887	4358517600.5463705
03-39	5173579206.720826	5468318191.204661	5291903000.179552
03-40	3832037004.8282022	3595442092.9225755	3647215558.2317276
03-41	1268953681.449177	1294481326.7878048	1219297674.024337
04-00	373866131.4820285	361064766.50704294	371802590.47281873
04-01	1515613681.5917408	1449624077.9321837	1435693215.1411524
04-02	2900226999.216289	2816287227.904436	3019172245.4091797
04-04	3877540799.3546185	3817137916.6313124	3967331136.7221904
04-06	2416775261.72198	2423562212.20533	2450500848.6737337
04-09	2737393072.8110547	2577919417.6636915	2783778763.0467157
04-11	1565035416.583382	1635526684.3973665	1723185654.192458
04-12	1818949920.4507947	1861300753.336027	1776307896.5805733
04-14	3841851773.4639378	3546750746.934091	3418971218.1200852
04-15	2641139033.0327983	2837673081.034311	2667458009.498517
04-16	2869597839.189408	3141619813.3334055	2862337248.5994616
04-18	2303204648.512729	2438953177.9060664	2243607035.292538
04-20	1581171885.35328	1566947280.7601154	1503786972.6451604
04-24	3137543679.000971	2969567023.031265	3068644863.6002812
04-25	2794816345.4162	2942166291.5101743	2820156725.7177033
04-26	2224700257.1651635	2179852864.2844486	2168769435.003844
04-28	4487765626.811506	4762067975.187878	5029091961.778075
04-29	3041700430.2963014	3073375934.818118	2895622100.75055
04-30	2525704226.021486	2649039293.108709	2425545232.2853966
04-32	6873515154.082546	6995989645.651749	6086971927.733703
04-34	7795885104.559742	8071303266.419202	7893912284.814508
04-37	4073611591.971354	4075750242.277568	3662908721.3147054
04-39	5312676318.61833	5787063912.672968	5169378925.833447
04-40	8935145800.9635	8991844703.574112	8811987979.997093
04-41	1153796572.9534078	1176987270.4487188	1112852488.217241
05-00	329835693.1934587	360892208.9710234	358512806.9406274
05-01	1704629042.7931755	1589757580.8776217	1789382720.7645276
05-02	1570428787.3835523	1470668476.605505	1674009313.6357129
05-04	2114943222.1907668	2217454172.067408	2021629937.21948
05-06	2341818525.229192	2204456419.105377	2473966649.6163883
05-09	1313260222.5649924	1440884242.1073837	1345829138.2243984
05-11	2356368575.664099	2307636637.236075	2447254412.491223
05-12	3648571084.3921485	3512213983.7965217	3836370121.5845146
05-14	4113899537.8965235	4509439053.603497	3926971503.016109
05-15	2442803205.788012	2623633519.7246413	2390976983.548154
05-16	2701919957.6779346	2954219699.043775	2818453226.599021
05-18	2663336124.6147423	2783991198.059695	2309695811.4379034
05-20	2722939523.2204127	2605686250.4080114	2928974565.60231
05-24	2116128389.888603	2318225523.5778084	2174653313.1099706
05-25	2653953708.1172285	2618390281.111012	2647888898.3237348
05-26	2050653635.0127316	2132931641.2616863	2073262876.3040607
05-28	3508927514.6583405	3675119439.3101187	3328229101.9623256
05-29	5596131197.247511	5552758356.355818	5498214748.255169
05-30	5012243789.361795	5166139564.871412	5287988456.400652
05-32	6490762023.967054	6790053226.069708	6912019610.179547
05-34	6249718008.266134	6367345679.307858	7092250009.04748
05-37	4982002263.188166	4708141401.8461	4963587620.452443
05-39	7212904562.177644	7320462736.544964	6975400577.242472
05-40	9042162209.82414	9641832031.3575	8809672863.132612
05-41	1354228307.925792	1307198135.0546098	1285295251.6173916
06-00	1110118938.276873	1101813331.424968	1105797536.3266299
06-01	2005640805.5925238	1962002719.5909522	2044021994.5553334
06-02	1051752355.7028131	1149000729.840009	1049951635.7421072
06-04	2733451170.644555	2825335415.173247	2883291699.080437
06-06	3111957360.8045025	3175357553.8313746	3075513881.45396
06-09	1715864398.8853219	1649810819.7718089	1686055488.6357338
06-11	2318443449.282078	2380954387.036136	2251061544.6595283
06-12	3768295113.107704	3641240889.6194987	3460682677.772686
06-14	3779812831.3566093	3785828508.986341	3483519403.310217
06-15	2157387104.2414813	2088798797.7526255	2030192098.5703905
06-16	2738979564.2229867	2831616412.793911	2917208808.8527822
06-18	4037845087.360801	4154254307.175101	4218591202.100696
06-20	2605739681.3853407	2578601064.7357025	2784879602.799299
06-24	2458726149.002186	2507409751.982265	2294948967.4443374
06-25	3057975608.7801523	2890847837.1504364	2756975294.5697503
06-26	3246708797.11438	3004624839.8643346	3139558264.0558662
06-28	4841547626.857703	4947914419.283618	4884109418.662053
06-29	5058390479.740007	5100545460.850877	5184518986.687147
06-30	4393793285.892891	4533303129.080263	4624021937.027647
06-32	6189007377.8262415	6926472407.529291	6276977826.825835
06-34	4710245534.140644	4932682048.424847	5120665426.219119
06-37	3129181830.5306597	2986362494.4124384	3094353147.9208403
06-39	4071662431.4098263	4299068094.185463	3885774913.959734
06-40	7078317340.561973	6612596828.442087	6483307538.161827
06-41	1717848402.8800902	1678201784.071341	1641492501.4945695
07-00	910434040.8452723	907327566.8207986	921455662.5243175
07-01	2799435170.5290213	3039254764.2367787	2675039433.2691536
07-02	3769458111.2987604	3629092006.0537925	3946008685.1673083
07-04	3718364584.3506436	3564714594.6860347	3980942050.5319843
07-06	3479615730.3559093	3462486882.72171	3067353136.862316
07-09	2846947240.3210855	2752502856.502507	2969942805.940829
07-11	3474381062.324232	3670099187.9192843	3085319165.8982906
07-12	4955082274.266767	4687524800.541078	5054555316.817404
07-14	3725472205.211649	3511729076.6661873	3953633267.3059187
07-15	2733067111.047621	2673237532.8052	2741929915.6075325
07-16	2693232088.1238484	2626166239.267275	2520907090.9189315
07-18	3799073200.0337205	4165594875.746827	3687868400.101963
07-20	1735715801.9159367	1818112036.7783778	1713008695.1849492
07-24	3528062783.79885	3543507097.619174	3495914231.8373117
07-25	3675779720.724335	3450558169.2657733	3638489516.0898776
07-26	3427421733.3655534	3572121134.173948	3408591002.0691857
07-28	3797023743.9218526	3607131672.7681913	3837553184.650128
07-29	7543912554.385045	6961231650.8534565	7088043856.420193
07-30	4383524077.279071	4643911937.244129	4330479089.708316
07-32	3682170362.90807	3740522197.5266876	3961695177.139965
07-34	4610941377.775951	4823242680.459005	4522262502.908953
07-37	2963698888.9924526	3010929528.538373	2897929062.183512
07-39	6346551267.53152	6618447237.833061	6688692990.758353
07-40	5631067205.925968	5447768762.493421	4910520163.498027
07-41	1727207644.492967	1637890037.363354	1829231952.0522437
08-00	1347924745.1428356	1393861651.0101113	1305336809.5446398
08-01	3063177159.648541	2940127852.99163	3088284272.596069
08-02	2190710185.445582	2115179999.371127	2201260794.2202067
08-04	802289904.4161015	784016447.9808336	840096537.2803291
08-06	858066306.6113242	858816220.4826893	846585604.8327862
08-09	1277261509.9464486	1254654370.066475	1233960698.269267
08-11	3061800703.705619	2851309361.818207	3260487961.4614644
08-12	2648193154.5540576	2562971862.1277037	2335153708.617597
08-14	2736024089.1618357	2431859859.941616	2738805829.7107825
08-15	2501862031.2747517	2580074172.678939	2333245859.4814634
08-16	2906248333.6175594	2673449464.0192413	2795582264.090154
08-18	3360350566.1382294	3174794807.1441283	3698276942.5484266
08-20	2675055696.595821	2682032921.217843	2669090934.1166778
08-24	4987131818.396112	4802716910.845538	5035773733.06954
08-25	5802703636.806143	6250386457.026724	5285809573.706064
08-26	5329046210.384493	4984561499.617935	5134790576.576946
08-28	5092832519.455233	5160834787.043748	5142884215.573791
08-29	3777755755.3135195	3770335710.681327	3844765151.1585298
08-30	3275029245.1742635	3083752226.8642473	3376045320.503902
08-32	3403370702.623295	3492415925.414311	3404838899.5433583
08-34	2827460738.8042097	2803208712.9833694	2901964924.2337165
08-37	2345644713.975956	2436162035.3135023	2398865271.2095456
08-39	3784603846.3131948	3940435695.740496	3438361716.4510727
08-40	3262969515.0122457	3615898162.826319	3269006942.1359377
08-41	1352765485.7571778	1443165929.7945461	1404705079.4377098
09-00	1204243035.9293666	1182013803.062677	1239760969.237107
09-01	2898636917.331201	2863943251.263103	2845902188.3673244
09-02	1075844589.9387498	1134997731.289219	1032508143.9563758
09-04	946205500.646111	977206207.9652917	893297855.9345477
09-06	570999925.7544423	589275678.4481825	567258334.2114439
09-09	1063860063.931025	977849315.897316	1124131985.586393
09-11	1966113903.897337	1963722507.3269029	1774240444.8169956
09-12	1785369571.9537838	1719486675.5309227	1726462041.201634
09-14	3941217578.813137	3996379766.3377085	3716607105.128018
09-15	2967074623.348012	2952513646.828945	3083526000.4319544
09-16	2293002086.44839	2397354193.2132716	2229450429.935069
09-18	3191699678.3538523	3242322942.123555	3116592975.2461596
09-20	5143983102.870877	5346225990.39105	5088183856.774416
09-24	5581350702.212679	5451188274.558051	5705645498.894802
09-25	4929302394.6112385	4696529335.0672655	4832592193.201333
09-26	6616664910.39474	6481006839.568169	5608899517.2578745
09-28	3851384069.6772704	3848106462.137007	3956009207.8450766
09-29	4375268042.6850395	4458212566.280175	4471314573.78846
09-30	4161170679.9614477	4631239188.09091	4115493295.4544263
09-32	3109014511.4289193	3102445606.54269	2940500232.1994486
09-34	2721151976.001346	2591088394.6493697	2769014333.1662736
09-37	1453754854.902187	1428606220.595654	1481320629.803626
09-39	2076272867.4348958	2028145280.2544098	2027477041.377194
09-40	2654440442.677848	2718343637.4970684	2625675403.64301
09-41	767997580.5408734	708831161.5809698	732279683.3677214
10-00	1070437465.8600272	1073823366.29788	1060879043.101817
10-01	1687254622.5839992	1700457941.566334	1556456168.6098998
10-02	1202631789.4055526	1216593204.1571312	1227725833.4300592
10-04	815244236.4278743	790896312.300386	776749687.9674445
10-06	1174439922.3128066	1160468683.4234223	1188421814.4349375
10-09	1796570865.314041	1668649548.3385086	1670275264.6600974
10-11	1903769849.4061756	1856811473.4032998	1847603151.625275
10-12	2204550810.8279634	2144712525.4719675	2192371835.451664
10-14	2617964802.6074877	2672425021.4692693	2400582119.848957
10-15	2860421733.2343054	2695063265.4559507	2876890307.1775866
10-16	2626055817.105671	2728629308.0710425	2576272683.953558
10-18	2011627674.2563279	2161944997.678688	1836379076.9600737
10-20	3651880995.589162	3273914046.889108	3413916623.2700596
10-24	5628878768.556723	5748846704.536162	5799186148.242591
10-25	4295617590.326284	4441004493.441741	4487965892.559097
10-26	4185336919.625333	4051942483.7763376	4157732814.6209
10-28	2472482208.749802	2423369834.1015167	2522520527.7023754
10-29	2834525622.638329	2815692952.5422688	2866250138.4219847
10-30	3299852768.5321407	3250719465.64027	3354238134.0394425
10-32	2142455724.3652813	2109353394.1433754	2280213914.2358503
10-34	2039639144.0939832	1868716995.6419265	1885952497.9397452
10-37	2099215505.0774827	2220165119.466629	2170217347.974962
10-39	1931318265.1411827	2035572620.4505186	1894429221.4734352
10-40	2210927185.4968967	2121012727.877591	2186136176.780521
10-41	662293347.930621	613733194.0532591	652284448.6359103
11-00	1860499822.2772412	1908971877.7790048	1825601765.0834343
11-01	1914651589.120348	1859529921.5503998	1797264664.761814
11-02	1200341429.6763988	1208861042.8267763	1211344911.5040286
11-04	1174024670.3051445	1155279698.3222528	1272111087.4635754
11-06	1590305555.432696	1645293451.3138914	1585842122.7195523
11-09	838454871.2025023	867580661.3906095	838396806.4110991
11-11	2099140840.6191173	2022984286.0701635	2027003966.6884298
11-12	3216178538.1715083	2993721264.9804273	3197287582.4229403
11-14	4161741130.313817	3832352138.5666947	4258744329.753678
11-15	3026215386.3765907	3118572359.8056517	2970193717.8391356
11-16	2562018482.822163	2409724513.226317	2503885765.7844324
11-18	3254930832.828719	3172448223.919287	3320560742.1069117
11-20	3069991415.951515	2978457466.988793	2929078077.794164
11-24	5825126747.232936	5809816189.056463	5898667990.031515
11-25	4475660195.925761	4042353673.1656575	4659234276.718423
11-26	6153729643.816324	6211814266.176736	6572167426.5662155
11-28	4050036876.872859	4156125775.1724195	4031734353.7489877
11-29	3121107822.8598275	3134906566.2392616	3334528745.0439396
11-30	3930569485.1368904	3869471500.145438	4133860481.883299
11-32	2735672718.676088	2748995467.558889	2599407131.5629177
11-34	3297078104.925952	3362862453.378991	3096296184.939958
11-37	3967637380.722273	3417605247.6263638	3907138124.2566605
11-39	2743660506.953599	3011978474.7141933	2884812990.7153664
11-40	2628852708.0528746	2680127602.4399495	2619351113.2738166
11-41	954946696.8604506	923795925.8227559	926266899.3289721
12-00	673123124.5697788	659965136.6964098	725365663.5420997
12-01	1247583270.1855643	1278382469.246191	1265480132.154271
12-02	1059251083.6217376	1053101922.4599924	936346483.5578504
12-04	930582841.4900807	836096835.3801869	945340053.3312919
12-06	1473074684.634049	1625132293.1678553	1511377617.8493428
12-09	758212260.4312094	754021596.3517202	766765222.8251784
12-11	2714277012.377944	2852728579.3812175	2775309173.170339
12-12	1964274676.7160664	1896305877.164662	1957667287.967663
12-14	4131081009.199145	4448425912.787352	3858761002.2143474
12-15	4529631992.169075	4594483568.867184	4445674356.538449
12-16	3036318956.7575126	3128751160.57365	2892759398.4646673
12-18	3402694593.747353	3224860694.8431296	3244002971.0210023
12-20	4199840748.2619934	4454171615.245743	3934606452.2420063
12-24	4794128515.476303	4959482362.130791	4902593058.57459
12-25	4286681261.657763	4565711253.549567	4307663740.264205
12-26	3367688204.9084373	3261928051.5957036	3292224144.621021
12-28	4281325721.9834723	4178354033.2215843	4142324363.3708944
12-29	4010121315.4543247	4472070588.375	4005424840.818292
12-30	3691320183.8972626	3495677293.814137	3890502848.00912
12-32	3774579746.993368	3748922097.653858	3396326144.576967
12-34	2499779095.3244467	2641877958.418904	2546884497.74153
12-37	2085794012.1795793	2095985719.8045838	2028881873.7905297
12-39	2540596538.1572833	2614649043.1916466	2301197924.476533
12-40	2888435357.1466165	2830746222.1715775	2607433478.1506186
12-41	1051657733.3909193	1071116340.2030036	1003660942.3649712
13-00	1482034935.578426	1385219013.6512742	1498300977.0973556
13-01	1604037391.7898352	1737022572.3189085	1635561773.9613695
13-02	1361513548.6924477	1353469451.271905	1297591742.0337803
13-04	1577043051.3689454	1523409535.8536532	1657237345.749176
13-06	1423713857.0528164	1471150798.4525363	1525009923.170189
13-09	1219699353.6893692	1191602372.343883	1243854681.2731965
13-11	1732950691.67694	1617340484.6322792	1681707108.5650573
13-12	1853804066.8355877	1728976547.3792784	1958026709.6892514
13-14	3621108620.9371333	3746720018.146182	3757877114.2263994
13-15	1191531422.8635066	1182024584.5732243	1243208582.2162104
13-16	2815076594.7751513	2796257588.2097735	2722676818.438529
13-18	4236793831.282362	4465102746.7255125	3636322679.1632876
13-20	4118651488.884396	3886601349.13693	4554567713.4989395
13-24	4094539375.8899837	3944949934.380392	3764749123.2551565
13-25	3689062071.993943	3618069796.6775975	3682464540.1295485
13-26	3657105744.389765	3674358431.3539534	4092437619.3835135
13-28	4549167466.175028	4539575216.464403	4624359917.41088
13-29	1592772035.5093637	1569924740.6401417	1668368697.4038355
13-30	5491777333.978096	5474855410.067922	5079235962.659249
13-32	2404106584.5286403	2391207918.4643264	2190421542.979926
13-34	2581605063.7148027	2488718347.0469675	2512843652.453331
13-37	3162774282.303529	3034208616.5089326	3335264042.728471
13-39	1656727078.1079323	1679467012.2691731	1628045036.3230717
13-40	3083286427.5202074	2945939108.34655	2960781858.3414903
13-41	703984057.0711657	663246074.5292743	710952347.8683078
14-00	505196985.2025362	497308530.0139955	532526505.7304943
14-01	1925419387.0904171	1910240630.6090918	1786313593.4663093
14-02	1668195442.7068145	1856428235.3889275	1567224327.4069526
14-04	3068074760.9246545	2959971104.406097	2947089949.200782
14-06	1259951173.0017922	1319374295.845384	1328910718.213356
14-09	537945521.7083489	558042852.621254	544261581.1225909
14-11	2451612412.414985	2305870801.922202	2712973100.7413573
14-12	2123849293.3690367	2205962932.8516374	2223292773.02328
14-14	3096952457.685427	2913631354.772783	3091518052.9724555
14-15	3577155570.3397684	3101541931.157623	3803424582.1113997
14-16	2826787106.180164	2912483916.864383	2856679957.6094685
14-18	3803055922.9254293	3469168418.757839	3669013156.682927
14-20	4110451802.9663587	4203129021.543848	4250201994.1913114
14-24	4213388728.700531	4069288538.358815	4066693984.9569287
14-25	4089645028.905948	4428993712.098689	4030263975.9203863
14-26	4416031994.4154005	4651960579.101054	4709208537.76448
14-29	4005401830.6208963	3914602214.1847024	3985118178.1057377
14-30	2892863251.414986	2793372244.0206885	2776694341.158434
14-32	2428622283.9216337	2281195512.143629	2372237240.6873856
14-34	2876614373.75641	2813196154.668041	3023579248.030078
14-37	3166339215.891833	3121954185.9521585	3078862655.7610993
14-39	2813497628.840746	2762194407.7207694	2759074618.3266506
14-40	3979105581.79266	4010282641.052795	3877580147.3614383
14-41	703926488.0868924	724288318.3958453	710399989.4519234
15-00	589844200.6852729	600156283.370332	578475255.7062175
15-01	3241277198.0069194	3117437084.179245	2981677464.9829106
15-02	3082699992.4701314	2861086004.1970444	2945954358.332864
15-04	1322662856.8304923	1412903636.4528625	1260974585.9075382
15-06	1188739009.3991508	1147760252.3655035	1262638122.07135
15-09	1173758207.4338045	1135476459.104791	1221452348.7784991
15-11	2247768589.649008	2189192941.3764477	2313769748.998593
15-12	2237139988.8618407	2030979759.2163887	2180612123.849034
15-14	3221986345.1335955	3144985059.4162316	3090562884.6945925
15-15	1760361699.100594	1718143312.9140687	1715690971.7217438
15-16	2546790473.5340705	2625786603.7540236	2412844562.310138
15-18	5573251263.406875	5767885122.841776	6269127525.276496
15-20	5763668093.951654	5764754801.607272	5116603656.682796
15-24	4650633626.391942	4867317895.559674	4781783479.331258
15-25	2814248603.680987	2862085902.7291436	2633496128.1319532
15-26	5942533750.092556	5937874176.219011	5911530514.102071
15-28	6195999409.338539	6245854951.124625	5889916436.732714
15-29	4476670397.532089	4433995754.986993	4213077561.750968
15-30	4594107293.644175	4503408242.028528	4332198086.528604
15-32	4041358411.9240837	3987258052.850053	4395984814.685872
15-34	3333127237.4133296	3145136972.761652	3310963870.780293
15-37	3638039946.9178143	3689052853.2539363	3498757188.3701186
15-39	3650382454.410984	3469118404.191053	3751824203.5149074
15-40	1240364319.294571	1292560788.7925572	1241006165.3204305
15-41	937375136.670444	925683323.1368448	971122223.8489548
