dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	BcWH2_01986	560	1.7e-72	1	194	345	557	0.989743589744
GT2	GT2:41|GT8:12	-	-	158	BcWH2_02090	335	5.6e-43	1	155	12	170	0.974683544304
GT113_e14	GT113:8	-	-	328	BcWH2_02213	345	4.5e-179	1	327	13	339	0.993902439024
PL10_e13	PL10_1:106|CE0:22|CE8:20|PL10:4|CE12:1	4.2.2.2:1	pectin	290	BcWH2_02222	365	2e-135	2	289	64	350	0.989655172414
GH3_e98	GH3:174|CE6:1	3.2.1.21:2|3.2.1.37:1	beta-glucan, xylan	223	BcWH2_02400	786	3.8e-114	1	223	135	357	0.995515695067
GH136_e44	GH136:9	-	-	479	BcWH2_02439	469	2.8e-190	1	396	23	424	0.824634655532
GH2_e31	GH2:132|GH43_24:3	-	-	562	BcWH2_02442	1146	2.2e-244	3	561	32	601	0.992882562278
GH43_e269	GH43_24:109|GH35:10|CBM32:9|GH2:3	-	-	254	BcWH2_02442	1146	1.6e-125	1	253	854	1109	0.992125984252
GT4_e2975	GT4:7	-	-	162	BcWH2_02500	411	6.7e-52	1	162	221	383	0.993827160494
GH127_e1	GH127:332|CBM51:1	-	-	530	BcWH2_02526	609	1.5e-228	2	530	39	544	0.996226415094
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	BcWH2_02527	881	5.3e-123	3	246	63	308	0.96812749004
GH106_e0	GH106:213|CE12:1	3.2.1.174:1	pectin	900	BcWH2_02530	911	0	3	899	34	908	0.995555555556
GH97_e24	GH97:162	-	-	600	BcWH2_02575	647	2.1e-248	5	599	22	628	0.99
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	BcWH2_02576	549	3.8e-138	1	269	38	308	0.996282527881
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	BcWH2_02576	549	1.3e-70	1	194	342	547	0.989743589744
GH109_e5	GH109:463	-	-	399	BcWH2_02767	328	8.4e-18	3	195	5	185	0.481203007519
GH28_e117	GH28:129	3.2.1.173:1	pectin	341	BcWH2_02822	432	2.8e-190	2	338	76	412	0.985337243402
GH154_e2	GH154:70|GH105:20|GH16_3:1	-	-	361	BcWH2_02865	413	4.5e-190	1	360	32	388	0.994459833795
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	BcWH2_02869	646	3.5e-122	3	309	331	638	0.353348729792
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	BcWH2_02870	729	2.7e-216	311	865	2	582	0.639722863741
GT4_e4053	GT4:9	-	-	147	BcWH2_02905	388	3.4e-59	3	144	213	355	0.959183673469
CBM50_e27	CBM50:203|GH23:1	-	chitin, peptidoglycan	43	BcWH2_02931	289	3.2e-21	1	42	247	288	0.953488372093
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	BcWH2_03037	375	7.2e-139	2	288	58	347	0.993055555556
GH28_e133	GH28:82|PL11_1:1	3.2.1.67:1	pectin	363	BcWH2_03056	466	1.9e-198	1	362	84	442	0.994490358127
PL27_e0	PL27:44	4.2.2.-:3	-	607	BcWH2_03058	694	2.4e-279	2	606	69	688	0.995057660626
GT3_e2	GT3:273|GT35:70	-	-	338	BcWH2_03613	553	9e-161	2	335	15	349	0.985207100592
GH32_e129	GH32:35	3.2.1.65:1	fructan	300	BcWH2_03734	533	2e-176	1	300	54	353	0.996666666667
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	BcWH2_03745	729	0	1	680	27	712	0.998529411765
GH28_e131	GH28:56|CBM32:16|GH29:16|CBM35:16|GH18:14|GH27:14	-	-	325	BcWH2_03862	947	1.4e-22	3	117	406	546	0.350769230769
GH28_e124	GH28:14	-	-	232	BcWH2_03862	947	1.5e-130	1	232	481	712	0.995689655172
GH105_e48	GH105:5	-	-	338	BcWH2_03890	435	1.5e-197	1	338	99	430	0.997041420118
PL29_e7	PL29:11|GH28:2|CBM32:1	-	-	299	BcWH2_03905	819	3.8e-16	18	284	82	350	0.889632107023
GT2	GT2:16	-	-	144	BcWH2_04096	322	6.5e-42	1	113	5	121	0.777777777778
GT4_e3899	GT4:5	-	-	116	BcWH2_04099	357	2.3e-26	3	106	191	290	0.887931034483
GT2	GT2:23	-	-	131	BcWH2_04101	277	5.5e-64	1	131	28	161	0.992366412214
GH10_e62	GH10:9	-	-	249	BcWH2_04117	737	1.8e-145	4	249	495	734	0.983935742972
GH2_e50	GH2:242	3.2.1.-:1	pectin	562	BcWH2_04173	892	3.6e-269	2	562	35	604	0.996441281139
GH109_e5	GH109:463	-	-	399	BcWH2_04175	535	1.5e-191	1	398	80	490	0.994987468672
CBM35_e51	CBM35:12|GH43_26:10|CBM13:8|CBM6:1	-	xylan, beta-mannan, beta-galactan	125	BcWH2_04342	140	3.3e-22	10	124	23	136	0.912
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	BcWH2_04478	750	8.1e-105	1	222	94	315	0.995495495495
GH2_e145	GH2:108|CBM32:1	3.2.1.23:2|3.2.1.-:1	beta-galactan, pectin	682	BcWH2_04499	939	1.4e-265	2	681	30	695	0.995601173021
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan, xylan	668	BcWH2_04518	675	5.2e-290	83	667	66	640	0.874251497006
CE6_e2	CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1	3.1.1.72:6|3.1.1.73:2	xylan	111	BcWH2_04529	1074	4.6e-55	2	110	88	196	0.972972972973
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	BcWH2_04529	1074	0	2	729	280	1010	0.978465679677
GH92_e13	GH92:281	3.2.1.24:1	host glycan	487	BcWH2_04552	764	5.4e-245	1	486	264	763	0.995893223819
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	BcWH2_04555	758	2.5e-215	2	493	249	756	0.993927125506
GH97_e10	GH97:90|CBM20:3	3.2.1.20:1	alpha-glucan	656	BcWH2_04569	669	0	2	656	16	667	0.996951219512
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	BcWH2_04578	744	4.3e-216	3	493	243	736	0.991902834008
GT5_e28	GT5:878	-	-	225	BcWH2_04586	274	9.6e-108	1	224	7	231	0.991111111111
GH42_e27	GH42:77|GH43_18:9	-	-	376	BcWH2_04600	711	6.7e-195	1	375	38	411	0.994680851064
GH28_e80	GH28:246|GH105:15|CE8:1	-	-	368	BcWH2_04614	461	2.5e-160	2	366	74	436	0.989130434783
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	BcWH2_04620	828	0	4	733	32	767	0.981157469717
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	BcWH2_04676	822	0	2	731	28	761	0.981157469717
GH43_e173	GH43_18:113|GH29:4|CBM42:1|GH43_20:1|GH28:1|PL1_2:1	3.2.1.55:2	xylan	227	BcWH2_04705	309	3.9e-121	1	227	67	293	0.995594713656
PL1_e77	PL1_2:202|PL1:4	-	-	191	BcWH2_04707	575	1.4e-108	1	191	135	325	0.994764397906
CBM32_e44	CBM32:17	-	host glycan	131	BcWH2_04756	413	2.7e-23	2	130	269	406	0.977099236641
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	BcWH2_04789	742	2e-243	2	508	222	725	0.994106090373
CBM67_e26	CBM67:52|GH78:52|CBM32:8|CBM13:1	-	rhamnose	183	BcWH2_04804	733	9.6e-78	1	182	30	210	0.989071038251
GH78_e30	GH78:58|CBM67:48|CBM32:8|CE15:2	3.2.1.40:2	alpha-rhamnoside	460	BcWH2_04804	733	1.4e-220	1	459	257	715	0.995652173913
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan protein	540	BcWH2_05060	801	2.2e-263	1	540	39	570	0.998148148148
GH26_e66	GH26:50|CBM35:22|CBM3:1	3.2.1.78:3|3.2.1.100:1	beta-mannan, beta-mannan	303	BcWH2_05081	558	1.8e-81	101	303	357	554	0.666666666667
GH5_e6	GH5_7:84|GH26:3|CE7:1	3.2.1.-:1	beta-mannan	313	BcWH2_05087	428	5.4e-164	1	313	66	378	0.996805111821
GH3_e86	GH3:49|GH26:1	-	-	229	BcWH2_05090	759	2e-119	1	229	113	339	0.995633187773
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan, xylan	295	BcWH2_05100	919	5e-171	1	295	69	363	0.996610169492
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1	-	xylan	179	BcWH2_05100	919	5.8e-80	1	179	400	579	0.994413407821
GH10_e12	GH10:64|CBM48:16|CE0:13|GH43_12:3|GH62:2|CBM22:1	3.2.1.8:8|3.1.1.73:3|3.2.1.55:1	xylan	319	BcWH2_05100	919	1.4e-148	1	319	586	919	0.996865203762
GH105_e29	GH105:94|PL33_2:14|PL35:2	-	-	312	BcWH2_05172	369	7e-150	2	312	52	368	0.99358974359
GH3_e98	GH3:174|CE6:1	3.2.1.21:2|3.2.1.37:1	beta-glucan, xylan	223	BcWH2_05447	791	3e-113	1	223	140	362	0.995515695067
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	BcWH2_00028	854	5.5e-103	4	247	61	307	0.96812749004
GH43_e327	GH43_2:71|CBM6:10|GH43:10|CBM42:1|GH43_34:1|CBM35:1|GH43_29:1	3.2.1.55:2	xylan	267	BcWH2_00030	320	1.3e-140	1	267	40	310	0.996254681648
GT2	GT2:65	-	-	132	BcWH2_00110	487	4e-71	1	132	248	378	0.992424242424
GH29_e47	GH29:46	-	-	367	BcWH2_00151	505	7.1e-164	8	367	21	393	0.978201634877
GH2_e50	GH2:242	3.2.1.-:1	pectin	562	BcWH2_00237	893	1.4e-302	2	562	42	607	0.996441281139
GH63_e18	GH63:43	-	-	458	BcWH2_00276	642	9e-222	4	458	191	640	0.991266375546
GH13_e188	GH13:17|CBM26:2	-	sucrose	286	BcWH2_00305	441	1.7e-144	1	285	48	330	0.993006993007
GT2	GT2:13	-	-	102	BcWH2_00329	271	1.8e-48	1	100	8	107	0.970588235294
GT4_e1826	GT4:7	-	-	149	BcWH2_00330	375	9.5e-72	1	149	203	351	0.993288590604
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	BcWH2_00375	404	1.7e-157	2	323	71	394	0.990740740741
GH43_e310	GH43_3:45	3.2.1.146:1	beta-galactan	288	BcWH2_00509	343	1.7e-133	1	288	35	327	0.996527777778
GH35_e44	GH35:96	-	-	181	BcWH2_00566	540	2.3e-22	2	164	55	232	0.895027624309
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	BcWH2_00569	399	7.8e-149	1	308	71	378	0.993527508091
GH105_e43	GH105:132	-	-	310	BcWH2_00571	373	1.1e-149	2	309	61	370	0.990322580645
GH30_e67	GH30_4:32	3.2.1.38:1	beta-fucosides	491	BcWH2_00596	535	3.5e-247	1	491	42	532	0.997963340122
CBM62_e1	CBM62:53	-	xyloglucan, arabinogalactan and galactomannan	89	BcWH2_00613	650	5.4e-27	14	84	445	515	0.786516853933
GH105_e7	GH105:159|CE12:9	3.2.1.172:1	pectin	331	BcWH2_00663	460	2.5e-134	1	331	102	431	0.996978851964
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	BcWH2_00665	776	6.7e-250	5	738	25	766	0.986541049798
GH43_e68	GH43_35:30	-	-	338	BcWH2_00706	694	3.8e-210	1	338	43	380	0.997041420118
GH43_e90	GH43_29:56|GH43_24:1	-	-	286	BcWH2_00718	356	2.7e-147	1	285	32	314	0.993006993007
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	BcWH2_00777	868	3.4e-110	3	246	55	303	0.96812749004
GH141_e24	GH141:42	-	-	504	BcWH2_00892	786	2.3e-57	1	501	27	543	0.992063492063
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	BcWH2_00896	863	8.6e-117	4	245	59	306	0.96015936255
GH173_e1	GH173:29	-	-	270	BcWH2_00908	485	2.8e-120	2	269	78	337	0.988888888889
GH28_e26	GH28:37	-	-	340	BcWH2_00944	486	1.4e-169	1	339	51	387	0.994117647059
GH92_e11	GH92:47	-	-	450	BcWH2_00946	689	9.1e-183	2	450	221	673	0.995555555556
GT2	GT2:27|GT4:1	-	-	130	BcWH2_00957	248	2e-66	1	130	11	140	0.992307692308
GT4_e1535	GT4:69	-	-	146	BcWH2_00958	421	3.2e-66	2	145	241	384	0.979452054795
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	BcWH2_01049	826	0	5	731	32	762	0.977119784657
GH39_e45	GH39:20	-	-	281	BcWH2_01183	613	5.3e-108	4	280	184	454	0.982206405694
GH3_e165	GH3:569	3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1	beta-glucan, xylan, beta-glucan, beta-glucan	217	BcWH2_01184	773	1.7e-103	1	217	89	305	0.995391705069
GH31_e66	GH31:125	3.2.1.177:1	xyloglucan	461	BcWH2_01214	960	3e-251	1	461	382	849	0.997830802603
GT2	GT2:44	-	-	232	BcWH2_01557	402	9.4e-109	1	231	4	234	0.991379310345
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	BcWH2_01951	864	1.1e-115	4	246	62	310	0.964143426295
CE8_e83	CE8:19	-	-	292	BcWH2_01955	433	1.6e-164	1	291	29	317	0.993150684932
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	BcWH2_01983	534	5.4e-187	2	395	85	482	0.992424242424
CE12_e30	CE12:134|CE8:55|CE0:21|PL10_1:1	-	-	211	BcWH2_02000	588	2e-99	1	210	27	270	0.990521327014
CE8_e86	CE8:237|CE12:56|PL1_2:3|PL10_1:2|CBM13:1|GH105:1|CBM6:1	-	-	286	BcWH2_02000	588	3.5e-135	1	285	287	568	0.993006993007
GT4_e2502	GT4:28	-	-	137	BcWH2_02091	326	3.7e-16	4	132	176	292	0.934306569343
CE4_e51	CE4:30	-	-	123	BcWH2_02140	222	2.4e-67	1	122	34	155	0.983739837398
GH136_e46	GH136:35	-	-	465	BcWH2_02376	508	7e-196	1	434	30	461	0.931182795699
GH2_e5	GH2:23	-	-	770	BcWH2_02413	1229	0	1	770	234	1007	0.998701298701
CE12_e36	CE12:119|CBM13:1	-	-	217	BcWH2_02419	545	2e-85	1	217	67	287	0.995391705069
CE12_e36	CE12:119|CBM13:1	-	-	217	BcWH2_02419	545	2.6e-97	1	217	318	534	0.995391705069
GH35_e25	GH35:5	-	-	343	BcWH2_02441	914	3.2e-220	1	343	60	402	0.997084548105
CE20_e7	CE20:147	-	-	259	BcWH2_02450	479	6.9e-102	1	259	105	367	0.996138996139
GH28_e6	GH28:14	-	-	341	BcWH2_02560	787	3.3e-215	1	341	49	389	0.99706744868
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	BcWH2_02564	1065	1.2e-296	17	883	89	948	0.980747451869
GH28_e44	GH28:18|GH0:1	-	-	354	BcWH2_02836	475	1.3e-176	1	353	95	445	0.994350282486
GH105_e39	GH105:124|GH154:20|GH16_3:1|GH43_24:1	3.2.1.-:1	pectin	327	BcWH2_03040	374	3.5e-182	2	327	48	372	0.993883792049
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	BcWH2_03044	643	3.4e-200	3	465	179	642	0.987179487179
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	BcWH2_03045	1031	0	2	865	53	904	0.996535796767
CE12_e30	CE12:134|CE8:55|CE0:21|PL10_1:1	-	-	211	BcWH2_03059	282	2.9e-99	1	210	31	252	0.990521327014
GH115_e4	GH115:122	3.2.1.-:1	arabinogalactan protein	758	BcWH2_03060	775	0	3	757	23	772	0.994722955145
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	BcWH2_03080	899	3.5e-19	4	91	3	90	0.935483870968
