dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM48_e68	CBM48:192|CE0:190|CE6:12|GH10:3|CE1:2|GH62:1	3.1.1.73:1|3.2.1.55:1|3.2.1.8:1	glycogen	61	Bu_00753	398	2.1e-18	2	61	40	116	0.967213114754
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	Bu_00753	398	7.8e-54	3	206	168	393	0.985436893204
CBM48_e68	CBM48:192|CE0:190|CE6:12|GH10:3|CE1:2|GH62:1	3.1.1.73:1|3.2.1.55:1|3.2.1.8:1	glycogen	61	Bu_00754	392	1.5e-17	2	61	32	108	0.967213114754
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	Bu_00754	392	1.6e-48	3	206	159	387	0.985436893204
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	Bu_00755	294	6.1e-31	3	203	47	282	0.970873786408
GT2	GT2:14	-	-	114	Bu_00794	314	1.6e-49	1	113	11	124	0.982456140351
GT4_e2089	GT4:84	-	-	145	Bu_00808	381	1.4e-60	1	143	206	347	0.979310344828
PL8_e13	PL8_2:53	4.2.2.20:2	host glycan	247	Bu_00843	1027	2.7e-132	1	247	618	866	0.995951417004
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-glucan	208	Bu_00855	741	7.8e-105	1	208	64	283	0.995192307692
GH43_e310	GH43_3:45	3.2.1.146:1	beta-galactan	288	Bu_00893	335	4.3e-143	2	287	38	319	0.989583333333
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	Bu_00900	605	3e-263	3	559	44	601	0.980599647266
GH172_e2	GH172:58|GH32:1	-	-	170	Bu_00957	690	2e-38	5	107	113	212	0.6
GH172_e2	GH172:58|GH32:1	-	-	170	Bu_00957	690	3.9e-69	1	170	278	513	0.994117647059
GH65_e0	GH65:2334|GT2:1	2.4.1.8:9	alpha-glucan	378	Bu_00995	772	3.1e-188	1	377	323	702	0.994708994709
CBM48_e54	CBM48:183|GH13:183	-	glycogen	77	Bu_01004	859	9e-20	2	76	282	366	0.961038961039
GH13_e156	GH13:242|CBM48:233|GH13_30:1	-	sucrose	313	Bu_01004	859	1.3e-127	3	313	434	732	0.990415335463
GT2	GT2:387	-	-	162	Bu_01239	317	6.3e-80	1	162	5	168	0.993827160494
GH84_e9	GH84:335|CBM32:3	3.2.1.169:1	host glycan	294	Bu_01304	734	1.5e-146	1	293	152	443	0.993197278912
GH18_e118	GH18:60|GH78:2	-	-	297	Bu_01332	567	2.8e-155	1	296	29	325	0.993265993266
GT83_e52	GT83:7	-	-	514	Bu_01422	577	9.4e-54	6	474	11	485	0.910505836576
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	Bu_01436	897	5.4e-22	3	89	2	88	0.924731182796
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	Bu_01436	897	1.3e-20	12	87	143	218	0.806451612903
GH77_e22	GH77:485|CBM20:400	2.4.1.25:5	starch	646	Bu_01436	897	0	1	645	248	892	0.996904024768
GT4_e2221	GT4:9	-	-	149	Bu_01516	394	2.3e-65	1	149	216	361	0.993288590604
GT2	GT2:10	-	-	108	Bu_01573	295	1.1e-46	1	102	7	108	0.935185185185
GT2	GT2:10	-	-	162	Bu_01579	263	8.1e-52	2	162	1	163	0.987654320988
GT4_e914	GT4:6|GT2:2	-	-	134	Bu_01756	364	1.2e-64	1	134	197	333	0.992537313433
GT2	GT2:11	-	-	132	Bu_01757	333	8.2e-51	1	132	6	170	0.992424242424
GT2	GT2:13	-	-	209	Bu_01761	299	8.1e-89	1	208	5	218	0.99043062201
GT4_e1579	GT4:9	-	-	147	Bu_01766	318	1.9e-22	2	146	144	289	0.979591836735
GH36_e36	GH36:257|GH134:1|PL1_7:1	3.2.1.22:11	alpha-galactan	684	Bu_01825	734	0	2	684	27	709	0.997076023392
GT2	GT2:54	-	-	141	Bu_01886	259	8.8e-56	1	138	5	149	0.971631205674
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	Bu_02182	758	7.8e-279	1	509	231	738	0.998035363458
GT4_e779	GT4:21	-	-	147	Bu_02313	398	5.3e-62	2	145	220	363	0.972789115646
GT1_e137	GT1:124	-	-	306	Bu_02329	376	3.6e-120	3	306	22	323	0.990196078431
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	Bu_02437	1073	0	4	866	59	928	0.995381062356
GH3_e6	GH3:76|GH89:3|CBM32:1	-	-	221	Bu_02546	846	3.8e-106	1	221	97	317	0.995475113122
GH109_e5	GH109:463	-	-	399	Bu_02547	472	5.3e-189	1	398	59	462	0.994987468672
GH109_e3	GH109:5	-	-	373	Bu_02552	378	4.3e-239	1	373	3	375	0.997319034853
GH43_e147	GH43_34:350|GH43_3:101|CBM66:38|GH92:10|CBM32:3|GH3:2|GH43:1|CBM84:1|CBM42:1	3.2.1.146:1	beta-galactan	280	Bu_02567	334	1.9e-136	1	279	36	315	0.992857142857
GH2_e139	GH2:45|GH3:1	3.2.1.31:1	beta-glucuronan	497	Bu_02606	592	5.2e-283	1	497	23	519	0.997987927565
CE7_e10	CE7:100	-	-	299	Bu_02608	430	7.3e-143	1	299	128	422	0.996655518395
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan	401	Bu_02717	483	3.8e-207	2	400	71	469	0.992518703242
GH43_e269	GH43_24:109|GH35:10|CBM32:9|GH2:3	-	-	254	Bu_02770	1106	1.7e-130	1	253	56	310	0.992125984252
GH35_e43	GH35:828|CBM32:242|GH43_24:11	3.2.1.23:3	pectin	314	Bu_02770	1106	3.6e-143	1	313	359	669	0.993630573248
CBM32_e42	CBM32:247|GH35:243|GH43_24:9	-	host glycan	74	Bu_02770	1106	6.2e-29	2	73	1031	1102	0.959459459459
GT4_e602	GT4:97	-	-	147	Bu_02814	422	1.4e-71	1	144	242	385	0.972789115646
CE11_e18	CE11:339	-	-	269	Bu_02883	461	5.9e-123	1	268	5	297	0.992565055762
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	Bu_02931	864	1.3e-114	4	246	55	303	0.964143426295
CBM62_e1	CBM62:53	-	xyloglucan, arabinogalactan and galactomannan	89	Bu_02960	652	4.2e-27	15	87	449	521	0.808988764045
CBM62_e5	CBM62:9	-	xyloglucan, arabinogalactan and galactomannan	88	Bu_02961	639	9.5e-37	1	88	414	502	0.988636363636
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	Bu_03067	751	9.9e-266	2	521	217	736	0.996161228407
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan	401	Bu_03069	480	2.7e-202	2	401	69	467	0.995012468828
GH2_e16	GH2:215|CBM32:1	3.2.1.23:3	beta-galactan	748	Bu_03107	813	6.6e-287	8	747	32	747	0.987967914439
GH43_e74	GH43_33:86|GH43_31:7|GH43:2	-	-	320	Bu_03148	367	1.9e-165	1	320	35	352	0.996875
GH2_e122	GH2:308|CBM57:2	3.2.1.31:1	beta-glucuronan	592	Bu_03149	665	3.8e-231	4	591	23	599	0.991554054054
GH5_e11	GH5_4:10|CBM6:2|GH5_25:2	-	-	286	Bu_03154	477	5.2e-173	1	285	164	446	0.993006993007
GH42_e15	GH42:21	-	-	365	Bu_03157	686	2.6e-207	1	365	35	399	0.997260273973
GH29_e82	GH29:196	-	-	399	Bu_03159	538	3.1e-187	3	399	29	422	0.992481203008
GH144_e1	GH144:450|GH3:1	3.2.1.71:1|3.2.1.214:1	beta-glucan, beta-glucan	412	Bu_03171	463	2.1e-215	1	411	53	462	0.995145631068
GT28_e43	GT28:568	-	-	161	Bu_03211	407	4.1e-64	1	160	213	384	0.987577639752
CBM32_e87	CBM32:12|GH2:11|GH98:1	-	host glycan	111	Bu_03226	1239	2.7e-24	17	111	282	376	0.846846846847
GH2_e130	GH2:28|CBM32:9	-	-	689	Bu_03226	1239	0	2	688	397	1109	0.99564586357
GH172_e13	GH172:23	-	-	285	Bu_03289	383	4.2e-135	1	285	93	378	0.99649122807
GH3_e151	GH3:27	3.2.1.37:1	xylan	216	Bu_03332	742	1.2e-103	1	215	70	282	0.990740740741
GH5_e87	GH5:4|GH5_25:3	3.2.1.4:1	beta-glucan	269	Bu_03334	470	1.4e-121	2	269	180	446	0.992565055762
CBM67_e8	CBM67:77|GH78:77|GH136:1	-	rhamnose	173	Bu_03336	768	1.1e-59	2	171	28	201	0.976878612717
GH78_e66	GH78:82|CBM67:76|GH136:1	-	-	500	Bu_03336	768	8e-212	2	500	249	749	0.996
GH38_e42	GH38:32	-	-	302	Bu_03377	850	6.9e-41	3	301	48	349	0.986754966887
GT14_e88	GT14:19	-	-	242	Bu_03391	301	3e-112	1	239	5	243	0.98347107438
GH31_e32	GH31:70	-	-	418	Bu_03463	791	5.9e-225	1	418	308	726	0.997607655502
GT2	GT2:29	-	-	277	Bu_03512	390	1.7e-93	1	270	58	328	0.971119133574
GH73_e88	GH73:188|CBM50:180	-	-	129	Bu_03529	307	1.9e-63	2	129	41	168	0.984496124031
CBM50_e698	CBM50:301|GH73:300	-	chitin, peptidoglycan	40	Bu_03529	307	4e-17	1	40	266	305	0.975
GT4_e190	GT4:8	-	-	125	Bu_03611	341	6.4e-63	1	124	170	292	0.984
GT2	GT2:14	-	-	127	Bu_03616	337	1.4e-46	1	124	9	137	0.968503937008
GH30_e11	GH30_2:24	-	-	435	Bu_03738	508	1.4e-244	1	434	60	503	0.995402298851
GH23_e996	GH23:98	-	-	155	Bu_03847	472	7.6e-78	1	155	313	466	0.993548387097
GH172_e20	GH172:279	-	-	246	Bu_00089	391	7e-130	1	246	121	370	0.99593495935
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan	401	Bu_00124	470	1.9e-211	2	401	60	459	0.995012468828
GH38_e34	GH38:63|CBM32:8	3.2.1.113:1|3.2.1.-:1	host glycan, alpha-mannan	234	Bu_00133	1141	3.3e-109	33	234	1	201	0.858974358974
CBM32_e185	CBM32:11|GH38:10|CBM6:1|CE17:1	3.2.1.113:1|3.2.1.-:1	host glycan	121	Bu_00133	1141	2.4e-38	1	121	1021	1139	0.99173553719
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	Bu_00152	409	2.3e-144	1	308	72	384	0.993527508091
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan	401	Bu_00153	487	2.6e-218	1	401	75	474	0.997506234414
CBM67_e3	CBM67:11|GH78:11	-	rhamnose	180	Bu_00159	875	9.6e-88	1	177	142	318	0.977777777778
GH78_e29	GH78:133|CBM67:9	-	-	510	Bu_00159	875	1.1e-268	1	510	345	853	0.998039215686
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	Bu_00160	725	1.6e-68	4	240	58	308	0.940239043825
GT2	GT2:65	-	-	132	Bu_00207	486	3.3e-70	1	132	247	377	0.992424242424
GH3_e165	GH3:569	3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1	beta-glucan, xylan, beta-glucan, beta-glucan	217	Bu_00219	778	4.5e-111	1	217	79	295	0.995391705069
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	Bu_00267	832	0	9	716	19	769	0.986052998605
GT4_e3784	GT4:10	-	-	148	Bu_00791	379	7.5e-35	3	146	207	349	0.966216216216
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	Bu_00825	399	3.2e-157	2	323	71	394	0.990740740741
GH117_e2	GH117:23	-	-	155	Bu_00841	377	4.7e-21	2	64	118	194	0.4
GH117_e14	GH117:33|GH29:1	-	-	149	Bu_00841	377	7.1e-62	3	149	200	354	0.979865771812
PL38_e14	PL38:41|GH88:10	-	-	278	Bu_00851	410	3.6e-137	1	275	66	340	0.985611510791
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	Bu_00892	839	4.3e-49	16	180	182	348	0.881720430108
GH78_e2	GH78:144|GH33:56|CBM67:6	3.2.1.40:1|3.2.1.-:1	alpha-rhamnoside	517	Bu_00892	839	5.4e-223	4	457	376	830	0.876208897485
GH43_e21	GH43_31:29	-	-	429	Bu_00896	880	4.5e-255	1	429	32	459	0.997668997669
GH43_e65	GH43_35:15	-	-	316	Bu_00914	538	5.9e-193	1	316	27	343	0.996835443038
GH29_e63	GH29:296|CBM13:1	3.2.1.63:1|3.2.1.51:1	host glycan, host glycan	336	Bu_00931	441	2e-172	2	336	26	358	0.994047619048
GH32_e31	GH32:11	-	-	300	Bu_00955	711	6e-193	1	300	248	547	0.996666666667
CBM38_e6	CBM38:29|GH32:29	-	fructan	128	Bu_00958	726	9.9e-39	1	127	36	157	0.984375
GH32_e32	GH32:26|CBM38:24	-	-	278	Bu_00958	726	7.6e-116	1	275	283	569	0.985611510791
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bu_00982	750	1.9e-157	2	349	141	490	0.988603988604
CBM32_e198	CBM32:19|GH20:19	-	host glycan	96	Bu_00982	750	2.2e-17	2	93	644	735	0.947916666667
GH51_e19	GH51:1621	3.2.1.55:27	arabinan	489	Bu_01127	514	6.2e-238	2	489	26	514	0.99591002045
GH25_e217	GH25:153	-	-	177	Bu_01148	258	1.8e-83	1	177	56	231	0.994350282486
GT2	GT2:377	-	-	167	Bu_01167	251	3.1e-89	1	167	9	175	0.994011976048
GH158_e5	GH158:16	3.2.1.39:1	beta-glucan	132	Bu_01231	429	4e-81	2	132	39	169	0.984848484848
GH20_e108	GH20:117|CBM32:1	-	-	425	Bu_01300	834	7.8e-185	1	424	307	721	0.995294117647
GH24_e168	GH24:108	-	-	121	Bu_01447	175	4.3e-68	2	121	45	169	0.98347107438
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	Bu_01495	854	4.8e-232	1	530	126	654	0.996233521657
GT2	GT2:13|GT0:1	-	-	127	Bu_01515	346	7.4e-58	1	115	9	122	0.897637795276
GT2	GT2:6	-	-	126	Bu_01519	351	1.1e-73	1	126	12	137	0.992063492063
GT4_e499	GT4:8	-	-	135	Bu_01530	400	3.1e-29	2	133	222	355	0.97037037037
GT4_e2150	GT4:62	-	-	150	Bu_01531	373	3.7e-67	2	150	196	344	0.986666666667
GT2	GT2:21	-	-	222	Bu_01532	401	1.5e-60	1	221	63	283	0.990990990991
CBM50_e801	CBM50:54	-	chitin, peptidoglycan	49	Bu_01644	404	3.3e-31	1	49	340	388	0.979591836735
GT4_e1502	GT4:20	-	-	157	Bu_01754	372	3.9e-78	2	157	185	340	0.987261146497
GT4_e3954	GT4:9	-	-	137	Bu_01755	356	2.9e-69	2	132	187	317	0.948905109489
GT51_e158	GT51:844	-	-	164	Bu_01817	234	1.1e-77	1	163	57	219	0.987804878049
GT2	GT2:36	-	-	218	Bu_01917	396	3e-114	2	218	53	269	0.990825688073
GH92_e13	GH92:281	3.2.1.24:1	host glycan	487	Bu_02172	747	1e-253	1	486	261	746	0.995893223819
GT4_e190	GT4:8	-	-	125	Bu_02312	338	7.8e-63	1	124	169	291	0.984
GT4_e4048	GT4:18	-	-	148	Bu_02444	402	1.7e-49	2	142	230	368	0.945945945946
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	Bu_02537	604	1.5e-256	3	560	43	600	0.982363315697
GH74_e0	GH74:218|CBM88:4|CBM2:3|CBM66:1|CBM9:1|CBM37:1|CBM13:1|CBM16:1|CBM6:1	3.2.1.151:5	xyloglucan	181	Bu_02556	759	1e-29	11	145	64	197	0.740331491713
GH74_e0	GH74:218|CBM88:4|CBM2:3|CBM66:1|CBM9:1|CBM37:1|CBM13:1|CBM16:1|CBM6:1	3.2.1.151:5	xyloglucan	181	Bu_02556	759	1.1e-22	42	135	219	375	0.513812154696
GH74_e6	GH74:12	-	-	114	Bu_02556	759	1e-26	19	108	505	588	0.780701754386
GH74_e6	GH74:12	-	-	114	Bu_02556	759	3e-30	8	114	583	750	0.929824561404
GH76_e23	GH76:28	-	-	372	Bu_02560	485	9.8e-184	1	371	73	440	0.994623655914
GH127_e5	GH127:146	3.2.1.-:2	carrageenan	539	Bu_02569	685	2e-32	314	536	324	549	0.411873840445
GH154_e2	GH154:70|GH105:20|GH16_3:1	-	-	361	Bu_02750	417	4.9e-204	1	360	35	396	0.994459833795
PL42_e0	PL42:75	4.2.2.-:2|3.2.1.-:2	arabinogalactan protein, arabinogalactan protein	292	Bu_02751	443	2.2e-152	1	292	51	343	0.996575342466
GT2	GT2:444	-	-	314	Bu_02786	338	3e-134	2	296	5	301	0.936305732484
GH133_e1	GH133:236	-	-	351	Bu_02815	646	5.3e-166	2	351	289	637	0.994301994302
GH116_e6	GH116:81|CBM38:16	-	-	351	Bu_02841	851	1.2e-173	2	351	423	783	0.994301994302
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bu_02842	605	1.4e-168	2	349	143	494	0.988603988604
GH3_e6	GH3:76|GH89:3|CBM32:1	-	-	221	Bu_02843	869	1.2e-109	1	221	115	335	0.995475113122
GH172_e3	GH172:17|GH116:1|GH0:1	-	-	235	Bu_02844	386	3.3e-120	1	235	122	355	0.995744680851
GH33_e137	GH33:14|CBM40:1	-	-	314	Bu_02845	398	2e-24	117	310	158	375	0.614649681529
GH97_e1	GH97:229	3.2.1.22:1	alpha-glucan	639	Bu_03155	690	9.1e-271	3	639	17	688	0.995305164319
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	Bu_03158	1035	4.8e-303	29	883	45	916	0.967157417894
CE20_e24	CE20:41|CBM6:8|GH43_16:8	-	-	251	Bu_03161	946	8.6e-109	1	250	108	357	0.99203187251
GH43_e76	GH43_16:30|CBM6:19|GH43:6|CBM75:2	3.2.1.55:1	xylan	314	Bu_03161	946	2.4e-170	1	313	497	806	0.993630573248
CBM6_e42	CBM6:19|GH43_16:19	-	beta-glucan, xylan, cellulose	113	Bu_03161	946	3.2e-48	1	113	833	945	0.991150442478
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	Bu_03172	763	3.6e-110	1	222	102	322	0.995495495495
GH63_e18	GH63:43	-	-	458	Bu_03246	642	5.2e-220	2	458	189	640	0.995633187773
GH2_e35	GH2:17|CBM57:15	3.2.1.31:1	beta-glucuronan	583	Bu_03294	883	0	2	583	22	603	0.996569468268
CBM57_e12	CBM57:78|GH2:76|GH18:1	3.2.1.31:2	glycosidases	174	Bu_03294	883	8.3e-56	1	174	711	878	0.994252873563
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	Bu_03295	763	1.2e-108	1	222	100	320	0.995495495495
GH3_e208	GH3:174	3.2.1.21:4	beta-glucan	231	Bu_03335	840	2.8e-100	2	231	172	401	0.991341991342
CBM32_e26	CBM32:8|CBM66:7|GH169:7|GH0:1	-	host glycan	110	Bu_03368	894	3.9e-21	4	110	60	163	0.963636363636
CBM32_e26	CBM32:8|CBM66:7|GH169:7|GH0:1	-	host glycan	110	Bu_03368	894	1.9e-25	6	108	191	292	0.927272727273
CBM32_e26	CBM32:8|CBM66:7|GH169:7|GH0:1	-	host glycan	110	Bu_03368	894	5.4e-21	6	106	332	431	0.909090909091
GH13_e136	GH13_20:34	3.2.1.-:1	sucrose, starch	294	Bu_03368	894	4.4e-17	2	156	468	640	0.52380952381
GH172_e6	GH172:45	-	-	254	Bu_03369	389	2.6e-133	2	254	86	338	0.992125984252
GH92_e21	GH92:29	-	-	507	Bu_03370	788	5.2e-249	1	507	240	769	0.998027613412
GT4_e1535	GT4:69	-	-	146	Bu_03395	421	2.2e-67	1	145	240	384	0.986301369863
CE20_e40	CE20:34	-	-	260	Bu_03469	473	2e-140	1	260	103	362	0.996153846154
CE4_e140	CE4:231	-	-	111	Bu_03473	218	2.6e-48	2	110	24	146	0.972972972973
GT4_e1329	GT4:12	-	-	139	Bu_03572	410	1.2e-52	2	135	233	368	0.956834532374
GT4_e3312	GT4:76	-	-	158	Bu_03607	400	1.9e-66	2	158	220	376	0.987341772152
GH2_e31	GH2:132|GH43_24:3	-	-	562	Bu_03737	797	3.9e-241	2	562	29	578	0.996441281139
CBM35_e36	CBM35:13	-	xylan, beta-mannan, beta-galactan	113	Bu_03746	664	4.5e-56	1	113	531	643	0.991150442478
PL27_e0	PL27:44	4.2.2.-:3	-	607	Bu_03751	704	1.5e-268	2	607	77	699	0.996705107084
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	Bu_03760	734	9.9e-101	1	222	95	316	0.995495495495
GH55_e1	GH55:28	-	-	577	Bu_03909	1000	7.1e-300	1	575	41	621	0.994800693241
GH172_e6	GH172:45	-	-	254	Bu_00125	397	3.5e-141	2	254	99	351	0.992125984252
GH172_e8	GH172:31	-	-	229	Bu_00134	693	2.4e-94	1	229	291	525	0.995633187773
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	Bu_00147	1378	0	28	882	21	890	0.967157417894
CBM32_e55	CBM32:11|GH2:10	-	host glycan	124	Bu_00147	1378	1.4e-52	1	124	1112	1235	0.991935483871
CBM32_e55	CBM32:11|GH2:10	-	host glycan	124	Bu_00147	1378	1.1e-54	3	124	1251	1373	0.975806451613
GH97_e5	GH97:103	3.2.1.22:1	alpha-glucan	633	Bu_00149	649	0	4	633	17	649	0.993680884676
GH38_e34	GH38:63|CBM32:8	3.2.1.113:1|3.2.1.-:1	host glycan, alpha-mannan	234	Bu_00150	1209	6.8e-132	1	234	39	271	0.995726495726
CBM32_e185	CBM32:11|GH38:10|CBM6:1|CE17:1	3.2.1.113:1|3.2.1.-:1	host glycan	121	Bu_00150	1209	1.1e-48	1	121	1088	1206	0.99173553719
GH43_e111	GH43_12:180|GH43:5	3.2.1.37:1|3.2.1.55:1	xylan, xylan	281	Bu_00263	523	2.7e-130	1	281	27	301	0.996441281139
CBM91_e15	CBM91:44|GH43_12:42|GH43:1	-	xylan	194	Bu_00263	523	5.6e-91	1	193	329	522	0.989690721649
GH95_e19	GH95:153|GH43_18:1	-	-	746	Bu_00269	820	0	2	744	28	784	0.994638069705
GH94_e12	GH94:336	2.4.1.20:14|2.4.1.49:1	cellulose, cellulose	806	Bu_00316	828	0	1	804	6	825	0.996277915633
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	Bu_00323	1004	6.5e-112	2	225	108	329	0.986725663717
GH15_e39	GH15:132	-	-	363	Bu_00546	596	7.9e-192	2	363	222	582	0.994490358127
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	Bu_00598	669	6.4e-29	1	89	53	135	0.988764044944
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	Bu_00598	669	7e-145	1	293	220	511	0.996587030717
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bu_00623	555	9.2e-178	2	348	157	512	0.985754985755
GH3_e165	GH3:569	3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1	beta-glucan, xylan, beta-glucan, beta-glucan	217	Bu_00752	775	5.7e-112	2	217	80	295	0.990783410138
GH3_e165	GH3:569	3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1	beta-glucan, xylan, beta-glucan, beta-glucan	217	Bu_00756	788	1.5e-97	1	217	75	291	0.995391705069
GT2	GT2:12	-	-	146	Bu_00790	323	6.2e-47	1	120	11	129	0.815068493151
GT2	GT2:13	-	-	155	Bu_00796	336	4.6e-56	1	153	12	173	0.98064516129
GT2	GT2:15	-	-	114	Bu_00804	305	6.2e-59	1	114	13	126	0.991228070175
GH2_e50	GH2:242	3.2.1.-:1	pectin	562	Bu_00839	881	6.9e-271	2	561	35	596	0.994661921708
PL30_e0	PL30:17	4.2.2.1:1	host glycan	714	Bu_00840	826	0	1	714	76	784	0.998599439776
