Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
Bu_00268	3.2.1.21|3.2.1.-	GH3(61-282)	GH3_e10	GH3	Y(1-21)	3
Bu_00269	-	GH95(27-785)	GH95_e19	GH95	Y(1-19)	3
Bu_00292	2.4.1.281	GH130(57-361)	GH130_e6	GH130	N	3
Bu_00293	3.2.1.100|3.2.1.-	GH26(11-306)	GH26_e61	GH26	N	3
Bu_00306	3.2.1.73|3.2.1.151|3.2.1.78|3.2.1.4|3.2.1.8|-	GH26(143-291)+GH26(359-560)	GH26_e64+GH26_e89	GH26	Y(1-20)	3
Bu_00311	3.2.1.4|3.2.1.-	GH5_2(48-281)	GH5_e79	GH5_2	Y(1-28)	3
Bu_00312	3.2.1.-	GH5_7(66-378)	GH5_e6	GH5_7	Y(1-24)	3
Bu_00313	-	CE7(123-419)	CE7_e15	CE7	Y(1-20)	3
Bu_00315	-	GH2(20-676)	GH2_e20	GH2	Y(1-20)	3
Bu_00316	2.4.1.20|2.4.1.49	GH94(3-824)	GH94_e12	GH94	N	3
Bu_00318	3.2.1.22	GH97(12-668)	GH97_e1	GH97	Y(1-22)	3
Bu_00322	3.2.1.-	GH3(116-340)	GH3_e57	GH3	Y(1-25)	3
Bu_00323	3.2.1.-	GH3(106-330)	GH3_e57	GH3	Y(1-25)	3
Bu_00382	-	GT2(4-164)	GT2	GT2	N	3
Bu_00384	-	GH97(2-509)	GH97_e27	GH97	N	3
Bu_00545	2.4.1.15	GT20(7-468)	GT20_e1	GT20	N	3
Bu_00546	-	GH15(219-581)	GH15_e39	GH15	N	3
Bu_00594	3.2.1.20	GH13_38(33-400)	GH13_e113	GH13_38	N	3
Bu_00598	2.4.1.18	GH13_8(219-510)	CBM48_e32+GH13_e20	GH13_8	N	3
Bu_00623	3.2.1.52|3.2.1.-	GH20(159-512)	GH20_e12	GH20	Y(1-27)	3
Bu_00699	-	GT30(44-205)	GT30_e38	GT30	N	3
Bu_00734	2.4.1.1	GT35(272-749)	GT35_e7	GT35	N	3
Bu_00752	3.2.1.21|3.2.1.37|3.2.1.-|3.2.1.74	GH3(78-292)	GH3_e165	GH3	Y(1-27)	3
Bu_00753	3.1.1.73|3.2.1.55|3.2.1.8|-	CE1(158-395)	CBM48_e68+CE1_e22	CE0	Y(1-20)	3
Bu_00754	3.1.1.73|3.2.1.55|3.2.1.8|-	CE1(149-389)	CBM48_e68+CE1_e22	CE0	Y(1-17)	3
Bu_00755	-	CE1(37-289)	CE1_e22	N	Y(1-20)	2
Bu_00756	3.2.1.21|3.2.1.37|3.2.1.-|3.2.1.74	GH3(74-288)	GH3_e165	GH3	Y(1-20)	3
Bu_00781	N	GH109(38-189)	N	N	N	1
Bu_00789	-	GT11(26-291)	GT11_e33	GT11	N	3
Bu_00790	-	GT2(10-139)	GT2	GT2	N	3
Bu_00791	-	GT4(202-349)	GT4_e3784	GT4	N	3
Bu_00792	N	GT2(3-208)	N	N	N	1
Bu_00796	-	GT2(11-145)	GT2	GT2	N	3
Bu_00803	-	GT9(69-307)	GT9_e211	GT9	N	3
Bu_00804	-	GT2(12-136)	GT2	GT2	N	3
Bu_00808	-	GT4(205-346)	GT4_e2089	GT4	N	3
Bu_00825	3.2.1.-	GH88(70-393)	GH88_e11	GH88	Y(1-25)	3
Bu_00839	3.2.1.-	GH2(33-598)	GH2_e50	GH2	Y(1-20)	3
Bu_00840	4.2.2.1	PL30(73-783)	PL30_e0	PL30	Y(1-21)	3
Bu_00841	-	GH117(202-353)	GH117_e2+GH117_e14	GH117	Y(1-21)	3
Bu_00843	4.2.2.20	PL8_2(617-865)	PL8_e13	PL8_2	Y(1-25)	3
Bu_00851	-	PL38(65-340)	PL38_e14	PL38	Y(1-25)	3
Bu_00855	3.2.1.21|3.2.1.-	GH3(61-281)	GH3_e10	GH3	Y(1-20)	3
Bu_00856	3.2.1.4	GH5_46(93-347)	GH5_e100	GH5_46	Y(1-27)	3
Bu_00892	3.2.1.40|3.2.1.-	CBM67(184-349)+GH78(372-834)	CBM67_e28+GH78_e2	GH78	N	3
Bu_00893	3.2.1.146	GH43_3(36-319)	GH43_e310	GH43_3	Y(1-24)	3
Bu_00894	-	GH43_31(32-295)	GH43_e180	GH43_31	N	3
Bu_00895	-	GH43_31(43-300)	GH43_e199	GH43_31	Y(1-58)	3
Bu_00896	-	GH43_31(31-458)	GH43_e21	GH43_31	Y(1-22)	3
Bu_00900	-	GH2(50-508)	GH2_e14	GH2	Y(1-21)	3
Bu_00914	-	GH43_35(26-341)	GH43_e65	GH43_35	Y(1-25)	3
Bu_00931	3.2.1.63|3.2.1.51	GH29(24-357)	GH29_e63	GH29	Y(1-28)	3
Bu_00942	-	GH9(115-588)+CE4(617-749)	GH9_e30+CE4_e56	CE0+GH9	N	3
Bu_00955	-	GH32(247-546)	GH32_e31	GH32	Y(1-22)	3
Bu_00956	-	GH32(42-334)	GH32_e11	GH32	Y(1-26)	3
Bu_00957	-	GH172(277-512)	GH172_e2+GH172_e2	GH172	Y(1-23)	3
Bu_00958	-	CBM38(35-158)+GH32(282-566)	CBM38_e6+GH32_e32	CBM38+GH32	Y(1-20)	3
Bu_00959	3.2.1.80|3.2.1.65|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(143-437)	GH32_e16	GH32	N	3
Bu_00982	3.2.1.52|3.2.1.-|-	GH20(142-489)	GH20_e12+CBM32_e198	GH20	Y(1-37)	3
Bu_00995	2.4.1.8	GH65(322-700)	GH65_e0	GH65	N	3
Bu_00998	3.2.1.89	GH53(46-371)	GH53_e22	GH53	Y(1-20)	3
Bu_00999	3.2.1.23	GH2(20-619)	GH2_e137	GH2	Y(1-21)	3
Bu_01003	-	GH13(44-329)	GH13_e188	GH13	N	3
Bu_01004	-	GH13_10(431-629)	CBM48_e54+GH13_e156	CBM48+GH13	N	3
Bu_01026	3.2.1.41|3.2.1.1|3.2.1.-|3.2.1.68	GH13_14(199-523)	CBM48_e14+GH13_e95	GH13_14	N	3
Bu_01063	-	GH23(97-234)	GH23_e63	GH23	Y(1-27)	3
Bu_01067	-	CE3(24-244)	CE3_e27	N	N	2
Bu_01094	-	CE1(31-261)	CE1_e22	N	Y(1-22)	2
Bu_01127	3.2.1.55	GH51(20-514)	GH51_e19	GH51	Y(1-21)	3
Bu_01148	-	GH25(55-230)	GH25_e217	GH25	N	3
Bu_01167	-	GT2(8-174)	GT2	GT2	N	3
Bu_01214	3.2.1.54|3.2.1.135	GH13(162-486)	GH13_e102	GH13	Y(1-20)	3
Bu_01224	3.2.1.3|3.2.1.20	GH97(13-702)	GH97_e22	GH97	Y(1-24)	3
Bu_01230	3.2.1.21|3.2.1.-	GH3(89-312)	GH3_e1	GH3	Y(1-20)	3
Bu_01231	3.2.1.39	GH158(38-168)	GH158_e5	GH158	Y(1-32)	3
Bu_01232	3.2.1.39	GH16_3(240-475)	GH16_e240	GH16_3	N	3
Bu_01239	-	GT2(4-168)	GT2	GT2	N	3
Bu_01289	3.2.1.177	GH31(220-672)	GH31_e94	GH31	Y(1-23)	3
Bu_01300	-	GH20(312-721)	GH20_e108	GH20	Y(1-21)	3
Bu_01304	3.2.1.169	GH84(151-443)	GH84_e9	GH84	Y(1-22)	3
Bu_01321	3.2.1.3|3.2.1.20	GH97(12-701)	GH97_e22	GH97	Y(1-22)	3
Bu_01322	-	GH13(48-332)	GH13_e188	GH13	Y(1-26)	3
Bu_01328	N	GH9(343-767)	N	N	Y(1-21)	1
Bu_01332	-	GH18(28-326)	GH18_e118	GH18	N	3
Bu_01412	N	CE1(36-222)	N	N	N	1
Bu_01422	-	GT83(4-488)	GT83_e52	N	N	2
Bu_01424	-	GT2(10-178)	GT2	GT2	N	3
Bu_01436	2.4.1.25	CBM20(4-78)+CBM20(145-219)+GH77(247-892)	CBM20_e2+CBM20_e2+GH77_e22	CBM20+GH77	N	3
Bu_01447	-	GH24(43-168)	GH24_e168	N	Y(1-21)	2
Bu_01494	-	GT3(13-347)	GT3_e2	GT3	N	3
Bu_01495	2.4.1.1	GT35(124-707)	GT35_e7	GT35	N	3
Bu_01512	-	GT2(45-266)	GT2	GT2	N	3
Bu_01514	-	GT2(4-131)	GT2	GT2	N	3
Bu_01515	-	GT2(8-134)	GT2	GT2	N	3
Bu_01516	-	GT4(215-363)	GT4_e2221	GT4	N	3
Bu_01518	-	GT2(6-128)	GT2	GT2	N	3
Bu_01519	-	GT2(11-136)	GT2	GT2	N	3
Bu_01531	-	GT4(194-343)	GT4_e2150	GT4	N	3
Bu_01532	-	GT2(62-283)	GT2	GT0	N	3
Bu_01573	-	GT2(6-107)	GT2	GT2	N	3
Bu_01574	-	GT4(195-334)	GT4_e163	GT4	N	3
Bu_01576	-	GT2(4-166)	GT2	GT2	N	3
Bu_01611	3.2.1.11	GH66(50-601)	GH66_e1	GH66	Y(1-57)	3
Bu_01612	3.2.1.11|2.4.1.-	GH31(232-682)	GH31_e40	GH31	Y(1-21)	3
Bu_01613	3.2.1.3|3.2.1.20	GH97(12-698)	GH97_e22	GH97	Y(1-20)	3
Bu_01752	-	GT26(66-237)	GT26_e25	GT26	N	3
Bu_01754	-	GT4(183-339)	GT4_e1502	GT4	N	3
Bu_01755	-	GT4(187-320)	GT4_e3954	GT4	N	3
Bu_01756	-	GT4(196-332)	GT4_e914	GT4	N	3
Bu_01757	-	GT2(5-169)	GT2	GT2	N	3
Bu_01758	-	GT32(19-96)	GT32_e79	GT32	N	3
Bu_01817	-	GT51(56-220)	GT51_e158	GT51	N	3
Bu_01825	3.2.1.22	GH36(27-708)	GH36_e36	GH36	Y(1-23)	3
Bu_01886	-	GT2(4-138)	GT2	GT2	N	3
Bu_01917	-	GT2(51-266)	GT2	GT2	N	3
Bu_02031	N	CE1(584-806)	N	N	Y(1-21)	1
Bu_02112	-	GT26(52-217)	GT26_e4	GT26	N	3
Bu_02121	-	GT4(203-357)	GT4_e1477	GT4	N	3
Bu_02172	3.2.1.24	GH92(260-746)	GH92_e13	GH92	Y(1-21)	3
Bu_02173	2.4.1.319|2.4.1.320	GH130(20-318)	GH130_e13	GH130	N	3
Bu_02175	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(246-754)	GH92_e0	GH92	Y(1-33)	3
Bu_02182	3.2.1.113|3.2.1.-	GH92(230-737)	GH92_e18	GH92	Y(1-20)	3
Bu_02185	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(240-735)	GH92_e0	GH92	Y(1-21)	3
Bu_02238	-	GH108(8-98)	GH108_e40	N	N	2
Bu_02262	-	GT51(57-239)	GT51_e160	GT51	N	3
Bu_02300	N	CE1(447-687)	N	N	N	1
Bu_02312	-	GT4(168-286)	GT4_e190	GT4	N	3
Bu_02317	-	GT2(3-125)	GT2	GT2	N	3
Bu_02338	-	GH33(164-528)	GH33_e14	GH33	Y(1-19)	3
Bu_02437	-	GH2(57-927)	GH2_e30	GH2	Y(1-21)	3
Bu_02443	-	GT2(7-125)	GT2	GT2	N	3
Bu_02444	-	GT4(228-369)	GT4_e4048	GT4	N	3
Bu_02535	3.2.1.101	GH76(89-390)	GH76_e42	GH76	N	3
Bu_02536	3.2.1.-	GH125(72-474)	GH125_e1	GH125	Y(1-24)	3
Bu_02537	-	GH2(49-508)	GH2_e14	GH2	Y(1-20)	3
Bu_02539	-	GH92(233-719)	GH92_e16	GH92	Y(1-25)	3
Bu_02546	-	GH3(96-316)	GH3_e6	GH3	N	3
Bu_02547	-	GH109(58-462)	GH109_e5	GH109	N	3
Bu_02552	-	GH109(1-374)	GH109_e3	GH109	N	3
Bu_02553	N	GH109(1-151)	N	N	N	1
Bu_02556	3.2.1.151|-	GH74(81-187)+GH74(223-363)	GH74_e0+GH74_e0+GH74_e6+GH74_e6	GH74	Y(1-22)	3
Bu_02560	-	GH76(67-453)	GH76_e23	GH76	Y(1-28)	3
Bu_02566	3.2.1.113|3.2.1.-	GH92(245-752)	GH92_e18	GH92	Y(1-27)	3
Bu_02567	3.2.1.146	GH43_34(35-314)	GH43_e147	GH43_34	Y(1-23)	3
Bu_02568	3.2.1.-	GH125(79-479)	GH125_e1	GH125	Y(1-24)	3
Bu_02569	3.2.1.-	GH127(323-549)	GH127_e5	CBM13	Y(1-23)	3
Bu_02588	-	GH109(62-472)	GH109_e5	GH109	Y(1-28)	3
Bu_02598	-	GH105(48-367)	GH105_e29	GH105	Y(1-22)	3
Bu_02603	-	GH3(102-325)	GH3_e27	GH3	Y(1-22)	3
Bu_02605	-	GH2(21-685)	GH2_e97	GH2	Y(1-24)	3
Bu_02606	3.2.1.31	GH2(24-501)	GH2_e139	GH2	N	3
Bu_02607	3.2.1.22	GH97(12-661)	GH97_e1	GH97	N	3
Bu_02608	-	CE7(127-422)	CE7_e10	CE7	N	3
Bu_02713	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(238-725)	GH92_e0	GH92	Y(1-30)	3
Bu_02716	-	GH63(86-441)	GH63_e19	GH63	Y(1-22)	3
Bu_02717	3.2.1.-	GH125(69-469)	GH125_e1	GH125	Y(1-31)	3
Bu_02718	3.2.1.52|3.2.1.-	GH20(156-508)	GH20_e12	GH20	Y(1-22)	3
Bu_02750	-	GH154(34-395)	GH154_e2	GH154	Y(1-24)	3
Bu_02751	4.2.2.-|3.2.1.-	PL42(50-342)	PL42_e0	PL42	N	3
Bu_02752	3.2.1.-	GH105(43-370)	GH105_e39	GH105	Y(1-23)	3
Bu_02753	3.2.1.55	GH43_19(84-315)+GH43_34(342-638)	GH43_e159+GH43_e159	GH43_19+GH43_34	Y(1-28)	3
Bu_02754	3.2.1.22|3.2.1.88	GH97(14-646)	GH97_e18	GH97	Y(1-23)	3
Bu_02755	3.2.1.55	GH51(380-731)	GH51_e47	GH51	Y(1-23)	3
Bu_02756	3.2.1.185	GH127(39-577)	GH127_e4	GH127	Y(1-20)	3
Bu_02757	3.2.1.55	GH51(188-643)	GH51_e47	GH51	Y(1-19)	3
Bu_02758	-	GH2(49-902)	GH2_e30	GH2	Y(1-20)	3
Bu_02767	-	GH43_24(60-348)	GH43_e236	GH43_24	Y(1-25)	3
Bu_02770	3.2.1.23|-	GH43_24(54-309)+GH35(358-668)	GH43_e269+GH35_e43+CBM32_e42	CBM32+GH35+GH43_24	Y(1-26)	3
Bu_02786	-	GT2(6-174)	GT2	GT2	N	3
Bu_02811	-	GT5(6-242)	GT5_e28	GT5	N	3
Bu_02813	-	GH57(20-326)	GH57_e10	GH57	N	3
Bu_02814	-	GT4(241-386)	GT4_e602	GT4	N	3
Bu_02815	-	GH133(286-636)	GH133_e1	GH133	N	3
Bu_02841	-	GH116(414-782)	GH116_e6	GH116	N	3
Bu_02842	3.2.1.52|3.2.1.-	GH20(144-493)	GH20_e12	GH20	N	3
Bu_02843	-	GH3(114-334)	GH3_e6	GH3	N	3
Bu_02844	-	GH172(121-355)	GH172_e3	GH172	Y(1-33)	3
Bu_02845	-	GH33(45-294)	GH33_e137	GH0	Y(1-24)	3
Bu_02848	-	GH116(476-782)	GH116_e6	GH116	Y(1-24)	3
Bu_02883	-	CE11(4-225)	CE11_e18	CE11	N	3
Bu_02931	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(56-300)	GH3_e0	GH3	Y(1-21)	3
Bu_02960	-	CBM62(450-517)+CBM62(525-585)	CBM62_e1	CBM62	N	3
Bu_03035	-	GT19(4-357)	GT19_e2	GT19	N	3
Bu_03042	-	GH23(137-270)	GH23_e209+CBM50_e207	CBM50+GH23	Y(1-31)	3
Bu_03067	3.2.1.-	GH92(213-733)	GH92_e30	GH92	Y(1-22)	3
Bu_03069	3.2.1.-	GH125(68-466)	GH125_e1	GH125	Y(1-20)	3
Bu_03075	N	CE3(74-220)	N	N	Y(1-19)	1
Bu_03107	3.2.1.23	GH2(32-577)	GH2_e16	GH2	Y(1-25)	3
Bu_03108	3.2.1.38	GH30_4(45-531)	GH30_e67	GH30_4	Y(1-27)	3
Bu_03148	-	GH43_33(35-351)	GH43_e74	GH43_33	Y(1-21)	3
Bu_03149	3.2.1.31	GH2(23-582)	GH2_e122	GH2	Y(1-22)	3
Bu_03154	-	GH5_4(163-446)	GH5_e11	GH5_4	Y(1-23)	3
Bu_03155	3.2.1.22	GH97(13-687)	GH97_e1	GH97	Y(1-22)	3
Bu_03156	3.2.1.23|-	GH2(50-576)+GH2(780-1124)	GH2_e1+GH2_e159	GH2	Y(1-22)	3
Bu_03157	-	GH42(34-398)	GH42_e15	GH42	Y(1-22)	3
Bu_03158	3.2.1.23	GH2(46-915)	GH2_e1	GH2	Y(1-19)	3
Bu_03159	-	GH29(21-421)	GH29_e82	GH29	Y(1-24)	3
Bu_03160	3.2.1.177	GH31(222-695)	GH31_e94	GH31	Y(1-26)	3
Bu_03161	3.2.1.55|-	CE20(107-357)+GH43_16(496-806)+CBM6(831-946)	CE20_e24+GH43_e76+CBM6_e42	CBM6+GH43_16	N	3
Bu_03170	-	GH43_28(172-437)+CBM32(479-589)	GH43_e55+CBM32_e176	GH43_28	Y(1-21)	3
Bu_03171	3.2.1.71|3.2.1.214	GH144(52-462)	GH144_e1	GH144	Y(1-22)	3
Bu_03172	3.2.1.21|3.2.1.-	GH3(101-322)	GH3_e1	GH3	Y(1-20)	3
Bu_03175	3.2.1.21|3.2.1.-	GH3(100-325)	GH3_e1	GH3	Y(1-26)	3
Bu_03177	3.2.1.71|3.2.1.214	GH144(29-440)	GH144_e1	GH144	Y(1-24)	3
Bu_03186	N	GH9(337-763)	N	N	N	1
Bu_03202	3.2.1.-	GH125(71-472)	GH125_e1	GH125	Y(1-24)	3
Bu_03211	-	GT28(212-383)	GT28_e43	GT28	N	3
Bu_03226	-	GH2(394-1118)	CBM32_e87+GH2_e130	GH2	N	3
Bu_03227	-	GH26(29-333)	GH26_e77	GH26	Y(1-23)	3
Bu_03241	-	GH63(202-666)	GH63_e21	GH63	Y(1-25)	3
Bu_03242	-	GH2(74-942)	GH2_e30	GH2	Y(1-21)	3
Bu_03245	-	GH2(67-914)	GH2_e30	GH2	Y(1-21)	3
Bu_03246	-	GH63(204-640)	GH63_e18	GH63	Y(1-29)	3
Bu_03279	N	CE1(36-239)	N	N	Y(1-20)	1
Bu_03281	-	GH43_28(52-314)+CBM32(356-467)	GH43_e302+CBM32_e188	GH43_28	Y(1-22)	3
Bu_03282	-	GH43_28(53-316)+CBM32(355-468)	GH43_e302+CBM32_e188	GH43_28	Y(1-22)	3
Bu_03284	-	GH3(104-328)	GH3_e7	GH3	Y(1-24)	3
Bu_03286	-	GH144(31-436)	GH144_e5	GH144	Y(1-21)	3
Bu_03289	-	GH172(92-377)	GH172_e13	GH172	Y(1-22)	3
Bu_03292	-	GH172(95-347)	GH172_e6	GH172	Y(1-22)	3
Bu_03294	3.2.1.31	GH2(21-600)+CBM57(708-877)	GH2_e35+CBM57_e12	CBM57+GH2	Y(1-21)	3
Bu_03295	3.2.1.21|3.2.1.-	GH3(99-320)	GH3_e1	GH3	Y(1-25)	3
Bu_03332	3.2.1.37	GH3(69-281)	GH3_e151	GH3	N	3
Bu_03333	3.2.1.21|3.2.1.-	GH3(100-320)	GH3_e1	GH3	Y(1-29)	3
Bu_03334	3.2.1.4	GH5_25(180-445)	GH5_e87	GH5_25	Y(1-23)	3
Bu_03335	3.2.1.21	GH3(170-400)	GH3_e208	GH3	Y(1-19)	3
Bu_03336	-	CBM67(27-205)+GH78(247-749)	CBM67_e8+GH78_e66	CBM67+GH78	Y(1-22)	3
Bu_03368	3.2.1.-|-	CBM32(51-154)+CBM32(187-292)+CBM32(322-426)+GH13_36(468-639)	CBM32_e26+CBM32_e26+CBM32_e26+GH13_e136	CBM32+GH0	N	3
Bu_03369	-	GH172(85-337)	GH172_e6	GH172	N	3
Bu_03370	-	GH92(238-768)	GH92_e21	GH92	N	3
Bu_03376	-	GH172(287-524)	GH172_e8	GH172	Y(1-24)	3
Bu_03391	-	GT14(4-233)	GT14_e88	GT14	N	3
Bu_03395	-	GT4(251-384)	GT4_e1535	GT4	N	3
Bu_03396	-	GT2(10-138)	GT2	GT2	N	3
Bu_03459	N	GH9(403-777)	N	N	Y(1-20)	1
Bu_03463	-	GH31(307-725)	GH31_e32	GH31	Y(1-21)	3
Bu_03465	3.2.1.4|3.2.1.-|3.2.1.151	GH9(113-567)	GH9_e26	GH9	N	3
Bu_03466	N	GH30(292-630)	N	GH0	N	2
Bu_03468	N	GH9(406-778)	N	N	Y(1-24)	1
Bu_03469	-	CE20(102-361)	CE20_e40	CE20	Y(1-20)	3
Bu_03473	-	CE4(22-140)	CE4_e140	CE4	N	3
Bu_03529	-	GH73(38-167)	GH73_e88+CBM50_e698	CBM50+GH73	Y(1-24)	3
Bu_03566	-	GT4(221-367)	GT4_e1739	GT4	N	3
Bu_03572	-	GT4(233-356)	GT4_e1329	GT4	N	3
Bu_03611	-	GT4(168-300)	GT4_e190	GT4	N	3
Bu_03614	-	CE4(76-188)	CE4_e274	N	N	2
Bu_03616	-	GT2(8-150)	GT2	GT2	N	3
Bu_03693	-	GH18(59-366)	GH18_e225	GH18	Y(1-21)	3
Bu_03736	3.2.1.-	GH115(24-775)	GH115_e4	GH115	N	3
Bu_03737	-	GH2(27-564)	GH2_e31	GH2	N	3
Bu_03738	-	GH30_2(59-502)	GH30_e11	GH30_2	N	3
Bu_03739	3.2.1.55|-	GH28(83-423)+GH43_9(505-777)	GH28_e132+GH43_e194+CBM91_e0	GH28+GH43_9	N	3
Bu_03744	3.2.1.67	GH28(76-438)	GH28_e133	GH28	N	3
Bu_03745	3.2.1.23	GH2(23-538)	GH2_e127	GH2	N	3
Bu_03747	-	CE12(30-251)+CE4(279-405)	CE12_e30+CE4_e274	CE0+CE12	Y(1-26)	3
Bu_03751	4.2.2.-	PL27(72-698)	PL27_e0	PL27	Y(1-21)	3
Bu_03760	3.2.1.21|3.2.1.-	GH3(94-316)	GH3_e1	GH3	Y(1-22)	3
Bu_03762	-	GH3(60-268)	GH3_e137	GH3	Y(1-23)	3
Bu_03766	3.2.1.25	GH2(5-744)	GH2_e80	GH2	N	3
Bu_03772	N	CE19(65-203)	N	N	Y(1-36)	1
Bu_03834	-	GH109(5-185)	GH109_e7	N	N	2
Bu_03847	-	GH23(313-420)	GH23_e996	GH23	N	3
Bu_03886	3.2.1.21|3.2.1.37	GH3(150-375)	GH3_e98	GH3	Y(1-20)	3
Bu_03909	-	GH55(32-614)	GH55_e1	GH55	Y(1-26)	3
Bu_03910	-	GH55(37-673)	GH55_e1	GH55	N	3
Bu_03918	N	GH9(331-800)	N	N	Y(1-20)	1
Bu_00794	-	N	GT2	GT2	N	2
Bu_01579	-	N	GT2	GT2	N	2
Bu_01761	-	N	GT2	GT2	N	2
Bu_01766	-	N	GT4_e1579	N	N	1
Bu_02313	-	N	GT4_e779	GT4	N	2
Bu_02329	-	N	GT1_e137	GT1	N	2
Bu_02961	-	N	CBM62_e5	CBM62	N	2
Bu_03377	-	N	GH38_e42	GH0	Y(1-24)	2
Bu_03512	-	N	GT2	GT2	N	2
Bu_01530	-	N	GT4_e499	GT0	N	2
Bu_01644	-	N	CBM50_e801	CBM50	N	2
Bu_03607	-	N	GT4_e3312	GT4	N	2
Bu_03746	-	N	CBM35_e36	CBM35	Y(1-31)	2
Bu_02691	-	N	CBM50_e27	CBM50	Y(1-24)	2
Bu_00460	-	N	CBM50_e831+CBM50_e831+CBM50_e831	CBM50	Y(1-24)	2
Bu_00793	-	N	GT4_e2185	GT0	N	2
Bu_01883	-	N	GT4_e2433	GT4	N	2
Bu_02084	-	N	GH24_e69	N	N	1
Bu_02116	-	N	GT4_e1477	GT4	N	2
Bu_02177	3.2.1.96	N	GH18_e406	GH18	Y(1-20)	2
Bu_02306	-	N	GT4_e2692	GT4	N	2
Bu_03565	-	N	GT4_e946	GT4	N	2
Bu_03612	-	N	GT4_e779	GT4	N	2
Bu_00043	N	N	N	GH35	Y(1-23)	1
Bu_00209	N	N	N	GT2	N	1
Bu_00226	N	N	N	GT2	N	1
Bu_00240	N	N	N	GH13	N	1
Bu_00317	N	N	N	CE12	N	1
Bu_00387	N	N	N	GT4	N	1
Bu_00472	N	N	N	GT4	N	1
Bu_00499	N	N	N	GH23	N	1
Bu_00510	N	N	N	PL0	Y(1-52)	1
Bu_00532	N	N	N	GT2	N	1
Bu_00678	N	N	N	GH38	N	1
Bu_00682	N	N	N	GH1	N	1
Bu_00795	N	N	N	GT0	N	1
Bu_00853	N	N	N	GH35	N	1
Bu_00889	N	N	N	GH43_3	Y(1-20)	1
Bu_00939	N	N	N	GH13	N	1
Bu_00953	N	N	N	GH35	Y(1-30)	1
Bu_00965	N	N	N	GT2	N	1
