Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
Bv_00226	-	GH29(14-433)	GH29_e82	GH29	Y(1-22)	3
Bv_00317	-	GH2(84-938)	GH2_e30	GH2	Y(1-21)	3
Bv_00318	-	GH63(11-686)	GH63_e21	GH63	N	3
Bv_00358	-	GH109(57-461)	GH109_e5	GH109	Y(1-19)	3
Bv_00387	N	GH63(32-406)	N	N	N	1
Bv_00411	3.2.1.23	GH2(21-596)	GH2_e127	GH2	Y(1-20)	3
Bv_00412	-	GH20(145-467)	GH20_e29	GH20	N	3
Bv_00413	3.2.1.-	GH2(44-620)	GH2_e50	GH2	N	3
Bv_00516	3.2.1.185	GH146(35-543)	GH146_e0	GH146	Y(1-22)	3
Bv_00517	3.2.1.177	GH31(217-708)	GH31_e94	GH31	Y(1-21)	3
Bv_00521	3.2.1.23|-	GH35(32-344)	GH35_e43+CBM32_e42	CBM32+GH35	Y(1-44)	3
Bv_00522	3.2.1.55	GH51(370-717)	GH51_e47	GH51	Y(1-22)	3
Bv_00523	3.2.1.55	GH43_19(82-313)+GH43_34(341-639)	GH43_e159+GH43_e159	GH43_19+GH43_34	Y(1-21)	3
Bv_00524	-	GH30_2(53-499)	GH30_e11	GH30_2	Y(1-23)	3
Bv_00533	-	GH43_17(39-303)	GH43_e238	GH43_17	Y(1-21)	3
Bv_00534	-	GH43_24(52-346)	GH43_e236	GH43_24	N	3
Bv_00535	3.2.1.55|-	GH43_9(25-288)+CBM91(310-485)+GH43_19(537-792)	GH43_e194+CBM91_e36+GH43_e186	GH43_19+GH43_9	Y(1-20)	3
Bv_00540	3.2.1.-|-	GH105(46-372)+GH154(381-743)	GH105_e39+GH154_e2	GH105+GH154	Y(1-24)	3
Bv_00541	4.2.2.-|3.2.1.-	PL42(21-313)	PL42_e0	PL42	N	3
Bv_00555	-	GT2(4-148)	GT2	GT2	N	3
Bv_00562	3.2.1.111|3.2.1.51|-	GH29(37-369)+CBM32(499-599)	GH29_e30+CBM32_e126	GH29	Y(1-20)	3
Bv_00563	-	GH2(48-903)	GH2_e30	GH2	Y(1-20)	3
Bv_00564	-	GH20(154-512)	GH20_e135	GH20	Y(1-20)	3
Bv_00583	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(241-729)	GH92_e0	GH92	Y(1-27)	3
Bv_00584	3.2.1.21|3.2.1.-	GH3(128-353)	GH3_e1	GH3	Y(1-26)	3
Bv_00585	3.2.1.111	GH29(2-195)	GH29_e7	GH29	N	3
Bv_00586	3.2.1.111	GH29(21-164)	GH29_e7	N	Y(1-23)	2
Bv_00610	2.4.1.281	GH130(51-362)	GH130_e6	GH130	N	3
Bv_00615	-	GH30_6(43-493)	GH30_e10	GH30_6	Y(1-29)	3
Bv_00628	-	GH136(24-465)	GH136_e46	GH136	Y(1-25)	3
Bv_00633	-	GH23(103-237)	GH23_e63	GH23	Y(1-30)	3
Bv_00635	-	GH2(48-902)	GH2_e30	GH2	Y(1-20)	3
Bv_00639	-	GH109(14-412)	GH109_e5	GH109	N	3
Bv_00640	2.4.1.319|2.4.1.320	GH130(27-328)	GH130_e13	GH130	N	3
Bv_00642	3.2.1.-	GH163(223-477)	GH163_e7	GH163	N	3
Bv_00645	-	GH18(65-259)	GH18_e37	GH18	Y(1-22)	3
Bv_00648	3.2.1.20	GH97(11-666)	GH97_e10	GH97	N	3
Bv_00653	3.2.1.113|3.2.1.-	GH92(242-748)	GH92_e18	GH92	Y(1-20)	3
Bv_00654	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(244-751)	GH92_e0	GH92	Y(1-22)	3
Bv_00657	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(241-734)	GH92_e0	GH92	Y(1-17)	3
Bv_00669	3.2.1.22	GH27(134-369)	GH27_e3+CBM35_e26	CBM35+GH27	Y(1-21)	3
Bv_00718	-	GT26(52-217)	GT26_e4	GT26	N	3
Bv_00727	-	GT4(203-357)	GT4_e1477	GT4	N	3
Bv_00761	N	CE1(80-307)	N	N	Y(1-25)	1
Bv_00766	3.2.1.22	GH36(26-701)	GH36_e24	GH36	Y(1-21)	3
Bv_00768	-	CE20(102-240)+CE20(417-542)	CE20_e20	CE20	Y(1-21)	3
Bv_00771	-	GH3(103-323)	GH3_e6	GH3	Y(1-24)	3
Bv_00772	-	GH2(54-779)+CBM32(727-836)	GH2_e98+CBM32_e133	CBM32+GH2	Y(1-23)	3
Bv_00776	-	GH27(420-650)	GH36_e23	GH36	Y(1-33)	3
Bv_00779	-	GH97(14-505)	GH97_e21	GH97	Y(1-22)	3
Bv_00782	-	GH92(397-912)	CBM32_e129+GH92_e44	GH92	Y(1-22)	3
Bv_00783	-	GH95(26-767)	GH95_e15	GH95	Y(1-22)	3
Bv_00784	3.2.1.-	GH92(283-758)	GH92_e20	GH92	Y(1-22)	3
Bv_00785	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(245-736)	GH92_e0	GH92	Y(1-27)	3
Bv_00876	3.2.1.38	GH30_4(41-528)	GH30_e67	GH30_4	Y(1-20)	3
Bv_00877	3.2.1.38	GH30_4(24-519)	GH30_e42	GH30_4	Y(1-19)	3
Bv_00919	-	GT23(11-266)	GT23_e4	GT0	N	3
Bv_00925	-	GT4(244-383)	GT4_e1535	GT4	N	3
Bv_00926	-	GT2(11-116)	GT2	GT2	N	3
Bv_00987	-	GH109(57-468)	GH109_e5	GH109	Y(1-22)	3
Bv_01034	-	GH2(60-963)	GH2_e30	GH2	Y(1-27)	3
Bv_01038	3.2.1.55	GH51(190-655)	GH51_e47	GH51	Y(1-27)	3
Bv_01039	3.2.1.-|3.2.1.99	GH43_4(71-383)	GH43_e326	GH43_4	N	3
Bv_01041	3.2.1.22|3.2.1.88	GH97(6-639)	GH97_e18	GH97	N	3
Bv_01045	3.2.1.99	GH43_4(159-517)	GH43_e183	GH43_4	Y(1-19)	3
Bv_01060	-	CE4(36-157)	CE4_e51	CE4	N	3
Bv_01066	-	GT2(20-140)	GT2	GT2	N	3
Bv_01084	-	GH29(27-355)	GH29_e37+CBM32_e126	GH29	Y(1-20)	3
Bv_01100	-	GT9(74-324)	GT9_e65	GT9	Y(1-19)	3
Bv_01105	-	GT2(5-172)	GT2	GT2	N	3
Bv_01107	-	GT14(4-257)	GT14_e6	GT14	N	3
Bv_01108	-	GT4(214-367)	GT4_e1212	GT4	N	3
Bv_01112	-	GT2(8-135)	GT2	GT2	N	3
Bv_01114	-	GT2(12-170)	GT2	GT2	N	3
Bv_01116	-	GT83(4-541)	GT83_e52	N	N	2
Bv_01147	-	CE4(21-135)	CE4_e140	CE4	N	3
Bv_01159	4.2.2.2|-	PL10_1(67-358)+CE8(411-637)	PL10_e13+CE8_e50	CE0+PL10_1	Y(1-24)	3
Bv_01164	N	CE1(508-716)	N	GH43_29	Y(1-22)	2
Bv_01165	3.2.1.185	GH127(38-569)	GH127_e4	GH127	Y(1-28)	3
Bv_01166	-	GH43_34(31-304)+CBM32(336-451)	GH43_e270+CBM32_e8	GH43_34	Y(1-21)	3
Bv_01167	3.2.1.22	GH97(23-661)	GH97_e1	GH97	Y(1-25)	3
Bv_01172	-	GH127(39-570)	GH127_e2	GH127	N	3
Bv_01177	-	GH146(161-732)	GH146_e2	GH146	N	3
Bv_01196	-	GH2(35-594)	GH2_e31	GH2	N	3
Bv_01207	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(58-303)	GH3_e0	GH3	Y(1-26)	3
Bv_01243	-	GH20(145-468)	GH20_e106	GH20	Y(1-19)	3
Bv_01294	3.2.1.111|3.2.1.51|-	GH29(35-342)	GH29_e30+CBM32_e126	GH29	Y(1-27)	3
Bv_01316	3.2.1.63|3.2.1.51	GH95(44-791)	GH95_e0	GH95	Y(1-20)	3
Bv_01321	-	GH18(36-334)	GH18_e118	GH18	Y(1-24)	3
Bv_01354	-	GH105(73-414)	GH105_e28	GH105	Y(1-23)	3
Bv_01393	-	CE7(129-430)	CE7_e20	CE7	Y(1-22)	3
Bv_01414	-	GH63(197-642)	GH63_e18	GH63	Y(1-26)	3
Bv_01415	-	GH2(62-919)	GH2_e30	GH2	Y(1-21)	3
Bv_01432	3.2.1.3|3.2.1.20	GH97(12-723)	GH97_e22	GH97	Y(1-22)	3
Bv_01433	3.2.1.54|3.2.1.135	GH13_20(164-482)	GH13_e102	GH13	Y(1-23)	3
Bv_01440	2.4.1.25	CBM20(139-215)+GH77(242-886)	CBM20_e2+GH77_e22	CBM20+GH77	N	3
Bv_01451	-	GT28(194-352)	GT28_e43	GT28	N	3
Bv_01535	-	GT30(43-205)	GT30_e38	GT30	N	3
Bv_01601	-	GT4(203-357)	GT4_e1477	GT4	N	3
Bv_01610	-	GT26(52-217)	GT26_e4	GT26	N	3
Bv_01726	3.2.1.80|3.2.1.65|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(162-467)	GH32_e16	GH32	N	3
Bv_01792	-	GT2(7-151)	GT2	GT2	N	3
Bv_01794	-	GT4(202-339)	GT4_e1422	GT4	N	3
Bv_01795	-	GT4(195-341)	GT4_e127	GT4	N	3
Bv_01796	-	GT14(5-249)	GT14_e11	GT14	N	3
Bv_01814	3.2.1.63|3.2.1.51	GH29(22-358)	GH29_e63	GH29	Y(1-26)	3
Bv_01816	-	GH28(74-444)	GH28_e80	GH28	Y(1-21)	3
Bv_01818	3.2.1.-	GH88(74-399)	GH88_e11	GH88	N	3
Bv_01837	3.2.1.173	GH28(73-414)	GH28_e117	GH28	Y(1-19)	3
Bv_01838	3.2.1.-|3.2.1.23	GH2(50-833)	GH2_e106	GH2	Y(1-35)	3
Bv_01839	-	GH28(148-503)	GH28_e111	GH28	Y(1-25)	3
Bv_01853	3.2.1.-	GH105(45-369)	GH105_e39	GH105	Y(1-21)	3
Bv_01854	-	GH154(31-392)	GH154_e2	GH154	Y(1-25)	3
Bv_01855	3.2.1.31	GH2(22-570)+CBM57(691-851)	GH2_e35+CBM57_e12	GH2	Y(1-26)	3
Bv_01857	-	GH78(144-641)	GH78_e62	GH78	N	3
Bv_01860	3.2.1.55	GH43_18(84-312)	GH43_e173	GH43_18	Y(1-23)	3
Bv_01861	3.2.1.-	GH140(37-465)	GH140_e1	GH140	Y(1-25)	3
Bv_01867	3.2.1.-	GH105(52-397)	GH105_e41	GH105	Y(1-25)	3
Bv_01868	-	CE8(26-306)	CE8_e86	CE8	Y(1-20)	3
Bv_01871	-	GH33(308-607)	GH33_e4	GH33	Y(1-25)	3
Bv_01873	4.2.2.-	CE8(200-481)	CE8_e77	CE0	N	3
Bv_01878	3.2.1.37	GH2(78-700)	GH2_e42	GH2	Y(1-27)	3
Bv_01879	3.2.1.37	GH2(69-716)	GH2_e42	GH2	Y(1-22)	3
Bv_01880	-	GH31(227-655)	GH31_e67	GH31	Y(1-20)	3
Bv_01881	-	CE19(77-383)	CE19_e4	N	Y(1-26)	2
Bv_01883	-	PL10_2(121-404)	PL10_e4	PL10_2	N	3
Bv_01884	-	CE19(60-386)	CE19_e3	PL10_1	Y(1-20)	3
Bv_01885	-	CE12(24-255)+CE8(271-546)	CE12_e30+CE8_e86	CE12+CE8	Y(1-20)	3
Bv_01927	-	GH89(55-714)	GH89_e7	GH89	Y(1-20)	3
Bv_01940	-	GH105(77-410)	GH105_e22	GH105	Y(1-24)	3
Bv_01980	-	GH23(124-257)	GH23_e209+CBM50_e573	CBM50+GH23	Y(1-29)	3
Bv_01985	-	GT19(4-359)	GT19_e2	GT19	N	3
Bv_02051	3.2.1.55|3.2.1.37|-	GH43_10(37-306)+CBM91(340-551)	GH43_e0+CBM91_e10	GH43_10	Y(1-20)	3
Bv_02053	3.2.1.67	GH28(87-502)	GH28_e64	GH28	Y(1-23)	3
Bv_02091	-	CE12(8-97)	CE12_e30	CE12+CE8	N	3
Bv_02097	-	GH165(20-557)	GH165_e0	GH165	N	3
Bv_02106	-	GH109(64-474)	GH109_e5	GH109	Y(1-30)	3
Bv_02135	3.2.1.169	GH84(149-441)	GH84_e9	GH84	Y(1-20)	3
Bv_02217	4.2.2.-	PL27(72-698)	PL27_e0	PL27	Y(1-21)	3
Bv_02221	-	CE12(30-251)+CE4(279-405)	CE12_e30+CE4_e274	CE0+CE12	Y(1-26)	3
Bv_02223	3.2.1.23	GH2(23-556)	GH2_e127	GH2	N	3
Bv_02224	3.2.1.67	GH28(76-438)	GH28_e133	GH28	N	3
Bv_02229	3.2.1.55|-	GH28(83-423)+GH43_9(505-623)	GH28_e132+GH43_e194	GH28+GH43_9	N	3
Bv_02230	3.2.1.55|-	GH43_9(1-141)	GH43_e194+CBM91_e0	GH28+GH43_9	N	3
Bv_02231	-	GH30_2(59-502)	GH30_e11	GH30_2	N	3
Bv_02232	-	GH2(27-564)	GH2_e31	GH2	N	3
Bv_02233	3.2.1.-	GH115(24-775)	GH115_e4	GH115	N	3
Bv_02262	3.2.1.53|3.2.1.-	GH123(43-580)	GH123_e16	GH123	Y(1-20)	3
Bv_02273	3.2.1.52|3.2.1.-	GH20(157-523)	GH20_e12	GH20	N	3
Bv_02288	-	GH2(50-500)	GH2_e14	GH2	Y(1-21)	3
Bv_02293	-	GH43_31(31-458)	GH43_e21	GH43_31	Y(1-22)	3
Bv_02294	-	GH43_31(42-300)	GH43_e199	GH43_31	Y(1-24)	3
Bv_02295	3.2.1.146	GH43_3(34-317)	GH43_e310	GH43_3	Y(1-22)	3
Bv_02324	-	GT2(8-175)	GT2	GT2	N	3
Bv_02348	3.2.1.-	GH110(23-593)	GH110_e12	GH110	Y(1-20)	3
Bv_02352	-	GH25(91-265)	GH25_e217	GH25	N	3
Bv_02373	-	GH109(3-186)	GH109_e5	N	N	2
Bv_02409	-	GH73(39-167)	GH73_e88+CBM50_e698+CBM50_e698	CBM50+GH73	Y(1-24)	3
Bv_02425	-	GH23(298-446)	GH23_e996	GH23	Y(1-24)	3
Bv_02466	-	GT2(7-127)	GT2	GT2	N	3
Bv_02467	-	GT4(172-315)	GT4_e3529	GT4	N	3
Bv_02470	-	GT4(229-363)	GT4_e2783	GT4	N	3
Bv_02506	3.2.1.51	GH29(11-370)	GH29_e70	GH29	Y(1-20)	3
Bv_02510	4.2.2.-	PL27(63-683)	PL27_e0	PL27	Y(1-25)	3
Bv_02562	-	CE1(31-260)	CE1_e22	N	Y(1-25)	2
Bv_02676	-	GT2(249-372)	GT2	GT2	N	3
Bv_02713	-	GT2(4-167)	GT2	GT2	N	3
Bv_02720	3.2.1.-|3.2.1.63	GH95(20-751)	GH95_e1	GH95	Y(1-20)	3
Bv_02721	3.2.1.-	GH105(51-396)	GH105_e2	GH105	Y(1-21)	3
Bv_02722	3.2.1.-	GH140(34-463)	GH140_e1	GH140	Y(1-25)	3
Bv_02723	3.2.1.40|3.2.1.-	CBM67(151-332)+GH78(361-891)+GH33(949-1306)	CBM67_e28+GH78_e2+GH33_e82	GH33+GH78	Y(1-23)	3
Bv_02724	3.2.1.-	GH127(44-607)	GH127_e5	GH127	Y(1-21)	3
Bv_02725	3.2.1.51	GH141(21-568)	GH141_e22	GH141	Y(1-20)	3
Bv_02726	3.2.1.40	GH78(191-679)	GH78_e1	GH78	Y(1-21)	3
Bv_02731	-	GT2(4-129)	GT2	GT2	N	3
Bv_02732	-	GT2(7-105)	GT2	GT2	N	3
Bv_02735	-	GT4(185-336)	GT4_e2291	GT4	N	3
Bv_02740	-	GT4(158-297)	GT4_e3187	GT4	N	3
Bv_02743	-	GT4(198-336)	GT4_e1682	GT4	N	3
Bv_02765	-	GH138(4-901)	GH138_e1	GH138	Y(1-33)	3
Bv_02768	3.2.1.31|3.2.1.185	GH137(19-367)+GH2(370-806)+CBM57(1083-1251)	GH137_e0+GH2_e99+CBM57_e0	CBM57+GH137+GH2	Y(1-19)	3
Bv_02775	3.2.1.23	GH2(48-939)	GH2_e1	GH2	N	3
Bv_02776	3.2.1.-|3.2.1.23	GH2(40-823)	GH2_e106	GH2	Y(1-20)	3
Bv_02777	3.2.1.40	GH106(359-810)	GH106_e44	GH106	Y(1-24)	3
Bv_02778	-	CE20(110-371)	CE20_e10	CE20	Y(1-29)	3
Bv_02779	3.2.1.-	GH139(3-740)	GH139_e0	GH139	N	3
Bv_02811	3.2.1.185|3.2.1.-	GH143(18-565)+GH142(628-1096)	GH143_e0+GH142_e0	GH142+GH143	N	3
Bv_02812	3.2.1.40|-	CBM67(174-343)+GH78(384-900)	CBM67_e27+GH78_e43	GH78	Y(1-21)	3
Bv_02813	3.2.1.67	GH28(52-421)	GH28_e10	GH28	Y(1-22)	3
Bv_02814	3.1.1.11	CE19(117-445)	CE19_e0	CE19	Y(1-20)	3
Bv_02857	-	GH133(288-636)	GH133_e1	GH133	N	3
Bv_02858	-	GT4(240-385)	GT4_e602	GT4	N	3
Bv_02859	-	GH57(20-326)	GH57_e10	GH57	N	3
Bv_02985	-	GT5(5-238)	GT5_e28	GT5	N	3
Bv_02997	3.2.1.-	GH2(37-593)	GH2_e50	GH2	Y(1-19)	3
Bv_03002	-	PL1_2(133-326)	PL1_e77	PL1_2	Y(1-22)	3
Bv_03004	-	PL1_2(134-324)	PL1_e77	PL1_2	Y(1-23)	3
Bv_03005	N	PL29(96-327)	N	N	Y(1-21)	1
Bv_03018	3.2.1.20	GH31(283-715)	GH31_e16	GH31	N	3
Bv_03019	-	GH141(59-617)	GH141_e0	GH141	N	3
Bv_03038	-	GT2(9-170)	GT2	GT2	N	3
Bv_03042	-	GT2(4-184)	GT2	GT2	N	3
Bv_03068	3.2.1.-|3.2.1.63	GH95(21-755)	GH95_e1	GH95	Y(1-21)	3
Bv_03123	3.2.1.41|3.2.1.1|3.2.1.-|3.2.1.68	GH13_14(198-522)	CBM48_e14+GH13_e95	GH13_14	N	3
Bv_03301	2.4.1.69	GT11(3-277)	GT11_e40	GT11	N	3
Bv_03340	3.2.1.52|3.2.1.-	GH20(156-503)	GH20_e12	GH20	N	3
Bv_03353	-	GH15(221-582)	GH15_e39	GH15	N	3
Bv_03354	2.4.1.15	GT20(2-457)	GT20_e1	GT20	N	3
Bv_03418	2.4.1.18	GH13_8(224-515)	CBM48_e32+GH13_e20	GH13_8	N	3
Bv_03432	-	GT51(58-238)	GT51_e160	GT51	N	3
Bv_03440	-	GT51(55-219)	GT51_e158	GT51	N	3
Bv_03484	-	GH73(114-207)	GH73_e10	GH0	Y(1-21)	3
Bv_03541	-	GT26(46-214)	GT26_e51	GT26	N	3
Bv_03542	-	GT4(186-296)	GT4_e150	GT4	N	3
Bv_03545	-	GT2(7-147)	GT2	GT2	N	3
Bv_03547	-	GT11(7-273)	GT11_e10	GT11	N	3
Bv_03549	-	GT2(8-154)	GT2	GT2	N	3
Bv_03612	2.4.1.1	GT35(272-733)	GT35_e7	GT35	N	3
Bv_03659	2.4.1.1	GT35(270-737)	GT35_e7	GT35	N	3
Bv_03660	-	GT3(13-347)	GT3_e2	GT3	N	3
Bv_03943	-	CE20(87-205)+CE20(389-515)	CE20_e2+CE20_e1	CE20	N	3
Bv_03951	3.2.1.31	GH2(21-595)	GH2_e122	GH2	Y(1-23)	3
Bv_04031	-	GT26(48-223)	GT26_e25	GT26	N	3
Bv_04032	-	GT4(179-339)	GT4_e1502	GT4	N	3
Bv_04034	-	GT4(203-355)	GT4_e2257	GT4	N	3
Bv_04035	-	GT2(4-126)	GT2	GT2	N	3
Bv_04037	-	GT4(293-385)	GT4_e1535	GT4	N	3
Bv_04068	-	GT2(9-181)	GT2	GT2	N	3
Bv_04069	-	GT2(45-263)	GT2	GT2	N	3
Bv_04070	-	GT2(47-267)	GT2	GT2	N	3
Bv_04072	-	GT111(7-231)	GT111_e4	GT111	N	3
Bv_04073	-	GT2(5-155)	GT2	GT2	N	3
Bv_04074	-	GT2(7-130)	GT2	GT2	N	3
Bv_04075	-	GT23(5-287)	GT23_e5	GT0	N	3
Bv_04078	-	GT4(211-353)	GT4_e405	GT4	N	3
Bv_04079	-	GT2(10-162)	GT2	GT2	N	3
Bv_04080	-	GT2(6-169)	GT2	GT2	N	3
Bv_04081	-	GT4(202-352)	GT4_e3120	GT4	N	3
Bv_04082	-	GT4(204-353)	GT4_e1165	GT4	N	3
Bv_04084	-	GT4(219-368)	GT4_e1235	GT4	N	3
Bv_04086	-	GT2(41-146)	GT2	GT2	N	3
Bv_04087	-	GT4(192-342)	GT4_e2150	GT4	N	3
Bv_04088	-	GT2(63-176)	GT2	GT2	N	3
Bv_04097	3.2.1.20	GH13_38(33-400)	GH13_e113	GH13_38	N	3
Bv_04125	-	GT4(197-331)	GT4_e774	GT4	N	3
Bv_04126	-	GT4(199-347)	GT4_e1722	GT4	N	3
Bv_04132	-	GT2(9-110)	GT2	GT2	N	3
Bv_04158	-	CBM9(47-250)	CBM9_e3	CBM0	Y(1-20)	3
Bv_04159	3.2.1.51	GH29(23-339)	GH29_e6	GH29	Y(1-23)	3
Bv_04161	3.2.1.55	GH51(15-507)	GH51_e19	GH51	N	3
Bv_04240	-	CE9(5-378)	CE9_e7	CE9	N	3
Bv_04241	3.2.1.23	GH2(23-766)	GH2_e137	GH2	Y(1-23)	3
Bv_04242	3.2.1.24	GH92(259-747)	GH92_e13	GH92	Y(1-24)	3
Bv_04243	3.2.1.52|3.2.1.-|-	GH20(143-490)	GH20_e12+CBM32_e198	GH20	N	3
Bv_04245	3.2.1.52|3.2.1.-	GH20(155-508)	GH20_e12	GH20	N	3
Bv_04246	3.2.1.25	GH2(20-760)	GH2_e80	GH2	Y(1-21)	3
Bv_04247	-	CE20(299-580)	CE20_e16	CE20	Y(1-20)	3
Bv_04249	3.2.1.52	GH20(140-411)	GH20_e112	GH20	Y(1-34)	3
Bv_04250	3.2.1.18	GH33(194-530)	GH33_e121	GH33	Y(1-24)	3
Bv_04258	-	GH171(42-385)	GH171_e3	GH171	Y(1-21)	3
Bv_04280	N	CE1(36-263)	N	N	N	1
Bv_00689	-	N	GH24_e69	N	N	1
Bv_00985	-	N	CBM32_e83	CBM32	N	2
Bv_01106	-	N	GT2	GT0	N	2
Bv_03036	-	N	GT4_e751	GT0	N	2
Bv_03078	-	N	GT1_e137	GT1	N	2
Bv_00496	-	N	CBM50_e27	CBM50	Y(1-24)	2
Bv_00986	-	N	CBM32_e18	CBM0	N	2
Bv_01109	-	N	GT2	GT2	N	2
Bv_01637	-	N	GH24_e69	N	N	1
Bv_00924	-	N	GT4_e1579	GT4	N	2
Bv_01085	-	N	GH36_e10	GH36	Y(1-25)	2
Bv_01606	-	N	GT4_e1477	GT4	N	2
Bv_01797	-	N	GT2	GT2	N	2
Bv_02222	-	N	CBM35_e36	CBM35	Y(1-31)	2
Bv_03381	-	N	CBM50_e801	N	N	1
Bv_03967	-	N	GT2	GT2	N	2
