dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH97_e16	GH97:39	3.2.1.22:1	alpha-glucan	621	Bv_00222	627	7.8e-276	2	620	20	622	0.995169082126
GH63_e21	GH63:262	-	-	690	Bv_00318	689	3e-224	2	688	33	687	0.994202898551
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	Bv_00411	815	1.4e-234	12	716	21	752	0.981868898187
GH2_e50	GH2:242	3.2.1.-:1	pectin	562	Bv_00413	901	5.1e-300	2	562	49	614	0.996441281139
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	Bv_00523	647	5.3e-79	1	275	83	314	0.996363636364
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	Bv_00523	647	2.7e-101	1	274	346	640	0.992727272727
GH30_e11	GH30_2:24	-	-	435	Bv_00524	502	2.8e-257	1	435	55	500	0.997701149425
PL42_e0	PL42:75	4.2.2.-:2|3.2.1.-:2	arabinogalactan protein, arabinogalactan protein	292	Bv_00541	412	4.1e-150	1	292	22	314	0.996575342466
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan, host glycan	301	Bv_00562	619	2.4e-145	2	300	49	367	0.990033222591
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	Bv_00562	619	8.8e-23	6	106	500	600	0.917431192661
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	Bv_00563	1019	0	3	866	54	905	0.996535796767
GH29_e7	GH29:294	3.2.1.111:1	host glycan	366	Bv_00585	284	2.3e-82	154	366	1	196	0.579234972678
GH130_e6	GH130:437|CE2:1	2.4.1.281:5	beta-mannan	313	Bv_00610	392	1.5e-173	1	313	52	363	0.996805111821
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	Bv_00654	760	6.1e-214	2	493	244	751	0.993927125506
GH24_e69	GH24:62	-	-	124	Bv_00689	159	1.4e-68	1	124	30	153	0.991935483871
GT26_e4	GT26:57	-	-	165	Bv_00718	232	1.3e-90	1	165	54	218	0.993939393939
GH3_e6	GH3:76|GH89:3|CBM32:1	-	-	221	Bv_00771	757	2.3e-109	1	221	104	324	0.995475113122
GH97_e21	GH97:19	-	-	639	Bv_00779	525	9e-275	2	505	20	525	0.787167449139
GH95_e15	GH95:30	-	-	743	Bv_00783	800	0	2	742	27	766	0.995962314939
GH30_e67	GH30_4:32	3.2.1.38:1	beta-fucosides	491	Bv_00876	532	1.1e-246	1	491	42	529	0.997963340122
CBM32_e83	CBM32:5	-	host glycan	130	Bv_00985	450	1.1e-18	7	128	326	444	0.930769230769
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	Bv_01038	659	1.3e-199	3	465	184	653	0.987179487179
GH43_e326	GH43_4:43	3.2.1.-:1|3.2.1.99:1	xylan, arabinan	313	Bv_01039	511	3.9e-190	1	313	72	384	0.996805111821
GH43_e183	GH43_4:57	3.2.1.99:2	arabinan	363	Bv_01045	627	2.9e-193	1	363	160	518	0.997245179063
GT2	GT2:5	-	-	95	Bv_01106	303	2.9e-31	1	95	36	131	0.989473684211
GT2	GT2:10	-	-	131	Bv_01112	329	8.3e-55	1	129	9	137	0.977099236641
GT2	GT2:59	-	-	162	Bv_01114	321	5e-73	2	161	13	172	0.981481481481
PL10_e13	PL10_1:106|CE0:22|CE8:20|PL10:4|CE12:1	4.2.2.2:1	pectin	290	Bv_01159	713	6.2e-127	2	290	69	358	0.993103448276
CE8_e50	CE8:34|PL1_2:16|CBM6:4|PL9_1:1|CBM35:1|CBM88:1	-	-	292	Bv_01159	713	5.5e-17	6	181	411	590	0.599315068493
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan protein	540	Bv_01165	801	1.3e-262	1	540	39	570	0.998148148148
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	Bv_01207	864	8.5e-112	4	246	57	306	0.964143426295
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	xyloglucan, host glycan, host glycan	726	Bv_01316	818	4.5e-260	6	721	44	790	0.984848484848
GT26_e4	GT26:57	-	-	165	Bv_01610	232	1.3e-90	1	165	54	218	0.993939393939
GT4_e1422	GT4:5	-	-	136	Bv_01794	374	2.4e-78	1	136	203	338	0.992647058824
GT4_e127	GT4:34	-	-	145	Bv_01795	372	3.5e-54	1	144	197	339	0.986206896552
GT14_e11	GT14:11	-	-	253	Bv_01796	299	1.1e-135	1	253	6	250	0.99604743083
GH29_e63	GH29:296|CBM13:1	3.2.1.63:1|3.2.1.51:1	host glycan, host glycan	336	Bv_01814	441	6e-172	3	336	29	359	0.991071428571
GH28_e117	GH28:129	3.2.1.173:1	pectin	341	Bv_01837	434	3.7e-192	1	339	75	413	0.991202346041
GH105_e39	GH105:124|GH154:20|GH16_3:1|GH43_24:1	3.2.1.-:1	pectin	327	Bv_01853	373	2e-168	2	327	47	371	0.993883792049
GH154_e2	GH154:70|GH105:20|GH16_3:1	-	-	361	Bv_01854	420	5.3e-198	1	360	32	392	0.994459833795
GH2_e35	GH2:17|CBM57:15	3.2.1.31:1	beta-glucuronan	583	Bv_01855	856	8.1e-299	1	583	26	594	0.998284734134
CBM57_e12	CBM57:78|GH2:76|GH18:1	3.2.1.31:2	glycosidases	174	Bv_01855	856	1.8e-39	1	174	694	852	0.994252873563
GH33_e4	GH33:54	-	-	293	Bv_01871	662	2.4e-135	2	293	310	645	0.993174061433
GH2_e42	GH2:49|GH31:1	3.2.1.37:1	xylan	458	Bv_01879	1122	1.4e-220	1	458	67	520	0.997816593886
GH31_e67	GH31:41|GH2:1	-	-	442	Bv_01880	794	5.1e-242	1	442	228	656	0.997737556561
PL10_e4	PL10_2:93|PL10_1:1|PL10:1	-	-	275	Bv_01883	537	2.8e-131	2	274	123	404	0.989090909091
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	Bv_02053	539	1.9e-189	2	395	88	485	0.992424242424
GH28_e132	GH28:8	-	-	340	Bv_02229	625	8.7e-96	1	340	84	424	0.997058823529
GH43_e194	GH43_9:661|GH28:6|GH43:2|GH43_8:1	3.2.1.55:2	xylan	271	Bv_02229	625	4.2e-51	1	117	507	623	0.428044280443
GH43_e194	GH43_9:661|GH28:6|GH43:2|GH43_8:1	3.2.1.55:2	xylan	271	Bv_02230	343	6.2e-69	130	270	1	141	0.516605166052
CBM91_e0	CBM91:670|GH43_9:669|GH28:5|GH43:1	-	xylan	181	Bv_02230	343	7.3e-57	6	181	172	342	0.966850828729
GH115_e4	GH115:122	3.2.1.-:1	arabinogalactan protein	758	Bv_02233	780	0	3	757	23	775	0.994722955145
GH123_e16	GH123:156	3.2.1.53:2|3.2.1.-:1	host glycan, host glycan	534	Bv_02262	582	1.4e-254	2	533	47	580	0.994382022472
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bv_02273	807	2e-164	2	349	156	524	0.988603988604
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	Bv_02288	604	4.8e-260	3	558	44	600	0.978835978836
GH110_e12	GH110:219|CBM51:100|CBM16:1|CBM22:1	3.2.1.-:2	host glycan	565	Bv_02348	605	2.1e-270	2	565	26	594	0.996460176991
GT4_e3529	GT4:8	-	-	148	Bv_02467	356	6e-72	2	147	170	315	0.97972972973
GH105_e2	GH105:48	3.2.1.-:1	pectin	346	Bv_02721	399	5.8e-183	1	346	53	397	0.99710982659
GH140_e1	GH140:160	3.2.1.-:1	pectin	432	Bv_02722	489	1.2e-190	1	432	36	464	0.997685185185
GH143_e0	GH142:47|GH143:47	3.2.1.185:1|3.2.1.-:1	pectin	546	Bv_02811	1103	0	1	546	21	566	0.998168498168
GH142_e0	GH142:115|GH143:47	3.2.1.185:1|3.2.1.-:1	pectin	471	Bv_02811	1103	5.1e-242	1	470	629	1095	0.995753715499
CBM67_e27	CBM67:9|GH78:9	-	rhamnose	168	Bv_02812	918	3.2e-70	3	167	176	340	0.97619047619
GH78_e43	GH78:163|CBM67:8|GH137:1	3.2.1.40:1	alpha-rhamnoside	515	Bv_02812	918	2.1e-235	3	515	387	901	0.994174757282
PL1_e77	PL1_2:202|PL1:4	-	-	191	Bv_03002	577	1e-106	1	191	134	327	0.994764397906
PL1_e77	PL1_2:202|PL1:4	-	-	191	Bv_03004	560	1e-101	1	191	135	325	0.994764397906
GT4_e751	GT4:18	-	-	151	Bv_03036	388	8.7e-22	2	148	209	360	0.966887417219
GT2	GT2:18	-	-	143	Bv_03038	321	1.9e-59	1	132	10	153	0.916083916084
GT1_e137	GT1:124	-	-	306	Bv_03078	375	1.9e-116	2	305	21	322	0.990196078431
GT51_e160	GT51:316	-	-	185	Bv_03432	775	4.6e-85	1	185	58	240	0.994594594595
GH73_e10	GH73:59|CBM50:1	-	-	126	Bv_03484	208	1.1e-23	2	124	111	206	0.968253968254
GT4_e150	GT4:11	-	-	140	Bv_03542	364	4.3e-46	2	136	188	322	0.957142857143
GT11_e10	GT11:6	-	-	307	Bv_03547	275	2.8e-153	2	307	8	274	0.99348534202
GH2_e122	GH2:308|CBM57:2	3.2.1.31:1	beta-glucuronan	592	Bv_03951	679	4.2e-291	2	591	23	610	0.994932432432
GT4_e1502	GT4:20	-	-	157	Bv_04032	373	3.8e-70	3	157	184	339	0.980891719745
GT4_e1535	GT4:69	-	-	146	Bv_04037	415	4.6e-47	1	143	245	383	0.972602739726
GT2	GT2:6	-	-	125	Bv_04074	271	1.5e-66	1	124	8	131	0.984
GT4_e405	GT4:10	-	-	143	Bv_04078	393	3.6e-61	2	141	216	355	0.972027972028
GT2	GT2:6	-	-	140	Bv_04079	316	3.6e-75	1	140	11	151	0.992857142857
GT2	GT2:10	-	-	122	Bv_04086	280	1.5e-63	1	117	42	158	0.950819672131
CBM9_e3	CBM9:8	-	cellulose	197	Bv_04158	679	5.1e-64	1	176	48	221	0.888324873096
GH51_e19	GH51:1621	3.2.1.55:27	arabinan	489	Bv_04161	507	6e-241	2	489	19	507	0.99591002045
CE9_e7	CE9:187	-	-	374	Bv_04240	387	4.9e-214	1	374	6	379	0.997326203209
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	Bv_04241	834	0	2	606	25	631	0.995057660626
GH2_e80	GH2:380	3.2.1.25:4	beta-mannan	707	Bv_04246	855	0	3	705	29	734	0.992927864215
CE20_e16	CE20:217|CE0:1|GH33:1|CE3:1	-	-	283	Bv_04247	687	3.6e-135	1	283	300	580	0.996466431095
GH171_e3	GH171:806|GH3:1	-	-	343	Bv_04258	386	6.8e-156	1	343	43	386	0.997084548105
CE20_e6	CE20:16	-	-	232	Bv_00032	645	4e-82	1	230	99	529	0.987068965517
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan, xylan	668	Bv_00033	681	1.9e-293	78	667	79	649	0.881736526946
CE9_e7	CE9:187	-	-	374	Bv_00060	387	2.3e-206	1	374	6	378	0.997326203209
GH29_e10	GH29:112|CBM47:1	-	-	314	Bv_00106	679	1.3e-166	2	314	24	336	0.993630573248
GH109_e5	GH109:463	-	-	399	Bv_00110	516	1.7e-184	1	397	64	473	0.992481203008
GH92_e24	GH92:64	-	-	535	Bv_00139	1141	8.6e-254	1	535	597	1125	0.998130841121
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	Bv_00153	992	5.1e-111	3	226	108	326	0.986725663717
GH105_e7	GH105:159|CE12:9	3.2.1.172:1	pectin	331	Bv_00160	471	4e-168	2	331	104	435	0.993957703927
GH43_e84	GH43_18:91|GH43_34:66|CBM32:58|GH42:9|CBM42:1|GH43_20:1|GH43:1	3.2.1.55:2	xylan	233	Bv_00188	784	1.8e-108	1	232	68	301	0.991416309013
GH43_e191	GH43_34:11|CBM32:8|CBM13:2	3.2.1.55:1	xylan	281	Bv_00188	784	2.7e-77	1	281	319	612	0.996441281139
CBM32_e123	CBM32:31|GH43_34:30|GH43_18:28	-	host glycan	106	Bv_00188	784	1e-53	1	106	679	784	0.990566037736
CE12_e37	CE12:111|GH106:1	-	-	206	Bv_00190	424	2.2e-107	1	206	175	380	0.995145631068
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	Bv_00221	817	1e-228	1	461	220	717	0.997830802603
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	Bv_00317	1075	0	3	866	84	940	0.996535796767
GH109_e5	GH109:463	-	-	399	Bv_00358	471	1.2e-196	1	398	58	461	0.994987468672
CBM50_e27	CBM50:203|GH23:1	-	chitin, peptidoglycan	43	Bv_00496	296	3.5e-21	1	42	254	295	0.953488372093
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	Bv_00517	819	1.7e-224	1	461	218	709	0.997830802603
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	Bv_00522	832	1.3e-183	3	467	366	829	0.991452991453
GT2	GT2:60	-	-	266	Bv_00555	329	2.4e-135	1	265	5	270	0.992481203008
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	Bv_00584	785	5.9e-88	1	221	129	353	0.990990990991
GH109_e5	GH109:463	-	-	399	Bv_00639	413	1.2e-187	1	398	14	412	0.994987468672
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan, beta-mannan	300	Bv_00640	333	3.4e-151	1	299	28	328	0.993333333333
GH163_e7	GH163:34	3.2.1.-:1	host glycan	253	Bv_00642	759	8.5e-151	1	253	225	477	0.99604743083
CE20_e20	CE20:241	-	-	236	Bv_00768	651	3.6e-105	1	235	103	543	0.991525423729
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	Bv_00785	738	4.5e-212	4	493	246	736	0.98987854251
CBM32_e18	CBM32:14	-	host glycan	112	Bv_00986	969	2.5e-41	1	112	241	351	0.991071428571
CE4_e51	CE4:30	-	-	123	Bv_01060	230	2.5e-66	1	122	37	158	0.983739837398
GH29_e37	GH29:86|CBM0:3|GH117:3|GH106:1	-	-	332	Bv_01084	461	7.4e-196	2	332	28	356	0.993975903614
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	Bv_01084	461	8.1e-17	25	108	368	444	0.761467889908
GT9_e65	GT9:196	-	-	249	Bv_01100	343	7e-100	1	249	73	321	0.995983935743
GT4_e1212	GT4:5	-	-	151	Bv_01108	392	7.6e-82	1	151	216	366	0.993377483444
GT2	GT2:14	-	-	114	Bv_01109	304	1.7e-47	1	108	4	112	0.938596491228
GH127_e2	GH127:26	-	-	532	Bv_01172	811	0	1	532	40	571	0.998120300752
GH63_e18	GH63:43	-	-	458	Bv_01414	644	5.4e-224	2	458	191	642	0.995633187773
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	Bv_01415	1058	0	8	866	69	923	0.990762124711
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan, alpha-glucan	689	Bv_01432	738	0	5	689	18	724	0.992743105951
GT30_e38	GT30:395	-	-	163	Bv_01535	406	2.8e-79	2	163	45	206	0.98773006135
GH24_e69	GH24:62	-	-	124	Bv_01637	159	1.1e-68	1	124	30	153	0.991935483871
GH28_e80	GH28:246|GH105:15|CE8:1	-	-	368	Bv_01816	468	6.5e-175	1	366	74	443	0.991847826087
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	Bv_01818	408	6.3e-150	2	323	75	400	0.990740740741
GH2_e106	GH2:268|CBM32:3	3.2.1.-:1|3.2.1.23:1	pectin, beta-galactan	760	Bv_01838	970	0	1	760	53	841	0.998684210526
GH140_e1	GH140:160	3.2.1.-:1	pectin	432	Bv_01861	487	1.8e-189	1	432	39	466	0.997685185185
CE8_e77	CE8:7|PL1:6|PL9_1:1	4.2.2.-:1	-	285	Bv_01873	506	1.4e-30	2	279	201	468	0.971929824561
GH89_e7	GH89:90	-	-	658	Bv_01927	717	0	1	657	56	713	0.996960486322
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	Bv_02051	554	9.2e-137	1	269	38	307	0.996282527881
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	Bv_02051	554	7.7e-74	1	194	341	552	0.989743589744
GH165_e0	GH165:44	-	-	536	Bv_02097	558	1.5e-280	2	536	29	558	0.996268656716
GH84_e9	GH84:335|CBM32:3	3.2.1.169:1	host glycan	294	Bv_02135	737	2.8e-157	1	293	150	441	0.993197278912
GH28_e133	GH28:82|PL11_1:1	3.2.1.67:1	pectin	363	Bv_02224	471	4.2e-191	1	360	78	434	0.988980716253
GH2_e31	GH2:132|GH43_24:3	-	-	562	Bv_02232	797	3.9e-241	2	562	29	578	0.996441281139
GH109_e5	GH109:463	-	-	399	Bv_02373	329	1.4e-17	1	194	4	185	0.483709273183
GT2	GT2:8	-	-	163	Bv_02466	312	1.6e-45	1	161	8	164	0.981595092025
GT2	GT2:387	-	-	162	Bv_02713	317	4.7e-81	1	162	5	167	0.993827160494
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	Bv_02720	814	0	2	730	21	752	0.979811574697
GT2	GT2:11|GT4:1	-	-	129	Bv_02731	272	1.8e-57	1	129	5	133	0.992248062016
GT4_e2291	GT4:27	-	-	150	Bv_02735	365	5.9e-69	4	149	185	330	0.966666666667
GT4_e3187	GT4:10	-	-	143	Bv_02740	329	3.9e-68	1	143	160	302	0.993006993007
GT4_e1682	GT4:27	-	-	144	Bv_02743	375	3.7e-34	1	135	203	337	0.930555555556
GH2_e106	GH2:268|CBM32:3	3.2.1.-:1|3.2.1.23:1	pectin, beta-galactan	760	Bv_02776	946	0	1	760	41	828	0.998684210526
CE20_e10	CE20:99	-	-	256	Bv_02778	480	9.2e-118	1	256	111	371	0.99609375
GH28_e10	GH28:407|CE8:1|CE19:1|GH43_18:1	3.2.1.67:1	pectin	343	Bv_02813	443	4.8e-141	2	341	52	420	0.98833819242
GH133_e1	GH133:236	-	-	351	Bv_02857	646	6e-167	2	351	289	637	0.994301994302
GT4_e602	GT4:97	-	-	147	Bv_02858	421	2.3e-70	1	144	241	384	0.972789115646
GH31_e16	GH31:50	3.2.1.20:1	starch	433	Bv_03018	748	2.8e-256	1	433	284	716	0.997690531178
GT2	GT2:16	-	-	181	Bv_03042	270	2.5e-78	1	181	7	185	0.994475138122
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	Bv_03123	664	4.5e-20	13	89	42	122	0.826086956522
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	Bv_03123	664	1e-144	1	310	199	523	0.996774193548
GT11_e40	GT11:171|GT6:2|GT2:1	2.4.1.69:1	-	283	Bv_03301	281	4.8e-89	3	282	4	278	0.985865724382
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bv_03340	768	1.5e-153	2	349	154	504	0.988603988604
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	Bv_03418	675	4e-27	1	89	56	140	0.988764044944
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	Bv_03418	675	2.2e-145	1	293	225	516	0.996587030717
GT2	GT2:13	-	-	155	Bv_04073	315	2.5e-53	1	154	6	171	0.987096774194
GH29_e6	GH29:225	3.2.1.51:1	host glycan	314	Bv_04159	449	2.9e-156	4	314	32	340	0.987261146497
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bv_04243	684	2.3e-158	2	349	142	491	0.988603988604
CBM32_e198	CBM32:19|GH20:19	-	host glycan	96	Bv_04243	684	1.2e-25	2	94	578	669	0.958333333333
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	Bv_00034	864	3.5e-272	2	644	37	844	0.993808049536
GH43_e82	GH43_10:63|CBM6:1	3.2.1.55:1	xylan	267	Bv_00035	527	2.4e-151	1	267	27	295	0.996254681648
CBM91_e4	CBM91:98|GH43_10:98|CE6:5|CBM6:3|GH43_29:1	-	xylan	204	Bv_00035	527	1.7e-102	1	202	324	525	0.985294117647
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bv_00089	768	9.7e-143	2	349	159	515	0.988603988604
GH110_e12	GH110:219|CBM51:100|CBM16:1|CBM22:1	3.2.1.-:2	host glycan	565	Bv_00109	592	8.4e-278	2	563	26	592	0.992920353982
GH3_e98	GH3:174|CE6:1	3.2.1.21:2|3.2.1.37:1	beta-glucan, xylan	223	Bv_00138	788	1.1e-113	1	223	136	358	0.995515695067
GH97_e24	GH97:162	-	-	600	Bv_00140	644	2.3e-268	4	599	19	626	0.991666666667
GH88_e24	GH88:141|GH92:7|GH28:1	-	-	324	Bv_00144	408	2.4e-165	3	324	74	396	0.990740740741
PL11_e0	PL11_1:1283|CBM2:80|CE12:47|PL11:27|CBM35:19|CBM13:13|PL11_2:8|CBM3:6|CBM37:2|GH28:1|GH128:1|CBM0:1|CBM84:1|CBM88:1|CBM5:1|CBM66:1|GH44:1|GH105:1|CBM10:1	4.2.2.23:15|4.2.2.24:5	pectin, pectin	607	Bv_00161	635	6.4e-266	2	575	32	624	0.943986820428
GH28_e133	GH28:82|PL11_1:1	3.2.1.67:1	pectin	363	Bv_00162	462	1.6e-200	1	362	78	436	0.994490358127
PL11_e0	PL11_1:1283|CBM2:80|CE12:47|PL11:27|CBM35:19|CBM13:13|PL11_2:8|CBM3:6|CBM37:2|GH28:1|GH128:1|CBM0:1|CBM84:1|CBM88:1|CBM5:1|CBM66:1|GH44:1|GH105:1|CBM10:1	4.2.2.23:15|4.2.2.24:5	pectin, pectin	607	Bv_00169	608	2.9e-234	4	567	20	608	0.927512355848
GH2_e41	GH2:131	3.2.1.31:2	beta-glucuronan	481	Bv_00170	992	2.5e-275	3	481	16	493	0.993762993763
