OTU	StableState	SampleIdx	ExcludedCluster
B_uniformis	24142140.914593402	190	None
B_vulgatus	108770908.52456196	190	None
C_aerofaciens	2327192.333969061	190	None
C_scindens	5823333.58351357	190	None
C_spiroforme	434907.94450486806	190	None
D_longicatena	155366.15141780683	190	None
P_distasonis	20459759.360269174	190	None
R_obeum	17787281.227493618	190	None
B_caccae	54485310.88433233	200	None
B_cellulosilyticus_WH2	206756690.23249602	200	None
B_ovatus	52694874.54993005	200	None
B_thetaiotaomicron	48684051.19984527	200	None
B_uniformis	24478992.30622282	200	None
B_vulgatus	102628947.27515778	200	None
C_aerofaciens	2866046.213025246	200	None
C_scindens	6608756.051185697	200	None
C_spiroforme	498555.8048305548	200	None
D_longicatena	66838.35273191018	200	None
P_distasonis	23403583.884079374	200	None
R_obeum	17105273.565315355	200	None
B_caccae	54804146.04081553	210	None
B_cellulosilyticus_WH2	230264540.19615838	210	None
B_ovatus	47007583.196341485	210	None
B_thetaiotaomicron	40691842.87138809	210	None
B_uniformis	24301405.323307313	210	None
B_vulgatus	82120800.93326005	210	None
C_aerofaciens	2476403.3563355943	210	None
C_scindens	5587523.598798657	210	None
C_spiroforme	298405.0329786187	210	None
D_longicatena	97635.06111421608	210	None
P_distasonis	19945776.28902364	210	None
R_obeum	16416066.322394855	210	None
B_caccae	46251034.727211244	220	None
B_cellulosilyticus_WH2	211949331.32499242	220	None
B_ovatus	50104972.03340604	220	None
B_thetaiotaomicron	43933365.28856329	220	None
B_uniformis	19614881.856617585	220	None
B_vulgatus	103642896.56978482	220	None
C_aerofaciens	2884032.7054276294	220	None
C_scindens	6022819.14870267	220	None
C_spiroforme	188943.59256901455	220	None
D_longicatena	181390.86196527482	220	None
P_distasonis	13917359.128857806	220	None
R_obeum	18112123.214502886	220	None
B_caccae	59749893.58339363	230	None
B_cellulosilyticus_WH2	220008604.51838878	230	None
B_ovatus	51389011.86116764	230	None
B_thetaiotaomicron	45089120.48308513	230	None
B_uniformis	19835579.545450374	230	None
B_vulgatus	100175615.71328953	230	None
C_aerofaciens	2301972.608393065	230	None
C_scindens	5752022.801485367	230	None
C_spiroforme	150357.91026362637	230	None
D_longicatena	69924.64889760707	230	None
P_distasonis	20052755.04810009	230	None
R_obeum	17161312.25154032	230	None
B_caccae	54951072.00430532	240	None
B_cellulosilyticus_WH2	184024837.00312573	240	None
B_ovatus	50535038.66070156	240	None
B_thetaiotaomicron	49092781.92706176	240	None
B_uniformis	16769917.527332172	240	None
B_vulgatus	83115416.04039331	240	None
C_aerofaciens	2153669.8135462794	240	None
C_scindens	6094479.774969757	240	None
C_spiroforme	120150.30937899488	240	None
D_longicatena	46775.60253580619	240	None
P_distasonis	18122529.66107388	240	None
R_obeum	17376291.678130433	240	None
B_caccae	36806715.68469565	250	None
B_cellulosilyticus_WH2	250175253.81075454	250	None
B_ovatus	55077368.58371562	250	None
B_thetaiotaomicron	49172088.6972281	250	None
B_uniformis	20901452.438177932	250	None
B_vulgatus	82032162.39147611	250	None
C_aerofaciens	1952549.471443215	250	None
C_scindens	6788169.598137443	250	None
C_spiroforme	88292.70511848887	250	None
D_longicatena	7839.868400587042	250	None
P_distasonis	15588835.402460067	250	None
R_obeum	19617122.817320954	250	None
B_caccae	37860994.66109212	260	None
B_cellulosilyticus_WH2	215298094.92183435	260	None
B_ovatus	52812441.182161205	260	None
B_thetaiotaomicron	50915153.110090025	260	None
B_uniformis	23134542.53608955	260	None
B_vulgatus	94872994.65572178	260	None
C_aerofaciens	2126465.6138066747	260	None
C_scindens	5679447.191953968	260	None
C_spiroforme	310590.5817131458	260	None
D_longicatena	41289.163300646826	260	None
P_distasonis	14635587.911396204	260	None
R_obeum	18645678.705389023	260	None
B_caccae	42699764.82778402	270	None
B_cellulosilyticus_WH2	208151194.44819936	270	None
B_ovatus	48024633.08830989	270	None
B_thetaiotaomicron	46645219.150952004	270	None
B_uniformis	23319612.553322617	270	None
B_vulgatus	89472811.68989554	270	None
C_aerofaciens	2039937.6353435866	270	None
C_scindens	3745086.1066680527	270	None
C_spiroforme	264364.6991820281	270	None
D_longicatena	792793.4798349993	270	None
P_distasonis	14844066.591234861	270	None
R_obeum	19002055.209850416	270	None
B_caccae	28579035.456033695	280	None
B_cellulosilyticus_WH2	201652702.10629678	280	None
B_ovatus	52876574.54546915	280	None
B_thetaiotaomicron	43956410.500620574	280	None
B_uniformis	24645888.467874505	280	None
B_vulgatus	82026366.48893161	280	None
C_aerofaciens	2439744.587390535	280	None
C_scindens	5718442.764345839	280	None
C_spiroforme	189329.8289786517	280	None
D_longicatena	110841.27538773345	280	None
P_distasonis	17029336.74994923	280	None
R_obeum	19648176.86857754	280	None
B_caccae	42967975.26299117	290	None
B_cellulosilyticus_WH2	186474127.64252374	290	None
B_ovatus	49676015.27623736	290	None
B_thetaiotaomicron	43223946.29829775	290	None
B_uniformis	25596610.386523932	290	None
B_vulgatus	89728868.1877395	290	None
C_aerofaciens	2845154.385939068	290	None
C_scindens	6645791.736344619	290	None
C_spiroforme	248735.56065607135	290	None
D_longicatena	260647.0571866082	290	None
P_distasonis	17399742.37240153	290	None
R_obeum	21829044.502967533	290	None
B_caccae	40398878.71827707	300	None
B_cellulosilyticus_WH2	191287055.8966648	300	None
B_ovatus	52360513.85534361	300	None
B_thetaiotaomicron	42656814.12065951	300	None
B_uniformis	24153537.56296458	300	None
B_vulgatus	84082110.50976406	300	None
C_aerofaciens	2881731.335160702	300	None
C_scindens	7568194.077257771	300	None
C_spiroforme	259833.1680903136	300	None
D_longicatena	47679.45336929789	300	None
P_distasonis	19024191.12278354	300	None
R_obeum	21301114.802353065	300	None
B_caccae	36744648.07634209	310	None
B_cellulosilyticus_WH2	206429755.74771377	310	None
B_ovatus	51467564.67419368	310	None
B_thetaiotaomicron	42331201.7119827	310	None
B_uniformis	23414884.784514222	310	None
B_vulgatus	74562145.37888618	310	None
C_aerofaciens	2087166.4981254255	310	None
C_scindens	6586865.573162527	310	None
C_spiroforme	440295.44704921247	310	None
D_longicatena	69760.43819554074	310	None
P_distasonis	16884314.10858588	310	None
R_obeum	20643253.229250334	310	None
B_caccae	43673200.85563129	320	None
B_cellulosilyticus_WH2	160132301.4985578	320	None
B_ovatus	55013977.54489422	320	None
B_thetaiotaomicron	47932895.928322986	320	None
B_uniformis	26130978.06658546	320	None
B_vulgatus	89996780.5201222	320	None
C_aerofaciens	1864717.9326471428	320	None
C_scindens	7100193.149716007	320	None
C_spiroforme	400991.53901716997	320	None
D_longicatena	86864.987155166	320	None
P_distasonis	23245382.69546483	320	None
R_obeum	18965183.999359697	320	None
B_caccae	43070388.43442198	330	None
B_cellulosilyticus_WH2	214149356.6622539	330	None
B_ovatus	51457220.89737959	330	None
B_thetaiotaomicron	44023245.97075023	330	None
B_uniformis	25002987.06317635	330	None
B_vulgatus	73986412.35163277	330	None
C_aerofaciens	2056645.5304266408	330	None
C_scindens	6376536.484025049	330	None
C_spiroforme	492160.81628407945	330	None
D_longicatena	84371.36366907234	330	None
P_distasonis	20193174.254039142	330	None
R_obeum	19348381.442939755	330	None
B_caccae	44938542.921618186	340	None
B_cellulosilyticus_WH2	169134227.98155957	340	None
B_ovatus	56172578.796960756	340	None
B_thetaiotaomicron	42163162.01112161	340	None
B_uniformis	25019278.845126327	340	None
B_vulgatus	81944210.59848814	340	None
C_aerofaciens	2677010.2445578966	340	None
C_scindens	6557252.673393894	340	None
C_spiroforme	562877.275869946	340	None
D_longicatena	77286.48657205593	340	None
P_distasonis	23467047.285670217	340	None
R_obeum	21359568.568841036	340	None
B_caccae	54963786.20860589	350	None
B_cellulosilyticus_WH2	244113652.4705358	350	None
B_ovatus	54557951.768017195	350	None
B_thetaiotaomicron	46409569.385461	350	None
B_uniformis	18769617.38751327	350	None
B_vulgatus	78477689.3312985	350	None
C_aerofaciens	2517242.4391278774	350	None
C_scindens	6726985.3046388365	350	None
C_spiroforme	558346.4722150808	350	None
D_longicatena	28439.657299443134	350	None
P_distasonis	22776750.97406367	350	None
R_obeum	19440087.210159983	350	None
B_caccae	50880403.950080834	360	None
B_cellulosilyticus_WH2	202851760.22056296	360	None
B_ovatus	51684700.76336991	360	None
B_thetaiotaomicron	48782653.82288363	360	None
B_uniformis	30088100.21536895	360	None
B_vulgatus	71993473.33735482	360	None
C_aerofaciens	2894701.065028597	360	None
C_scindens	7196116.680458078	360	None
C_spiroforme	463962.0400006184	360	None
D_longicatena	74654.62709019627	360	None
P_distasonis	25647077.023383517	360	None
R_obeum	20121276.95259311	360	None
B_caccae	44184267.40389886	370	None
B_cellulosilyticus_WH2	178947101.3768031	370	None
B_ovatus	50890963.782173805	370	None
B_thetaiotaomicron	48997148.70809815	370	None
B_uniformis	27185013.47022308	370	None
B_vulgatus	72147063.07757798	370	None
C_aerofaciens	3372457.652720051	370	None
C_scindens	8132213.142708664	370	None
C_spiroforme	473758.51413500466	370	None
D_longicatena	17394.40597897147	370	None
P_distasonis	24601972.04840376	370	None
R_obeum	21288238.96076109	370	None
B_caccae	41705750.03051791	380	None
B_cellulosilyticus_WH2	196017990.2218109	380	None
B_ovatus	58611102.52441639	380	None
B_thetaiotaomicron	50922934.84286488	380	None
B_uniformis	25904443.40698709	380	None
B_vulgatus	72203622.57597016	380	None
C_aerofaciens	3156833.9554834515	380	None
C_scindens	5270758.0920356475	380	None
C_spiroforme	586153.2365644134	380	None
D_longicatena	215131.6959592131	380	None
P_distasonis	23015483.487269424	380	None
R_obeum	20721154.128000002	380	None
B_caccae	41998449.44309344	390	None
B_cellulosilyticus_WH2	169532899.66812477	390	None
B_ovatus	55914513.50406118	390	None
B_thetaiotaomicron	49334506.33994485	390	None
B_uniformis	29807042.066043414	390	None
B_vulgatus	68649595.0005379	390	None
C_aerofaciens	3035545.654799142	390	None
C_scindens	6653997.219486577	390	None
C_spiroforme	502539.6517984756	390	None
D_longicatena	102377.41891694833	390	None
P_distasonis	15279680.257092696	390	None
R_obeum	19981988.615383152	390	None
B_caccae	36455417.146256715	400	None
B_cellulosilyticus_WH2	240323033.7975785	400	None
B_ovatus	53128938.169880755	400	None
B_thetaiotaomicron	51463906.62535834	400	None
B_uniformis	34925258.61644919	400	None
B_vulgatus	76504364.38392662	400	None
C_aerofaciens	2673087.5120551963	400	None
C_scindens	7842257.999810104	400	None
C_spiroforme	418251.3680497477	400	None
D_longicatena	111872.82984936665	400	None
P_distasonis	14944082.747571502	400	None
R_obeum	22505500.418208785	400	None
B_caccae	36788403.0648188	410	None
B_cellulosilyticus_WH2	179886662.53076184	410	None
B_ovatus	56048538.00956079	410	None
B_thetaiotaomicron	49329220.65793927	410	None
B_uniformis	27263268.334369168	410	None
B_vulgatus	81781901.28364384	410	None
C_aerofaciens	2592027.956314959	410	None
C_scindens	5963242.835560211	410	None
C_spiroforme	505966.07209601975	410	None
D_longicatena	116119.80324002341	410	None
P_distasonis	17409704.185220618	410	None
R_obeum	19659318.90995171	410	None
B_caccae	37825771.11174396	420	None
B_cellulosilyticus_WH2	185783809.24235085	420	None
B_ovatus	52002381.80666549	420	None
B_thetaiotaomicron	50671935.671460725	420	None
B_uniformis	32305229.72972141	420	None
B_vulgatus	67636842.61403643	420	None
C_aerofaciens	2368968.676594852	420	None
C_scindens	5455796.218863867	420	None
C_spiroforme	460401.5352652144	420	None
D_longicatena	110330.0755205762	420	None
P_distasonis	16937396.47880522	420	None
R_obeum	20832391.826084424	420	None
B_caccae	46528590.59118292	430	None
B_cellulosilyticus_WH2	158861621.4387023	430	None
B_ovatus	51794396.16206995	430	None
B_thetaiotaomicron	47898737.21168477	430	None
B_uniformis	22920061.359411772	430	None
B_vulgatus	78597755.70380408	430	None
C_aerofaciens	2388524.802372728	430	None
C_scindens	4139790.540431725	430	None
C_spiroforme	432888.7809901817	430	None
D_longicatena	119359.70691805896	430	None
P_distasonis	16158951.405321322	430	None
R_obeum	23918726.911234442	430	None
B_caccae	46419969.24929162	440	None
B_cellulosilyticus_WH2	185465273.85842586	440	None
B_ovatus	46997581.08397671	440	None
B_thetaiotaomicron	46569592.30915498	440	None
B_uniformis	32385010.424551457	440	None
B_vulgatus	78122583.6324485	440	None
C_aerofaciens	1967662.719394055	440	None
C_scindens	5466111.269999572	440	None
C_spiroforme	507044.0674789912	440	None
D_longicatena	33732.34550631387	440	None
P_distasonis	16882312.033331074	440	None
R_obeum	24012913.997609586	440	None
B_caccae	47678743.286644146	450	None
B_cellulosilyticus_WH2	205457390.4496784	450	None
B_ovatus	49847766.91428284	450	None
B_thetaiotaomicron	47499005.684225686	450	None
B_uniformis	27098504.285582256	450	None
B_vulgatus	78529794.66307917	450	None
C_aerofaciens	2123164.5737432875	450	None
C_scindens	4857057.778304459	450	None
C_spiroforme	642010.6788390965	450	None
D_longicatena	80003.3625069015	450	None
P_distasonis	19368613.525729142	450	None
R_obeum	20045057.467887398	450	None
B_caccae	48398310.11673962	460	None
B_cellulosilyticus_WH2	173482478.6560474	460	None
B_ovatus	51512984.16329524	460	None
B_thetaiotaomicron	47226277.23651943	460	None
B_uniformis	25548596.050131727	460	None
B_vulgatus	85230631.68981813	460	None
C_aerofaciens	2050001.730222376	460	None
C_scindens	8020766.3988713445	460	None
C_spiroforme	359431.09826817876	460	None
D_longicatena	31660.955323625134	460	None
P_distasonis	19374985.40558884	460	None
R_obeum	18758629.85732083	460	None
B_caccae	44270759.72508859	470	None
B_cellulosilyticus_WH2	203914710.67228225	470	None
B_ovatus	51232048.97233408	470	None
B_thetaiotaomicron	48388301.242224656	470	None
B_uniformis	22504840.936438046	470	None
B_vulgatus	78779756.50167488	470	None
C_aerofaciens	2444136.9366027704	470	None
C_scindens	6943486.31259639	470	None
C_spiroforme	468214.95397573063	470	None
D_longicatena	62529.96760496464	470	None
P_distasonis	21155785.2363091	470	None
R_obeum	18881774.015445482	470	None
B_caccae	39007446.866243474	480	None
B_cellulosilyticus_WH2	179874717.86298394	480	None
B_ovatus	53635403.909800895	480	None
B_thetaiotaomicron	44981356.58478242	480	None
B_uniformis	25265347.55283233	480	None
B_vulgatus	92719927.19573186	480	None
C_aerofaciens	2037415.4457276291	480	None
C_scindens	6857007.365188284	480	None
C_spiroforme	460586.1454218217	480	None
D_longicatena	716.6607458647227	480	None
P_distasonis	21258422.900728468	480	None
R_obeum	18683222.151985493	480	None
B_caccae	47527422.56281216	490	None
B_cellulosilyticus_WH2	173738401.52084488	490	None
B_ovatus	53970462.598216	490	None
B_thetaiotaomicron	47057797.9315539	490	None
B_uniformis	26809284.172149386	490	None
B_vulgatus	84478790.30054231	490	None
C_aerofaciens	2406114.604842492	490	None
C_scindens	5672017.651681545	490	None
C_spiroforme	373806.026016499	490	None
D_longicatena	3730.7802513382426	490	None
P_distasonis	21064753.097339727	490	None
R_obeum	19335027.26551419	490	None
B_caccae	44150350.12653515	500	None
B_cellulosilyticus_WH2	192675088.55032924	500	None
B_ovatus	49516570.04703444	500	None
B_thetaiotaomicron	47505316.91296076	500	None
B_uniformis	26726491.346684895	500	None
B_vulgatus	79864006.47086294	500	None
C_aerofaciens	2702397.8938208306	500	None
C_scindens	4864643.125215058	500	None
C_spiroforme	310202.09722842363	500	None
D_longicatena	17323.49079564528	500	None
P_distasonis	19467303.02491858	500	None
R_obeum	24333821.874244995	500	None
B_caccae	46627165.98295913	510	None
B_cellulosilyticus_WH2	213334398.94232452	510	None
B_ovatus	45460547.30531211	510	None
B_thetaiotaomicron	51504054.156827204	510	None
B_uniformis	21375549.234642185	510	None
B_vulgatus	92180527.29793152	510	None
C_aerofaciens	3068856.560349245	510	None
C_scindens	5480572.324711622	510	None
C_spiroforme	294660.723170149	510	None
D_longicatena	237.44437667193753	510	None
P_distasonis	21153334.24863963	510	None
R_obeum	21646058.232938323	510	None
B_caccae	44515293.8805932	520	None
B_cellulosilyticus_WH2	146537745.77149567	520	None
B_ovatus	48619413.45760032	520	None
B_thetaiotaomicron	47749293.92977785	520	None
B_uniformis	23358559.504510928	520	None
B_vulgatus	98334299.20122771	520	None
C_aerofaciens	2018969.4693631658	520	None
C_scindens	5794637.475179615	520	None
C_spiroforme	118549.08964791088	520	None
D_longicatena	1363.846552464134	520	None
P_distasonis	23153041.502255842	520	None
R_obeum	20384924.490033258	520	None
B_caccae	42239394.50756899	530	None
B_cellulosilyticus_WH2	163110102.4762893	530	None
B_ovatus	48864895.897547044	530	None
B_thetaiotaomicron	51142103.59542302	530	None
B_uniformis	39905170.080045655	530	None
B_vulgatus	76488553.97460224	530	None
C_aerofaciens	1838523.3635687048	530	None
C_scindens	5041227.3063482735	530	None
C_spiroforme	318996.91964921984	530	None
D_longicatena	48921.01957003353	530	None
P_distasonis	21906027.11105834	530	None
R_obeum	23676328.82504889	530	None
B_caccae	43496384.69384843	540	None
B_cellulosilyticus_WH2	183268568.9486401	540	None
B_ovatus	50296813.72090158	540	None
B_thetaiotaomicron	51277863.1001472	540	None
B_uniformis	34715140.98891142	540	None
B_vulgatus	75604282.82957393	540	None
C_aerofaciens	2395633.23233775	540	None
C_scindens	5268095.533431815	540	None
C_spiroforme	384796.75641989603	540	None
D_longicatena	46423.69292476695	540	None
P_distasonis	19790916.374898866	540	None
R_obeum	21519550.00791921	540	None
B_caccae	41914448.30457623	550	None
B_cellulosilyticus_WH2	190799021.09031567	550	None
B_ovatus	47112158.38422587	550	None
B_thetaiotaomicron	50211293.83528318	550	None
B_uniformis	28354566.529791385	550	None
B_vulgatus	85963016.28395066	550	None
C_aerofaciens	2663409.0221041176	550	None
C_scindens	5622981.701239007	550	None
C_spiroforme	449205.00654021924	550	None
D_longicatena	2936.580429896827	550	None
P_distasonis	21564338.968916792	550	None
R_obeum	20861108.60905924	550	None
B_caccae	47131608.135401785	560	None
B_cellulosilyticus_WH2	159678332.92976016	560	None
B_ovatus	50001690.57921441	560	None
B_thetaiotaomicron	55027318.9481728	560	None
B_uniformis	25073237.5092619	560	None
B_vulgatus	87106235.35230142	560	None
C_aerofaciens	3173407.785825571	560	None
C_scindens	5512040.285806974	560	None
C_spiroforme	385552.37473698973	560	None
D_longicatena	706.8002326547439	560	None
P_distasonis	19396527.339758262	560	None
R_obeum	21593229.0774792	560	None
B_caccae	51531155.05820033	570	None
B_cellulosilyticus_WH2	146895061.5173712	570	None
B_ovatus	49833566.279732354	570	None
B_thetaiotaomicron	47541034.621968836	570	None
B_uniformis	26600855.71725361	570	None
