Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Bth_00242	QMW87295.1|GT1	100.0	375	0	0	1	375	1	375	4.2e-218	760.8
Bth_00260	QMW87311.1|GT2	100.0	247	0	0	1	247	1	247	1.9e-142	508.8
Bth_00271	BCA49576.1|PL27	97.0	202	6	0	1	202	1	202	2.1e-113	412.1
Bth_00272	AAO75370.1|PL27|4.2.2.-	100.0	467	0	0	1	467	4	470	7.2e-284	979.5
Bth_00273	AAO75371.1|GH43_24	100.0	582	0	0	1	582	1	582	0.0e+00	1189.9
Bth_00274	ALJ42646.1|GH43_24	100.0	493	0	0	1	493	1	493	3.1e-301	1037.3
Bth_00298	QMW87348.1|CBM32|GH35	100.0	779	0	0	1	779	1	779	0.0e+00	1640.9
Bth_00315	CAG7868751.1|GT106	50.2	546	261	3	4	547	30	566	2.0e-152	543.1
Bth_00316	ALJ42605.1|GH25	100.0	297	0	0	1	297	1	297	2.4e-171	605.1
Bth_00347	QMW87393.1|GH141	100.0	606	0	0	1	606	11	616	0.0e+00	1265.0
Bth_00348	AAO75446.1|GH31|3.2.1.20	100.0	748	0	0	1	748	1	748	0.0e+00	1601.6
Bth_00357	QQA06929.1|GH51	100.0	514	0	0	1	514	1	514	3.2e-309	1063.9
Bth_00358	QMW87404.1|GH146	100.0	802	0	0	1	802	1	802	0.0e+00	1654.8
Bth_00365	AXV50356.1|GH43_3	62.6	361	128	2	26	379	331	691	5.5e-133	478.0
Bth_00368	QMW87414.1|GH43_4	100.0	641	0	0	1	641	1	641	0.0e+00	1305.0
Bth_00375	QMW87420.1|GH43_4	100.0	513	0	0	1	513	1	513	0.0e+00	1092.0
Bth_00376	BCA49671.1|GH51	100.0	660	0	0	1	660	1	660	0.0e+00	1387.5
Bth_00377	AXH21506.1|GH43_29	100.0	314	0	0	1	314	8	321	1.2e-194	682.6
Bth_00387	CAI32746.2|GT4	52.4	433	167	5	6	438	1	394	2.6e-118	429.5
Bth_00389	VEJ19452.1|GT4	63.4	339	116	3	7	344	373	704	2.0e-113	412.9
Bth_00391	AOP03843.1|GT0	67.4	396	123	1	6	395	7	402	2.2e-156	555.8
Bth_00400	QMW87444.1|GT4	100.0	383	0	0	1	383	1	383	7.9e-220	766.5
Bth_00401	AAO75499.1|GT4	100.0	368	0	0	1	368	1	368	2.7e-217	758.1
Bth_00403	AAO75501.1|GT4	100.0	338	0	0	1	338	27	364	1.5e-198	695.7
Bth_00431	CAN65674.1|GH28	42.9	546	282	7	73	614	111	630	4.4e-122	442.6
Bth_00448	QMW87500.1|GH89	100.0	676	0	0	1	676	55	730	0.0e+00	1460.7
Bth_00456	ALJ42468.1|CE2	100.0	366	0	0	1	366	1	366	4.6e-217	757.3
Bth_00458	ALJ42470.1|CE20	100.0	884	0	0	1	884	1	884	0.0e+00	1874.0
Bth_00465	QMW87502.1|GH33	100.0	544	0	0	1	544	1	544	0.0e+00	1076.2
Bth_00466	QMW87503.1|GH20	100.0	670	0	0	1	670	1	670	0.0e+00	1401.0
Bth_00467	QMW87504.1|CE20	100.0	692	0	0	1	692	1	692	0.0e+00	1442.9
Bth_00468	AAO75565.1|GH2|3.2.1.25	100.0	864	0	0	1	864	1	864	0.0e+00	1803.1
Bth_00469	AAO75566.1|GH20|3.2.1.52	100.0	774	0	0	1	774	1	774	0.0e+00	1578.9
Bth_00470	AAO75567.1|GH20|3.2.1.52	100.0	691	0	0	1	691	1	691	0.0e+00	1417.1
Bth_00471	QUT70762.1|GH2	100.0	839	0	0	1	839	1	839	0.0e+00	1716.0
Bth_00481	AAO75578.1|GT0	100.0	404	0	0	1	404	1	404	1.2e-234	815.8
Bth_00483	QMW87520.1|GT2	100.0	313	0	0	1	313	1	313	2.0e-184	648.7
Bth_00488	AAO75585.1|GT4	100.0	368	0	0	1	368	1	368	1.1e-215	752.7
Bth_00489	QMW87526.1|GT2	100.0	274	0	0	1	274	1	274	1.6e-158	562.4
Bth_00516	BCA50619.1|GH20	100.0	767	0	0	1	767	1	767	0.0e+00	1583.2
Bth_00588	AAO75684.1|CBM50	100.0	588	0	0	1	588	1	588	0.0e+00	1174.1
Bth_00610	CAI32746.2|GT4	52.2	433	168	5	6	438	1	394	9.0e-119	431.0
Bth_00612	QQN33861.1|GT0	55.9	379	155	4	4	381	2	369	3.3e-115	419.1
Bth_00619	QMW87652.1|GT4	100.0	386	0	0	1	386	1	386	5.0e-222	773.9
Bth_00621	QMW87653.1|GT4	100.0	379	0	0	1	379	1	379	2.0e-215	751.9
Bth_00622	QMW87654.1|GT4	100.0	396	0	0	1	396	1	396	1.3e-236	822.4
Bth_00650	CAE6204650.1|GH28	51.3	600	282	4	2	592	745	1343	2.0e-177	626.3
Bth_00662	CAG7883609.1|GT1	57.0	901	354	6	3	901	170	1039	1.3e-284	983.0
Bth_00688	ALJ41809.1|CBM62	100.0	648	0	0	1	648	1	648	0.0e+00	1346.6
Bth_00701	AAO75782.1|CE9	100.0	388	0	0	1	388	1	388	1.6e-223	778.9
Bth_00702	AAO75783.1|CE9	100.0	390	0	0	1	390	1	390	6.8e-227	790.0
Bth_00709	QMW87725.1|GH97	100.0	671	0	0	1	671	1	671	0.0e+00	1414.4
Bth_00738	CAD7245033.1|GT58	62.6	505	151	6	5	502	1054	1527	1.7e-166	589.7
Bth_00765	AMJ20543.1|GH13_11	49.5	426	195	3	1	423	1	409	4.6e-112	408.7
Bth_00770	QMW87778.1|GT51	100.0	779	0	0	1	779	1	779	0.0e+00	1572.0
Bth_00784	AAO75864.1|GH2	100.0	682	0	0	1	682	1	682	0.0e+00	1435.6
Bth_00801	QMW87800.1|GH13_8	100.0	670	0	0	1	670	1	670	0.0e+00	1428.7
Bth_00803	QMW87802.1|GH13_38	100.0	565	0	0	1	565	1	565	0.0e+00	1199.5
Bth_00861	AVI59029.1|GT2	47.0	438	224	4	1	437	1	431	9.3e-108	394.4
Bth_00898	QQA06495.1|CBM32	100.0	440	0	0	1	440	1	440	8.4e-258	892.9
Bth_00905	ALR08738.2|GT83	43.7	588	315	7	3	580	2	583	9.5e-140	501.1
Bth_00919	ACT97502.1|GH78	87.2	227	29	0	812	1038	321	547	1.4e-104	385.2
Bth_00935	AGL63717.2|GT4	49.0	622	301	6	193	813	107	713	3.5e-164	582.8
Bth_00949	QMW87934.1|CBM50	100.0	487	0	0	1	487	1	487	2.4e-157	559.3
Bth_00969	CAG7903126.1|GH28	42.3	466	247	6	10	468	66	516	7.1e-104	381.7
Bth_01029	AAO76087.1|PL1_2	100.0	560	0	0	1	560	1	560	0.0e+00	1147.5
Bth_01032	ALJ42138.1|GH2	100.0	882	0	0	1	882	1	882	0.0e+00	1830.1
Bth_01033	AAO76091.1|GH139|3.2.1.-	100.0	803	0	0	1	803	1	803	0.0e+00	1693.7
Bth_01034	ALJ42140.1|CE20	100.0	477	0	0	1	477	1	477	7.9e-286	986.1
Bth_01035	AAO76093.1|GH106|3.2.1.40	100.0	1105	0	0	1	1105	1	1105	0.0e+00	2273.4
Bth_01041	AAO76099.1|GH2|3.2.1.-	100.0	950	0	0	1	950	1	950	0.0e+00	1992.6
Bth_01042	AAO76100.1|GH2|3.2.1.23	100.0	1092	0	0	1	1092	1	1092	0.0e+00	2283.4
Bth_01045	QMW88020.1|CBM57|GH137|GH2	100.0	1412	0	0	1	1412	7	1418	0.0e+00	2981.4
Bth_01046	QZU89134.1|GH138	100.0	899	0	0	1	899	1	899	0.0e+00	1862.0
Bth_01051	ALJ42159.1|GH78	100.0	729	0	0	1	729	1	729	0.0e+00	1531.9
Bth_01052	QQA06604.1|GH141	100.0	619	0	0	1	619	1	619	0.0e+00	1315.1
Bth_01053	ALJ42161.1|GH127	100.0	698	0	0	1	698	1	698	0.0e+00	1457.2
Bth_01059	ALJ42167.1|GH95	100.0	822	0	0	1	822	1	822	0.0e+00	1719.1
Bth_01060	QMW88032.1|GH105	100.0	400	0	0	1	400	1	400	1.7e-241	838.6
Bth_01061	BCA50077.1|GH140	100.0	483	0	0	1	483	1	483	3.7e-291	1003.8
Bth_01062	ALJ42170.1|GH33|GH78	100.0	1290	0	0	1	1290	1	1290	0.0e+00	2714.1
Bth_01063	AAO76121.1|PL0	100.0	506	0	0	1	506	1	506	7.5e-311	1069.3
Bth_01066	QMW88038.1|CE19	100.0	653	0	0	1	653	1	653	0.0e+00	1307.4
Bth_01067	AAO76125.1|GH28|3.2.1.67	100.0	445	0	0	1	445	1	445	5.9e-259	896.7
Bth_01068	QQA06617.1|GH78	100.0	953	0	0	1	953	1	953	0.0e+00	1966.0
Bth_01069	QMW88040.1|GH142|GH143	100.0	1109	0	0	1	1109	1	1109	0.0e+00	2346.2
Bth_01070	ALJ42178.1|GH43_18	100.0	309	0	0	1	309	1	309	1.6e-183	645.6
Bth_01072	QMW88042.1|PL1_2	100.0	579	0	0	1	579	1	579	0.0e+00	1215.7
Bth_01080	QMW88049.1|GH92	100.0	756	0	0	1	756	1	756	0.0e+00	1588.2
Bth_01081	QMW88050.1|GH130	100.0	322	0	0	1	322	1	322	1.1e-201	706.1
Bth_01083	AAO76142.1|GH163|3.2.1.-	100.0	734	0	0	1	734	1	734	0.0e+00	1528.1
Bth_01086	QMW88054.1|GH18	100.0	340	0	0	1	340	1	340	2.1e-208	728.4
Bth_01093	ALJ42200.1|GH18	100.0	364	0	0	1	364	1	364	4.0e-221	770.8
Bth_01097	BCA50046.1|GH18	100.0	375	0	0	1	375	1	375	5.0e-227	790.4
Bth_01100	QMW88067.1|GH20	100.0	773	0	0	1	773	1	773	0.0e+00	1588.2
Bth_01108	ABM98857.2|GT4	65.6	305	105	0	2	306	7	311	8.8e-121	437.2
Bth_01151	QMW88113.1|GT35	100.0	852	0	0	1	852	1	852	0.0e+00	1795.0
Bth_01214	AAO76273.1|GT2	100.0	299	0	0	1	299	1	299	2.8e-172	608.2
Bth_01215	QMW88174.1|GT2	100.0	395	0	0	1	395	1	395	8.7e-222	773.1
Bth_01225	AAO76282.1|GT0	100.0	372	0	0	1	372	1	372	1.4e-221	772.3
Bth_01226	QUT38194.1|GT2	100.0	314	0	0	1	314	1	314	5.4e-174	614.0
Bth_01228	QKH83901.1|GT4	59.6	374	146	4	1	373	1	370	3.2e-125	452.2
Bth_01229	AAO76286.1|GT101	100.0	303	0	0	1	303	1	303	3.7e-180	634.4
Bth_01230	QMW88187.1|GT4	100.0	384	0	0	1	384	1	384	1.6e-225	785.4
Bth_01231	AAO76288.1|GT2	100.0	283	0	0	1	283	1	283	1.8e-165	585.5
Bth_01233	AAO76290.1|GT2	100.0	1336	0	0	1	1336	1	1336	0.0e+00	2464.9
Bth_01247	QMW88200.1|GT51	100.0	248	0	0	1	248	1	248	2.5e-134	481.9
Bth_01275	CBA03971.1|GT30	57.4	383	158	1	6	388	2	379	1.2e-119	434.1
Bth_01314	AJY87077.1|GH43_29	50.4	522	245	3	1	511	432	950	3.5e-154	548.9
Bth_01338	QMW88279.1|GH18	100.0	508	0	0	1	508	1	508	1.3e-299	1031.9
Bth_01339	QMW88280.1|GH18	100.0	306	0	0	1	306	1	306	2.8e-175	618.2
Bth_01348	QMW88287.1|GT35	100.0	854	0	0	1	854	1	854	0.0e+00	1780.4
Bth_01349	AAO76401.1|GT3	100.0	553	0	0	1	553	1	553	0.0e+00	1150.2
Bth_01385	CAE6110940.1|CE8	41.7	566	291	10	19	576	253	787	7.7e-118	428.3
Bth_01401	QMW88334.1|GT2	100.0	270	0	0	1	270	1	270	7.4e-156	553.5
Bth_01402	AVI59029.1|GT2	47.0	438	224	4	1	437	1	431	1.2e-110	404.1
Bth_01405	AAO76451.1|GT4	100.0	367	0	0	1	367	1	367	1.3e-206	722.6
Bth_01408	QMW88341.1|GT2	100.0	285	0	0	1	285	1	285	4.4e-167	590.9
Bth_01413	AAO76459.1|GT4	100.0	389	0	0	1	389	1	389	2.9e-222	774.6
Bth_01414	QMW88347.1|GT2	100.0	345	0	0	1	345	1	345	1.5e-198	695.7
Bth_01496	ACU62277.1|GH35	59.1	384	157	0	5	388	4	387	4.2e-136	488.4
Bth_01506	QOF98253.1|GT2	64.6	415	147	0	387	801	6	420	3.8e-163	579.3
Bth_01511	AAO76290.1|GT2	37.4	680	373	8	151	782	659	1333	1.0e-128	464.9
Bth_01514	QCW79542.1|GH101	55.4	462	206	0	52	513	607	1068	1.8e-147	526.6
Bth_01537	AAO76579.1|GT2	100.0	390	0	0	1	390	1	390	5.7e-226	786.9
Bth_01603	QMW88515.1|CBM50|GH73	100.0	301	0	0	1	301	1	301	7.9e-175	616.7
Bth_01613	CAD7235639.1|GT2	44.8	542	290	6	10	549	135	669	3.8e-133	479.2
Bth_01692	QMW88593.1|GH20	100.0	519	0	0	1	519	1	519	0.0e+00	1105.9
Bth_01696	ALJ41003.1|GH29	100.0	606	0	0	1	606	1	606	0.0e+00	1247.3
Bth_01697	UML61023.1|GH2	100.0	1023	0	0	1	1023	1	1023	0.0e+00	2137.1
Bth_01698	AAO76734.1|GH20	100.0	776	0	0	1	776	1	776	0.0e+00	1597.8
Bth_01703	QQA10039.1|GH18	100.0	554	0	0	1	554	1	554	0.0e+00	1120.9
Bth_01717	AAO76752.1|GT2	100.0	269	0	0	1	269	1	269	5.5e-151	537.3
Bth_01718	ALJ40981.1|GT2	100.0	303	0	0	1	303	1	303	3.3e-168	594.7
Bth_01720	ALJ40979.1|GT2	100.0	330	0	0	1	330	1	330	1.0e-191	672.9
Bth_01721	QMW88617.1|GT25	100.0	242	0	0	1	242	1	242	6.7e-140	500.4
Bth_01735	QMW88629.1|GH13_14	100.0	668	0	0	1	668	1	668	0.0e+00	1382.9
Bth_01760	QCW79542.1|GH101	54.7	457	207	0	60	516	612	1068	4.7e-143	511.9
Bth_01784	ALJ40876.1|GT2	100.0	273	0	0	1	273	1	273	1.6e-153	545.8
Bth_01787	AAO76819.1|GT4	100.0	392	0	0	1	392	1	392	2.4e-224	781.6
Bth_01805	AHC21644.2|GH1	48.3	515	260	3	6	518	11	521	1.5e-136	490.3
Bth_01823	AMJ18631.1|GT2	48.1	1200	569	16	9	1182	3	1174	1.1e-309	1066.6
Bth_01828	BCG55022.1|GT2	66.9	369	122	0	45	413	6	374	1.9e-142	509.6
Bth_01835	ALJ40824.1|GH32	100.0	610	0	0	1	610	1	610	0.0e+00	1270.0
Bth_01836	ALJ40823.1|GH32	100.0	523	0	0	1	523	1	523	0.0e+00	1096.6
Bth_01839	AST56160.1|GH35	30.7	882	523	24	220	1037	714	1571	4.4e-108	396.7
Bth_01841	AAO76872.1|GH32|3.2.1.26|3.2.1.64|3.2.1.80	100.0	627	0	0	1	627	1	627	0.0e+00	1327.0
Bth_01844	QMW88731.1|GH2	100.0	1085	0	0	1	1085	1	1085	0.0e+00	2270.0
Bth_01845	AAO76876.1|GH92|3.2.1.-	100.0	751	0	0	1	751	1	751	0.0e+00	1562.7
Bth_01851	UML61169.1|CBM0	100.0	578	0	0	1	578	1	578	0.0e+00	1195.6
Bth_01852	AAO76883.1|GH2	100.0	1231	0	0	1	1231	1	1231	0.0e+00	2547.3
Bth_01853	QMW88739.1|GH95	100.0	1019	0	0	1	1019	1	1019	0.0e+00	2112.8
Bth_01854	AAO76885.1|GH3	100.0	853	0	0	1	853	1	853	0.0e+00	1744.9
Bth_01855	UML61173.1|CE20	100.0	572	0	0	1	572	1	572	0.0e+00	1095.9
Bth_01856	QQA09894.1|GH3	100.0	954	0	0	1	954	1	954	0.0e+00	1932.1
Bth_01857	UML61175.1|GH43_2	100.0	697	0	0	1	697	1	697	0.0e+00	1505.3
Bth_01909	QYO62262.1|GH13	64.1	343	121	1	1	343	1	341	1.1e-113	414.5
Bth_01923	QUT72155.1|GH29	100.0	438	0	0	1	438	1	438	9.5e-270	932.6
Bth_01955	QMW88818.1|GH97	100.0	662	0	0	1	662	1	662	0.0e+00	1381.3
Bth_01956	QMW88819.1|GH3	100.0	759	0	0	1	759	1	759	0.0e+00	1538.9
Bth_01957	QMW88820.1|GH43_17	100.0	327	0	0	1	327	1	327	5.7e-195	683.7
Bth_01962	AAO76985.1|GH92|3.2.1.-	100.0	730	0	0	1	730	4	733	0.0e+00	1533.5
Bth_01968	AAO76990.1|GH76	100.0	408	0	0	1	408	1	408	1.1e-248	862.4
Bth_02003	QCW79542.1|GH101	53.0	462	211	1	55	510	607	1068	1.4e-139	500.4
Bth_02169	UQC84824.1|GT2	59.0	344	140	1	16	358	1785	2128	2.2e-115	419.5
Bth_02191	ALJ40523.1|GH127	100.0	687	0	0	1	687	1	687	0.0e+00	1450.6
Bth_02199	QMW89044.1|GH92	100.0	1047	0	0	1	1047	1	1047	0.0e+00	2209.5
Bth_02205	AAO77218.1|GH92|3.2.1.-	100.0	1042	0	0	1	1042	1	1042	0.0e+00	2167.9
Bth_02206	AAO77219.1|GH43_24	100.0	345	0	0	1	345	1	345	9.3e-212	739.6
Bth_02207	ALJ40506.1|GH38	100.0	1141	0	0	1	1141	1	1141	0.0e+00	2352.0
Bth_02231	QUT40227.1|GH171	100.0	387	0	0	1	387	1	387	1.2e-228	795.8
Bth_02242	QMW84610.1|CBM20|GH77	100.0	893	0	0	1	893	1	893	0.0e+00	1891.3
Bth_02244	ALJ40470.1|GT4	100.0	323	0	0	1	323	1	323	9.1e-193	676.4
Bth_02247	AAO77258.1|GT2	100.0	342	0	0	1	342	1	342	3.9e-202	707.6
Bth_02287	UBD12100.1|GH2	99.6	278	1	0	1	278	917	1194	7.6e-164	580.1
Bth_02288	AAO77298.1|GH2	100.0	901	0	0	1	901	1	901	0.0e+00	1881.3
Bth_02289	AAO77299.1|GH29|3.2.1.111	100.0	484	0	0	1	484	1	484	1.7e-296	1021.5
Bth_02291	QMW89084.1|CBM0	100.0	316	0	0	1	316	1	316	3.2e-182	641.3
Bth_02296	AAO77306.1|GH92|3.2.1.113	100.0	758	0	0	1	758	1	758	0.0e+00	1605.5
Bth_02328	AWZ17133.1|GH13_30	33.5	1264	675	27	4	1227	406	1544	5.1e-183	646.0
Bth_02352	AAO77361.1|PL10_1	100.0	364	0	0	1	364	1	364	1.7e-216	755.4
Bth_02424	ASV45029.1|GH23	28.1	1860	1002	49	5	1767	1560	3180	7.0e-168	596.3
Bth_02477	AAO77485.1|GH28	100.0	482	0	0	1	482	1	482	1.3e-288	995.3
Bth_02536	AAO77539.1|CBM32|GH2	100.0	977	0	0	1	977	1	977	0.0e+00	2050.0
Bth_02543	QMW84889.1|GH3	100.0	1001	0	0	1	1001	1	1001	0.0e+00	1956.0
Bth_02561	QDT68860.1|GH117	41.9	649	318	15	4	606	2	637	4.1e-125	452.6
Bth_02562	QMW84906.1|GH20	100.0	655	0	0	1	655	1	655	0.0e+00	1345.1
Bth_02602	AAO77608.1|GT51	100.0	649	0	0	1	649	1	649	0.0e+00	1290.8
Bth_02623	QMW84969.1|GH78	100.0	1152	0	0	1	1152	1	1152	0.0e+00	2329.3
Bth_02624	QMW84970.1|GH78	100.0	881	0	0	1	881	1	881	0.0e+00	1848.9
Bth_02625	AAO77632.1|CE7	100.0	452	0	0	1	452	1	452	3.3e-273	944.1
Bth_02641	QBQ55251.1|CBM50	32.5	890	544	16	13	885	40	889	2.1e-106	391.0
Bth_02652	AAO77657.1|GH16_3	100.0	268	0	0	1	268	1	268	5.3e-162	573.9
Bth_02666	CAD7252417.1|GH13	55.9	583	248	6	129	706	341	919	6.2e-170	601.7
Bth_02724	QMW85063.1|GH97	100.0	649	0	0	1	649	1	649	0.0e+00	1332.8
Bth_02726	AAO77729.1|GH67	100.0	722	0	0	1	722	1	722	0.0e+00	1510.7
Bth_02727	AAO77730.1|GH76|3.2.1.101	100.0	517	0	0	1	517	1	517	9.7e-306	1052.4
Bth_02734	QMW85072.1|GH92	100.0	760	0	0	1	760	1	760	0.0e+00	1597.8
Bth_02736	QDM11358.1|GH76	100.0	376	0	0	1	376	10	385	8.3e-230	799.7
Bth_02737	AAO77739.1|GH125|3.2.1.-	100.0	481	0	0	1	481	1	481	9.1e-290	999.2
Bth_02766	QQA09150.1|CBM35|GH27	100.0	545	0	0	1	545	1	545	0.0e+00	1146.7
Bth_02787	ALJ39996.1|GH2	100.0	1001	0	0	1	1001	1	1001	0.0e+00	2088.2
Bth_02835	CAD7226128.1|GH38	34.5	725	420	13	8	697	1343	2047	1.1e-110	404.8
Bth_02839	CCO12868.2|GH1	44.0	1436	511	16	11	1402	5	1191	0.0e+00	1091.6
Bth_02861	ALJ39927.1|GT30	100.0	407	0	0	1	407	1	407	1.1e-243	845.9
Bth_02865	AAO77857.1|GH123	100.0	598	0	0	1	598	1	598	0.0e+00	1252.7
Bth_02946	QMW89124.1|GH16_3	100.0	372	0	0	1	372	1	372	5.7e-223	776.9
Bth_02947	AAO77931.1|GH18	100.0	347	0	0	1	347	1	347	1.7e-200	702.2
Bth_02975	QMW85283.1|GH36	100.0	718	0	0	1	718	4	721	0.0e+00	1497.3
Bth_02976	AAO77958.1|GH43_10|3.2.1.55	100.0	514	0	0	1	514	1	514	0.0e+00	1128.2
Bth_02978	QMW85286.1|GH3	100.0	759	0	0	1	759	1	759	0.0e+00	1527.3
Bth_02979	QMW85287.1|CBM32|GH2	100.0	987	0	0	1	987	3	989	0.0e+00	2077.8
Bth_02988	QMW85295.1|GT4	100.0	383	0	0	1	383	1	383	2.6e-223	778.1
Bth_02989	QMW85296.1|GT0	100.0	370	0	0	1	370	1	370	7.1e-218	760.0
Bth_02990	QMW85297.1|GT4	100.0	379	0	0	1	379	1	379	1.5e-226	788.9
Bth_02992	QMW85299.1|GT2	100.0	332	0	0	1	332	1	332	2.7e-192	674.9
Bth_02994	QQA08914.1|GT14	100.0	288	0	0	1	288	1	288	2.5e-170	601.7
Bth_02995	QMW85302.1|GT14	100.0	291	0	0	1	291	1	291	2.7e-172	608.2
Bth_02996	AAO77978.1|GT32	100.0	309	0	0	1	309	1	309	3.8e-180	634.4
Bth_02997	QMW85303.1|GT8	100.0	309	0	0	1	309	1	309	3.8e-180	634.4
Bth_02998	AAO77980.1|GT2	100.0	266	0	0	1	266	1	266	5.8e-153	543.9
Bth_03000	QMW85306.1|GT2	100.0	327	0	0	1	327	1	327	1.9e-190	668.7
Bth_03006	QMW85311.1|GT2	100.0	323	0	0	1	323	1	323	6.5e-191	670.2
Bth_03015	UML62205.1|CBM0	100.0	570	0	0	1	570	1	570	0.0e+00	1203.7
Bth_03018	QQA08893.1|GH43_31	100.0	330	0	0	1	330	1	330	5.6e-198	693.7
Bth_03021	AAO78004.1|GH43_31	100.0	327	0	0	1	327	1	327	1.0e-196	689.5
Bth_03024	QQA08888.1|GH43_3	100.0	325	0	0	1	325	1	325	2.1e-197	691.8
Bth_03025	QMW85329.1|GH159	100.0	341	0	0	1	341	1	341	3.4e-214	747.7
Bth_03032	AAO78014.1|GH116	100.0	848	0	0	1	848	1	848	0.0e+00	1789.6
Bth_03035	QMW85339.1|GH146	100.0	655	0	0	1	655	1	655	0.0e+00	1315.4
Bth_03036	AAO78018.1|GH106|GH43_26	100.0	1544	0	0	1	1544	1	1544	0.0e+00	3263.8
Bth_03037	AAO78019.1|GH88	100.0	402	0	0	1	402	1	402	1.2e-239	832.4
Bth_03040	QQA08873.1|GH154	100.0	407	0	0	1	407	1	407	1.4e-243	845.5
Bth_03045	AAO78027.1|GH105	100.0	360	0	0	1	360	1	360	2.0e-217	758.4
Bth_03046	QMW85350.1|GH2	100.0	604	0	0	1	604	1	604	0.0e+00	1278.5
Bth_03062	QQA08853.1|GT4	100.0	399	0	0	1	399	1	399	1.4e-232	808.9
Bth_03063	ADV42877.1|GT4	62.4	372	140	0	1	372	1	372	1.2e-127	460.3
Bth_03064	QQA08851.1|GT4	100.0	408	0	0	1	408	1	408	2.0e-237	825.1
Bth_03071	QLK59446.1|GT0	61.9	373	138	2	3	375	2	370	9.7e-130	467.2
Bth_03073	AAO78052.1|GT4	100.0	421	0	0	8	428	1	421	2.3e-252	874.8
Bth_03074	QMW85373.1|GT2	100.0	251	0	0	1	251	1	251	1.2e-147	526.2
Bth_03075	AAO78054.1|GH92|3.2.1.24	100.0	897	0	0	1	897	1	897	0.0e+00	1883.6
Bth_03076	AAO78055.1|GH76	100.0	396	0	0	1	396	1	396	6.6e-238	826.6
Bth_03086	AAO78064.1|GH115|3.2.1.-	100.0	789	0	0	1	789	1	789	0.0e+00	1606.3
Bth_03087	AAO78065.1|GH43_24	100.0	460	0	0	1	460	1	460	1.4e-284	981.9
Bth_03090	QMW85389.1|GH105|PL33_2	100.0	980	0	0	1	980	1	980	0.0e+00	2017.7
Bth_03091	QMW85390.1|PL8_3	100.0	719	0	0	1	719	3	721	0.0e+00	1503.8
Bth_03096	AAO78075.1|GH2	100.0	702	0	0	1	702	1	702	0.0e+00	1470.3
Bth_03097	ALJ39726.1|GH29	100.0	484	0	0	1	484	1	484	4.2e-295	1016.9
Bth_03140	QMW85435.1|GH3	100.0	863	0	0	1	863	1	863	0.0e+00	1759.6
Bth_03146	UML62323.1|CBM32	100.0	298	0	0	1	298	1	298	1.0e-174	616.3
Bth_03147	UBD12722.1|CBM32	100.0	968	0	0	1	968	1	968	0.0e+00	1860.1
Bth_03153	ALJ39699.1|GH154	100.0	415	0	0	1	415	1	415	1.3e-247	859.0
Bth_03157	QMW85450.1|GH30_6	100.0	520	0	0	1	520	1	520	0.0e+00	1085.9
Bth_03159	QMW85452.1|GH130	100.0	396	0	0	1	396	1	396	3.0e-238	827.8
Bth_03175	QMW85467.1|GH30_4	100.0	528	0	0	1	528	1	528	0.0e+00	1115.1
Bth_03182	QMW85474.1|GH18	100.0	321	0	0	1	321	1	321	9.3e-182	639.8
