HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT94.hmm	283	Bth_00621	379	9e-17	31	217	104	305	0.657243816254
CE9.hmm	373	Bth_00701	388	2.8e-112	1	373	5	378	0.997319034853
CE9.hmm	373	Bth_00702	390	4.7e-106	1	373	5	378	0.997319034853
GH97.hmm	631	Bth_00709	671	4e-236	4	630	13	666	0.992076069731
GT51.hmm	177	Bth_00770	779	2e-58	1	177	56	244	0.994350282486
GH2.hmm	752	Bth_00784	682	1.6e-105	26	498	27	596	0.627659574468
GH13_8.hmm	293	Bth_00801	670	2.3e-148	1	293	220	511	0.996587030717
GH13_38.hmm	375	Bth_00803	565	4e-186	1	375	33	400	0.997333333333
CBM32.hmm	124	Bth_00898	440	1e-18	6	122	306	432	0.935483870968
PL29.hmm	301	Bth_01028	1031	2.7e-21	36	275	103	329	0.794019933555
PL1_2.hmm	183	Bth_01029	560	3.4e-65	1	183	134	324	0.994535519126
GH2.hmm	752	Bth_01032	882	2.6e-94	27	514	43	642	0.647606382979
GH139.hmm	777	Bth_01033	803	0	4	775	2	802	0.992277992278
CE20.hmm	249	Bth_01034	477	4.6e-93	3	248	107	367	0.983935742972
GH106.hmm	824	Bth_01035	1105	4.3e-118	94	457	362	724	0.440533980583
GH2.hmm	752	Bth_01041	950	1.3e-129	35	745	40	830	0.94414893617
GH2.hmm	752	Bth_01042	1092	5.4e-230	29	750	52	976	0.958776595745
GH137.hmm	340	Bth_01045	1412	3.3e-159	2	340	20	368	0.994117647059
GH2.hmm	752	Bth_01045	1412	2.4e-76	21	387	371	814	0.48670212766
CBM57.hmm	147	Bth_01045	1412	2.5e-45	2	147	1080	1241	0.986394557823
GH138.hmm	907	Bth_01046	899	0	1	907	1	899	0.998897464168
GH78.hmm	504	Bth_01051	729	1.8e-115	3	489	186	680	0.964285714286
GH141.hmm	527	Bth_01052	619	1.8e-232	2	527	21	581	0.996204933586
GH127.hmm	524	Bth_01053	698	3.2e-192	1	524	44	607	0.998091603053
GH95.hmm	722	Bth_01059	822	2.2e-293	3	713	27	759	0.983379501385
GH105.hmm	332	Bth_01060	400	2.9e-121	5	332	49	396	0.984939759036
GH140.hmm	412	Bth_01061	483	2.7e-178	1	412	36	462	0.997572815534
CBM67.hmm	176	Bth_01062	1290	3.3e-38	3	170	144	329	0.948863636364
GH78.hmm	504	Bth_01062	1290	1e-160	6	504	357	887	0.988095238095
GH33.hmm	342	Bth_01062	1290	4e-39	13	328	920	1275	0.921052631579
CE19.hmm	332	Bth_01066	653	2.1e-141	2	331	118	449	0.990963855422
GH28.hmm	325	Bth_01067	445	1.1e-97	10	309	53	421	0.92
CBM67.hmm	176	Bth_01068	953	7.7e-35	27	172	200	355	0.823863636364
GH78.hmm	504	Bth_01068	953	1.3e-157	3	504	395	933	0.994047619048
GH143.hmm	556	Bth_01069	1109	2.1e-295	3	556	21	570	0.994604316547
GH142.hmm	479	Bth_01069	1109	1.2e-232	2	479	634	1101	0.995824634656
GH43_18.hmm	229	Bth_01070	309	2.9e-88	2	229	66	292	0.991266375546
PL1_2.hmm	183	Bth_01072	579	1.9e-64	1	183	135	328	0.994535519126
GH92.hmm	491	Bth_01080	756	1.7e-179	2	487	269	755	0.987780040733
GH130.hmm	296	Bth_01081	322	6.4e-95	1	296	19	317	0.996621621622
GH163.hmm	251	Bth_01083	734	6.6e-111	1	251	197	451	0.996015936255
GH20.hmm	337	Bth_01100	773	3.4e-124	9	335	154	507	0.967359050445
GT35.hmm	674	Bth_01151	852	3.9e-113	209	637	272	734	0.635014836795
GT2.hmm	170	Bth_01214	299	4.6e-17	1	169	8	182	0.988235294118
GT2.hmm	230	Bth_01215	395	2.1e-28	3	229	43	263	0.982608695652
GT2.hmm	170	Bth_01226	314	7.7e-36	1	153	9	163	0.894117647059
GT101.hmm	224	Bth_01229	303	3.7e-94	1	224	57	280	0.995535714286
GT4.hmm	160	Bth_01230	384	3.3e-41	13	159	208	353	0.9125
GT2.hmm	170	Bth_01231	283	4.3e-25	1	116	42	149	0.676470588235
GT2.hmm	230	Bth_01233	1336	8.2e-21	1	226	54	271	0.978260869565
GT51.hmm	177	Bth_01247	248	1.3e-53	12	176	60	223	0.926553672316
CE1.hmm	227	Bth_01314	514	1.9e-18	11	208	273	484	0.867841409692
GH18.hmm	296	Bth_01339	306	2.2e-18	27	172	66	246	0.489864864865
GT35.hmm	674	Bth_01348	854	7.6e-115	208	637	270	716	0.63649851632
GT3.hmm	637	Bth_01349	553	2.9e-130	1	346	13	347	0.541601255887
GT4.hmm	160	Bth_01405	367	7.5e-22	2	150	189	330	0.925
GT2.hmm	170	Bth_01408	285	4.2e-24	3	119	6	119	0.682352941176
GT4.hmm	160	Bth_01413	389	1.7e-26	7	160	210	360	0.95625
GT2.hmm	170	Bth_01414	345	6.8e-38	1	166	9	171	0.970588235294
GT2.hmm	170	Bth_01537	390	9.1e-16	1	166	57	223	0.970588235294
GH73.hmm	128	Bth_01603	301	3.1e-36	4	128	40	167	0.96875
GH20.hmm	337	Bth_01692	519	4.6e-106	14	336	143	477	0.955489614243
GH29.hmm	346	Bth_01696	606	1.1e-82	38	338	52	373	0.867052023121
CBM32.hmm	124	Bth_01696	606	7.4e-16	30	121	499	599	0.733870967742
GH2.hmm	752	Bth_01697	1023	1.6e-216	24	751	64	908	0.966755319149
GH20.hmm	337	Bth_01698	776	5.5e-116	8	336	158	517	0.973293768546
GH18.hmm	296	Bth_01703	554	6.6e-37	48	285	297	533	0.800675675676
GT2.hmm	170	Bth_01717	269	2.5e-28	6	131	9	135	0.735294117647
GT2.hmm	170	Bth_01718	303	1.1e-34	1	132	4	132	0.770588235294
GT2.hmm	170	Bth_01720	330	5.5e-33	1	148	10	160	0.864705882353
GT25.hmm	181	Bth_01721	242	9.4e-32	3	178	2	174	0.966850828729
GH13_14.hmm	289	Bth_01735	668	8.2e-118	1	289	202	526	0.996539792388
GT2.hmm	170	Bth_01784	273	9.7e-28	5	131	12	139	0.741176470588
GT4.hmm	160	Bth_01787	392	2.8e-29	12	135	222	344	0.76875
GH32.hmm	293	Bth_01835	610	4.6e-101	1	283	150	439	0.962457337884
GH32.hmm	293	Bth_01836	523	1.5e-42	2	282	53	350	0.955631399317
GH32.hmm	293	Bth_01841	627	8.5e-93	1	289	140	440	0.982935153584
GH2.hmm	752	Bth_01844	1085	5.3e-88	19	490	50	700	0.626329787234
GH92.hmm	491	Bth_01845	751	3.6e-167	3	491	212	733	0.993890020367
GH2.hmm	752	Bth_01852	1231	9e-90	10	587	227	1021	0.767287234043
GH95.hmm	722	Bth_01853	1019	6.5e-231	97	717	321	984	0.858725761773
GH3.hmm	216	Bth_01854	853	7.8e-70	4	215	64	305	0.976851851852
CE20.hmm	249	Bth_01855	572	1.4e-76	3	248	105	447	0.983935742972
GH3.hmm	216	Bth_01856	954	1.3e-70	4	213	206	426	0.967592592593
GH43_2.hmm	273	Bth_01857	697	4.5e-50	10	273	90	358	0.96336996337
GH43_2.hmm	273	Bth_01857	697	1.6e-127	1	273	423	689	0.996336996337
GH29.hmm	346	Bth_01923	438	9.4e-111	23	346	23	355	0.933526011561
GH97.hmm	631	Bth_01955	662	7.5e-210	4	630	11	661	0.992076069731
GH3.hmm	216	Bth_01956	759	3.8e-69	3	216	98	319	0.986111111111
GH43_17.hmm	266	Bth_01957	327	7.9e-98	1	265	49	306	0.992481203008
GH92.hmm	491	Bth_01962	730	5.3e-189	5	487	241	729	0.9816700611
GH76.hmm	358	Bth_01968	408	3.6e-85	2	346	47	395	0.960893854749
GH127.hmm	524	Bth_02191	687	1.5e-176	1	524	39	620	0.998091603053
GH92.hmm	491	Bth_02199	1047	6.3e-144	3	491	523	1041	0.993890020367
GH92.hmm	491	Bth_02205	1042	5.1e-144	2	491	526	1035	0.995926680244
GH43_24.hmm	246	Bth_02206	345	1.1e-102	2	246	52	309	0.991869918699
GH38.hmm	269	Bth_02207	1141	7.5e-22	1	258	297	568	0.955390334572
GH171.hmm	355	Bth_02231	387	2.2e-118	1	355	44	387	0.997183098592
CBM20.hmm	90	Bth_02242	893	2.8e-17	12	87	137	214	0.833333333333
GH77.hmm	494	Bth_02242	893	4.9e-157	1	490	240	885	0.98987854251
GT4.hmm	160	Bth_02244	323	7.9e-16	14	147	143	268	0.83125
GT2.hmm	170	Bth_02247	342	7.2e-26	1	132	4	131	0.770588235294
GH109.hmm	399	Bth_02254	491	1.6e-18	3	163	38	189	0.401002506266
GH2.hmm	752	Bth_02288	901	7.8e-189	20	590	221	894	0.757978723404
GH29.hmm	346	Bth_02289	484	1.3e-74	41	326	35	330	0.823699421965
CBM32.hmm	124	Bth_02291	316	4.6e-19	5	122	180	309	0.943548387097
GH92.hmm	491	Bth_02296	758	4e-184	3	491	236	741	0.993890020367
PL10_1.hmm	288	Bth_02352	364	2.7e-122	1	287	61	349	0.993055555556
GH28.hmm	325	Bth_02477	482	2.9e-36	59	307	194	450	0.763076923077
GH2.hmm	752	Bth_02536	977	2.7e-82	28	555	24	716	0.70079787234
CBM32.hmm	124	Bth_02536	977	2.3e-24	8	123	724	837	0.927419354839
GH3.hmm	216	Bth_02543	1001	3.8e-56	4	215	108	331	0.976851851852
GH20.hmm	337	Bth_02562	655	8.2e-110	8	336	142	479	0.973293768546
GT51.hmm	177	Bth_02602	649	6.8e-45	12	162	435	588	0.847457627119
CBM67.hmm	176	Bth_02623	1152	1.1e-32	12	167	343	514	0.880681818182
GH78.hmm	504	Bth_02623	1152	3.6e-173	5	504	569	1102	0.990079365079
CBM67.hmm	176	Bth_02624	881	1.6e-43	3	166	144	318	0.926136363636
GH78.hmm	504	Bth_02624	881	1.7e-158	2	503	347	856	0.994047619048
CE7.hmm	313	Bth_02625	452	6.9e-92	11	310	145	445	0.955271565495
GH16_3.hmm	230	Bth_02652	268	1.3e-54	1	230	36	262	0.995652173913
GH97.hmm	631	Bth_02724	649	1.6e-193	4	630	11	648	0.992076069731
GH67.hmm	669	Bth_02726	722	8e-279	2	666	27	693	0.992526158445
GH76.hmm	358	Bth_02727	517	1e-75	31	330	164	487	0.835195530726
GH92.hmm	491	Bth_02734	760	5e-178	2	491	237	742	0.995926680244
GH76.hmm	358	Bth_02736	376	9.2e-79	37	333	59	360	0.826815642458
GH125.hmm	402	Bth_02737	481	2.5e-187	2	402	70	466	0.995024875622
GH27.hmm	229	Bth_02766	545	5.7e-68	4	229	142	385	0.982532751092
GH2.hmm	752	Bth_02787	1001	4.7e-64	24	411	22	472	0.514627659574
GT30.hmm	177	Bth_02861	407	4.9e-48	10	176	43	205	0.937853107345
GH123.hmm	538	Bth_02865	598	1e-244	3	537	59	596	0.992565055762
GH16_3.hmm	230	Bth_02946	372	5.2e-58	3	229	138	367	0.982608695652
GH18.hmm	296	Bth_02947	347	2.2e-47	2	287	46	334	0.962837837838
GH36.hmm	688	Bth_02975	718	1.5e-211	2	687	26	701	0.995639534884
GH43_10.hmm	271	Bth_02976	514	1e-99	2	271	37	295	0.992619926199
CBM91.hmm	200	Bth_02976	514	2.5e-30	6	197	331	512	0.955
GH3.hmm	216	Bth_02978	759	1e-66	4	214	104	323	0.972222222222
GH2.hmm	752	Bth_02979	987	1.3e-89	43	579	61	757	0.712765957447
CBM32.hmm	124	Bth_02979	987	8.4e-25	12	122	736	844	0.887096774194
GT4.hmm	160	Bth_02988	383	2e-35	7	158	189	341	0.94375
GT4.hmm	160	Bth_02989	370	9.6e-18	11	152	198	341	0.88125
GT4.hmm	160	Bth_02990	379	1.2e-33	9	159	200	349	0.9375
GT2.hmm	170	Bth_02992	332	1.4e-38	1	133	9	149	0.776470588235
GT14.hmm	250	Bth_02994	288	5.1e-59	2	245	4	256	0.972
GT14.hmm	250	Bth_02995	291	2.4e-40	2	227	9	236	0.9
GT32.hmm	90	Bth_02996	309	1.5e-17	4	86	82	159	0.911111111111
GT8.hmm	257	Bth_02997	309	4.6e-46	29	255	5	252	0.879377431907
GT2.hmm	170	Bth_02998	266	4.2e-18	1	122	4	126	0.711764705882
GT2.hmm	170	Bth_03000	327	3.8e-32	1	115	8	120	0.670588235294
GT2.hmm	170	Bth_03006	323	1.7e-18	6	131	13	142	0.735294117647
GH93.hmm	307	Bth_03015	570	5.5e-62	2	277	62	332	0.895765472313
GH43_31.hmm	268	Bth_03018	330	5.2e-105	2	266	47	309	0.985074626866
GH43_31.hmm	268	Bth_03021	327	6.4e-110	2	266	45	306	0.985074626866
GH43_3.hmm	299	Bth_03024	325	4.3e-113	1	299	26	309	0.996655518395
GH159.hmm	219	Bth_03025	341	4.5e-64	1	218	32	260	0.990867579909
GH116.hmm	363	Bth_03032	848	1.3e-57	4	361	413	780	0.98347107438
GH146.hmm	503	Bth_03035	655	6.7e-173	1	503	50	571	0.998011928429
GH43_26.hmm	294	Bth_03036	1544	9.1e-95	1	294	27	326	0.996598639456
GH106.hmm	824	Bth_03036	1544	3.9e-181	94	652	539	1104	0.677184466019
GH88.hmm	329	Bth_03037	402	7.7e-129	3	329	67	392	0.990881458967
GH154.hmm	348	Bth_03040	407	4.2e-112	1	347	26	385	0.994252873563
GH105.hmm	332	Bth_03045	360	6.1e-90	9	332	46	358	0.972891566265
GH2.hmm	752	Bth_03046	604	6.5e-107	23	394	51	485	0.49335106383
GT4.hmm	160	Bth_03062	399	2.3e-40	5	151	209	354	0.9125
GT4.hmm	160	Bth_03064	408	4e-29	9	160	221	371	0.94375
GT4.hmm	160	Bth_03073	428	1.4e-25	18	153	258	391	0.84375
GT2.hmm	170	Bth_03074	251	9e-27	1	147	11	150	0.858823529412
GH92.hmm	491	Bth_03075	897	3.1e-162	2	491	410	891	0.995926680244
GH76.hmm	358	Bth_03076	396	1.2e-42	70	262	101	310	0.536312849162
GH115.hmm	697	Bth_03086	789	1.2e-250	4	697	26	777	0.994261119082
GH43_24.hmm	246	Bth_03087	460	3.2e-71	1	245	48	285	0.991869918699
GH105.hmm	332	Bth_03090	980	1.1e-83	10	332	48	365	0.969879518072
PL33_2.hmm	151	Bth_03090	980	5.6e-45	2	149	770	918	0.973509933775
PL8_3.hmm	249	Bth_03091	719	3.9e-112	1	249	345	597	0.995983935743
GH2.hmm	752	Bth_03096	702	1.2e-90	26	576	21	692	0.731382978723
GH29.hmm	346	Bth_03097	484	3.1e-96	11	345	23	382	0.965317919075
GH3.hmm	216	Bth_03140	863	2.2e-66	3	215	58	304	0.981481481481
CBM32.hmm	124	Bth_03147	968	2.2e-17	8	122	236	362	0.91935483871
GH154.hmm	348	Bth_03153	415	9.8e-104	1	346	30	392	0.991379310345
GH30_6.hmm	450	Bth_03157	520	2.2e-211	1	450	56	510	0.997777777778
GH130.hmm	296	Bth_03159	396	1.1e-92	2	296	50	362	0.993243243243
GH30_4.hmm	484	Bth_03175	528	9e-198	3	483	30	523	0.99173553719
GH18.hmm	296	Bth_03182	321	6.7e-37	40	289	65	311	0.841216216216
GH27.hmm	229	Bth_03198	503	6.5e-78	3	215	223	462	0.92576419214
GH32.hmm	293	Bth_03215	548	3.9e-81	1	291	121	406	0.98976109215
GH31.hmm	427	Bth_03218	712	8.4e-87	2	426	202	631	0.992974238876
GH31.hmm	427	Bth_03219	834	2.8e-148	1	427	234	684	0.997658079625
GH66.hmm	556	Bth_03220	592	9.6e-198	2	554	46	591	0.992805755396
GH2.hmm	752	Bth_03225	734	6.7e-101	12	412	39	498	0.531914893617
GH43.hmm	248	Bth_03227	376	8.5e-38	8	226	45	343	0.879032258065
GH51.hmm	630	Bth_03229	709	7.1e-74	111	541	267	708	0.68253968254
GH43_31.hmm	268	Bth_03241	329	1.5e-103	2	265	36	304	0.981343283582
GH2.hmm	752	Bth_03248	1133	1.6e-72	18	394	17	523	0.5
CE20.hmm	249	Bth_03259	479	3.6e-88	3	249	102	368	0.987951807229
GH92.hmm	491	Bth_03265	735	1.6e-193	3	491	237	730	0.993890020367
GH36.hmm	688	Bth_03266	718	1.1e-208	2	686	26	700	0.994186046512
CE20.hmm	249	Bth_03267	648	7.2e-44	3	132	101	244	0.518072289157
CE20.hmm	249	Bth_03267	648	1.9e-51	122	249	420	545	0.510040160643
GH95.hmm	722	Bth_03292	808	1.7e-251	3	716	25	771	0.987534626039
GH110.hmm	548	Bth_03298	568	8e-198	7	548	21	559	0.987226277372
GH97.hmm	631	Bth_03301	674	2.8e-185	3	630	15	670	0.993660855784
GH31.hmm	427	Bth_03308	1294	6.3e-58	212	427	459	683	0.503512880562
CE20.hmm	249	Bth_03310	477	1.6e-88	3	249	102	361	0.987951807229
GH95.hmm	722	Bth_03312	815	2e-276	13	717	54	792	0.975069252078
GH20.hmm	337	Bth_03318	774	6.4e-115	8	336	156	515	0.973293768546
GH2.hmm	752	Bth_03319	1024	2.9e-216	20	749	61	907	0.969414893617
CE4.hmm	130	Bth_03391	204	2.6e-25	4	110	21	123	0.815384615385
CE1.hmm	227	Bth_03433	255	2.9e-30	3	208	31	236	0.903083700441
GH2.hmm	752	Bth_03439	591	2e-91	25	489	34	584	0.617021276596
GH2.hmm	752	Bth_03440	1421	4.3e-233	16	750	54	926	0.976063829787
CBM32.hmm	124	Bth_03440	1421	5.8e-23	11	122	1149	1270	0.895161290323
CBM32.hmm	124	Bth_03440	1421	1.8e-22	13	122	1293	1415	0.879032258065
GH97.hmm	631	Bth_03441	650	8.1e-206	6	630	15	649	0.988906497623
GH31.hmm	427	Bth_03446	717	5.2e-135	2	413	180	602	0.962529274005
GH3.hmm	216	Bth_03447	825	1.4e-70	3	215	59	266	0.981481481481
GH76.hmm	358	Bth_03448	395	7.5e-70	22	332	55	374	0.865921787709
GH30_3.hmm	417	Bth_03461	493	8.4e-158	4	417	64	489	0.990407673861
GH3.hmm	216	Bth_03463	764	1.1e-66	4	214	67	297	0.972222222222
PL8_2.hmm	247	Bth_03472	1025	4.2e-86	1	247	618	862	0.995951417004
PL29.hmm	301	Bth_03476	868	8.3e-107	1	301	345	702	0.996677740864
GH2.hmm	752	Bth_03488	1036	3.5e-220	16	751	51	911	0.977393617021
GH88.hmm	329	Bth_03496	400	5.9e-130	6	328	70	393	0.978723404255
PL8_2.hmm	247	Bth_03498	953	8.4e-92	1	247	576	808	0.995951417004
GT9.hmm	225	Bth_03511	343	3.2e-33	4	217	73	319	0.946666666667
GT2.hmm	170	Bth_03514	679	2.1e-17	1	98	91	189	0.570588235294
GT2.hmm	170	Bth_03515	336	5e-36	1	124	11	132	0.723529411765
GT4.hmm	160	Bth_03517	413	5.2e-17	4	160	239	387	0.975
GT2.hmm	170	Bth_03519	329	1.6e-31	1	132	8	139	0.770588235294
GT2.hmm	170	Bth_03520	329	2.9e-33	1	117	8	122	0.682352941176
GT2.hmm	170	Bth_03521	326	1.5e-16	1	130	11	146	0.758823529412
GT14.hmm	250	Bth_03526	322	1.5e-52	2	245	34	291	0.972
GT2.hmm	170	Bth_03528	311	7.1e-36	1	162	5	162	0.947058823529
CE4.hmm	130	Bth_03536	262	2.4e-17	21	126	32	129	0.807692307692
GT2.hmm	170	Bth_03537	633	7.1e-19	1	145	404	556	0.847058823529
GT28.hmm	157	Bth_03600	372	7.2e-49	1	156	194	355	0.987261146497
GH43_26.hmm	294	Bth_03620	365	2.5e-97	1	294	34	343	0.996598639456
GH109.hmm	399	Bth_03623	460	2.3e-24	2	142	25	160	0.350877192982
GH109.hmm	399	Bth_03625	430	1.2e-34	3	163	41	192	0.401002506266
GH76.hmm	358	Bth_03654	492	3.3e-55	22	337	161	474	0.879888268156
GH2.hmm	752	Bth_03666	604	1.8e-107	23	394	50	484	0.49335106383
GH115.hmm	697	Bth_03667	982	2.9e-229	3	581	32	661	0.829268292683
GH43_26.hmm	294	Bth_03668	370	1.7e-109	1	294	36	345	0.996598639456
GH43_34.hmm	280	Bth_03669	637	4.6e-110	1	279	32	311	0.992857142857
GH43_3.hmm	299	Bth_03669	637	1.4e-114	1	299	337	620	0.996655518395
GH76.hmm	358	Bth_03674	428	8.6e-70	30	332	64	405	0.843575418994
GH76.hmm	358	Bth_03677	420	9.2e-73	30	333	60	399	0.846368715084
GH92.hmm	491	Bth_03680	763	5.8e-187	2	491	233	740	0.995926680244
GH125.hmm	402	Bth_03681	487	7.1e-187	2	402	72	472	0.995024875622
GH92.hmm	491	Bth_03683	653	2.3e-51	2	202	193	388	0.40733197556
GH92.hmm	491	Bth_03683	653	4.1e-65	231	485	393	650	0.517311608961
GH127.hmm	524	Bth_03684	687	1.5e-34	300	522	324	551	0.423664122137
CBM62.hmm	131	Bth_03696	522	6.4e-26	57	131	309	385	0.564885496183
CBM62.hmm	131	Bth_03696	522	4.2e-20	2	66	392	455	0.488549618321
GH144.hmm	404	Bth_03723	454	3.8e-192	2	403	33	445	0.992574257426
GH3.hmm	216	Bth_03724	771	2.2e-72	2	216	96	318	0.990740740741
GH109.hmm	399	Bth_03739	447	1.2e-29	3	167	39	199	0.411027568922
GH109.hmm	399	Bth_03741	441	2.6e-39	4	185	50	224	0.453634085213
CE9.hmm	373	Bth_03746	395	2e-118	2	373	7	389	0.994638069705
GH89.hmm	663	Bth_03748	732	7.4e-251	2	661	63	721	0.993966817496
CBM51.hmm	134	Bth_03750	660	6.6e-34	3	134	29	161	0.977611940299
GH27.hmm	229	Bth_03750	660	1.5e-68	4	229	373	636	0.982532751092
CE20.hmm	249	Bth_03755	474	4.5e-82	3	248	103	363	0.983935742972
GH20.hmm	337	Bth_03756	537	9.6e-109	8	336	141	481	0.973293768546
GH2.hmm	752	Bth_03757	920	2.7e-81	35	521	27	763	0.646276595745
CE15.hmm	269	Bth_03766	392	4.1e-20	5	268	60	384	0.977695167286
GT2.hmm	170	Bth_03780	814	5.1e-21	1	126	250	377	0.735294117647
GH35.hmm	307	Bth_03812	778	1.9e-119	1	306	36	348	0.99348534202
GH43_19.hmm	233	Bth_03813	323	9.6e-96	1	233	71	302	0.995708154506
GH43_9.hmm	272	Bth_03814	811	5.7e-122	3	272	25	288	0.988970588235
CBM91.hmm	200	Bth_03814	811	1.1e-20	5	198	310	485	0.965
GH43_19.hmm	233	Bth_03814	811	6.8e-80	1	233	537	792	0.995708154506
GH51.hmm	630	Bth_03815	825	9.3e-99	111	429	372	707	0.504761904762
GH31.hmm	427	Bth_03816	822	8e-135	1	427	219	710	0.997658079625
GH97.hmm	631	Bth_03818	647	2e-184	6	626	14	643	0.982567353407
GH43_34.hmm	280	Bth_03819	461	2.1e-73	1	280	29	302	0.996428571429
GH43_10.hmm	271	Bth_03822	453	5.3e-73	35	271	2	235	0.870848708487
CBM91.hmm	200	Bth_03822	453	4.4e-25	4	196	266	451	0.96
GH97.hmm	631	Bth_03823	638	4.4e-178	3	630	18	637	0.993660855784
GH29.hmm	346	Bth_03824	547	1.5e-103	2	346	13	432	0.994219653179
GH127.hmm	524	Bth_03833	668	1.5e-210	1	524	35	565	0.998091603053
GH43_34.hmm	280	Bth_03834	333	1.2e-99	1	280	30	325	0.996428571429
GH154.hmm	348	Bth_03836	673	2.2e-94	1	347	50	401	0.994252873563
GH16_3.hmm	230	Bth_03842	631	6.7e-64	1	230	29	280	0.995652173913
GH43_24.hmm	246	Bth_03842	631	6.1e-103	2	246	308	599	0.991869918699
GH43_24.hmm	246	Bth_03843	355	4.4e-103	2	245	49	304	0.987804878049
PL42.hmm	296	Bth_03844	431	2.2e-129	1	296	34	326	0.996621621622
GH105.hmm	332	Bth_03845	381	8e-81	5	331	46	372	0.981927710843
GT2.hmm	170	Bth_03852	404	1.2e-26	1	169	45	210	0.988235294118
GH13_36.hmm	314	Bth_03856	692	1.1e-136	1	314	80	540	0.996815286624
