dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH105_e39	GH105:124|GH154:20|GH16_3:1|GH43_24:1	3.2.1.-:1	pectin	327	Bth_03845	381	3e-182	2	327	50	374	0.993883792049
GT32_e25	GT32:7	2.4.1.-:1	-	83	Bth_03945	224	1.6e-48	1	82	21	102	0.975903614458
GT32_e31	GT32:8	2.4.1.-:1	-	79	Bth_03946	233	1.4e-38	4	79	29	103	0.949367088608
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan	401	Bth_03951	481	6.3e-218	2	401	71	467	0.995012468828
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	Bth_03952	387	2.7e-131	1	307	63	367	0.990291262136
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	Bth_03954	760	7.3e-258	2	509	239	743	0.996070726916
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	Bth_04137	761	2.1e-275	1	509	235	742	0.998035363458
GH18_e216	GH18:14	-	-	186	Bth_04165	476	1.1e-74	4	185	198	376	0.97311827957
GH38_e23	GH38:58	-	-	166	Bth_04252	849	7.3e-88	1	166	46	207	0.993975903614
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	Bth_04272	757	2.7e-242	2	509	236	740	0.996070726916
GH43_e300	GH43_8:29	-	-	276	Bth_04275	512	1.6e-164	1	276	28	304	0.996376811594
CBM91_e43	CBM91:31|GH43_8:30|GH43:1	-	xylan	178	Bth_04275	512	1.1e-26	1	178	332	508	0.994382022472
PL1_e95	PL1_2:52|PL1:3|CE8:2	-	-	191	Bth_04297	497	3.3e-89	1	191	93	281	0.994764397906
PL1_e95	PL1_2:52|PL1:3|CE8:2	-	-	191	Bth_04298	523	6.7e-86	1	191	115	306	0.994764397906
GH28_e133	GH28:82|PL11_1:1	3.2.1.67:1	pectin	363	Bth_04339	459	1.1e-196	1	362	78	436	0.994490358127
GH35_e15	GH35:43|GH53:1	3.2.1.23:1	pectin	345	Bth_04344	698	3.9e-141	2	344	46	400	0.991304347826
PL26_e0	PL26:692	4.2.2.24:1	pectin	860	Bth_04357	1098	0	1	857	240	1095	0.995348837209
CE12_e36	CE12:119|CBM13:1	-	-	217	Bth_04358	514	1.3e-86	1	217	36	256	0.995391705069
CE12_e36	CE12:119|CBM13:1	-	-	217	Bth_04358	514	5e-96	1	217	287	503	0.995391705069
GH105_e17	GH105:172|CE12:1	3.2.1.172:1	pectin	319	Bth_04359	386	2.6e-164	2	303	60	362	0.943573667712
GH105_e7	GH105:159|CE12:9	3.2.1.172:1	pectin	331	Bth_04361	465	5.1e-165	2	331	101	432	0.993957703927
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	Bth_04372	535	2.2e-188	2	393	83	478	0.987373737374
GH109_e5	GH109:463	-	-	399	Bth_04430	467	1.3e-198	1	398	54	457	0.994987468672
GT4_e602	GT4:97	-	-	147	Bth_04495	424	1.4e-73	2	145	244	387	0.972789115646
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bth_04528	809	6.4e-161	2	348	158	525	0.985754985755
PL12_e18	PL12_2:44	4.2.2.8:2|4.2.2.7:1	host glycan, host glycan	131	Bth_04854	666	1.1e-69	1	130	405	534	0.984732824427
GH13_e25	GH13_5:279|GH13:4|GH133:1|GH23:1|GT2:1|GT4:1|GT5:1	3.2.1.1:3	sucrose, starch	340	Bth_04889	481	4.2e-154	1	339	31	370	0.994117647059
GH18_e24	GH18:12|CBM32:1	-	-	182	Bth_04908	313	2.4e-102	1	181	58	236	0.989010989011
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan, host glycan	301	Bth_04913	580	1.9e-126	23	300	11	303	0.920265780731
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	Bth_04913	580	4.6e-22	5	108	326	425	0.94495412844
GT2	GT2:7	-	-	121	Bth_00049	131	3.3e-51	1	111	6	117	0.909090909091
GT4_e3479	GT4:25	-	-	152	Bth_00057	391	2.1e-69	1	151	208	358	0.986842105263
GH28_e12	GH28:34|CBM6:7|GH88:1	-	-	251	Bth_00131	1097	2.3e-137	3	251	194	441	0.988047808765
CBM6_e73	CBM6:28|GH28:7|CBM47:1	-	beta-glucan, xylan, cellulose	140	Bth_00131	1097	5.7e-43	2	139	958	1090	0.978571428571
GH146_e0	GH146:409|GH97:3|GH43_19:1|GH43_34:1|CBM13:1	3.2.1.185:1	arabinan	511	Bth_00142	641	1.5e-197	1	511	52	557	0.998043052838
GH88_e24	GH88:141|GH92:7|GH28:1	-	-	324	Bth_00152	406	2.3e-170	2	324	75	396	0.993827160494
GH43_e42	GH43_24:8	-	-	178	Bth_00273	582	1.1e-122	1	178	204	381	0.994382022472
CBM32_e51	CBM32:13|GH43_24:13	-	host glycan	129	Bth_00273	582	1.2e-27	10	128	456	575	0.914728682171
GT4_e3066	GT4:5	-	-	144	Bth_00400	383	1.2e-56	1	144	215	358	0.993055555556
CE20_e34	CE20:107	-	-	261	Bth_00458	884	6.7e-115	1	261	104	363	0.996168582375
GH2_e80	GH2:380	3.2.1.25:4	beta-mannan	707	Bth_00468	864	0	3	705	34	740	0.992927864215
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bth_00470	691	6.7e-162	2	349	150	499	0.988603988604
CBM32_e198	CBM32:19|GH20:19	-	host glycan	96	Bth_00470	691	3.2e-21	2	94	584	675	0.958333333333
GT2	GT2:21	-	-	221	Bth_00532	304	9e-29	67	201	71	201	0.606334841629
GT4_e999	GT4:11	-	-	152	Bth_00619	386	1.6e-27	3	151	218	357	0.973684210526
GT94_e2	GT94:12	-	-	292	Bth_00621	379	6.1e-28	18	291	93	377	0.934931506849
GH137_e0	GH137:122|CBM57:46|GH2:46|GH106:2	3.2.1.31:1|3.2.1.185:1	pectin	339	Bth_01045	1412	2.1e-161	1	338	22	368	0.994100294985
GH2_e99	GH2:100|CBM57:99|GH137:46	3.2.1.31:1|3.2.1.185:1	beta-glucuronan	459	Bth_01045	1412	1.4e-226	2	459	376	831	0.995642701525
CBM57_e0	CBM57:99|GH2:99|GH137:46	3.2.1.31:1|3.2.1.185:1	glycosidases	166	Bth_01045	1412	2.9e-72	1	166	1081	1242	0.993975903614
GH138_e1	GH138:46	-	-	896	Bth_01046	899	0	8	895	20	898	0.989955357143
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan, beta-mannan	300	Bth_01081	322	1.5e-151	1	299	20	317	0.993333333333
GH18_e37	GH18:97	-	-	235	Bth_01097	375	2.3e-94	1	235	60	334	0.995744680851
GH18_e101	GH18:7	-	-	174	Bth_01338	508	2.8e-118	1	174	212	385	0.994252873563
GH18_e46	GH18:12	-	-	181	Bth_01339	306	6.5e-90	1	180	67	248	0.988950276243
GT2	GT2:41|GT8:12	-	-	158	Bth_01414	345	7e-54	1	156	10	172	0.981012658228
GH20_e135	GH20:148|CBM0:1	-	-	355	Bth_01698	776	7e-173	1	354	159	517	0.994366197183
GT2	GT2:32	-	-	160	Bth_01717	269	1.5e-75	1	160	4	163	0.99375
GT4_e2447	GT4:18	-	-	144	Bth_01787	392	2.6e-44	2	131	222	353	0.895833333333
GH2_e119	GH2:25	-	-	560	Bth_01844	1085	0	1	560	52	613	0.998214285714
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	Bth_01845	751	1.5e-270	4	521	217	734	0.992322456814
GH43_e327	GH43_2:71|CBM6:10|GH43:10|CBM42:1|GH43_34:1|CBM35:1|GH43_29:1	3.2.1.55:2	xylan	267	Bth_01857	697	7.1e-143	1	267	424	690	0.996254681648
GH171_e3	GH171:806|GH3:1	-	-	343	Bth_02231	387	4.2e-153	1	342	45	387	0.99416909621
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	Bth_02242	893	2.2e-22	10	88	133	212	0.838709677419
GH77_e22	GH77:485|CBM20:400	2.4.1.25:5	starch	646	Bth_02242	893	0	1	645	241	884	0.996904024768
CBM13_e174	CBM13:8|GH2:8	-	xylan	150	Bth_02288	901	7.2e-72	1	150	36	186	0.993333333333
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	Bth_02288	901	4.6e-285	26	702	219	895	0.76557191393
GH28_e12	GH28:34|CBM6:7|GH88:1	-	-	251	Bth_02477	482	3.5e-122	2	250	201	449	0.988047808765
GT51_e93	GT51:245	-	-	151	Bth_02602	649	9e-72	2	151	436	585	0.986754966887
GH97_e5	GH97:103	3.2.1.22:1	alpha-glucan	633	Bth_02724	649	0	3	633	16	649	0.995260663507
GH76_e36	GH76:30	3.2.1.101:3	alpha-mannan	311	Bth_02727	517	1.8e-150	1	311	166	479	0.996784565916
GH27_e3	GH27:150|CBM35:84	3.2.1.22:1	alpha-galactan	234	Bth_02766	545	2.8e-104	1	233	143	384	0.991452991453
CBM35_e26	CBM35:84|GH27:84	3.2.1.22:1	xylan, beta-mannan, beta-galactan	104	Bth_02766	545	5.8e-43	2	103	442	541	0.971153846154
GH16_e59	GH16_3:12|GH16:5	3.2.1.-:1	carrageenan	227	Bth_02946	372	2.1e-124	1	227	139	368	0.995594713656
GH3_e6	GH3:76|GH89:3|CBM32:1	-	-	221	Bth_02978	759	1.9e-108	1	221	104	324	0.995475113122
GT4_e161	GT4:13	-	-	147	Bth_02989	370	1.2e-67	3	146	197	340	0.972789115646
GT14_e45	GT14:8	-	-	240	Bth_02995	291	2.5e-124	1	239	10	247	0.991666666667
GT2	GT2:8	-	-	120	Bth_02998	266	4.6e-48	1	119	5	125	0.983333333333
GT2	GT2:6	-	-	124	Bth_03000	327	4.9e-51	1	110	9	116	0.879032258065
GH93_e16	GH93:5|CBM13:1|CBM61:1	-	-	307	Bth_03015	570	1.6e-27	3	306	65	379	0.986970684039
GT4_e440	GT4:17	-	-	150	Bth_03064	408	1.3e-71	2	150	222	370	0.986666666667
GT4_e1535	GT4:69	-	-	146	Bth_03073	428	2.8e-65	2	145	248	391	0.979452054795
GH92_e40	GH92:5	3.2.1.24:1	host glycan	482	Bth_03075	897	1.5e-288	1	482	413	892	0.997925311203
GH18_e39	GH18:22	-	-	262	Bth_03182	321	5.5e-178	1	262	51	312	0.996183206107
GH27_e2	GH27:47	3.2.1.22:1	alpha-galactan	257	Bth_03198	503	2e-127	1	245	224	468	0.949416342412
GH31_e40	GH31:43	3.2.1.11:1|2.4.1.-:1	-	451	Bth_03219	834	4.2e-265	1	451	235	685	0.9977827051
GH66_e1	GH66:36	3.2.1.11:1	alpha-glucan	547	Bth_03220	592	0	1	546	47	592	0.99634369287
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	Bth_03225	734	2.5e-231	1	560	42	607	0.985890652557
GH43_e30	GH43:26	3.2.1.55:1	xylan	315	Bth_03227	376	1.2e-179	2	314	46	365	0.990476190476
GH2_e42	GH2:49|GH31:1	3.2.1.37:1	xylan	458	Bth_03248	1133	8e-232	1	458	71	528	0.997816593886
CE20_e20	CE20:241	-	-	236	Bth_03267	648	1.2e-104	2	235	103	545	0.987288135593
CE20_e10	CE20:99	-	-	256	Bth_03310	477	2.2e-95	1	256	103	361	0.99609375
GH30_e41	GH30_3:104|GH30:1	3.2.1.75:1	beta-glucan	426	Bth_03461	493	3.5e-246	2	425	66	489	0.992957746479
GT2	GT2:8	-	-	144	Bth_03537	633	2.3e-67	1	144	405	548	0.993055555556
GH76_e20	GH76:10	-	-	313	Bth_03654	492	1e-197	1	313	165	476	0.996805111821
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	Bth_03666	604	4.2e-256	3	559	44	600	0.980599647266
GH43_e5	GH43_26:84	-	-	310	Bth_03668	370	1.7e-180	1	310	37	346	0.996774193548
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	Bth_03680	763	7.9e-282	1	509	234	741	0.998035363458
CBM62_e1	CBM62:53	-	xyloglucan, arabinogalactan and galactomannan	89	Bth_03696	522	2.5e-30	6	86	309	388	0.898876404494
GH109_e2	GH109:143	-	-	391	Bth_03741	441	3e-29	2	172	52	215	0.434782608696
GH43_e194	GH43_9:661|GH28:6|GH43:2|GH43_8:1	3.2.1.55:2	xylan	271	Bth_03814	811	4.8e-122	2	271	26	289	0.992619926199
CBM91_e36	CBM91:62|GH43_9:59|GH43_19:31|GH43:3|GH43_34:2	-	xylan	176	Bth_03814	811	7.4e-65	1	175	311	485	0.988636363636
GH43_e186	GH43_19:87|GH43_9:78|GH43_34:6|GH97:3|GH43:3|GH43_18:1	-	-	231	Bth_03814	811	4.2e-94	1	231	538	793	0.995670995671
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	Bth_03815	825	2e-184	3	467	361	818	0.991452991453
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	Bth_03816	822	1.8e-226	1	461	220	711	0.997830802603
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan protein	540	Bth_03833	668	4.3e-261	1	540	36	566	0.998148148148
PL42_e0	PL42:75	4.2.2.-:2|3.2.1.-:2	arabinogalactan protein, arabinogalactan protein	292	Bth_03844	431	1.8e-156	1	292	35	327	0.996575342466
GT2	GT2:60	-	-	266	Bth_03852	404	2.7e-133	1	265	46	310	0.992481203008
GH76_e36	GH76:30	3.2.1.101:3	alpha-mannan	311	Bth_03961	525	4.6e-173	1	311	179	489	0.996784565916
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	Bth_04033	753	4.2e-270	9	521	220	734	0.982725527831
GH20_e106	GH20:152|CBM32:18	-	-	325	Bth_04042	661	2.3e-176	1	324	155	478	0.993846153846
GT19_e2	GT19:889	-	-	349	Bth_04183	378	1.1e-152	1	349	5	360	0.997134670487
GH92_e20	GH92:91	3.2.1.-:1	host glycan	482	Bth_04253	782	1.9e-265	1	482	291	773	0.997925311203
GH2_e98	GH2:93|CBM32:77	-	-	676	Bth_04254	1027	0	1	675	39	754	0.997041420118
CBM32_e133	CBM32:79|GH2:75|GH20:1	-	host glycan	112	Bth_04254	1027	5.2e-44	2	112	768	878	0.982142857143
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	Bth_04257	288	1.9e-39	3	202	43	274	0.966019417476
CBM32_e75	CBM32:9	-	host glycan	130	Bth_04315	392	3.5e-70	1	130	257	386	0.992307692308
GH43_e84	GH43_18:91|GH43_34:66|CBM32:58|GH42:9|CBM42:1|GH43_20:1|GH43:1	3.2.1.55:2	xylan	233	Bth_04336	986	4.6e-112	1	232	61	294	0.991416309013
GH42_e27	GH42:77|GH43_18:9	-	-	376	Bth_04336	986	3.3e-196	1	375	334	707	0.994680851064
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	Bth_04370	558	2.4e-136	1	269	40	310	0.996282527881
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	Bth_04370	558	7.8e-72	1	194	344	555	0.989743589744
GH109_e5	GH109:463	-	-	399	Bth_04439	419	3.5e-186	1	398	18	416	0.994987468672
CBM32_e18	CBM32:14	-	host glycan	112	Bth_04462	996	3.5e-31	2	112	244	353	0.982142857143
GT4_e2666	GT4:7	-	-	140	Bth_04471	577	2.2e-53	1	137	191	330	0.971428571429
GH89_e7	GH89:90	-	-	658	Bth_04550	736	0	2	657	67	729	0.995440729483
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bth_04583	546	2.7e-132	2	349	154	514	0.988603988604
PL33_e0	PL33_1:103	4.2.2.1:1	host glycan	147	Bth_04602	644	2.3e-72	1	145	431	575	0.979591836735
PL12_e7	PL12_2:28	4.2.2.7:1|4.2.2.8:1	host glycan, host glycan	132	Bth_04859	702	4.5e-57	1	132	430	567	0.992424242424
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	Bth_04914	801	2.1e-85	1	221	144	369	0.990990990991
GT2	GT2:10	-	-	224	Bth_00052	323	1.5e-41	1	197	7	200	0.875
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	Bth_00151	466	1.9e-106	48	269	2	225	0.82156133829
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	Bth_00151	466	4.1e-77	1	194	259	464	0.989743589744
GT2	GT2:377	-	-	167	Bth_00260	247	6.5e-88	1	167	9	175	0.994011976048
PL27_e0	PL27:44	4.2.2.-:3	-	607	Bth_00272	467	4.4e-220	154	606	1	460	0.744645799012
GH43_e146	GH43_24:9	3.2.1.145:1	arabinogalactan protein	246	Bth_00274	493	1.2e-163	1	246	46	291	0.99593495935
GH109_e7	GH109:31	-	-	390	Bth_00330	328	6.7e-17	18	181	24	185	0.417948717949
GH31_e16	GH31:50	3.2.1.20:1	starch	433	Bth_00348	748	3.3e-256	1	433	284	716	0.997690531178
GH43_e326	GH43_4:43	3.2.1.-:1|3.2.1.99:1	xylan, arabinan	313	Bth_00375	513	6.7e-196	1	313	61	373	0.996805111821
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	Bth_00376	660	3.2e-198	3	467	187	659	0.991452991453
GT4_e1576	GT4:5	-	-	150	Bth_00403	338	8.1e-83	1	150	162	311	0.993333333333
GH89_e5	GH89:72	-	-	660	Bth_00448	676	0	2	660	12	670	0.99696969697
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Bth_00469	774	3.7e-173	2	349	153	510	0.988603988604
GT2	GT2:14	-	-	114	Bth_00483	313	1.1e-47	1	113	7	121	0.982456140351
CBM50_e831	CBM50:84	-	chitin, peptidoglycan	44	Bth_00588	588	7.2e-19	1	43	33	74	0.954545454545
CBM50_e831	CBM50:84	-	chitin, peptidoglycan	44	Bth_00588	588	2.3e-19	1	43	87	129	0.954545454545
