dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	Ca_00007	748	1.4e-140	1	301	221	517	0.996677740864
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	Ca_00008	808	1.9e-300	1	709	96	807	0.994382022472
GT4_e426	GT4:30	-	-	146	Ca_00129	475	6.7e-65	1	146	287	437	0.993150684932
GT2	GT2:15	-	-	148	Ca_00144	335	2.2e-47	1	116	8	123	0.777027027027
GT4_e760	GT4:13	-	-	151	Ca_00146	427	3.3e-45	2	143	242	382	0.933774834437
GT28_e115	GT28:31	-	-	163	Ca_00312	371	6.3e-74	1	163	197	359	0.993865030675
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	Ca_00333	476	3e-219	1	469	3	472	0.995744680851
GT2	GT2:147	-	-	133	Ca_00338	343	8.6e-50	2	130	8	139	0.962406015038
CE19_e1	CE19:77	-	pectin	363	Ca_00755	328	1.9e-17	75	312	63	297	0.652892561983
GH32_e121	GH32:94	-	-	280	Ca_00848	460	4.1e-141	2	279	10	287	0.989285714286
GH5_e304	GH5:13|GH5_39:1	-	-	271	Ca_01051	353	8.3e-120	1	271	52	330	0.9963099631
GT51_e8	GT51:1294	-	-	175	Ca_01236	749	2.2e-65	6	174	79	247	0.96
GT2	GT2:20	-	-	126	Ca_01507	367	1.3e-57	1	125	13	137	0.984126984127
GT2	GT2:15	-	-	141	Ca_01508	346	3.1e-42	1	114	11	123	0.801418439716
GT2	GT2:11|GT111:2	-	-	179	Ca_01511	828	3.4e-47	1	159	293	447	0.882681564246
GT2	GT2:246|GT4:94|GT0:8|GT92:1	-	-	303	Ca_01511	828	3.7e-73	13	259	549	804	0.811881188119
CE4_e338	CE4:5	-	-	113	Ca_01652	468	7.9e-59	2	113	246	357	0.982300884956
GH4_e4	GH4:5108	3.2.1.122:13	sucrose	177	Ca_01694	442	1.2e-77	1	177	7	184	0.994350282486
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	Ca_01775	755	2.8e-247	2	710	81	754	0.994382022472
GH77_e1	GH77:1346|GT35:16	2.4.1.25:3	starch	479	Ca_01776	501	8.8e-201	1	478	10	486	0.995824634656
CBM50_e395	CBM50:9	-	chitin, peptidoglycan	48	Ca_01887	149	1.9e-21	1	48	99	147	0.979166666667
GT28_e66	GT28:15	-	-	141	Ca_01890	433	6.3e-72	1	141	258	398	0.992907801418
GT8_e252	GT8:86	-	-	256	Ca_02094	325	5e-107	1	255	3	255	0.9921875
GT2	GT2:5	-	-	110	Ca_02098	264	3.6e-55	1	110	10	119	0.990909090909
GT4_e2354	GT4:14	-	-	133	Ca_02100	758	1.9e-54	1	132	262	392	0.984962406015
GT4_e2354	GT4:14	-	-	133	Ca_02100	758	4.1e-27	41	133	645	733	0.691729323308
GH35_e23	GH35:1719|CBM13:1|CBM32:1	3.2.1.23:8|3.2.1.-:2|3.2.1.38:1	pectin, beta-galactan	313	Ca_02129	598	2.4e-143	1	312	11	328	0.993610223642
CE9_e85	CE9:1715	-	-	369	Ca_02137	389	1.6e-159	1	369	10	381	0.9972899729
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	Ca_02158	472	1.9e-211	1	470	2	469	0.997872340426
