dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH73_e88	GH73:188|CBM50:180	-	-	129	Pd_02179	302	1.4e-63	2	129	42	169	0.984496124031
CBM50_e762	CBM50:25|GH73:25	-	chitin, peptidoglycan	39	Pd_02179	302	3.1e-17	1	39	263	301	0.974358974359
CE11_e18	CE11:339	-	-	269	Pd_02184	461	3e-123	1	268	5	297	0.992565055762
GT2	GT2:7	-	-	128	Pd_02292	318	3.7e-46	1	111	8	117	0.859375
CBM9_e3	CBM9:8	-	cellulose	197	Pd_02364	372	7.8e-78	1	188	55	242	0.94923857868
GH23_e209	CBM50:31|GH23:31	-	-	140	Pd_02641	518	3.5e-78	1	140	128	267	0.992857142857
CBM50_e21	CBM50:32|GH23:31	-	chitin, peptidoglycan	42	Pd_02641	518	1.9e-16	2	41	382	421	0.928571428571
CBM50_e207	CBM50:163|GH23:159	-	chitin, peptidoglycan	42	Pd_02641	518	2.4e-16	1	42	474	516	0.97619047619
GT4_e1167	GT4:35	-	-	149	Pd_02862	375	2.4e-54	2	147	197	341	0.973154362416
GT4_e1579	GT4:9	-	-	147	Pd_02867	356	1.4e-62	1	147	177	325	0.993197278912
GT9_e65	GT9:196	-	-	249	Pd_02903	351	2.7e-105	3	249	75	320	0.987951807229
GT4_e2975	GT4:7	-	-	162	Pd_03014	415	6.4e-95	1	162	223	384	0.993827160494
GT2	GT2:17	-	-	142	Pd_03015	459	7.5e-50	1	112	11	122	0.781690140845
GH20_e112	GH20:103	3.2.1.52:1	host glycan	272	Pd_03033	672	4.2e-154	1	272	142	414	0.996323529412
GH43_e55	GH43_28:215|CBM32:62	-	-	269	Pd_03155	764	9.2e-127	1	269	238	503	0.996282527881
CBM32_e176	CBM32:54|GH43_28:54	-	host glycan	112	Pd_03155	764	4.3e-41	5	111	550	656	0.946428571429
CE4_e140	CE4:231	-	-	111	Pd_03168	203	3.4e-54	2	109	24	131	0.963963963964
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	Pd_03196	842	0	8	716	21	779	0.987447698745
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-glucan	208	Pd_03197	732	7.7e-97	1	208	63	282	0.995192307692
GH97_e27	GH97:56	-	-	640	Pd_03222	655	0	3	640	11	649	0.9953125
GH130_e20	GH130:130	3.2.1.197:4	-	311	Pd_03234	386	5e-168	2	311	72	381	0.993569131833
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	Pd_03276	957	9.6e-207	2	493	218	706	0.993927125506
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	Pd_03491	771	2.3e-206	2	494	262	755	0.995951417004
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	sucrose, starch, starch	320	Pd_03652	615	8.5e-160	1	319	163	483	0.99375
GH31_e29	GH31:141|CBM51:109|CBM32:95|CBM0:2	-	-	241	Pd_03653	1047	6.2e-112	1	241	667	900	0.995850622407
GH171_e3	GH171:806|GH3:1	-	-	343	Pd_03828	397	1.7e-153	1	343	45	389	0.997084548105
GT20_e1	GT20:8450	2.4.1.15:96	-	473	Pd_04058	745	2.2e-178	10	470	2	461	0.972515856237
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	Pd_00003	895	1.7e-23	3	89	2	86	0.924731182796
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	Pd_00003	895	4.6e-21	4	91	132	220	0.935483870968
GH77_e22	GH77:485|CBM20:400	2.4.1.25:5	starch	646	Pd_00003	895	8.5e-291	1	645	246	889	0.996904024768
GT4_e450	GT4:8	-	-	121	Pd_00033	364	3.8e-22	4	115	197	309	0.917355371901
GT4_e2430	GT4:8	-	-	109	Pd_00034	386	3.9e-39	2	109	197	311	0.981651376147
GT2	GT2:387	-	-	162	Pd_00182	316	5e-81	1	162	5	167	0.993827160494
GT5_e28	GT5:878	-	-	225	Pd_00221	274	8.1e-108	1	224	6	230	0.991111111111
CE9_e7	CE9:187	-	-	374	Pd_00245	401	2.6e-214	1	374	19	392	0.997326203209
CE9_e7	CE9:187	-	-	374	Pd_00246	388	7.1e-203	1	374	6	379	0.997326203209
GH38_e23	GH38:58	-	-	166	Pd_00253	856	2.7e-83	2	165	47	211	0.981927710843
CBM56_e2	CBM56:24|GH16_3:24|CBM32:1	3.2.1.39:1	beta-glucan	179	Pd_00346	547	5e-19	4	107	33	136	0.575418994413
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan	401	Pd_00378	490	7.1e-211	1	401	79	478	0.997506234414
GT4_e3175	GT4:6	-	-	149	Pd_00454	382	1.8e-66	2	148	203	349	0.979865771812
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Pd_00684	725	1.2e-153	2	349	121	472	0.988603988604
CBM32_e198	CBM32:19|GH20:19	-	host glycan	96	Pd_00684	725	2.8e-25	2	94	621	711	0.958333333333
GH84_e9	GH84:335|CBM32:3	3.2.1.169:1	host glycan	294	Pd_01186	837	3.4e-151	1	293	152	441	0.993197278912
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Pd_01317	783	4.8e-155	2	348	162	510	0.985754985755
GT2	GT2:18	-	-	131	Pd_01332	282	3.7e-69	1	131	43	173	0.992366412214
CBM67_e26	CBM67:52|GH78:52|CBM32:8|CBM13:1	-	rhamnose	183	Pd_01364	738	6.9e-80	1	182	34	214	0.989071038251
GH78_e30	GH78:58|CBM67:48|CBM32:8|CE15:2	3.2.1.40:2	alpha-rhamnoside	460	Pd_01364	738	2.1e-229	1	459	261	720	0.995652173913
GH43_e147	GH43_34:350|GH43_3:101|CBM66:38|GH92:10|CBM32:3|GH3:2|GH43:1|CBM84:1|CBM42:1	3.2.1.146:1	beta-galactan	280	Pd_01386	334	5e-135	1	279	38	317	0.992857142857
GT2	GT2:18|GT4:1	-	-	159	Pd_01463	325	2.5e-49	1	158	5	162	0.987421383648
GT2	GT2:59	-	-	260	Pd_01487	388	5e-114	1	252	9	261	0.965384615385
GH35_e43	GH35:828|CBM32:242|GH43_24:11	3.2.1.23:3	pectin	314	Pd_01571	768	5.4e-145	2	314	39	360	0.993630573248
GT4_e2546	GT4:10	-	-	128	Pd_01635	396	6.8e-54	1	128	236	363	0.9921875
PL12_e38	PL12_3:35|PL12:12|GT4:1	-	-	137	Pd_01638	536	5.4e-20	11	130	339	455	0.868613138686
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	Pd_01679	756	6.5e-214	2	494	250	741	0.995951417004
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	Pd_01711	1147	3.9e-61	17	179	353	521	0.870967741935
GH78_e85	GH78:65|CBM67:2	-	-	539	Pd_01711	1147	4.3e-206	2	539	550	1107	0.996289424861
GT4_e3367	GT4:494	-	-	159	Pd_01914	370	8.5e-34	3	136	206	333	0.836477987421
GT2	GT2:29	-	-	277	Pd_02097	387	4.8e-88	1	275	54	329	0.98916967509
GH43_e300	GH43_8:29	-	-	276	Pd_02258	513	9.9e-163	1	275	28	302	0.992753623188
CBM91_e43	CBM91:31|GH43_8:30|GH43:1	-	xylan	178	Pd_02258	513	1.3e-26	1	173	331	505	0.966292134831
GT4_e783	GT4:16	-	-	146	Pd_02285	376	2.2e-56	1	145	199	341	0.986301369863
GT4_e666	GT4:13	-	-	141	Pd_02286	324	3.1e-60	2	141	155	294	0.985815602837
GT30_e38	GT30:395	-	-	163	Pd_02366	386	4e-79	2	163	19	180	0.98773006135
GH92_e44	GH92:41	-	-	515	Pd_02412	919	1.1e-259	3	515	398	913	0.994174757282
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	Pd_02418	999	8.6e-114	1	226	102	326	0.995575221239
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	Pd_02483	371	2.2e-132	3	288	50	342	0.989583333333
GH3_e165	GH3:569	3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1	beta-glucan, xylan, beta-glucan, beta-glucan	217	Pd_02512	783	1.1e-111	2	217	80	295	0.990783410138
CBM51_e12	CBM51:25	-	host glycan	73	Pd_02550	938	2.6e-19	1	68	29	115	0.917808219178
CBM51_e12	CBM51:25	-	host glycan	73	Pd_02550	938	2.7e-26	1	73	123	195	0.986301369863
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	Pd_02608	773	1.5e-173	2	349	154	510	0.988603988604
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	Pd_02818	752	3.9e-199	3	493	246	750	0.991902834008
GT2	GT2:15	-	-	154	Pd_02873	282	1.5e-53	1	137	13	149	0.883116883117
GH109_e5	GH109:463	-	-	399	Pd_02875	341	5.6e-21	3	159	4	150	0.390977443609
GT2	GT2:8	-	-	144	Pd_02896	238	1.7e-65	2	143	10	151	0.979166666667
GT4_e2089	GT4:84	-	-	145	Pd_02899	377	9e-60	1	145	203	347	0.993103448276
GT4_e859	GT4:11	-	-	149	Pd_02900	354	3.2e-48	3	148	180	321	0.973154362416
GT2	GT2:17	-	-	142	Pd_03017	95	1.1e-33	21	90	2	71	0.485915492958
GH33_e121	GH33:131	3.2.1.18:6	sialic acid	336	Pd_03032	541	2.8e-184	1	336	191	527	0.997023809524
CE20_e16	CE20:217|CE0:1|GH33:1|CE3:1	-	-	283	Pd_03034	691	1.3e-132	1	283	301	583	0.996466431095
GT2	GT2:60	-	-	266	Pd_03129	312	2.1e-124	1	266	6	272	0.996240601504
GH16_e128	GH16_3:94|GH16:4|CBM6:3|CBM4:1	-	-	232	Pd_03149	276	3.4e-112	1	232	42	275	0.995689655172
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	Pd_03158	758	3.9e-104	1	221	106	330	0.990990990991
GH2_e74	GH2:579|CBM42:135|CBM67:1|CBM13:1	3.2.1.146:1	alpha-mannan	532	Pd_03212	610	1.2e-201	1	531	55	593	0.996240601504
GH2_e112	GH2:541|CBM67:5|GH43_26:1	3.2.1.23:1	beta-galactan	590	Pd_03213	618	5.5e-217	1	578	28	614	0.977966101695
GH92_e20	GH92:91	3.2.1.-:1	host glycan	482	Pd_03236	779	1.4e-254	1	482	295	772	0.997925311203
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	Pd_03238	273	8e-25	7	201	44	255	0.941747572816
GT32_e144	GT32:10	-	-	85	Pd_03253	235	2.9e-43	4	84	28	104	0.941176470588
GH63_e19	GH63:43	-	-	345	Pd_03274	542	9.1e-201	2	345	107	450	0.994202898551
GT1_e173	GT1:19	-	-	319	Pd_03302	410	3.7e-178	1	318	92	409	0.993730407524
GT2	GT2:31	-	-	128	Pd_03324	259	7.2e-58	1	127	10	136	0.984375
GT8_e190	GT8:8|GT111:2	-	-	255	Pd_03331	325	1.7e-109	4	254	4	256	0.980392156863
GT4_e2564	GT4:22|GT2:1	-	-	147	Pd_03334	375	1.5e-47	2	145	201	343	0.972789115646
GH2_e68	GH2:67	-	-	705	Pd_03485	877	0	5	703	40	736	0.990070921986
CBM62_e4	CBM62:7	-	xyloglucan, arabinogalactan and galactomannan	73	Pd_03551	660	2.6e-33	4	73	453	521	0.945205479452
GT2	GT2:8	-	-	144	Pd_03767	632	2.7e-66	2	143	405	546	0.979166666667
GH15_e39	GH15:132	-	-	363	Pd_04057	595	3.7e-189	2	363	223	583	0.994490358127
GT2	GT2:65	-	-	132	Pd_04077	486	8.2e-69	1	132	247	378	0.992424242424
CE4_e247	CE4:16|GT4:1	-	-	145	Pd_00038	278	1.2e-25	7	144	73	233	0.944827586207
GH130_e6	GH130:437|CE2:1	2.4.1.281:5	beta-mannan	313	Pd_00060	390	6.2e-180	1	313	51	362	0.996805111821
GH26_e61	GH26:77|GH5_7:3|GH3:1	3.2.1.100:2|3.2.1.-:1	beta-mannan, beta-mannan	298	Pd_00061	368	5.2e-145	6	298	36	329	0.979865771812
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	Pd_00091	732	0	1	680	28	714	0.998529411765
GH133_e1	GH133:236	-	-	351	Pd_00217	644	9e-155	2	351	290	634	0.994301994302
GT4_e602	GT4:97	-	-	147	Pd_00218	422	1.1e-72	2	146	245	389	0.979591836735
GH97_e1	GH97:229	3.2.1.22:1	alpha-glucan	639	Pd_00554	664	6.8e-304	5	639	19	662	0.992175273865
GT4_e887	GT4:26	-	-	150	Pd_00594	401	2.3e-60	1	148	221	368	0.98
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan, beta-mannan	300	Pd_00653	332	1e-155	1	299	28	327	0.993333333333
CBM50_e933	CBM50:25	-	chitin, peptidoglycan	43	Pd_00837	602	2.6e-19	1	43	43	85	0.976744186047
CBM50_e933	CBM50:25	-	chitin, peptidoglycan	43	Pd_00837	602	1.2e-16	1	42	103	145	0.953488372093
CBM50_e828	CBM50:6	-	chitin, peptidoglycan	43	Pd_00837	602	2.3e-16	2	43	168	209	0.953488372093
GT83_e8	GT83:112	-	-	559	Pd_00956	588	8.6e-45	3	457	16	476	0.812164579606
GH13_e25	GH13_5:279|GH13:4|GH133:1|GH23:1|GT2:1|GT4:1|GT5:1	3.2.1.1:3	sucrose, starch	340	Pd_00968	482	1e-155	1	339	31	370	0.994117647059
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	Pd_01023	1036	0	3	863	53	907	0.993071593533
GH23_e44	GH23:19	-	-	159	Pd_01071	461	7.1e-95	1	159	302	460	0.993710691824
GH109_e1	GH109:434	3.2.1.49:3	host glycan	408	Pd_01199	466	1.1e-191	1	408	49	460	0.997549019608
GH51_e27	GH51:26	-	-	612	Pd_01319	829	4.7e-232	1	611	238	827	0.996732026144
GT2	GT2:21	-	-	222	Pd_01325	408	8.3e-105	1	222	62	284	0.995495495495
GT4_e2150	GT4:62	-	-	150	Pd_01326	359	1.2e-64	2	149	178	325	0.98
GT94_e11	GT94:5	-	-	298	Pd_01328	345	2.4e-30	1	268	46	309	0.895973154362
GT2	GT2:27	-	-	252	Pd_01344	395	1.1e-114	2	252	56	305	0.992063492063
GH127_e1	GH127:332|CBM51:1	-	-	530	Pd_01372	623	4.9e-65	29	527	55	528	0.939622641509
GH2_e145	GH2:108|CBM32:1	3.2.1.23:2|3.2.1.-:1	beta-galactan, pectin	682	Pd_01474	940	8e-290	3	681	26	697	0.994134897361
GT4_e2572	GT4:237	-	-	153	Pd_01509	411	7.6e-20	2	144	221	371	0.928104575163
GT4_e2249	GT4:8	-	-	140	Pd_01522	418	1.9e-62	1	139	243	379	0.985714285714
GT4_e2991	GT4:10	-	-	142	Pd_01523	359	1.7e-59	1	140	193	332	0.978873239437
GH73_e30	GH73:15	-	-	131	Pd_01567	165	1e-69	1	131	13	143	0.992366412214
GT2	GT2:6	-	-	128	Pd_01643	312	1.8e-67	1	127	7	133	0.984375
GH92_e38	GH92:113	-	-	526	Pd_01687	788	2.3e-272	1	526	260	783	0.998098859316
GH76_e17	GH76:81	-	-	348	Pd_01736	363	2.7e-104	7	347	32	354	0.977011494253
CBM67_e8	CBM67:77|GH78:77|GH136:1	-	rhamnose	173	Pd_01869	808	5e-78	1	170	43	215	0.976878612717
GH78_e66	GH78:82|CBM67:76|GH136:1	-	-	500	Pd_01869	808	3.5e-232	2	500	279	786	0.996
GT2	GT2:18|GT4:1	-	-	159	Pd_01916	309	1.8e-66	1	158	5	162	0.987421383648
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	Pd_02011	655	3e-199	2	466	188	654	0.991452991453
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	Pd_02049	834	0	2	606	24	631	0.995057660626
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	Pd_02079	856	3e-231	1	530	126	654	0.996233521657
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	Pd_02262	758	4.8e-257	1	509	236	741	0.998035363458
GT2	GT2:54	-	-	141	Pd_02283	262	7.2e-61	1	138	5	143	0.971631205674
GT2	GT2:5	-	-	164	Pd_02290	329	3.9e-65	1	163	9	163	0.987804878049
GT4_e1039	GT4:11	-	-	153	Pd_02295	416	1.9e-50	2	153	234	387	0.986928104575
GH95_e19	GH95:153|GH43_18:1	-	-	746	Pd_02507	809	0	2	745	26	773	0.995978552279
GH123_e16	GH123:156	3.2.1.53:2|3.2.1.-:1	host glycan, host glycan	534	Pd_02511	591	7.4e-251	2	533	54	589	0.994382022472
GH172_e20	GH172:279	-	-	246	Pd_02552	392	3.5e-126	1	245	123	371	0.991869918699
GH140_e2	GH140:16	-	-	403	Pd_02553	471	3.8e-191	2	403	23	465	0.995037220844
GT19_e2	GT19:889	-	-	349	Pd_02719	377	2.1e-150	1	349	5	359	0.997134670487
CBM48_e68	CBM48:192|CE0:190|CE6:12|GH10:3|CE1:2|GH62:1	3.1.1.73:1|3.2.1.55:1|3.2.1.8:1	glycogen	61	Pd_02774	397	7.5e-17	2	61	40	116	0.967213114754
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	Pd_02774	397	2.9e-49	2	206	166	392	0.990291262136
CBM50_e27	CBM50:203|GH23:1	-	chitin, peptidoglycan	43	Pd_02785	416	1.6e-20	1	42	274	315	0.953488372093
CBM50_e27	CBM50:203|GH23:1	-	chitin, peptidoglycan	43	Pd_02785	416	8.5e-21	1	42	374	415	0.953488372093
GT23_e5	GT23:5	-	-	276	Pd_02872	353	1.8e-38	2	272	20	307	0.978260869565
GH110_e12	GH110:219|CBM51:100|CBM16:1|CBM22:1	3.2.1.-:2	host glycan	565	Pd_02918	612	2.8e-269	2	564	28	591	0.994690265487
GT32_e43	GT32:12|GT0:5	-	-	76	Pd_03007	544	4.5e-40	1	76	339	414	0.986842105263
GH144_e1	GH144:450|GH3:1	3.2.1.71:1|3.2.1.214:1	beta-glucan, beta-glucan	412	Pd_03154	721	3.3e-170	1	409	300	718	0.990291262136
GH144_e1	GH144:450|GH3:1	3.2.1.71:1|3.2.1.214:1	beta-glucan, beta-glucan	412	Pd_03156	460	3.6e-218	1	411	44	453	0.995145631068
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	Pd_03232	894	2.1e-21	15	181	156	329	0.89247311828
GH78_e6	GH78:44	-	-	504	Pd_03232	894	1.2e-274	1	503	353	857	0.996031746032
GH92_e26	GH92:39	3.2.1.-:1	host glycan	475	Pd_03233	721	3.7e-276	1	475	232	707	0.997894736842
GT82_e1	GT82:6	-	-	178	Pd_03255	607	1.8e-25	3	122	20	144	0.668539325843
GT2	GT2:21	-	-	125	Pd_03326	264	4.6e-40	1	114	7	123	0.904
GT4_e1195	GT4:7	-	-	148	Pd_03330	354	2.5e-28	4	146	187	327	0.959459459459
GH127_e5	GH127:146	3.2.1.-:2	carrageenan	539	Pd_03435	683	6.5e-32	310	539	322	557	0.424860853432
GT1_e137	GT1:124	-	-	306	Pd_03891	384	3.1e-111	1	306	20	323	0.996732026144
GH13_e113	GH13_38:338|GH13:1	3.2.1.20:2	sucrose, starch	375	Pd_03899	570	8.8e-176	1	375	37	402	0.997333333333
GH24_e69	GH24:62	-	-	124	Pd_04010	159	3e-67	2	124	31	153	0.983870967742
GT2	GT2:444	-	-	314	Pd_00046	341	1.2e-134	2	292	5	296	0.923566878981
GH57_e10	GH57:204	-	-	319	Pd_00219	430	1.3e-170	1	318	7	324	0.993730407524
GH36_e36	GH36:257|GH134:1|PL1_7:1	3.2.1.22:11	alpha-galactan	684	Pd_00465	735	0	2	684	27	710	0.997076023392
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	Pd_00494	604	1.9e-255	3	559	43	600	0.980599647266
CE4_e274	CE4:13|GT4:1	-	-	141	Pd_00582	245	1.8e-16	7	136	73	189	0.914893617021
GH92_e13	GH92:281	3.2.1.24:1	host glycan	487	Pd_00685	747	9.3e-247	1	485	257	741	0.993839835729
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	Pd_00690	543	9.2e-143	1	309	76	401	0.993548387097
GH23_e63	GH23:115	-	-	135	Pd_00839	327	1.8e-66	1	134	99	232	0.985185185185
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose, sucrose, starch, starch, starch, starch	344	Pd_00967	588	3.1e-143	1	342	43	391	0.991279069767
GT51_e178	GT51:40	-	-	153	Pd_01098	652	1.6e-78	1	153	434	586	0.993464052288
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	Pd_01251	866	6.7e-119	4	246	59	309	0.964143426295
GT4_e1235	GT4:27	-	-	152	Pd_01330	375	2.5e-18	4	109	193	311	0.690789473684
GT32_e95	GT32:16	-	-	77	Pd_01331	250	5.9e-44	1	77	20	96	0.987012987013
GT2	GT2:21	-	-	221	Pd_01342	394	1.5e-86	1	220	46	263	0.990950226244
GT2	GT2:23	-	-	249	Pd_01343	307	5.1e-107	1	242	7	249	0.967871485944
GT2	GT2:377	-	-	167	Pd_01349	249	9.9e-88	1	167	7	173	0.994011976048
CBM67_e3	CBM67:11|GH78:11	-	rhamnose	180	Pd_01365	860	6.6e-73	2	175	130	303	0.961111111111
GH78_e28	GH78:32	-	-	508	Pd_01365	860	1e-259	1	507	333	841	0.996062992126
GH78_e14	GH78:99	-	-	493	Pd_01366	583	7.2e-259	2	493	77	580	0.995943204868
GH51_e19	GH51:1621	3.2.1.55:27	arabinan	489	Pd_01622	511	2.7e-244	2	488	24	510	0.993865030675
GT4_e3200	GT4:5	-	-	151	Pd_01641	358	3.9e-49	3	150	176	326	0.973509933775
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	Pd_01678	758	3.7e-271	3	521	222	741	0.99424184261
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	Pd_01680	784	4.8e-277	1	509	241	748	0.998035363458
GT2	GT2:183	-	-	162	Pd_01713	310	4.3e-69	1	161	6	167	0.987654320988
GH123_e3	GH123:14	-	-	536	Pd_01749	607	0	1	536	59	600	0.998134328358
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	Pd_01793	672	9.2e-27	1	89	53	135	0.988764044944
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	Pd_01793	672	5.4e-149	1	293	220	511	0.996587030717
GT51_e160	GT51:316	-	-	185	Pd_01891	781	6.1e-86	2	185	63	244	0.989189189189
GT2	GT2:14	-	-	148	Pd_01911	275	1.1e-52	1	146	9	156	0.97972972973
GT3_e2	GT3:273|GT35:70	-	-	338	Pd_02078	552	8.3e-158	2	336	15	350	0.988165680473
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	Pd_02081	389	3.4e-45	3	206	155	384	0.985436893204
