Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
Pd_01364	3.2.1.40|-	CBM67(33-213)+GH78(258-720)	CBM67_e26+GH78_e30	GH78	Y(1-23)	3
Pd_01365	-	CBM67(126-304)+GH78(332-841)	CBM67_e3+GH78_e28	GH78	N	3
Pd_01366	-	GH78(76-578)	GH78_e14	GH78	Y(1-20)	3
Pd_01372	-	GH127(67-529)	GH127_e1	GH43_34	Y(1-25)	3
Pd_01386	3.2.1.146	GH43_34(37-316)	GH43_e147	GH43_34	Y(1-28)	3
Pd_01391	-	GT2(6-127)	GT2	GT2	N	3
Pd_01461	-	GT4(196-347)	GT4_e276	GT4	N	3
Pd_01463	-	GT2(4-132)	GT2	GT2	N	3
Pd_01474	3.2.1.23|3.2.1.-	GH2(18-699)	GH2_e145	GH2	N	3
Pd_01480	3.2.1.-	GH20(72-331)	GH20_e47	GH20	Y(1-22)	3
Pd_01487	-	GT2(9-194)	GT2	GT2	N	3
Pd_01522	-	GT4(238-379)	GT4_e2249	GT4	N	3
Pd_01523	-	GT4(192-331)	GT4_e2991	GT4	N	3
Pd_01534	N	CE1(446-671)	N	N	N	1
Pd_01567	-	GH73(11-143)	GH73_e30	N	N	2
Pd_01571	3.2.1.23	GH35(37-359)	GH35_e43	GH35	Y(1-25)	3
Pd_01600	-	GT2(5-169)	GT2	GT2	N	3
Pd_01622	3.2.1.55	GH51(21-510)	GH51_e19	GH51	Y(1-19)	3
Pd_01638	-	PL12(330-460)	PL12_e38	PL0	N	3
Pd_01641	-	GT4(177-326)	GT4_e3200	GT4	N	3
Pd_01643	-	GT2(6-135)	GT2	GT2	N	3
Pd_01678	3.2.1.-	GH92(219-739)	GH92_e30	GH92	Y(1-23)	3
Pd_01679	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(248-740)	GH92_e0	GH92	Y(1-30)	3
Pd_01680	3.2.1.113|3.2.1.-	GH92(240-747)	GH92_e18	GH92	Y(1-25)	3
Pd_01685	-	GH38(119-387)	GH38_e22	GH38	Y(1-23)	3
Pd_01687	-	GH92(260-782)	GH92_e38	GH92	Y(1-32)	3
Pd_01711	3.2.1.40|-	CBM67(347-522)+GH78(552-1106)	CBM67_e28+GH78_e85	GH78	N	3
Pd_01713	-	GT2(6-165)	GT2	GT2	N	3
Pd_01736	-	GH76(37-349)	GH76_e17	GH76	Y(1-24)	3
Pd_01749	-	GH123(59-599)	GH123_e3	GH123	N	3
Pd_01793	2.4.1.18	GH13_8(219-510)	CBM48_e32+GH13_e20	CBM48+GH13_8	N	3
Pd_01822	-	GH43_33(43-362)	GH43_e74	GH43_33	Y(1-31)	3
Pd_01827	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(268-760)	GH92_e0	GH92	N	3
Pd_01860	3.2.1.75	GH30_3(54-478)	GH30_e41	GH30_3	Y(1-22)	3
Pd_01869	-	CBM67(42-214)+GH78(278-784)	CBM67_e8+GH78_e66	CBM67+GH78	N	3
Pd_01891	-	GT51(63-243)	GT51_e160	GT51	N	3
Pd_01914	-	GT4(203-333)	GT4_e3367	GT4	N	3
Pd_01916	-	GT2(4-162)	GT2	GT2	N	3
Pd_01943	N	GH109(34-188)	N	N	Y(1-27)	1
Pd_02011	3.2.1.55	GH51(179-653)	GH51_e47	GH51	Y(1-25)	3
Pd_02049	3.2.1.23	GH2(27-614)	GH2_e137	GH2	N	3
Pd_02078	-	GT3(13-354)	GT3_e2	GT3	N	3
Pd_02079	2.4.1.1	GT35(124-692)	GT35_e7	GT35	N	3
Pd_02081	-	CE1(145-384)	CE1_e22	N	Y(1-20)	2
Pd_02123	-	GH109(42-197)	GH109_e2	N	N	2
Pd_02126	-	GH109(36-187)	GH109_e2	N	N	2
Pd_02179	-	GH73(40-168)	GH73_e88+CBM50_e762	CBM50+GH73	Y(1-23)	3
Pd_02184	-	CE11(4-224)	CE11_e18	CE11	N	3
Pd_02258	-	GH43_8(27-302)+CBM91(330-472)	GH43_e300+CBM91_e43	GH43_8	Y(1-22)	3
Pd_02262	3.2.1.113|3.2.1.-	GH92(235-740)	GH92_e18	GH92	Y(1-24)	3
Pd_02283	-	GT2(4-136)	GT2	GT2	N	3
Pd_02286	-	GT4(152-293)	GT4_e666	GT4	N	3
Pd_02290	-	GT2(8-167)	GT2	GT2	N	3
Pd_02292	-	GT2(7-113)	GT2	GT2	N	3
Pd_02293	-	GT2(8-149)	GT2	GT2	N	3
Pd_02295	-	GT4(229-386)	GT4_e1039	GT4	N	3
Pd_02296	N	CE4(21-201)	N	N	N	1
Pd_02364	-	CBM9(54-246)	CBM9_e3	CBM0	Y(1-27)	3
Pd_02366	-	GT30(5-179)	GT30_e38	GT30	N	3
Pd_02412	-	GH92(403-912)	GH92_e44	GH92	Y(1-22)	3
Pd_02418	3.2.1.-	GH3(101-325)	GH3_e57	GH3	Y(1-22)	3
Pd_02483	-	GH43_24(46-341)	GH43_e236	GH43_24	N	3
Pd_02498	3.2.1.40	GH78(84-536)	GH78_e0	GH78	Y(1-21)	3
Pd_02507	-	GH95(25-775)	GH95_e19	GH95	N	3
Pd_02511	3.2.1.53|3.2.1.-	GH123(51-589)	GH123_e16	GH123	Y(1-20)	3
Pd_02512	3.2.1.21|3.2.1.37|3.2.1.-|3.2.1.74	GH3(78-294)	GH3_e165	GH3	N	3
Pd_02552	-	GH172(123-371)	GH172_e20	GH172	Y(1-21)	3
Pd_02553	-	GH140(21-269)+GH140(298-464)	GH140_e2	GH140	Y(1-19)	3
Pd_02554	-	GH28(60-381)	GH28_e92	GH28	Y(1-32)	3
Pd_02574	-	GT28(193-352)	GT28_e43	GT28	N	3
Pd_02608	3.2.1.52|3.2.1.-	GH20(155-509)	GH20_e12	GH20	Y(1-20)	3
Pd_02641	-	GH23(127-260)	GH23_e209+CBM50_e21+CBM50_e207	CBM50+GH23	Y(1-21)	3
Pd_02719	-	GT19(4-358)	GT19_e2	GT19	N	3
Pd_02730	N	GH109(38-191)	N	N	Y(1-18)	1
Pd_02774	3.1.1.73|3.2.1.55|3.2.1.8|-	CE1(157-393)	CBM48_e68+CE1_e22	CE0	Y(1-20)	3
Pd_02818	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(245-750)	GH92_e0	GH92	Y(1-23)	3
Pd_02826	3.2.1.111|3.2.1.51|-	GH29(34-338)	GH29_e30+CBM32_e126	GH29	Y(1-22)	3
Pd_02830	3.2.1.54|3.2.1.135	GH13_20(163-476)	GH13_e102	GH13	Y(1-22)	3
Pd_02833	3.2.1.54|3.2.1.135	GH13_20(158-478)	GH13_e102	GH13	Y(1-20)	3
Pd_02834	3.2.1.49	GH109(41-195)	GH109_e1	N	Y(1-34)	2
Pd_02862	-	GT94(115-305)	GT4_e1167	GT4	N	3
Pd_02864	-	GT2(8-114)	GT2	GT2	N	3
Pd_02866	-	GT4(242-386)	GT4_e1535	GT4	N	3
Pd_02871	2.4.1.214	GT10(106-248)	GT10_e29	GT10	N	3
Pd_02873	-	GT2(12-147)	GT2	GT2	N	3
Pd_02875	-	GH109(3-150)	GH109_e5	N	N	2
Pd_02896	-	GT2(9-150)	GT2	GT2	N	3
Pd_02897	N	CE4(33-129)	N	N	N	1
Pd_02899	-	GT4(202-347)	GT4_e2089	GT4	N	3
Pd_02900	-	GT4(190-320)	GT4_e859	GT4	N	3
Pd_02903	-	GT9(72-320)	GT9_e65	GT9	Y(1-29)	3
Pd_02918	3.2.1.-	GH110(26-591)	GH110_e12	GH110	N	3
Pd_02959	N	GH109(47-197)	N	N	N	1
Pd_02964	-	GH97(15-657)	GH97_e27	GH97	N	3
Pd_03007	-	GT32(338-413)	GT32_e43	GT0+GT32	N	3
Pd_03014	-	GT4(224-383)	GT4_e2975	GT4	N	3
Pd_03015	-	GT2(10-128)	GT2	GT2	N	3
Pd_03017	-	GT2(5-70)	GT2	N	N	2
Pd_03032	3.2.1.18	GH33(189-526)	GH33_e121	GH33	Y(1-20)	3
Pd_03033	3.2.1.52	GH20(141-412)	GH20_e112	GH20	N	3
Pd_03034	-	CE20(300-583)	CE20_e16	CE20	Y(1-21)	3
Pd_03109	-	GH2(387-1078)	CBM32_e87+CBM32_e87+GH2_e130	GH2	Y(1-37)	3
Pd_03129	-	GT2(5-170)	GT2	GT2	N	3
Pd_03149	-	GH16_3(41-274)	GH16_e128	GH16_3	Y(1-24)	3
Pd_03154	3.2.1.71|3.2.1.214	GH144(299-717)	GH144_e1	GH144	Y(1-19)	3
Pd_03155	-	GH43_28(237-502)+CBM32(545-656)	GH43_e55+CBM32_e176	GH43_28	N	3
Pd_03156	3.2.1.71|3.2.1.214	GH144(44-453)	GH144_e1	GH144	Y(1-27)	3
Pd_03157	3.2.1.21|3.2.1.-	GH3(94-315)	GH3_e1	GH3	N	3
Pd_03158	3.2.1.21|3.2.1.-	GH3(105-330)	GH3_e1	GH3	N	3
Pd_03159	-	GH43_28(55-318)+CBM32(378-489)	GH43_e302+CBM32_e188	GH43_28	Y(1-24)	3
Pd_03161	N	CE1(40-243)	N	N	Y(1-23)	1
Pd_03168	-	CE4(23-125)	CE4_e140	CE4	N	3
Pd_03195	3.2.1.177	GH31(375-835)	GH31_e66	GH31	N	3
Pd_03196	3.2.1.23	GH2(21-647)	GH2_e127	GH2	N	3
Pd_03197	3.2.1.21|3.2.1.-	GH3(60-281)	GH3_e10	GH3	Y(1-19)	3
Pd_03212	3.2.1.146	GH2(55-496)	GH2_e74	GH2	N	3
Pd_03213	3.2.1.23	GH2(34-611)	GH2_e112	GH2	N	3
Pd_03221	-	GH116(442-770)	GH116_e3	GH116	Y(1-23)	3
Pd_03222	-	GH97(11-648)	GH97_e27	GH97	N	3
Pd_03232	3.2.1.40|-	GH78(351-856)	CBM67_e28+GH78_e6	GH78	N	3
Pd_03233	3.2.1.-	GH92(231-706)	GH92_e26	GH92	Y(1-28)	3
Pd_03234	3.2.1.197	GH130(71-381)	GH130_e20	GH130	Y(1-33)	3
Pd_03236	3.2.1.-	GH92(294-771)	GH92_e20	GH92	Y(1-27)	3
Pd_03237	3.2.1.113|3.2.1.-	GH92(236-740)	GH92_e18	GH92	Y(1-26)	3
Pd_03238	-	CE1(31-258)	CE1_e22	N	Y(1-22)	2
Pd_03245	-	CE9(8-385)	CE9_e7	CE9	N	3
Pd_03253	-	GT32(27-103)	GT32_e144	GT32	N	3
Pd_03261	-	GT4(228-388)	GT4_e1775	GT4	N	3
Pd_03276	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(218-706)	GH92_e0	GH92	Y(1-26)	3
Pd_03302	-	GT1(56-409)	GT1_e173	GT1	N	3
Pd_03324	-	GT2(9-147)	GT2	GT2	N	3
Pd_03326	-	GT2(6-130)	GT2	GT2	N	3
Pd_03328	-	GT4(202-341)	GT4_e3258	GT4	N	3
Pd_03329	-	GT2(4-166)	GT2	GT2	N	3
Pd_03330	-	GT4(181-326)	GT4_e1195	GT4	N	3
Pd_03331	-	GT8(4-255)	GT8_e190	GT8	N	3
Pd_03334	-	GT4(199-344)	GT4_e2564	GT4	N	3
Pd_03395	3.2.1.23	GH2(15-625)	GH2_e64	GH0	N	3
Pd_03435	3.2.1.-	GH127(325-556)	GH127_e5	CBM66	Y(1-22)	3
Pd_03436	-	GH127(38-548)	GH127_e1	GH127	Y(1-21)	3
Pd_03437	-	GH142(37-510)	GH142_e5	GH142	N	3
Pd_03476	3.2.1.80|3.2.1.65|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(143-438)	GH32_e16	GH32	Y(1-32)	3
Pd_03485	-	GH2(65-749)	GH2_e68	GH2	Y(1-24)	3
Pd_03491	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(261-754)	GH92_e0	GH92	Y(1-16)	3
Pd_03507	N	CE1(33-222)	N	N	N	1
Pd_03551	-	CBM62(425-522)+CBM62(528-592)	CBM62_e4	CBM62	N	3
Pd_03652	3.2.1.54|3.2.1.135	GH13_20(162-482)	GH13_e102	GH13	Y(1-22)	3
Pd_03653	-	GH31(668-899)	GH31_e29	GH31	N	3
Pd_03674	N	GH109(3-190)	N	N	N	1
Pd_03748	-	CE4(4-140)	CE4_e119	N	N	2
Pd_03828	-	GH171(44-388)	GH171_e3	GH171	N	3
Pd_03899	3.2.1.20	GH13_38(36-402)	GH13_e113	GH13_38	N	3
Pd_03910	3.2.1.37	GH30_2(53-473)	GH30_e24	GH30_2	Y(1-24)	3
Pd_03972	N	GH109(68-241)	N	GH0	Y(1-46)	2
Pd_04057	-	GH15(221-582)	GH15_e39	GH15	N	3
Pd_04058	2.4.1.15	GT20(2-458)	GT20_e1	GT20	N	3
Pd_04077	-	GT2(246-379)	GT2	GT2	N	3
Pd_00590	-	N	GT4_e3948	GT0	N	2
Pd_00689	3.2.1.41|3.2.1.1|3.2.1.68|3.2.1.-	N	CBM48_e14	N	N	1
Pd_00984	-	N	CBM50_e801	CBM50	N	2
Pd_01458	-	N	GT4_e116	GT4	N	2
Pd_01640	-	N	GT4_e3358	GT0	N	2
Pd_02867	-	N	GT4_e1579	GT4	N	2
Pd_00034	-	N	GT4_e2430	GT4	N	2
Pd_00346	3.2.1.39	N	CBM56_e2	N	Y(1-28)	1
Pd_01635	-	N	GT4_e2546	GT4	N	2
Pd_02097	-	N	GT2	GT2	N	2
Pd_02285	-	N	GT4_e783	GT4	N	2
Pd_02550	-	N	CBM51_e12+CBM51_e12	CBM51	N	2
Pd_03274	-	N	GH63_e19	GH63	Y(1-28)	2
Pd_03767	-	N	GT2	GT2	N	2
Pd_00594	-	N	GT4_e887	GT4	N	2
Pd_00837	-	N	CBM50_e933+CBM50_e933+CBM50_e828	CBM50	Y(1-23)	2
Pd_01328	-	N	GT94_e11	GT0	N	2
Pd_01509	-	N	GT4_e2572	GT0	N	2
Pd_02785	-	N	CBM50_e27+CBM50_e27	CBM50	Y(1-22)	2
Pd_02872	-	N	GT23_e5	N	N	1
Pd_03255	-	N	GT82_e1	N	N	1
Pd_03891	-	N	GT1_e137	GT1	N	2
Pd_04010	-	N	GH24_e69	N	Y(1-20)	1
Pd_01330	-	N	GT4_e1235	GT4	N	2
Pd_01911	-	N	GT2	GT2	N	2
Pd_02494	3.2.1.39	N	CBM56_e2	N	Y(1-21)	1
Pd_03325	-	N	GT4_e2085	GT4	N	2
Pd_00043	N	N	N	GT0	N	1
Pd_00077	N	N	N	GH101	N	1
Pd_00089	N	N	N	GH35	Y(1-29)	1
Pd_00170	N	N	N	GH101	N	1
Pd_00281	N	N	N	GT58	N	1
Pd_00394	N	N	N	GH35	N	1
Pd_00432	N	N	N	GH39	N	1
Pd_00435	N	N	N	GH35	N	1
Pd_00458	N	N	N	GT4	N	1
Pd_00591	N	N	N	GT4	N	1
Pd_00593	N	N	N	GT0	N	1
Pd_00645	N	N	N	CBM51	N	1
Pd_00664	N	N	N	GT30	N	1
Pd_00675	N	N	N	GH101	N	1
Pd_00678	N	N	N	GH28	N	1
Pd_00971	N	N	N	GT51	Y(1-27)	1
Pd_01017	N	N	N	CBM0	Y(1-23)	1
Pd_01073	N	N	N	GT1	N	1
Pd_01092	N	N	N	GT4	N	1
Pd_01122	N	N	N	GH23	N	1
Pd_01132	N	N	N	GT4	N	1
Pd_01231	N	N	N	CE12	N	1
Pd_01232	N	N	N	GH117	Y(1-21)	1
Pd_01266	N	N	N	GT4	N	1
Pd_01316	N	N	N	GH13_11	N	1
Pd_01392	N	N	N	GT2	N	1
Pd_01437	N	N	N	CE8	N	1
Pd_01454	N	N	N	GT83	N	1
Pd_01490	N	N	N	GT2	N	1
Pd_01510	N	N	N	GT0	N	1
Pd_01516	N	N	N	GT2	N	1
Pd_01528	N	N	N	GH28	N	1
Pd_01570	N	N	N	GH35	Y(1-33)	1
Pd_01572	N	N	N	GT106	N	1
Pd_01636	N	N	N	GT0	N	1
Pd_01690	N	N	N	GH92	Y(1-29)	1
Pd_01739	N	N	N	GH33	Y(1-21)	1
Pd_01817	N	N	N	GT4	Y(1-25)	1
Pd_01844	N	N	N	GT2	N	1
Pd_01845	N	N	N	GT2	N	1
Pd_01987	N	N	N	GT2	N	1
Pd_02146	N	N	N	GT2	N	1
Pd_02176	N	N	N	GT2	N	1
Pd_02294	N	N	N	GT4	Y(1-31)	1
Pd_02341	N	N	N	GH1	N	1
Pd_02400	N	N	N	CBM38	Y(1-23)	1
Pd_02414	N	N	N	GH35	N	1
Pd_02432	N	N	N	GH13_31	N	1
Pd_02465	N	N	N	GH38	N	1
Pd_02495	N	N	N	PL0	Y(1-48)	1
Pd_02597	N	N	N	GH1	N	1
Pd_02847	N	N	N	GH13	N	1
Pd_02868	N	N	N	GT0	N	1
Pd_03010	N	N	N	GT32	N	1
Pd_03095	N	N	N	GT4	N	1
Pd_03335	N	N	N	GT4	N	1
Pd_03384	N	N	N	GH35	Y(1-27)	1
Pd_03469	N	N	N	GT32	N	1
Pd_03499	N	N	N	GH13_31	N	1
Pd_03591	N	N	N	GH13_30	N	1
Pd_03646	N	N	N	GT2	N	1
Pd_03697	N	N	N	GH35	Y(1-27)	1
Pd_03698	N	N	N	GH35	N	1
Pd_03739	N	N	N	GH0	N	1
Pd_03797	N	N	N	GH35	Y(1-35)	1
Pd_03870	N	N	N	GH43_3	Y(1-26)	1
Pd_03912	N	N	N	GH13	N	1
Pd_03919	N	N	N	GH5_11	N	1
Pd_03950	N	N	N	GT2	N	1
Pd_03955	N	N	N	GT0	N	1
Pd_03959	N	N	N	GT4	N	1
Pd_03961	N	N	N	GT0	N	1
