Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Pd_01570	AST56160.1|GH35	99.8	858	2	0	239	1096	714	1571	0.0e+00	1788.9
Pd_01571	ABR43273.1|GH35	100.0	768	0	0	1	768	1	768	0.0e+00	1585.1
Pd_01572	CAG7868751.1|GT106	51.0	545	258	2	4	547	30	566	4.2e-158	562.0
Pd_01600	ABR43297.1|GT2	100.0	320	0	0	1	320	28	347	1.5e-184	649.0
Pd_01622	QKH97942.1|GH51	100.0	511	0	0	1	511	1	511	7.6e-311	1069.3
Pd_01635	ABR43331.1|GT4	100.0	396	0	0	1	396	1	396	1.2e-231	805.8
Pd_01636	QDT93021.1|GT0	60.5	367	133	4	13	379	1	355	7.6e-122	441.0
Pd_01638	QUT19475.1|PL0	100.0	536	0	0	1	536	1	536	0.0e+00	1098.6
Pd_01640	QRO16479.1|GT0	100.0	348	0	0	1	348	1	348	3.1e-199	698.0
Pd_01641	QRO16478.1|GT4	100.0	358	0	0	1	358	3	360	1.9e-207	725.3
Pd_01643	QRO16476.1|GT2	100.0	312	0	0	1	312	1	312	5.7e-184	647.1
Pd_01678	QUT95898.1|GH92	100.0	758	0	0	1	758	1	758	0.0e+00	1582.8
Pd_01679	AST53029.1|GH92	100.0	756	0	0	1	756	1	756	0.0e+00	1590.1
Pd_01680	QUT95900.1|GH92	100.0	784	0	0	1	784	1	784	0.0e+00	1651.0
Pd_01685	ABR43377.1|GH38	100.0	962	0	0	1	962	1	962	0.0e+00	1984.1
Pd_01687	QRO16432.1|GH92	100.0	788	0	0	1	788	1	788	0.0e+00	1647.1
Pd_01690	SCM56873.1|GH92	51.6	432	202	4	3	429	2	431	7.5e-126	454.5
Pd_01711	ABR43401.1|GH78	100.0	1147	0	0	1	1147	1	1147	0.0e+00	2389.0
Pd_01713	QUT96003.1|GT2	100.0	310	0	0	1	310	1	310	5.7e-176	620.5
Pd_01736	QKH96844.1|GH76	100.0	363	0	0	1	363	1	363	2.0e-220	768.5
Pd_01739	VTS00049.1|GH33	51.2	477	224	5	1	469	1	476	2.2e-134	483.0
Pd_01749	QRO16376.1|GH123	100.0	607	0	0	1	607	1	607	0.0e+00	1295.0
Pd_01793	QKH96796.1|CBM48|GH13_8	100.0	672	0	0	1	672	1	672	0.0e+00	1426.4
Pd_01817	QUR48248.1|GT4	64.1	276	98	1	28	302	415	690	1.5e-104	383.3
Pd_01822	ABR43499.1|GH43_33	100.0	377	0	0	1	377	1	377	2.0e-228	795.0
Pd_01827	ABR43503.1|GH92	100.0	768	0	0	1	768	1	768	0.0e+00	1621.3
Pd_01844	AMJ18631.1|GT2	46.2	452	222	9	5	451	715	1150	7.5e-103	378.3
Pd_01845	AMJ18631.1|GT2	52.0	696	319	5	9	694	3	693	2.5e-195	686.0
Pd_01860	QRO16282.1|GH30_3	100.0	481	0	0	1	481	1	481	2.9e-288	994.2
Pd_01869	ABR43536.1|CBM67|GH78	100.0	808	0	0	1	808	1	808	0.0e+00	1698.7
Pd_01891	QUT55103.1|GT51	100.0	781	0	0	1	781	1	781	0.0e+00	1585.1
Pd_01911	QRO16239.1|GT2	100.0	275	0	0	1	275	1	275	3.0e-160	568.2
Pd_01914	ABR43579.1|GT4	100.0	370	0	0	1	370	1	370	2.8e-214	748.0
Pd_01916	ABR43581.1|GT2	100.0	309	0	0	1	309	1	309	7.6e-173	610.1
Pd_01987	QOF98253.1|GT2	61.2	415	161	0	9	423	6	420	1.9e-150	536.2
Pd_02011	QKH98332.1|GH51	100.0	655	0	0	1	655	1	655	0.0e+00	1364.4
Pd_02049	ABR43711.1|GH2	100.0	834	0	0	1	834	1	834	0.0e+00	1748.8
Pd_02078	ABR43739.1|GT3	100.0	552	0	0	1	552	1	552	0.0e+00	1134.4
Pd_02079	ABR43740.1|GT35	100.0	856	0	0	1	856	1	856	0.0e+00	1786.5
Pd_02097	QRO16064.1|GT2	100.0	387	0	0	1	387	1	387	1.4e-219	765.8
Pd_02146	UQC84824.1|GT2	60.2	344	136	1	1	343	1785	2128	1.3e-117	426.8
Pd_02176	CAD7235639.1|GT2	46.1	551	287	5	7	555	132	674	1.0e-138	497.7
Pd_02179	QCY57337.1|CBM50|GH73	100.0	302	0	0	1	302	1	302	1.7e-172	609.0
Pd_02184	QUT21853.1|CE11	100.0	461	0	0	1	461	1	461	5.7e-265	916.8
Pd_02258	QRO15926.1|GH43_8	100.0	513	0	0	1	513	1	513	0.0e+00	1097.8
Pd_02262	QRO15923.1|GH92	100.0	758	0	0	1	758	1	758	0.0e+00	1596.6
Pd_02283	ABR43935.1|GT2	100.0	262	0	0	1	262	1	262	6.5e-149	530.4
Pd_02285	QRO15900.1|GT4	100.0	376	0	0	1	376	1	376	9.8e-223	776.2
Pd_02286	ABR43938.1|GT4	100.0	324	0	0	1	324	1	324	9.1e-185	649.8
Pd_02290	ABR43942.1|GT2	100.0	329	0	0	1	329	1	329	3.5e-192	674.5
Pd_02292	QRO15895.1|GT2	100.0	318	0	0	1	318	1	318	1.5e-184	649.0
Pd_02293	ABR43945.1|GT2	100.0	325	0	0	1	325	1	325	3.1e-185	651.4
Pd_02294	CAI32746.2|GT4	56.0	411	163	2	5	415	2	394	5.9e-128	461.5
Pd_02295	QRO15892.1|GT4	100.0	416	0	0	1	416	1	416	1.7e-231	805.4
Pd_02341	CCO12868.2|GH1	44.7	1433	498	15	11	1398	5	1188	0.0e+00	1113.2
Pd_02364	QUR47585.1|CBM0	98.9	372	4	0	1	372	1	372	5.9e-228	793.5
Pd_02366	ABR44014.1|GT30	100.0	386	0	0	1	386	26	411	2.7e-228	794.7
Pd_02400	QDT08292.1|CBM38	43.1	466	208	7	25	464	735	1169	2.7e-105	386.3
Pd_02412	ABR44057.1|GH92	100.0	919	0	0	1	919	1	919	0.0e+00	1942.9
Pd_02414	AST56160.1|GH35	33.3	870	512	22	328	1144	714	1568	4.7e-127	459.9
Pd_02418	QRO15780.1|GH3	100.0	999	0	0	1	999	1	999	0.0e+00	2002.3
Pd_02432	CCO12112.2|GH13_31	71.8	419	117	1	3	420	4	422	5.8e-171	604.4
Pd_02465	CAD7226128.1|GH38	33.3	736	426	14	7	699	1334	2047	1.6e-109	401.0
Pd_02483	QRO15718.1|GH43_24	100.0	371	0	0	1	371	1	371	4.0e-229	797.3
Pd_02495	QIX67528.1|PL0	36.4	1350	652	42	13	1322	1	1183	6.2e-171	605.9
Pd_02498	QUT21624.1|GH78	100.0	542	0	0	1	542	1	542	0.0e+00	1120.5
Pd_02507	QRO18479.1|GH95	100.0	809	0	0	1	809	1	809	0.0e+00	1663.7
Pd_02511	QUT55859.1|GH123	100.0	591	0	0	1	591	1	591	0.0e+00	1223.8
Pd_02512	QRO15690.1|GH3	100.0	783	0	0	1	783	1	783	0.0e+00	1554.7
Pd_02550	ABR44183.1|CBM51	100.0	938	0	0	1	938	1	938	0.0e+00	1960.3
Pd_02552	QUR47742.1|GH172	100.0	392	0	0	1	392	1	392	9.8e-242	839.3
Pd_02553	ABR44186.1|GH140	100.0	471	0	0	1	471	1	471	4.3e-292	1006.9
Pd_02554	QUT93825.1|GH28	100.0	446	0	0	1	446	1	446	3.2e-265	917.5
Pd_02574	QUT93805.1|GT28	100.0	368	0	0	1	368	1	368	2.5e-207	724.9
Pd_02597	AHC21644.2|GH1	47.8	515	266	1	6	520	10	521	1.2e-138	497.3
Pd_02608	ABR44241.1|GH20	100.0	773	0	0	1	773	1	773	0.0e+00	1598.9
Pd_02641	ABR44275.1|CBM50|GH23	100.0	518	0	0	1	518	1	518	7.5e-282	973.0
Pd_02719	ABR44355.1|GT19	100.0	377	0	0	1	377	1	377	1.6e-217	758.8
Pd_02774	UPQ80649.1|CE0	57.1	399	160	3	1	397	1	390	1.4e-126	456.8
Pd_02785	ABR44417.1|CBM50	100.0	416	0	0	1	416	1	416	1.8e-209	732.3
Pd_02818	QRO15407.1|GH92	100.0	752	0	0	1	752	1	752	0.0e+00	1580.1
Pd_02826	QUT21314.1|GH29	100.0	686	0	0	1	686	1	686	0.0e+00	1448.3
Pd_02830	ABR44457.1|GH13	100.0	612	0	0	1	612	1	612	0.0e+00	1283.5
Pd_02833	QRO15397.1|GH13	100.0	613	0	0	1	613	1	613	0.0e+00	1295.0
Pd_02847	CAD7252417.1|GH13	55.8	591	252	6	129	714	341	927	7.0e-172	608.2
Pd_02862	QKH99047.1|GT4	100.0	375	0	0	1	375	1	375	1.0e-219	766.1
Pd_02864	QUT21278.1|GT2	100.0	253	0	0	1	253	1	253	8.5e-146	520.0
Pd_02866	ABR44493.1|GT4	100.0	423	0	0	1	423	1	423	6.6e-244	846.7
Pd_02867	QUT21275.1|GT4	100.0	356	0	0	1	356	1	356	3.0e-205	718.0
Pd_02868	ABR44495.1|GT0	100.0	319	0	0	1	319	1	319	1.2e-192	676.0
Pd_02871	QRO15364.1|GT10	100.0	331	0	0	1	331	1	331	1.5e-195	685.6
Pd_02873	QRO15362.1|GT2	100.0	282	0	0	1	282	1	282	1.3e-166	589.3
Pd_02896	ABR44525.1|GT2	100.0	238	0	0	1	238	1	238	2.1e-138	495.4
Pd_02899	QRO15338.1|GT4	100.0	377	0	0	1	377	1	377	2.1e-217	758.4
Pd_02900	QUT51900.1|GT4	100.0	354	0	0	1	354	1	354	4.4e-201	704.1
Pd_02903	QRO15335.1|GT9	100.0	351	0	0	1	351	1	351	5.2e-202	707.2
Pd_02918	QRO15322.1|GH110	100.0	612	0	0	1	612	1	612	0.0e+00	1275.4
Pd_02964	ABR44588.1|GH97	100.0	660	0	0	1	660	1	660	0.0e+00	1375.1
Pd_03007	ABR44630.1|GT0|GT32	100.0	544	0	0	1	544	1	544	0.0e+00	1157.5
Pd_03010	QIX64902.1|GT32	99.5	401	2	0	78	478	407	807	6.4e-235	817.0
Pd_03014	AST55617.1|GT4	100.0	415	0	0	1	415	1	415	5.3e-238	827.0
Pd_03015	ABR44637.1|GT2	100.0	459	0	0	1	459	1	459	1.8e-274	948.3
Pd_03032	ABR44654.1|GH33	100.0	541	0	0	1	541	1	541	0.0e+00	1099.3
Pd_03033	QRO15216.1|GH20	100.0	672	0	0	1	672	1	672	0.0e+00	1422.1
Pd_03034	ABR44656.1|CE20	100.0	691	0	0	1	691	1	691	0.0e+00	1442.9
Pd_03095	CUS04921.2|GT4	35.3	989	447	14	3	944	17	859	2.9e-162	576.6
Pd_03109	AST55694.1|GH2	100.0	1207	0	0	1	1207	1	1207	0.0e+00	2510.7
Pd_03129	ABR44748.1|GT2	100.0	312	0	0	1	312	17	328	2.9e-180	634.8
Pd_03149	QRO15112.1|GH16_3	100.0	276	0	0	1	276	1	276	1.3e-168	595.9
Pd_03154	QRO15108.1|GH144	100.0	721	0	0	1	721	1	721	0.0e+00	1507.3
Pd_03155	ABR44771.1|GH43_28	100.0	764	0	0	1	764	1	764	0.0e+00	1593.6
Pd_03156	QRO15106.1|GH144	100.0	460	0	0	1	460	5	464	1.1e-289	998.8
Pd_03157	QRO15105.1|GH3	100.0	751	0	0	1	751	1	751	0.0e+00	1514.2
Pd_03158	QRO15104.1|GH3	100.0	758	0	0	1	758	1	758	0.0e+00	1532.3
Pd_03159	ABR44775.1|GH43_28	100.0	597	0	0	1	597	1	597	0.0e+00	1268.8
Pd_03168	QIX65047.1|CE4	100.0	203	0	0	1	203	1	203	1.4e-122	442.6
Pd_03195	ABR44808.1|GH31	100.0	952	0	0	1	952	1	952	0.0e+00	1981.5
Pd_03196	QCY58187.1|GH2	100.0	842	0	0	1	842	1	842	0.0e+00	1776.1
Pd_03197	QRO15069.1|GH3	100.0	732	0	0	1	732	1	732	0.0e+00	1468.4
Pd_03212	QRO15054.1|GH2	100.0	610	0	0	1	610	1	610	0.0e+00	1274.2
Pd_03213	QCY58205.1|GH2	100.0	618	0	0	1	618	1	618	0.0e+00	1321.2
Pd_03221	ABR44834.1|GH116	100.0	901	0	0	1	901	1	901	0.0e+00	1873.2
Pd_03222	ABR44835.1|GH97	100.0	655	0	0	1	655	9	663	0.0e+00	1365.1
Pd_03232	QRO15036.1|GH78	100.0	894	0	0	1	894	1	894	0.0e+00	1890.5
Pd_03233	ABR44846.1|GH92	100.0	721	0	0	1	721	1	721	0.0e+00	1506.1
Pd_03234	ABR44847.1|GH130	100.0	386	0	0	1	386	1	386	1.1e-232	809.3
Pd_03236	QRO15032.1|GH92	100.0	779	0	0	1	779	1	779	0.0e+00	1620.5
Pd_03237	QRO15031.1|GH92	100.0	757	0	0	1	757	1	757	0.0e+00	1599.7
Pd_03245	QUT20914.1|CE9	100.0	391	0	0	1	391	1	391	5.8e-226	786.9
Pd_03253	QRO15017.1|GT32	100.0	235	0	0	1	235	1	235	1.2e-141	506.1
Pd_03261	ABR44872.1|GT4	100.0	417	0	0	1	417	1	417	1.3e-244	849.0
Pd_03274	QRO14996.1|GH63	100.0	542	0	0	1	542	1	542	0.0e+00	1153.3
Pd_03276	QRO14994.1|GH92	100.0	957	0	0	1	957	1	957	0.0e+00	1986.5
Pd_03302	QRO14972.1|GT1	100.0	410	0	0	1	410	1	410	1.3e-247	859.0
Pd_03324	ABR44932.1|GT2	100.0	259	0	0	1	259	1	259	4.5e-150	534.3
Pd_03325	QRO14952.1|GT4	100.0	316	0	0	1	316	1	316	1.7e-183	645.6
Pd_03326	QRO14951.1|GT2	100.0	264	0	0	1	264	1	264	1.0e-154	549.7
Pd_03328	QRO14949.1|GT4	100.0	375	0	0	1	375	1	375	1.2e-217	759.2
Pd_03329	ABR44937.1|GT2	100.0	301	0	0	1	301	1	301	1.4e-184	649.0
Pd_03330	ABR44938.1|GT4	100.0	354	0	0	1	354	1	354	1.3e-208	729.2
Pd_03331	QRO14946.1|GT8	100.0	325	0	0	1	325	1	325	1.5e-190	669.1
Pd_03334	ABR44942.1|GT4	100.0	375	0	0	1	375	1	375	2.0e-220	768.5
Pd_03335	CAI32746.2|GT4	54.6	412	169	2	5	416	1	394	2.0e-123	446.4
Pd_03384	AST56160.1|GH35	33.7	867	520	21	242	1062	714	1571	5.5e-130	469.5
Pd_03395	QUT20804.1|GH0	100.0	739	0	0	1	739	1	739	0.0e+00	1575.8
Pd_03435	BCM89828.1|CBM66	38.8	649	358	11	40	682	69	684	3.1e-126	456.4
Pd_03436	ABR45039.1|GH127	100.0	617	0	0	1	617	1	617	0.0e+00	1313.9
Pd_03437	QRO14849.1|GH142	100.0	515	0	0	1	515	1	515	0.0e+00	1111.3
Pd_03469	QJE29668.1|GT32	54.1	427	196	0	1	427	246	672	1.9e-126	456.4
Pd_03476	AST56006.1|GH32	100.0	602	0	0	1	602	1	602	0.0e+00	1247.6
Pd_03485	QRO14808.1|GH2	100.0	877	0	0	1	877	1	877	0.0e+00	1868.6
Pd_03491	QRO14802.1|GH92	100.0	771	0	0	1	771	8	778	0.0e+00	1609.3
Pd_03499	CCO12112.2|GH13_31	71.4	419	119	1	3	420	4	422	6.4e-170	600.9
Pd_03551	ABR45148.1|CBM62	100.0	660	0	0	1	660	1	660	0.0e+00	1384.0
Pd_03591	AWZ17133.1|GH13_30	33.8	1274	678	22	8	1241	396	1544	1.2e-187	661.4
Pd_03646	AGL64345.2|GT2	49.5	582	291	3	390	969	275	855	2.7e-155	553.5
Pd_03652	ABR45241.1|GH13	100.0	615	0	0	1	615	1	615	0.0e+00	1293.9
Pd_03653	QUT20559.1|GH31	100.0	1047	0	0	1	1047	1	1047	0.0e+00	2212.6
Pd_03697	AST56160.1|GH35	36.5	907	513	18	243	1135	714	1571	6.0e-167	592.4
Pd_03698	AST56160.1|GH35	38.0	906	495	23	266	1152	714	1571	1.6e-170	604.4
Pd_03739	QUT58954.1|GH0	50.8	370	177	3	3	370	4	370	5.5e-109	398.3
Pd_03767	ABR45350.1|GT2	100.0	632	0	0	1	632	1	632	0.0e+00	1273.1
Pd_03797	AST56160.1|GH35	66.3	872	279	7	238	1108	714	1571	0.0e+00	1197.2
Pd_03828	QRO18221.1|GH171	100.0	397	0	0	1	397	1	397	1.1e-237	825.9
Pd_03870	VEH14885.1|GH43_3	52.1	361	164	5	30	382	338	697	4.2e-104	382.1
Pd_03891	QRO18165.1|GT1	100.0	384	0	0	1	384	1	384	2.9e-222	774.6
Pd_03899	QUT20258.1|GH13_38	100.0	570	0	0	1	570	1	570	0.0e+00	1199.5
Pd_03910	QUT20245.1|GH30_2	100.0	476	0	0	1	476	1	476	5.3e-290	1000.0
Pd_03912	QYO62262.1|GH13	64.2	346	122	1	1	346	1	344	1.2e-117	427.6
Pd_03919	CAG7911095.1|GH5_11	40.4	889	482	15	13	862	589	1468	1.3e-190	670.6
Pd_03950	AVI59029.1|GT2	45.0	436	233	3	1	435	1	430	2.3e-106	389.8
Pd_03955	QRO18111.1|GT0	100.0	411	0	0	1	411	1	411	1.6e-239	832.0
Pd_03959	VEJ19452.1|GT4	64.5	346	107	4	5	349	371	701	6.3e-118	427.9
Pd_03961	AOP03843.1|GT0	65.3	389	129	1	4	386	15	403	1.2e-151	540.0
Pd_03972	ABR45528.1|GH0	100.0	460	0	0	1	460	1	460	2.1e-275	951.4
Pd_04057	ABR45606.1|GH15	100.0	595	0	0	1	595	1	595	0.0e+00	1228.4
Pd_04058	QRO18021.1|GT20	100.0	745	0	0	1	745	1	745	0.0e+00	1522.3
Pd_04077	ABR45624.1|GT2	100.0	486	0	0	1	486	1	486	4.1e-290	1000.3
