HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT32.hmm	90	Pd_01331	250	2.6e-23	3	87	20	95	0.933333333333
GT2.hmm	170	Pd_01332	282	2.6e-16	2	140	42	173	0.811764705882
GH73.hmm	128	Pd_01340	155	3.7e-23	4	125	12	143	0.9453125
GT2.hmm	230	Pd_01342	394	3.3e-21	3	228	45	262	0.978260869565
GT2.hmm	170	Pd_01343	307	8.6e-23	1	163	6	173	0.952941176471
GT2.hmm	230	Pd_01344	395	2.9e-21	4	224	55	265	0.95652173913
GT2.hmm	170	Pd_01349	249	5.5e-30	2	168	6	172	0.976470588235
CBM67.hmm	176	Pd_01364	738	5e-31	1	175	33	213	0.988636363636
GH78.hmm	504	Pd_01364	738	2.1e-86	22	502	258	720	0.952380952381
CBM67.hmm	176	Pd_01365	860	1.4e-41	1	168	126	304	0.948863636364
GH78.hmm	504	Pd_01365	860	3.6e-153	3	503	332	841	0.992063492063
GH78.hmm	504	Pd_01366	583	3.9e-103	7	498	76	578	0.974206349206
GH127.hmm	524	Pd_01372	623	1e-67	45	523	67	529	0.912213740458
GH43_34.hmm	280	Pd_01386	334	1.3e-104	1	279	37	316	0.992857142857
GT2.hmm	170	Pd_01391	250	4.7e-34	1	122	6	127	0.711764705882
GT4.hmm	160	Pd_01461	385	2e-36	6	159	196	347	0.95625
GT2.hmm	170	Pd_01463	325	1.6e-33	1	130	4	132	0.758823529412
GH2.hmm	752	Pd_01474	940	2.2e-72	22	552	18	699	0.704787234043
GH20.hmm	337	Pd_01480	370	1.1e-32	57	308	72	331	0.744807121662
GT2.hmm	170	Pd_01487	388	8.7e-23	1	169	9	194	0.988235294118
GT4.hmm	160	Pd_01522	418	1.4e-30	5	154	238	379	0.93125
GT4.hmm	160	Pd_01523	359	3.4e-27	8	151	192	331	0.89375
CE1.hmm	227	Pd_01534	696	4.5e-17	5	207	446	671	0.88986784141
GH73.hmm	128	Pd_01567	165	9.4e-24	2	126	11	143	0.96875
GH35.hmm	307	Pd_01571	768	1.2e-111	1	306	37	359	0.99348534202
GT2.hmm	170	Pd_01600	320	1.5e-30	1	168	5	169	0.982352941176
GH51.hmm	630	Pd_01622	511	3.4e-149	83	541	21	510	0.726984126984
PL12.hmm	138	Pd_01638	536	6.1e-19	2	137	330	460	0.978260869565
GT4.hmm	160	Pd_01641	358	2.1e-34	12	157	177	326	0.90625
GT2.hmm	170	Pd_01643	312	6.1e-37	1	132	6	135	0.770588235294
GH92.hmm	491	Pd_01678	758	2.1e-167	4	490	219	739	0.989816700611
GH92.hmm	491	Pd_01679	756	2.1e-184	2	491	248	740	0.995926680244
GH92.hmm	491	Pd_01680	784	1.2e-185	2	491	240	747	0.995926680244
GH38.hmm	269	Pd_01685	962	1.9e-21	2	256	119	387	0.944237918216
GH92.hmm	491	Pd_01687	788	5e-148	3	491	260	782	0.993890020367
CBM67.hmm	176	Pd_01711	1147	1.7e-40	5	171	347	522	0.943181818182
GH78.hmm	504	Pd_01711	1147	4.8e-175	6	504	552	1106	0.988095238095
GT2.hmm	170	Pd_01713	310	3.2e-31	2	165	6	165	0.958823529412
GH76.hmm	358	Pd_01736	363	7e-90	34	338	37	349	0.849162011173
GH123.hmm	538	Pd_01749	607	3.9e-205	4	537	59	599	0.990706319703
GH13_8.hmm	293	Pd_01793	672	2.5e-150	1	293	219	510	0.996587030717
GH43_33.hmm	315	Pd_01822	377	2.5e-142	1	315	43	362	0.996825396825
GH92.hmm	491	Pd_01827	768	6e-198	5	491	268	760	0.989816700611
GH30_3.hmm	417	Pd_01860	481	2.2e-157	5	417	54	478	0.988009592326
CBM67.hmm	176	Pd_01869	808	9.1e-48	1	166	42	214	0.9375
GH78.hmm	504	Pd_01869	808	8e-113	8	500	278	784	0.97619047619
GT51.hmm	177	Pd_01891	781	2.9e-58	4	177	63	243	0.977401129944
GT4.hmm	160	Pd_01914	370	1.8e-30	8	137	203	333	0.80625
GT2.hmm	170	Pd_01916	309	2.1e-38	1	167	4	162	0.976470588235
GH109.hmm	399	Pd_01943	387	4.5e-23	4	167	34	188	0.408521303258
GH51.hmm	630	Pd_02011	655	1.9e-108	86	541	179	653	0.722222222222
GH2.hmm	752	Pd_02049	834	4.2e-119	30	475	27	614	0.591755319149
GT3.hmm	637	Pd_02078	552	5.3e-123	1	353	13	354	0.552590266876
GT35.hmm	674	Pd_02079	856	6.2e-127	20	613	124	692	0.879821958457
CE1.hmm	227	Pd_02081	389	1.7e-56	1	220	145	384	0.964757709251
GH109.hmm	399	Pd_02123	482	1.3e-25	4	158	42	197	0.385964912281
GH109.hmm	399	Pd_02126	437	8.6e-26	4	158	36	187	0.385964912281
GH73.hmm	128	Pd_02179	302	3e-37	3	128	40	168	0.9765625
CE11.hmm	271	Pd_02184	461	7.7e-74	1	220	4	224	0.808118081181
GH43_8.hmm	281	Pd_02258	513	2.7e-121	1	281	27	302	0.996441281139
CBM91.hmm	200	Pd_02258	513	5.9e-16	5	155	330	472	0.75
GH92.hmm	491	Pd_02262	758	1.7e-178	2	491	235	740	0.995926680244
GT2.hmm	170	Pd_02283	262	2.1e-28	1	136	4	136	0.794117647059
GT4.hmm	160	Pd_02286	324	2.2e-20	4	157	152	293	0.95625
GT2.hmm	170	Pd_02290	329	2.2e-34	1	159	8	167	0.929411764706
GT2.hmm	170	Pd_02292	318	6.8e-31	1	109	7	113	0.635294117647
GT2.hmm	170	Pd_02293	325	2.3e-35	1	133	8	149	0.776470588235
GT4.hmm	160	Pd_02295	416	1.9e-22	5	157	229	386	0.95
CE4.hmm	130	Pd_02296	241	5.4e-18	3	120	21	201	0.9
CBM9.hmm	182	Pd_02364	372	4.6e-40	1	168	54	246	0.917582417582
GT30.hmm	177	Pd_02366	386	2.2e-49	9	176	5	179	0.943502824859
GH92.hmm	491	Pd_02412	919	2.9e-130	8	491	403	912	0.983706720978
GH3.hmm	216	Pd_02418	999	8e-58	4	215	101	325	0.976851851852
GH43_24.hmm	246	Pd_02483	371	5.5e-107	1	246	46	341	0.99593495935
GH78.hmm	504	Pd_02498	542	1.4e-76	8	439	84	536	0.855158730159
GH95.hmm	722	Pd_02507	809	2.1e-279	6	718	25	775	0.986149584488
GH123.hmm	538	Pd_02511	591	1.6e-230	4	537	51	589	0.990706319703
GH3.hmm	216	Pd_02512	783	2.1e-72	4	216	78	294	0.981481481481
GH172.hmm	236	Pd_02552	392	3.6e-86	2	236	123	371	0.991525423729
GH140.hmm	412	Pd_02553	471	1.9e-81	3	248	21	269	0.594660194175
GH140.hmm	412	Pd_02553	471	2.3e-39	251	412	298	464	0.390776699029
GH28.hmm	325	Pd_02554	446	1e-34	6	309	60	381	0.932307692308
GT28.hmm	157	Pd_02574	368	3.3e-45	1	156	193	352	0.987261146497
GH20.hmm	337	Pd_02608	773	4.1e-125	8	336	155	509	0.973293768546
GH23.hmm	135	Pd_02641	518	6.4e-23	2	119	127	260	0.866666666667
GT19.hmm	354	Pd_02719	377	1.7e-111	2	352	4	358	0.988700564972
GH109.hmm	399	Pd_02730	496	1.2e-17	3	164	38	191	0.40350877193
CE1.hmm	227	Pd_02774	397	1.7e-54	1	221	157	393	0.969162995595
GH92.hmm	491	Pd_02818	752	1e-174	4	491	245	750	0.991853360489
GH29.hmm	346	Pd_02826	686	5.4e-76	39	330	34	338	0.841040462428
GH13_20.hmm	300	Pd_02830	612	1.8e-54	1	298	163	476	0.99
GH13_20.hmm	300	Pd_02833	613	3.9e-65	1	298	158	478	0.99
GH109.hmm	399	Pd_02834	447	8.4e-25	5	160	41	195	0.388471177945
GT94.hmm	283	Pd_02862	375	1.5e-22	39	218	115	305	0.632508833922
GT2.hmm	170	Pd_02864	253	4e-26	1	108	8	114	0.629411764706
GT4.hmm	160	Pd_02866	423	1.7e-25	8	153	242	386	0.90625
GT10.hmm	347	Pd_02871	331	1.9e-28	139	287	106	248	0.4265129683
GT2.hmm	170	Pd_02873	282	1.7e-25	1	133	12	147	0.776470588235
GH109.hmm	399	Pd_02875	341	1.4e-27	4	161	3	150	0.393483709273
GT2.hmm	170	Pd_02896	238	2.4e-17	2	143	9	150	0.829411764706
CE4.hmm	130	Pd_02897	265	4.3e-16	23	126	33	129	0.792307692308
GT4.hmm	160	Pd_02899	377	2.1e-31	9	158	202	347	0.93125
GT4.hmm	160	Pd_02900	354	6.2e-30	19	155	190	320	0.85
GT9.hmm	225	Pd_02903	351	6.2e-39	3	219	72	320	0.96
GH110.hmm	548	Pd_02918	612	3.8e-224	2	548	26	591	0.996350364964
GH109.hmm	399	Pd_02959	514	1.6e-17	4	159	47	197	0.388471177945
GH97.hmm	631	Pd_02964	660	6.3e-204	3	630	15	657	0.993660855784
GT32.hmm	90	Pd_03007	544	1.1e-23	7	87	338	413	0.888888888889
GT4.hmm	160	Pd_03014	415	6.8e-33	4	159	224	383	0.96875
GT2.hmm	170	Pd_03015	459	9.1e-38	1	121	10	128	0.705882352941
GT2.hmm	170	Pd_03017	95	4.1e-22	26	92	5	70	0.388235294118
GH33.hmm	342	Pd_03032	541	9.8e-97	11	330	189	526	0.932748538012
GH20.hmm	337	Pd_03033	672	2e-59	9	334	141	412	0.964391691395
CE20.hmm	249	Pd_03034	691	6.4e-80	3	249	300	583	0.987951807229
GH2.hmm	752	Pd_03109	1207	2.2e-83	27	555	387	1078	0.702127659574
GT2.hmm	170	Pd_03129	312	2.7e-31	1	169	5	170	0.988235294118
GH16_3.hmm	230	Pd_03149	276	3.8e-85	1	230	41	274	0.995652173913
GH144.hmm	404	Pd_03154	721	6e-172	3	400	299	717	0.982673267327
GH43_28.hmm	262	Pd_03155	764	1.9e-112	1	262	237	502	0.996183206107
CBM32.hmm	124	Pd_03155	764	5.9e-18	12	109	545	656	0.782258064516
GH144.hmm	404	Pd_03156	460	1e-191	4	403	44	453	0.987623762376
GH3.hmm	216	Pd_03157	751	4.1e-69	3	216	94	315	0.986111111111
GH3.hmm	216	Pd_03158	758	2.5e-66	3	215	105	330	0.981481481481
GH43_28.hmm	262	Pd_03159	597	4.2e-109	1	262	55	318	0.996183206107
CBM32.hmm	124	Pd_03159	597	1.5e-20	11	109	378	489	0.790322580645
CE1.hmm	227	Pd_03161	263	6.1e-34	7	208	40	243	0.885462555066
CE4.hmm	130	Pd_03168	203	2.7e-25	6	106	23	125	0.769230769231
GH31.hmm	427	Pd_03195	952	7.1e-148	1	427	375	835	0.997658079625
GH2.hmm	752	Pd_03196	842	2.5e-129	24	486	21	647	0.614361702128
GH3.hmm	216	Pd_03197	732	4.9e-67	2	215	60	281	0.986111111111
GH2.hmm	752	Pd_03212	610	1.3e-104	23	406	55	496	0.509308510638
GH2.hmm	752	Pd_03213	618	1.3e-94	26	486	34	611	0.61170212766
GH116.hmm	363	Pd_03221	901	1.2e-33	4	361	442	770	0.98347107438
GH97.hmm	631	Pd_03222	655	9.8e-207	7	630	11	648	0.987321711569
GH78.hmm	504	Pd_03232	894	2e-131	1	501	351	856	0.992063492063
GH92.hmm	491	Pd_03233	721	5.5e-153	2	491	231	706	0.995926680244
GH130.hmm	296	Pd_03234	386	3.5e-88	14	287	71	381	0.922297297297
GH92.hmm	491	Pd_03236	779	9.3e-171	2	491	294	771	0.995926680244
GH92.hmm	491	Pd_03237	757	2.3e-172	2	491	236	740	0.995926680244
CE1.hmm	227	Pd_03238	273	6.8e-50	1	218	31	258	0.955947136564
CE9.hmm	373	Pd_03245	391	3.7e-118	1	373	8	385	0.997319034853
GT32.hmm	90	Pd_03253	235	7.8e-23	7	88	27	103	0.9
GT4.hmm	160	Pd_03261	417	9.8e-31	4	159	228	388	0.96875
GH92.hmm	491	Pd_03276	957	1.2e-188	4	491	218	706	0.991853360489
GT1.hmm	382	Pd_03302	410	1.2e-40	61	380	56	409	0.835078534031
GT2.hmm	170	Pd_03324	259	1.9e-37	1	143	9	147	0.835294117647
GT2.hmm	170	Pd_03326	264	9.8e-17	1	133	6	130	0.776470588235
GT4.hmm	160	Pd_03328	375	3.2e-33	10	152	202	341	0.8875
GT2.hmm	170	Pd_03329	301	5.7e-25	1	169	4	166	0.988235294118
GT4.hmm	160	Pd_03330	354	5.7e-27	8	155	181	326	0.91875
GT8.hmm	257	Pd_03331	325	6.9e-50	32	253	4	255	0.859922178988
GT4.hmm	160	Pd_03334	375	1.3e-30	6	154	199	344	0.925
GH2.hmm	752	Pd_03395	739	5e-86	27	492	15	625	0.61835106383
GH127.hmm	524	Pd_03435	683	5.3e-34	301	524	325	556	0.425572519084
GH127.hmm	524	Pd_03436	617	1.2e-216	1	524	38	548	0.998091603053
GH142.hmm	479	Pd_03437	515	7.9e-174	1	479	37	510	0.997912317328
GH32.hmm	293	Pd_03476	602	2.1e-101	1	289	143	438	0.982935153584
GH2.hmm	752	Pd_03485	877	1.7e-83	48	551	65	749	0.668882978723
GH92.hmm	491	Pd_03491	771	8.1e-181	3	491	261	754	0.993890020367
CE1.hmm	227	Pd_03507	276	1.1e-25	1	178	33	222	0.779735682819
CBM62.hmm	131	Pd_03551	660	1.5e-29	37	131	425	522	0.717557251908
CBM62.hmm	131	Pd_03551	660	4.3e-18	1	63	528	592	0.473282442748
GH13_20.hmm	300	Pd_03652	615	1.8e-63	1	298	162	482	0.99
GH31.hmm	427	Pd_03653	1047	1.3e-70	198	427	668	899	0.536299765808
GH109.hmm	399	Pd_03674	384	1.3e-16	4	188	3	190	0.461152882206
CE4.hmm	130	Pd_03748	283	6.9e-22	13	126	4	140	0.869230769231
GH171.hmm	355	Pd_03828	397	1.3e-117	1	355	44	388	0.997183098592
GH13_38.hmm	375	Pd_03899	570	1.6e-180	1	375	36	402	0.997333333333
GH30_2.hmm	417	Pd_03910	476	2.1e-185	2	416	53	473	0.992805755396
GH109.hmm	399	Pd_03972	460	4.1e-16	4	172	68	241	0.421052631579
GH15.hmm	361	Pd_04057	595	7.8e-77	3	360	221	582	0.98891966759
GT20.hmm	475	Pd_04058	745	1.2e-175	14	472	2	458	0.964210526316
GT2.hmm	170	Pd_04077	486	9.3e-23	1	131	246	379	0.764705882353
