Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
Dl_01548	-	GT28(197-342)	GT28_e144	GT28	N	3
Dl_01567	-	CE4(99-225)	CE4_e362	CE4	N	3
Dl_01573	-	GT2(5-176)	GT2	GT2	N	3
Dl_01574	-	GT2(78-193)+GT2(335-513)	GT2+GT2	GT2	N	3
Dl_01582	-	GT2(6-169)	GT2	N	N	2
Dl_01585	-	GT2(4-183)	GT2	GT2	N	3
Dl_01591	-	GT2(5-160)	GT2	N	N	2
Dl_01598	2.4.1.-	GT2(4-161)	GT2	N	N	2
Dl_01600	-	GT2(5-180)	GT2	N	N	2
Dl_01605	-	GH78(32-232)	GH78_e8	N	N	2
Dl_01607	-	CBM67(29-165)	CBM67_e22+GH78_e8	N	N	2
Dl_01611	-	GH73(311-426)	GH73_e250	GH73	Y(1-26)	3
Dl_01612	3.2.1.31	GH2(95-783)	GH2_e122	GH2	Y(1-30)	3
Dl_01613	-	GH25(107-282)	GH25_e110	GH25	Y(1-24)	3
Dl_01674	3.2.1.23|3.2.1.31	GH2(33-895)	GH2_e104	GH2	N	3
Dl_01703	-	GT51(86-266)	GT51_e43	GT51	N	3
Dl_01734	3.2.1.21|3.2.1.37|3.2.1.-|3.2.1.74	GH3(551-811)	GH3_e165	GH3	N	3
Dl_01737	-	CE4(59-165)	CE4_e179	CE4	N	3
Dl_01763	-	GT4(209-331)	GT4_e763	GT4	N	3
Dl_01827	3.2.1.1|3.2.1.41|-	CBM34(20-115)+GH13_39(171-553)	CBM34_e11+GH13_e98	GH13	N	3
Dl_01936	-	GT4(187-321)	GT4_e150	GT4	N	3
Dl_01938	-	GT2(7-128)	GT2	N	N	2
Dl_01948	-	GT4(197-342)	GT4_e224	GT4	N	3
Dl_01951	-	GT2(14-147)	GT2	N	N	2
Dl_01952	2.4.1.-	GT2(9-143)	GT2	N	N	2
Dl_01953	2.4.1.-	GT2(5-169)	GT2	N	N	2
Dl_02065	2.4.1.25	GH77(10-492)	GH77_e1	GH77	N	3
Dl_02093	3.2.1.26	GH32(37-346)	GH32_e76	GH32	N	3
Dl_02147	2.4.1.25	GH77(8-493)	GH77_e1	GH77	N	3
Dl_02299	3.2.1.23	GH2(23-644)	GH2_e13	GH2	N	3
Dl_02348	-	CE9(3-380)	CE9_e86	CE9	N	3
Dl_02353	3.2.1.-	GH13_20(38-325)	GH13_e141	GH13	N	3
Dl_02454	3.2.1.88	GH27(163-399)	GH27_e28	GH27	N	3
Dl_02471	-	GH32(34-329)	GH32_e38	GH32	N	3
Dl_02472	-	GH172(102-362)	GH172_e4	GH172	N	3
Dl_02566	-	GH32(30-340)	GH32_e67	GH32	N	3
Dl_02656	2.4.1.18|-	CBM48(18-93)+GH13_9(164-453)	CBM48_e87+GH13_e200	CBM48+GH13_9	N	3
Dl_02686	N	GT26(87-187)	N	GT0	N	2
Dl_00194	-	N	GH23_e928	GH23	N	2
Dl_00556	-	N	GH23_e928	N	N	1
Dl_01232	-	N	GH23_e928	GH23	N	2
Dl_01570	-	N	GT2	GT2	N	2
Dl_01812	-	N	CBM50_e748	CBM50	N	2
Dl_01962	-	N	CBM13_e31	N	N	1
Dl_01191	-	N	CBM50_e466	CBM50	N	2
Dl_01584	-	N	GT4_e3317	GT4	N	2
Dl_01592	-	N	GT2	N	N	1
Dl_01599	-	N	GT2	N	N	1
Dl_01638	-	N	GH23_e928	GH23	N	2
Dl_00017	N	N	N	GH1	N	1
Dl_00030	N	N	N	GH38	N	1
Dl_00122	N	N	N	GH5_11	N	1
Dl_00339	N	N	N	GH13_31	N	1
Dl_00591	N	N	N	GT2	Y(1-32)	1
Dl_00715	N	N	N	GH0	N	1
Dl_00844	N	N	N	GH130	N	1
Dl_00882	N	N	N	GT58	N	1
Dl_00912	N	N	N	GH130	N	1
Dl_01044	N	N	N	GT1	N	1
Dl_01066	N	N	N	GT2	N	1
Dl_01184	N	N	N	GH13_30	N	1
Dl_01231	N	N	N	GH0	N	1
Dl_01292	N	N	N	GH13_11	N	1
Dl_01369	N	N	N	GH23	N	1
Dl_01378	N	N	N	GH28	N	1
Dl_01537	N	N	N	GH13	N	1
Dl_01609	N	N	N	GT4	N	1
Dl_01716	N	N	N	GT4	N	1
Dl_01729	N	N	N	GH13_11	N	1
Dl_01761	N	N	N	CBM48+GH13_9	N	1
Dl_01771	N	N	N	GT83	N	1
Dl_01843	N	N	N	CBM48+GH13_9	N	1
Dl_01865	N	N	N	GH84	N	1
Dl_01866	N	N	N	CE12	N	1
Dl_01889	N	N	N	CBM50	N	1
Dl_02148	N	N	N	CBM50	Y(1-22)	1
Dl_02194	N	N	N	GH13_31	N	1
Dl_02222	N	N	N	GH1	N	1
Dl_02237	N	N	N	GT2	N	1
Dl_02300	N	N	N	GH2	N	1
Dl_02323	N	N	N	GT4	N	1
Dl_02567	N	N	N	GH32	N	1
Dl_02619	N	N	N	GH28	N	1
Dl_02629	N	N	N	CE8	N	1
Dl_02665	N	N	N	GT4	N	1
Dl_02728	N	N	N	GH127	N	1
