dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH32_e38	GH32:44	-	-	295	Dl_02471	493	1.4e-144	1	293	35	329	0.989830508475
GH172_e4	GH172:90|GH0:2	-	-	260	Dl_02472	447	5.3e-145	1	260	103	363	0.996153846154
GH32_e67	GH32:11	-	-	311	Dl_02566	480	1.3e-143	1	311	31	341	0.996784565916
CBM48_e87	CBM48:176|GH13:167|GH13_9:3	-	glycogen	81	Dl_02656	594	1.2e-16	1	76	19	94	0.925925925926
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	Dl_02656	594	1.5e-122	1	300	165	453	0.993355481728
GH43_e105	GH43_26:2665|CBM42:5|CBM13:4|CBM35:2|GH43:1	3.2.1.-:5	xylan	303	Dl_00038	488	1.6e-109	2	303	146	467	0.993399339934
GH51_e0	GH51:2271	3.2.1.55:37	arabinan	492	Dl_00044	504	9.6e-235	1	491	5	503	0.99593495935
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	Dl_00307	752	1.5e-246	2	710	80	752	0.994382022472
GH13_e138	GH13_11:12|CBM48:7	-	sucrose	187	Dl_00689	585	3.3e-57	64	187	284	407	0.657754010695
GH32_e71	GH32:74	3.2.1.26:1	fructan	308	Dl_00832	478	2e-146	1	308	24	326	0.996753246753
GH2_e128	GH2:126	-	-	523	Dl_00871	586	2.9e-219	1	522	25	555	0.996175908222
CE4_e347	CE4:32	-	-	108	Dl_00907	317	2e-51	2	108	111	217	0.981481481481
CBM48_e2	CBM48:14087|GH13_9:14033|GH77:8|GH13:5|GT5:2|GH13_3:1|GH0:1	2.4.1.18:57	glycogen	100	Dl_00923	636	6.7e-24	5	92	27	127	0.87
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	Dl_00923	636	1.3e-154	1	300	187	486	0.993355481728
GT28_e30	GT28:2065	-	-	150	Dl_00948	355	2.2e-65	1	148	189	336	0.98
GH18_e221	GH18:43	-	-	287	Dl_00968	638	1.1e-130	1	286	320	626	0.993031358885
GH1_e115	GH1:2614	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	beta-glucan, beta-fucosides, beta-galactan, beta-glucan, polyphenol	466	Dl_01019	486	1.4e-217	2	466	11	482	0.995708154506
CBM50_e466	CBM50:10	-	chitin, peptidoglycan	42	Dl_01191	518	4.4e-20	2	42	471	511	0.952380952381
GT4_e2763	GT4:17	-	-	149	Dl_01484	570	1.5e-55	2	148	397	543	0.979865771812
GT2	GT2:8|GT14:1	-	-	164	Dl_01491	323	5.4e-54	1	163	7	168	0.987804878049
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	Dl_01521	825	0	1	711	96	814	0.997191011236
CE4_e156	CE4:6	-	-	120	Dl_01547	240	5.9e-46	2	120	40	158	0.983333333333
GT2	GT2:53|GT4:2	-	-	208	Dl_01574	605	4.1e-72	1	202	79	278	0.966346153846
GT2	GT2:156|GT4:8|GT0:3	-	-	243	Dl_01574	605	6.1e-88	11	241	333	575	0.946502057613
GT4_e3317	GT4:28	-	-	137	Dl_01584	409	3.6e-50	1	133	240	372	0.963503649635
GT2	GT2:14	-	-	176	Dl_01585	325	3.4e-68	1	175	5	179	0.988636363636
GT2	GT2:13	-	-	136	Dl_01592	267	6.5e-62	1	135	12	146	0.985294117647
GT2	GT2:9	-	-	149	Dl_01599	296	1.8e-41	1	142	7	149	0.946308724832
GT2	GT2:18	-	-	162	Dl_01600	352	3.7e-48	1	139	6	142	0.851851851852
GH78_e8	GH78:47	-	-	519	Dl_01605	388	3.1e-50	316	518	31	234	0.389210019268
CBM67_e22	CBM67:42|GH78:42	-	rhamnose	176	Dl_01607	377	2.3e-17	40	173	29	159	0.755681818182
GH78_e8	GH78:47	-	-	519	Dl_01607	377	4.3e-55	1	189	189	377	0.362235067437
GH23_e928	GH23:90	-	-	132	Dl_01638	573	2.1e-65	1	131	297	426	0.984848484848
GH2_e104	GH2:483	3.2.1.23:6|3.2.1.31:2	beta-galactan, beta-glucuronan	863	Dl_01674	1012	0	5	862	36	896	0.993047508691
CE4_e179	CE4:7	-	-	107	Dl_01737	243	9.8e-52	1	107	61	167	0.990654205607
GT4_e763	GT4:25	-	-	119	Dl_01763	396	5.8e-50	2	118	215	331	0.974789915966
GT2	GT2:45	-	-	141	Dl_01938	313	1.4e-51	1	126	8	133	0.886524822695
GT4_e224	GT4:47	-	-	143	Dl_01948	374	3.9e-64	2	141	199	337	0.972027972028
GT2	GT2:27	-	-	150	Dl_01951	331	5.1e-52	1	144	15	163	0.953333333333
GT2	GT2:37|GT101:8	2.4.1.-:1	-	163	Dl_01953	341	4.1e-42	1	162	6	168	0.98773006135
GH77_e1	GH77:1346|GT35:16	2.4.1.25:3	starch	479	Dl_02065	512	5.1e-222	1	477	11	492	0.993736951983
GH32_e76	GH32:1477	3.2.1.26:3	fructan	301	Dl_02093	476	8.3e-126	1	301	38	347	0.996677740864
CE9_e86	CE9:17	-	-	372	Dl_02348	383	3.6e-196	1	372	5	381	0.997311827957
GH13_e141	GH13:115	3.2.1.-:2	sucrose, starch	288	Dl_02353	435	2.7e-142	1	287	36	323	0.993055555556
