dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	Csc_01110	719	1.9e-155	3	356	196	551	0.986033519553
GT4_e3202	GT4:8	-	-	150	Csc_01131	422	5.9e-68	4	147	214	357	0.953333333333
GH13_e141	GH13:115	3.2.1.-:2	sucrose, starch	288	Csc_01343	436	1.1e-141	2	287	37	323	0.989583333333
GH23_e335	GH23:1146|CBM50:10	3.2.1.17:12|4.2.2.n1:6	peptidoglycan, peptidoglycan	121	Csc_01364	263	3.8e-16	3	114	136	250	0.917355371901
GH65_e2	GH65:926	2.4.1.64:4	alpha-glucan	375	Csc_01541	783	9.9e-169	1	374	338	714	0.994666666667
GH25_e78	GH25:19|CBM50:12	-	-	173	Csc_01790	124	1.6e-24	1	70	7	76	0.398843930636
GH123_e14	GH123:5	-	-	403	Csc_01865	559	1.4e-171	4	403	115	511	0.990074441687
GH73_e240	GH73:21	-	-	130	Csc_01874	950	5e-62	1	130	816	947	0.992307692308
GT2	GT2:13	-	-	136	Csc_02215	262	1.4e-64	1	135	9	142	0.985294117647
GT2	GT2:5	-	-	116	Csc_02217	633	1.7e-56	1	116	132	247	0.991379310345
GT2	GT2:53|GT4:2	-	-	208	Csc_02223	526	3.2e-71	1	202	64	260	0.966346153846
GT2	GT2:11|GT0:1	-	-	220	Csc_02223	526	1.9e-20	28	217	315	492	0.859090909091
GH23_e928	GH23:90	-	-	132	Csc_02356	587	6.3e-68	1	131	309	439	0.984848484848
GH68_e0	GH68:629	2.4.1.10:20	fructan	443	Csc_03000	224	5.4e-125	181	400	2	222	0.494356659142
GT2	GT2:8	-	-	153	Csc_03035	138	3.7e-17	86	153	2	68	0.437908496732
GT2	GT2:10|GT4:3	-	-	166	Csc_03080	387	4.6e-51	1	166	4	169	0.993975903614
GT51_e43	GT51:83	-	-	183	Csc_03283	862	5.1e-92	2	183	85	267	0.989071038251
GT26_e195	GT26:29	-	-	170	Csc_03625	232	3.5e-16	2	131	59	188	0.758823529412
