OTU	StableState	SampleIdx	ExcludedCluster
B_cellulosilyticus_WH2	57761797.941919506	40	None
B_ovatus	2088510.4621346847	40	None
B_thetaiotaomicron	57338869.52838395	40	None
B_uniformis	17527665.909574892	40	None
B_vulgatus	53856834.56118424	40	None
C_aerofaciens	1216387.8167018997	40	None
C_scindens	5587912.171547144	40	None
C_spiroforme	568139.3991821473	40	None
D_longicatena	97362.65415524274	40	None
P_distasonis	14134220.591637153	40	None
R_obeum	8443312.952470984	40	None
B_caccae	64521290.37789706	50	None
B_cellulosilyticus_WH2	61724795.03514786	50	None
B_ovatus	1756292.6852484304	50	None
B_thetaiotaomicron	54224686.52600551	50	None
B_uniformis	13640026.94382957	50	None
B_vulgatus	58376603.25006935	50	None
C_aerofaciens	1143043.0575660786	50	None
C_scindens	7257235.561927756	50	None
C_spiroforme	613894.1445252679	50	None
D_longicatena	61023.623920864025	50	None
P_distasonis	15249244.615614032	50	None
R_obeum	8072176.177005767	50	None
B_caccae	68504466.07475239	60	None
B_cellulosilyticus_WH2	65200393.299516395	60	None
B_ovatus	1006162.9581597144	60	None
B_thetaiotaomicron	55374204.34853599	60	None
B_uniformis	13688133.148765583	60	None
B_vulgatus	62302184.97979916	60	None
C_aerofaciens	1264128.9359435458	60	None
C_scindens	8853112.094761195	60	None
C_spiroforme	490443.4788701421	60	None
D_longicatena	16191.312246090798	60	None
P_distasonis	8992815.837159542	60	None
R_obeum	8025144.400020837	60	None
B_caccae	66754229.32101613	70	None
B_cellulosilyticus_WH2	63616235.75578089	70	None
B_ovatus	1607449.8454165554	70	None
B_thetaiotaomicron	55048984.83573511	70	None
B_uniformis	10839931.24846277	70	None
B_vulgatus	51030820.709287815	70	None
C_aerofaciens	1551735.0872597767	70	None
C_scindens	7888765.026587366	70	None
C_spiroforme	509580.275540097	70	None
D_longicatena	14465.17944054362	70	None
P_distasonis	10115449.051990187	70	None
R_obeum	5862623.203662813	70	None
B_caccae	66784708.011016935	80	None
B_cellulosilyticus_WH2	61818268.45637668	80	None
B_ovatus	2466549.137697606	80	None
B_thetaiotaomicron	51726813.22702334	80	None
B_uniformis	11891809.373192066	80	None
B_vulgatus	55909735.939104795	80	None
C_aerofaciens	1164650.254650074	80	None
C_scindens	7301730.060707356	80	None
C_spiroforme	528249.4186687066	80	None
D_longicatena	18789.605041410643	80	None
P_distasonis	6350655.901562035	80	None
R_obeum	5324528.648138554	80	None
B_caccae	69368728.12651953	90	None
B_cellulosilyticus_WH2	56512426.777915046	90	None
B_ovatus	476795.7527433859	90	None
B_thetaiotaomicron	65665701.07809674	90	None
B_uniformis	6313083.88863162	90	None
B_vulgatus	58766792.00497301	90	None
C_aerofaciens	1163822.629275507	90	None
C_scindens	6917584.593282796	90	None
C_spiroforme	620294.9650696851	90	None
D_longicatena	18313.37930133964	90	None
P_distasonis	7446838.933824742	90	None
R_obeum	6373751.081540216	90	None
B_caccae	56652803.00338899	100	None
B_cellulosilyticus_WH2	60108548.580973074	100	None
B_ovatus	400277.423054627	100	None
B_thetaiotaomicron	58228596.29775671	100	None
B_uniformis	7611401.035891363	100	None
B_vulgatus	75428613.16690862	100	None
C_aerofaciens	1438563.7658676445	100	None
C_scindens	7540652.991122557	100	None
C_spiroforme	537015.2166794811	100	None
D_longicatena	42827.43263022047	100	None
P_distasonis	10648744.081203412	100	None
R_obeum	8719756.627919251	100	None
B_caccae	54902404.01068332	110	None
B_cellulosilyticus_WH2	54991594.2160179	110	None
B_ovatus	1413467.6507775807	110	None
B_thetaiotaomicron	68096001.4343175	110	None
B_uniformis	6262368.550389955	110	None
B_vulgatus	55539824.79715193	110	None
C_aerofaciens	1293091.3402404783	110	None
C_scindens	7976430.681268061	110	None
C_spiroforme	443708.4939224334	110	None
D_longicatena	47624.62571455883	110	None
P_distasonis	10711657.89450723	110	None
R_obeum	5278992.903994919	110	None
B_caccae	60753213.56927728	120	None
B_cellulosilyticus_WH2	53914686.81187296	120	None
B_ovatus	1339267.1762229793	120	None
B_thetaiotaomicron	54927621.08794992	120	None
B_uniformis	3547911.3885969557	120	None
B_vulgatus	52109126.93943876	120	None
C_aerofaciens	741470.8121941689	120	None
C_scindens	7836480.817274238	120	None
C_spiroforme	496287.7676190841	120	None
D_longicatena	25191.97453088864	120	None
P_distasonis	13218428.16579936	120	None
R_obeum	6646324.680873256	120	None
B_caccae	62598012.10994679	130	None
B_cellulosilyticus_WH2	58655440.28209638	130	None
B_ovatus	3756655.4829717022	130	None
B_thetaiotaomicron	53007558.20221366	130	None
B_uniformis	9846565.97426538	130	None
B_vulgatus	71524469.01224463	130	None
C_aerofaciens	1810255.5687860036	130	None
C_scindens	6827159.032315284	130	None
C_spiroforme	562886.0262214668	130	None
D_longicatena	35492.59358426986	130	None
P_distasonis	11262561.303270321	130	None
R_obeum	6773851.376603429	130	None
B_caccae	67759480.73314124	140	None
B_cellulosilyticus_WH2	41464069.3191787	140	None
B_ovatus	1025391.1668050507	140	None
B_thetaiotaomicron	54052578.08646635	140	None
B_uniformis	10813027.15773819	140	None
B_vulgatus	61086017.39688063	140	None
C_aerofaciens	1756956.3428180162	140	None
C_scindens	8577836.72282088	140	None
C_spiroforme	654790.4757480789	140	None
D_longicatena	72051.36444596582	140	None
P_distasonis	16899153.89958873	140	None
R_obeum	5797566.071876429	140	None
B_caccae	57486509.21547266	150	None
B_cellulosilyticus_WH2	48173740.843458384	150	None
B_ovatus	1058401.8905637544	150	None
B_thetaiotaomicron	61101330.634558246	150	None
B_uniformis	14820142.644563	150	None
B_vulgatus	64982894.87957004	150	None
C_aerofaciens	1412701.4155876243	150	None
C_scindens	6635440.321825594	150	None
C_spiroforme	483221.10987877095	150	None
D_longicatena	46703.42288716253	150	None
P_distasonis	14525361.566773497	150	None
R_obeum	6830713.384832855	150	None
B_caccae	58825517.94509424	160	None
B_cellulosilyticus_WH2	53233283.44463448	160	None
B_ovatus	1377858.8247771186	160	None
B_thetaiotaomicron	47571899.16830408	160	None
B_uniformis	10282782.42375611	160	None
B_vulgatus	72364538.10356499	160	None
C_aerofaciens	1514572.1734561303	160	None
C_scindens	6197868.769413389	160	None
C_spiroforme	588895.0167305556	160	None
D_longicatena	68065.51212606617	160	None
P_distasonis	14229868.322683282	160	None
R_obeum	8223042.976788788	160	None
B_caccae	63045545.99154236	170	None
B_cellulosilyticus_WH2	50600365.48997996	170	None
B_ovatus	998319.6543881985	170	None
B_thetaiotaomicron	54284622.45918974	170	None
B_uniformis	7029587.124915131	170	None
B_vulgatus	64093075.062113285	170	None
C_aerofaciens	1249936.4715956121	170	None
C_scindens	6987262.184701293	170	None
C_spiroforme	467426.1526510756	170	None
D_longicatena	65551.13016090434	170	None
P_distasonis	14833256.814871479	170	None
R_obeum	5354908.016813704	170	None
B_caccae	66702464.30218803	180	None
B_cellulosilyticus_WH2	52710022.528782874	180	None
B_ovatus	3831335.3912975616	180	None
B_thetaiotaomicron	52488714.069709495	180	None
B_uniformis	8611053.368115831	180	None
B_vulgatus	54815888.20068026	180	None
C_aerofaciens	985971.9720439992	180	None
C_scindens	6535251.912345544	180	None
C_spiroforme	541856.029581254	180	None
D_longicatena	66303.04571394791	180	None
P_distasonis	14897788.647316923	180	None
R_obeum	7319170.6595520135	180	None
B_caccae	61859975.739326455	190	None
B_cellulosilyticus_WH2	57009464.36761583	190	None
B_ovatus	2458741.25006216	190	None
B_thetaiotaomicron	56680837.96685579	190	None
B_uniformis	7687748.381248203	190	None
B_vulgatus	69511792.94841804	190	None
C_aerofaciens	1488714.0409717516	190	None
C_scindens	6453937.888338135	190	None
C_spiroforme	621248.8059789205	190	None
D_longicatena	28755.21174580471	190	None
P_distasonis	12515372.312375361	190	None
R_obeum	8899046.190153822	190	None
B_caccae	62026108.04608092	200	None
B_cellulosilyticus_WH2	58205001.64791154	200	None
B_ovatus	5014063.566820208	200	None
B_thetaiotaomicron	58142915.76998693	200	None
B_uniformis	6383718.804947427	200	None
B_vulgatus	76776632.92445658	200	None
C_aerofaciens	1073171.5962564324	200	None
C_scindens	6268586.120550432	200	None
C_spiroforme	644912.2168365084	200	None
D_longicatena	46115.04855764962	200	None
P_distasonis	12268423.760311265	200	None
R_obeum	6830263.24640474	200	None
B_caccae	58274349.4496353	210	None
B_cellulosilyticus_WH2	56058707.827669	210	None
B_ovatus	1331009.4756373786	210	None
B_thetaiotaomicron	57385311.34167285	210	None
B_uniformis	5679443.871424521	210	None
B_vulgatus	64874318.1149657	210	None
C_aerofaciens	1301831.9961045862	210	None
C_scindens	8593268.871530095	210	None
C_spiroforme	681328.8286786139	210	None
D_longicatena	89097.10598271732	210	None
P_distasonis	11265725.815417517	210	None
R_obeum	10098005.750036627	210	None
B_caccae	64273674.41917276	220	None
B_cellulosilyticus_WH2	59136428.69601083	220	None
B_ovatus	3436672.5464045648	220	None
B_thetaiotaomicron	49131598.6415482	220	None
B_uniformis	4747878.100730516	220	None
B_vulgatus	65786849.476201735	220	None
C_aerofaciens	1323943.946062085	220	None
C_scindens	5876465.617339714	220	None
C_spiroforme	606856.550340924	220	None
D_longicatena	38047.89531760186	220	None
P_distasonis	11850659.190031348	220	None
R_obeum	12131065.134558106	220	None
B_caccae	61735519.35332655	230	None
B_cellulosilyticus_WH2	62692059.89520159	230	None
B_ovatus	166355.1567099885	230	None
B_thetaiotaomicron	62749719.89907908	230	None
B_uniformis	10469888.144203508	230	None
B_vulgatus	61902428.48594942	230	None
C_aerofaciens	1442629.8538240993	230	None
C_scindens	5756544.027840018	230	None
C_spiroforme	543507.0148165398	230	None
D_longicatena	57819.294272667954	230	None
P_distasonis	6840465.268335619	230	None
R_obeum	11555589.214969669	230	None
B_caccae	65441496.52873721	240	None
B_cellulosilyticus_WH2	63902932.77382369	240	None
B_ovatus	57570.44884614534	240	None
B_thetaiotaomicron	58077527.47107656	240	None
B_uniformis	13108497.237536382	240	None
B_vulgatus	62569783.275634766	240	None
C_aerofaciens	1438241.9710649035	240	None
C_scindens	6750211.233230927	240	None
C_spiroforme	465815.72843534074	240	None
D_longicatena	54634.409283679204	240	None
P_distasonis	7903154.121948059	240	None
R_obeum	9127827.55528793	240	None
B_caccae	57610812.205452316	250	None
B_cellulosilyticus_WH2	48983315.368498266	250	None
B_ovatus	655258.2176778647	250	None
B_thetaiotaomicron	70402302.23732494	250	None
B_uniformis	13410493.71785038	250	None
B_vulgatus	51386558.229797676	250	None
C_aerofaciens	1497731.969330917	250	None
C_scindens	6666827.866720484	250	None
C_spiroforme	417797.102227001	250	None
D_longicatena	21613.22166782837	250	None
P_distasonis	8500901.91259418	250	None
R_obeum	8381353.649673429	250	None
B_caccae	63238678.541194126	260	None
B_cellulosilyticus_WH2	69079984.20392813	260	None
B_ovatus	983219.574407066	260	None
B_thetaiotaomicron	68729341.47924651	260	None
B_uniformis	10411873.165103117	260	None
B_vulgatus	61212037.33637518	260	None
C_aerofaciens	1515255.050470648	260	None
C_scindens	6782480.087370584	260	None
C_spiroforme	535466.317937604	260	None
D_longicatena	17226.025476658157	260	None
P_distasonis	6843954.744286039	260	None
R_obeum	10243867.613603534	260	None
B_caccae	67829211.34350334	270	None
B_cellulosilyticus_WH2	57803071.15687146	270	None
B_ovatus	816344.6529987737	270	None
B_thetaiotaomicron	58619595.11066256	270	None
B_uniformis	12604609.324174661	270	None
B_vulgatus	56418653.88095448	270	None
C_aerofaciens	1481415.0467222738	270	None
C_scindens	5642391.056870941	270	None
C_spiroforme	659157.5262614051	270	None
D_longicatena	18086.129500868345	270	None
P_distasonis	9189607.780553192	270	None
R_obeum	11181063.39045847	270	None
B_caccae	63476372.31101714	280	None
B_cellulosilyticus_WH2	47322494.546156205	280	None
B_ovatus	806775.2435027304	280	None
B_thetaiotaomicron	58118413.857826926	280	None
B_uniformis	12316726.253658466	280	None
B_vulgatus	59814552.91262083	280	None
C_aerofaciens	1082237.8881122703	280	None
C_scindens	5179797.78538942	280	None
C_spiroforme	636929.8340345053	280	None
D_longicatena	14381.662796351857	280	None
P_distasonis	8879491.838709787	280	None
R_obeum	8991299.483107379	280	None
B_caccae	71783066.8207923	290	None
B_cellulosilyticus_WH2	48617359.64711285	290	None
B_ovatus	676034.5359815318	290	None
B_thetaiotaomicron	56469362.047378086	290	None
B_uniformis	14510432.714824354	290	None
B_vulgatus	54628082.79480573	290	None
C_aerofaciens	968457.0098643337	290	None
C_scindens	7181600.957306611	290	None
C_spiroforme	525354.5440791924	290	None
D_longicatena	25633.8243044342	290	None
P_distasonis	7612322.337655005	290	None
R_obeum	9792598.671188828	290	None
B_caccae	60607182.1789425	300	None
B_cellulosilyticus_WH2	47526458.65256432	300	None
B_ovatus	406612.7676736653	300	None
B_thetaiotaomicron	54626666.17411434	300	None
B_uniformis	14287686.908329401	300	None
B_vulgatus	66476143.456723146	300	None
C_aerofaciens	851766.3404335263	300	None
C_scindens	7111674.486842087	300	None
C_spiroforme	550684.831379456	300	None
D_longicatena	17981.652690085913	300	None
P_distasonis	6294637.432042466	300	None
R_obeum	10678191.791104442	300	None
B_caccae	64408684.26964497	310	None
B_cellulosilyticus_WH2	44606623.362262934	310	None
B_ovatus	1098668.1736434128	310	None
B_thetaiotaomicron	57685193.018958405	310	None
B_uniformis	17645141.74379394	310	None
B_vulgatus	70129929.4263153	310	None
C_aerofaciens	1087632.105674863	310	None
C_scindens	8879388.084071362	310	None
C_spiroforme	664923.2400544281	310	None
D_longicatena	12682.251355613183	310	None
P_distasonis	7503545.487047122	310	None
R_obeum	8907953.992518976	310	None
B_caccae	67979252.63499427	320	None
B_cellulosilyticus_WH2	47911312.335948296	320	None
B_ovatus	2420446.0549183716	320	None
B_thetaiotaomicron	58520376.22911406	320	None
B_uniformis	11136231.001485808	320	None
B_vulgatus	58182033.34931895	320	None
C_aerofaciens	928594.5587128048	320	None
C_scindens	10035602.849090612	320	None
C_spiroforme	542601.9612356453	320	None
D_longicatena	17185.14039320909	320	None
P_distasonis	9297076.681978602	320	None
R_obeum	9342379.701580908	320	None
B_caccae	70942423.2470518	330	None
B_cellulosilyticus_WH2	42271049.077501155	330	None
B_ovatus	2422272.1517531346	330	None
B_thetaiotaomicron	56178029.98200515	330	None
B_uniformis	5093517.808516253	330	None
B_vulgatus	67956382.31548582	330	None
C_aerofaciens	665979.5205987805	330	None
C_scindens	9532091.209764326	330	None
C_spiroforme	467372.5330516041	330	None
D_longicatena	17968.720347825823	330	None
P_distasonis	11366680.623069849	330	None
R_obeum	7732099.090239137	330	None
B_caccae	61961509.09104388	340	None
B_cellulosilyticus_WH2	20730337.32518543	340	None
B_ovatus	2432111.9850953887	340	None
B_thetaiotaomicron	48329304.96398263	340	None
B_uniformis	11235580.62567281	340	None
B_vulgatus	63877626.61600655	340	None
C_aerofaciens	1467999.4234997015	340	None
C_scindens	7355077.364071673	340	None
C_spiroforme	415288.0333329898	340	None
D_longicatena	31532.799156541885	340	None
P_distasonis	12911949.829969866	340	None
R_obeum	8225080.609998218	340	None
B_caccae	69213472.78674594	350	None
B_cellulosilyticus_WH2	47125919.732483186	350	None
B_ovatus	1500650.0764783155	350	None
B_thetaiotaomicron	53812524.15295416	350	None
B_uniformis	11908959.011273574	350	None
B_vulgatus	75290131.05192333	350	None
C_aerofaciens	1544257.1624314853	350	None
C_scindens	8317379.03217052	350	None
C_spiroforme	540095.2553463631	350	None
D_longicatena	8023.958754280517	350	None
P_distasonis	12371394.125695515	350	None
R_obeum	6903456.847019038	350	None
B_caccae	65713896.997138165	360	None
B_cellulosilyticus_WH2	61794971.85713043	360	None
B_ovatus	2244656.0018370077	360	None
B_thetaiotaomicron	48318463.31699124	360	None
B_uniformis	8223887.857956367	360	None
B_vulgatus	61062324.47568889	360	None
C_aerofaciens	1132618.708996752	360	None
C_scindens	8629366.503331264	360	None
C_spiroforme	515609.16465492576	360	None
D_longicatena	20403.72987139532	360	None
P_distasonis	11899593.62279898	360	None
R_obeum	6769004.616404245	360	None
B_caccae	70129998.32705809	370	None
B_cellulosilyticus_WH2	67038216.85646686	370	None
B_ovatus	2291841.889856767	370	None
B_thetaiotaomicron	44698639.44135711	370	None
B_uniformis	11036179.139961287	370	None
B_vulgatus	70590126.93824637	370	None
C_aerofaciens	599503.8649776356	370	None
C_scindens	5700786.19232429	370	None
C_spiroforme	502781.0317384354	370	None
D_longicatena	95279.49823450271	370	None
P_distasonis	14707991.394425394	370	None
R_obeum	1123726.0968880109	370	None
B_caccae	68578685.428809	380	None
B_cellulosilyticus_WH2	54667819.04183316	380	None
B_ovatus	4153062.649077131	380	None
B_thetaiotaomicron	52517029.00394777	380	None
B_uniformis	7467362.51577644	380	None
B_vulgatus	62123164.815261036	380	None
C_aerofaciens	905962.5987205193	380	None
C_scindens	7199645.863672146	380	None
C_spiroforme	444716.8834802702	380	None
D_longicatena	49617.12250479061	380	None
P_distasonis	5026279.3860576805	380	None
R_obeum	5105034.7881238265	380	None
B_caccae	65211514.744532675	390	None
B_cellulosilyticus_WH2	60251713.361641236	390	None
B_ovatus	2797096.771808276	390	None
B_thetaiotaomicron	54946948.83878449	390	None
B_uniformis	8805146.962182045	390	None
B_vulgatus	80198276.49697883	390	None
C_aerofaciens	1677620.5862100585	390	None
C_scindens	7732177.113795588	390	None
C_spiroforme	686539.5806343383	390	None
D_longicatena	31794.621808472366	390	None
P_distasonis	12001330.513570102	390	None
R_obeum	7417768.1430247165	390	None
B_caccae	63613339.12555742	400	None
B_cellulosilyticus_WH2	39188442.87361258	400	None
B_ovatus	2499774.2901102942	400	None
B_thetaiotaomicron	58448341.816772334	400	None
B_uniformis	7291911.28027472	400	None
B_vulgatus	69562501.51761374	400	None
C_aerofaciens	1686451.0857825633	400	None
C_scindens	7491419.363774758	400	None
C_spiroforme	573249.8933549668	400	None
D_longicatena	13185.323533313047	400	None
P_distasonis	11114508.43637464	400	None
R_obeum	6874864.4871377675	400	None
B_caccae	65073891.79207198	410	None
B_cellulosilyticus_WH2	47550852.17488634	410	None
B_ovatus	845329.5893355901	410	None
B_thetaiotaomicron	47676764.06042509	410	None
B_uniformis	10234419.079914412	410	None
B_vulgatus	63391221.06501793	410	None
C_aerofaciens	1230552.6266597463	410	None
C_scindens	9221755.203360109	410	None
C_spiroforme	478042.3644086564	410	None
D_longicatena	15307.243158346035	410	None
P_distasonis	9906012.137778297	410	None
R_obeum	7730244.395845199	410	None
B_caccae	65903734.977975786	420	None
B_cellulosilyticus_WH2	42313153.142665625	420	None
B_ovatus	788615.7034293207	420	None
B_thetaiotaomicron	51483564.2112512	420	None
B_uniformis	8704525.815072527	420	None
B_vulgatus	83814634.83887444	420	None
C_aerofaciens	1306886.3124165654	420	None
C_scindens	8251507.636016897	420	None
C_spiroforme	666396.1069995724	420	None
D_longicatena	17171.87064235919	420	None
P_distasonis	16877850.931990296	420	None
R_obeum	6089787.366761896	420	None
B_caccae	65267977.96157666	430	None
B_cellulosilyticus_WH2	40015850.66660423	430	None
B_ovatus	998713.4926920141	430	None
B_thetaiotaomicron	55350411.90393597	430	None
B_uniformis	6516136.111999538	430	None
B_vulgatus	62939162.268130094	430	None
C_aerofaciens	1110888.2502252408	430	None
C_scindens	9597135.964288872	430	None
C_spiroforme	630366.9958661892	430	None
D_longicatena	35986.76673042547	430	None
P_distasonis	12550899.754916167	430	None
R_obeum	8638543.515743705	430	None
B_caccae	63254483.915377945	440	None
B_cellulosilyticus_WH2	41073260.7766303	440	None
B_ovatus	83165.08315089474	440	None
B_thetaiotaomicron	54633304.55446562	440	None
B_uniformis	7311710.617819977	440	None
B_vulgatus	72726282.02483658	440	None
C_aerofaciens	1230095.270734656	440	None
C_scindens	10415579.58782912	440	None
C_spiroforme	679129.1365495344	440	None
D_longicatena	73587.6933681788	440	None
P_distasonis	10267185.556416504	440	None
R_obeum	7640304.110684275	440	None
B_caccae	74739670.02494937	450	None
B_cellulosilyticus_WH2	39868176.8043182	450	None
B_ovatus	109225.13384436727	450	None
B_thetaiotaomicron	56408508.83601576	450	None
B_uniformis	5882118.811897802	450	None
B_vulgatus	47548062.65552245	450	None
C_aerofaciens	1073528.0547119274	450	None
C_scindens	8887804.415335184	450	None
C_spiroforme	651877.7384111201	450	None
D_longicatena	110822.82383514337	450	None
P_distasonis	14687294.078049412	450	None
R_obeum	7653131.930062401	450	None
B_caccae	61945851.583468586	460	None
B_cellulosilyticus_WH2	64331304.2775743	460	None
B_ovatus	194748.8365062145	460	None
B_thetaiotaomicron	55452598.64083777	460	None
B_uniformis	7472517.475475728	460	None
B_vulgatus	58792433.32631008	460	None
C_aerofaciens	1622411.7370778385	460	None
C_scindens	8619230.820623487	460	None
C_spiroforme	600820.8900327302	460	None
D_longicatena	15088.612687637564	460	None
P_distasonis	12779577.0933468	460	None
R_obeum	5661251.803335119	460	None
B_caccae	67389917.49062559	470	None
B_cellulosilyticus_WH2	44637609.82684527	470	None
B_ovatus	99671.75926087888	470	None
B_thetaiotaomicron	50143525.01789927	470	None
B_uniformis	13784434.07043682	470	None
B_vulgatus	59051599.134647615	470	None
C_aerofaciens	1315539.614594887	470	None
C_scindens	10268243.776277812	470	None
C_spiroforme	594100.8441133249	470	None
D_longicatena	23441.210676074857	470	None
P_distasonis	9444353.582710281	470	None
R_obeum	5144329.9766304605	470	None
B_caccae	65802593.05161046	480	None
B_cellulosilyticus_WH2	38257077.46346713	480	None
B_ovatus	111192.8995980804	480	None
B_thetaiotaomicron	55416869.652575344	480	None
B_uniformis	13670930.936608495	480	None
B_vulgatus	66190887.17221628	480	None
C_aerofaciens	836050.8709824798	480	None
C_scindens	8324647.365518455	480	None
C_spiroforme	659777.0390490965	480	None
D_longicatena	44426.831030046436	480	None
P_distasonis	9581764.282865379	480	None
R_obeum	6369061.069716879	480	None
B_caccae	65104132.21076512	490	None
B_cellulosilyticus_WH2	35545837.20594071	490	None
B_ovatus	642298.6317327645	490	None
B_thetaiotaomicron	51577962.97604044	490	None
B_uniformis	11443224.649679592	490	None
B_vulgatus	71398799.92891918	490	None
C_aerofaciens	1360417.6820915397	490	None
C_scindens	7733986.954116634	490	None
C_spiroforme	714538.0029981087	490	None
D_longicatena	31466.27680664661	490	None
P_distasonis	11437304.723803375	490	None
R_obeum	4765017.553057279	490	None
B_caccae	70715617.39067139	500	None
B_cellulosilyticus_WH2	41248631.86626862	500	None
B_ovatus	3415504.110461552	500	None
B_thetaiotaomicron	48046241.89393529	500	None
B_uniformis	12784297.699423134	500	None
B_vulgatus	70214199.32308713	500	None
C_aerofaciens	1471242.364353662	500	None
C_scindens	9434532.332270648	500	None
C_spiroforme	792442.5836383867	500	None
D_longicatena	31932.97465872237	500	None
P_distasonis	11038462.140161835	500	None
R_obeum	5612924.962047137	500	None
B_caccae	70720899.67780851	510	None
B_cellulosilyticus_WH2	36141907.62135604	510	None
B_ovatus	187130.02718162176	510	None
B_thetaiotaomicron	52746908.627426796	510	None
B_uniformis	10272672.679584092	510	None
B_vulgatus	56355015.46253237	510	None
C_aerofaciens	1574761.5120713096	510	None
C_scindens	7627884.626583103	510	None
C_spiroforme	642916.5795464339	510	None
D_longicatena	56690.385741599115	510	None
P_distasonis	14488643.149701228	510	None
R_obeum	5996703.706980715	510	None
B_caccae	68390610.47211313	520	None
B_cellulosilyticus_WH2	46749992.577645235	520	None
B_ovatus	491767.0529040947	520	None
B_thetaiotaomicron	54621820.29182723	520	None
B_uniformis	15345619.412381599	520	None
B_vulgatus	63613347.45048762	520	None
C_aerofaciens	1789591.742348541	520	None
C_scindens	6064031.801746663	520	None
C_spiroforme	681126.819223077	520	None
D_longicatena	69947.08319750945	520	None
P_distasonis	14890994.947721679	520	None
R_obeum	7633809.796105542	520	None
B_caccae	66725171.573617175	530	None
B_cellulosilyticus_WH2	36245348.59225936	530	None
B_ovatus	598284.5807054983	530	None
B_thetaiotaomicron	54038861.55559048	530	None
B_uniformis	11507659.573623782	530	None
B_vulgatus	68995710.6785746	530	None
C_aerofaciens	1254555.469547957	530	None
C_scindens	9055473.218396824	530	None
C_spiroforme	733111.8998782367	530	None
D_longicatena	57290.29575045386	530	None
P_distasonis	10158548.274811747	530	None
R_obeum	9192293.463696279	530	None
B_caccae	62230851.170849174	540	None
B_cellulosilyticus_WH2	41355273.29928143	540	None
B_ovatus	458329.93464340887	540	None
B_thetaiotaomicron	52296962.14372376	540	None
B_uniformis	12800023.737780977	540	None
B_vulgatus	71197359.19311287	540	None
C_aerofaciens	1319666.121606161	540	None
C_scindens	7688198.328796083	540	None
C_spiroforme	745950.1704920626	540	None
D_longicatena	32985.42579143255	540	None
P_distasonis	12925952.847567447	540	None
R_obeum	9839080.785082905	540	None
B_caccae	69699422.16988699	550	None
B_cellulosilyticus_WH2	26818211.25226833	550	None
B_ovatus	3315911.627474361	550	None
B_thetaiotaomicron	46089869.96728796	550	None
B_uniformis	8103824.7457758915	550	None
B_vulgatus	75499875.16962616	550	None
C_aerofaciens	1911354.6444696954	550	None
C_scindens	7590388.734868196	550	None
C_spiroforme	580331.2978095013	550	None
D_longicatena	50920.291431241865	550	None
P_distasonis	13359785.868613228	550	None
R_obeum	8529789.651119579	550	None
B_caccae	71958105.85099833	560	None
B_cellulosilyticus_WH2	33158638.257761374	560	None
B_ovatus	3314753.954395371	560	None
B_thetaiotaomicron	51682829.26440583	560	None
B_uniformis	18645460.336279865	560	None
B_vulgatus	74004365.45014597	560	None
C_aerofaciens	1304203.8748316795	560	None
C_scindens	8351547.910443405	560	None
C_spiroforme	508691.9462303585	560	None
D_longicatena	37760.88921884682	560	None
P_distasonis	12203796.666130494	560	None
R_obeum	12736186.524092965	560	None
B_caccae	67913836.2909979	570	None
B_cellulosilyticus_WH2	45857204.41632254	570	None
B_ovatus	587328.5253057018	570	None
B_thetaiotaomicron	48909980.19565146	570	None
