HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
PL8.hmm	259	Csp_02012	1011	6.7e-87	2	258	369	631	0.988416988417
GH25.hmm	177	Csp_02040	341	1.4e-44	1	177	11	186	0.994350282486
GT51.hmm	177	Csp_02054	627	8.1e-65	9	176	55	222	0.943502824859
CE1.hmm	227	Csp_02088	704	7.7e-23	5	143	191	399	0.607929515419
GH3.hmm	216	Csp_02091	1031	1.1e-62	7	216	475	692	0.967592592593
CBM32.hmm	124	Csp_02095	1762	2.9e-21	8	123	182	304	0.927419354839
CBM32.hmm	124	Csp_02095	1762	7.9e-18	8	122	323	451	0.91935483871
GH89.hmm	663	Csp_02095	1762	1e-194	2	654	684	1336	0.983408748115
CBM32.hmm	124	Csp_02095	1762	9.7e-19	10	120	1374	1496	0.887096774194
CBM32.hmm	124	Csp_02096	1582	5.6e-21	7	123	58	200	0.935483870968
CBM32.hmm	124	Csp_02096	1582	2.8e-21	6	123	222	350	0.943548387097
GH20.hmm	337	Csp_02096	1582	8.8e-57	6	335	582	934	0.976261127596
CBM32.hmm	124	Csp_02096	1582	6.5e-21	6	123	1185	1316	0.943548387097
CBM32.hmm	124	Csp_02104	2006	7.5e-16	7	122	38	157	0.927419354839
GH89.hmm	663	Csp_02104	2006	1.7e-228	2	646	243	887	0.971342383107
CE4.hmm	130	Csp_02177	425	6.4e-30	5	125	228	350	0.923076923077
GH31.hmm	427	Csp_02183	2169	6.7e-57	199	427	462	703	0.533957845433
CBM32.hmm	124	Csp_02183	2169	6.2e-17	11	122	994	1120	0.895161290323
CBM32.hmm	124	Csp_02183	2169	5.3e-25	8	123	1699	1832	0.927419354839
GH105.hmm	332	Csp_02202	1061	3.7e-76	9	331	409	751	0.969879518072
GT2.hmm	170	Csp_02225	282	9.9e-19	1	137	6	143	0.8
GT2.hmm	170	Csp_02226	316	1.5e-39	1	133	3	149	0.776470588235
GT2.hmm	170	Csp_02227	319	1.2e-27	1	154	4	159	0.9
GT2.hmm	170	Csp_02230	720	1.3e-29	1	169	192	352	0.988235294118
GT2.hmm	170	Csp_02230	720	2.2e-23	1	147	450	607	0.858823529412
GT4.hmm	160	Csp_02234	376	2e-28	4	155	197	344	0.94375
GT2.hmm	170	Csp_02236	330	5.6e-29	1	166	4	172	0.970588235294
GT2.hmm	170	Csp_02238	223	2.6e-25	2	168	5	161	0.976470588235
GT2.hmm	170	Csp_02239	307	4.5e-28	1	167	5	167	0.976470588235
GT14.hmm	250	Csp_02240	289	8.3e-59	1	242	3	250	0.964
GH73.hmm	128	Csp_02246	1219	5e-21	1	126	296	414	0.9765625
CE4.hmm	130	Csp_02262	431	6.6e-30	5	125	234	356	0.923076923077
GH2.hmm	752	Csp_02345	1646	6.1e-114	26	640	50	837	0.816489361702
