Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
Csp_00603	3.2.1.52|-	CBM32(50-176)+GH20(549-872)+CBM32(1091-1212)	CBM32_e59+CBM32_e59+GH20_e18+CBM32_e76	CBM32+GH20	Y(1-29)	3
Csp_00639	3.2.1.49|-	CBM32(111-251)+CBM32(1202-1338)	CBM32_e167+GH36_e54+CBM32_e89	CBM32+GH36	Y(1-30)	3
Csp_00673	-	CE6(54-145)	CE6_e10	CE0	N	3
Csp_00729	-	GT4(138-224)	GT4_e2881	N	N	2
Csp_00731	-	GT4(178-333)	GT4_e1150	N	N	2
Csp_00732	2.4.1.-	GT2(7-130)	GT2	N	N	2
Csp_00739	-	GT4(180-317)	GT4_e2272	N	N	2
Csp_00753	3.2.1.52	GH3(126-358)	GH3_e28	GH3	Y(1-32)	3
Csp_00936	3.2.1.52	GH3(126-358)	GH3_e28	GH3	Y(1-30)	3
Csp_00949	-	GT4(251-388)	GT4_e4014	N	N	2
Csp_00953	-	GT4(202-344)	GT4_e2367	N	N	2
Csp_00956	-	GT4(208-361)	GT4_e1086	N	N	2
Csp_00990	3.2.1.97|3.2.1.35|3.2.1.52	GH84(182-485)+CBM32(805-922)	GH84_e6+CBM32_e206+CBM32_e206	GH84	Y(1-30)	3
Csp_01080	-	GT4(212-344)	GT4_e3289	GT4	N	3
Csp_01082	-	GT4(157-297)	GT4_e272	GT4	N	3
Csp_01281	-	GH77(8-453)	GH77_e4	GH77	N	3
Csp_01326	-	GT51(78-248)	GT51_e53	GT51	N	3
Csp_01384	-	GT2(5-167)	GT2	GT2	N	3
Csp_01402	-	GH123(405-970)+GH33(1375-1608)	GH123_e5	GH123	Y(1-30)	3
Csp_01570	3.2.1.52	GH20(184-513)	GH20_e114	GH20	Y(1-37)	3
Csp_01571	3.2.1.52	GH3(119-352)	GH3_e28	GH3	Y(1-29)	3
Csp_01575	N	CE1(11-250)	N	N	N	1
Csp_01587	2.4.1.21	GT5(2-472)	GT5_e9	GT5	N	3
Csp_01597	3.2.1.50|3.2.1.169|3.2.1.52	GH84(191-483)+CBM32(763-887)	GH84_e9+CBM32_e6	CBM32+GH84	Y(1-34)	3
Csp_01621	3.2.1.18|-	CBM40(22-197)+CBM40(210-394)+GH33(417-853)+CBM32(986-1115)	CBM40_e6+GH33_e34+CBM32_e7	CBM32+CBM40+GH33	N	3
Csp_01647	-	GH31(412-650)+CBM35(821-964)+CBM35(1126-1251)	GH31_e83+CBM35_e51+CBM35_e51	CBM35+CBM6+GH31	Y(1-33)	3
Csp_01808	-	GH136(2-220)	GH136_e39	N	N	2
Csp_01811	-	CE4(255-365)	CE4_e347	CE4	N	3
Csp_01834	-	GT4(198-353)	GT4_e2305	GT4	N	3
Csp_01835	-	GT2(4-140)	GT2	N	N	2
Csp_01838	-	GT4(231-359)	GT4_e2349	N	N	2
Csp_01840	-	GT4(172-320)	GT4_e1150	N	N	2
Csp_01863	-	GT28(188-347)	GT28_e40	GT28	N	3
Csp_01879	3.2.1.52|3.2.1.39|3.2.1.-|3.2.1.58|-	CBM32(47-176)+CBM32(197-303)+CBM32(336-468)+GH20(696-1035)+CBM32(1391-1512)	CBM32_e59+CBM32_e50+CBM32_e59+GH20_e18+CBM32_e229	CBM32+GH20	Y(1-34)	3
Csp_01954	3.2.1.52|3.2.1.169	GH84(181-478)	GH84_e15	CBM32+GH84	Y(1-28)	3
Csp_01992	-	CE4(264-371)	CE4_e347	CE4	N	3
Csp_02003	3.2.1.52|3.2.1.96|3.2.1.169	GH84(187-484)+CBM32(722-847)	GH84_e15+CBM32_e223	CBM32+GH84	Y(1-29)	3
Csp_02004	-	GH20(197-545)	GH20_e83	GH20	Y(1-33)	3
Csp_02005	-	GH84(191-484)	GH84_e1	CBM32+GH84	Y(1-32)	3
Csp_02010	-	CBM32(59-176)	CBM32_e181+CBM32_e156	N	Y(1-33)	2
Csp_02012	-	PL8(369-631)	PL8_e19	CBM32+PL8	N	3
Csp_02040	-	GH25(11-186)	GH25_e95	GH25	N	3
Csp_02054	-	GT51(55-222)	GT51_e8	GT51	N	3
Csp_02088	N	CE1(191-399)	N	N	Y(1-26)	1
Csp_02091	3.2.1.21|3.2.1.37|3.2.1.-|3.2.1.74	GH3(475-692)	GH3_e165	GH3	N	3
Csp_02095	3.2.1.50|-	CBM32(182-304)+CBM32(323-451)+GH89(684-1336)+CBM32(1374-1496)	CBM32_e135+CBM32_e135+GH89_e10+CBM32_e135	CBM0+CBM32+GH89	N	3
Csp_02096	3.2.1.52|-	CBM32(58-200)+CBM32(222-350)+GH20(582-934)+CBM32(1185-1316)	CBM32_e59+CBM32_e59+GH20_e18+CBM32_e76	CBM32+GH20	Y(1-32)	3
Csp_02104	3.2.1.50|3.2.1.52|3.2.1.169	CBM32(38-157)+GH89(243-887)	CBM32_e6+GH89_e10+CBM32_e6	CBM32+GH89	Y(1-28)	3
Csp_02177	-	CE4(228-350)	CE4_e134	CE4	N	3
Csp_02183	3.2.1.49|-	GH31(462-703)+CBM32(994-1120)+CBM32(1699-1832)	GH31_e75+CBM32_e89+CBM32_e76	CBM32+GH31	N	3
Csp_02202	3.2.1.-	GH105(409-751)	GH105_e39	N	Y(1-26)	2
Csp_02225	-	GT2(6-143)	GT2	N	N	2
Csp_02226	-	GT2(3-149)	GT2	N	N	2
Csp_02227	-	GT2(4-159)	GT2	N	N	2
Csp_02230	-	GT2(192-352)+GT2(450-607)	GT2+GT2	GT2	N	3
Csp_02234	-	GT4(197-344)	GT4_e419	N	N	2
Csp_02236	-	GT2(4-172)	GT2	N	N	2
Csp_02238	-	GT2(5-161)	GT2	GT2	N	3
Csp_02239	-	GT2(5-167)	GT2	GT2	N	3
Csp_02240	-	GT14(3-250)	GT14_e50	N	N	2
Csp_02246	-	GH73(296-414)	GH73_e65	N	Y(1-31)	2
Csp_02262	-	CE4(234-356)	CE4_e134	CE4	N	3
Csp_02345	3.2.1.23|3.2.1.108	GH2(50-837)	GH2_e0+CBM71_e0	GH2	Y(1-29)	3
Csp_00740	-	N	GT4_e939	N	N	1
Csp_01024	-	N	GT2	GT2	N	2
Csp_02223	2.4.1.-	N	GT4_e510	GT4	N	2
Csp_00736	-	N	GT4_e3213	N	N	1
Csp_00954	-	N	GT4_e1067	GT4	N	2
Csp_01021	-	N	CBM50_e916	N	N	1
Csp_00003	N	N	N	GT2	N	1
Csp_00010	N	N	N	GT1	N	1
Csp_00039	N	N	N	GH28	N	1
Csp_00082	N	N	N	GT2	N	1
Csp_00131	N	N	N	GH13_30	N	1
Csp_00266	N	N	N	GH130	N	1
Csp_00346	N	N	N	CBM50	N	1
Csp_00457	N	N	N	GH97	Y(1-37)	1
Csp_00477	N	N	N	GH29	N	1
Csp_00501	N	N	N	GH1	N	1
Csp_00538	N	N	N	GT4	N	1
Csp_00648	N	N	N	GH13_31	N	1
Csp_00702	N	N	N	GH13	N	1
Csp_00719	N	N	N	GT0	N	1
Csp_00725	N	N	N	GT4	N	1
Csp_00726	N	N	N	GT4	N	1
Csp_00845	N	N	N	GH5_11	N	1
Csp_00884	N	N	N	CBM50	N	1
Csp_00920	N	N	N	GT83	N	1
Csp_00928	N	N	N	GH13_31	N	1
Csp_00943	N	N	N	GT0	N	1
Csp_00955	N	N	N	GT4	N	1
Csp_01036	N	N	N	GH13_26	N	1
Csp_01153	N	N	N	GT2	N	1
Csp_01167	N	N	N	GH28	N	1
Csp_01262	N	N	N	GT2	N	1
Csp_01680	N	N	N	GH0	N	1
Csp_01698	N	N	N	GH28	N	1
Csp_01836	N	N	N	GT4	N	1
Csp_01843	N	N	N	GT4	N	1
Csp_01845	N	N	N	GT0	N	1
Csp_01996	N	N	N	PL8	Y(1-26)	1
Csp_02204	N	N	N	GT58	N	1
Csp_02214	N	N	N	GH13_11	N	1
Csp_02260	N	N	N	GH84	N	1
Csp_02388	N	N	N	GH1	N	1
Csp_02391	N	N	N	GH38	N	1
